hu8_zoneid	hu8_baseflowindex_min	hu8_baseflowindex_max	hu8_baseflowindex_mean	hu8_baseflowindex_std	hu8_dep_no3_1985_min	hu8_dep_no3_1985_max	hu8_dep_no3_1985_mean	hu8_dep_no3_1985_std	hu8_dep_no3_1990_min	hu8_dep_no3_1990_max	hu8_dep_no3_1990_mean	hu8_dep_no3_1990_std	hu8_dep_no3_1995_min	hu8_dep_no3_1995_max	hu8_dep_no3_1995_mean	hu8_dep_no3_1995_std	hu8_dep_no3_2000_min	hu8_dep_no3_2000_max	hu8_dep_no3_2000_mean	hu8_dep_no3_2000_std	hu8_dep_no3_2005_min	hu8_dep_no3_2005_max	hu8_dep_no3_2005_mean	hu8_dep_no3_2005_std	hu8_dep_no3_2010_min	hu8_dep_no3_2010_max	hu8_dep_no3_2010_mean	hu8_dep_no3_2010_std	hu8_dep_so4_1985_min	hu8_dep_so4_1985_max	hu8_dep_so4_1985_mean	hu8_dep_so4_1985_std	hu8_dep_so4_1990_min	hu8_dep_so4_1990_max	hu8_dep_so4_1990_mean	hu8_dep_so4_1990_std	hu8_dep_so4_1995_min	hu8_dep_so4_1995_max	hu8_dep_so4_1995_mean	hu8_dep_so4_1995_std	hu8_dep_so4_2000_min	hu8_dep_so4_2000_max	hu8_dep_so4_2000_mean	hu8_dep_so4_2000_std	hu8_dep_so4_2005_min	hu8_dep_so4_2005_max	hu8_dep_so4_2005_mean	hu8_dep_so4_2005_std	hu8_dep_so4_2010_min	hu8_dep_so4_2010_max	hu8_dep_so4_2010_mean	hu8_dep_so4_2010_std	hu8_dep_totaln_1985_min	hu8_dep_totaln_1985_max	hu8_dep_totaln_1985_mean	hu8_dep_totaln_1985_std	hu8_dep_totaln_1990_min	hu8_dep_totaln_1990_max	hu8_dep_totaln_1990_mean	hu8_dep_totaln_1990_std	hu8_dep_totaln_1995_min	hu8_dep_totaln_1995_max	hu8_dep_totaln_1995_mean	hu8_dep_totaln_1995_std	hu8_dep_totaln_2000_min	hu8_dep_totaln_2000_max	hu8_dep_totaln_2000_mean	hu8_dep_totaln_2000_std	hu8_dep_totaln_2005_min	hu8_dep_totaln_2005_max	hu8_dep_totaln_2005_mean	hu8_dep_totaln_2005_std	hu8_dep_totaln_2010_min	hu8_dep_totaln_2010_max	hu8_dep_totaln_2010_mean	hu8_dep_totaln_2010_std	hu8_groundwaterrecharge_min	hu8_groundwaterrecharge_max	hu8_groundwaterrecharge_mean	hu8_groundwaterrecharge_std	hu8_prism_ppt_30yr_normal_800mm2_annual_min	hu8_prism_ppt_30yr_normal_800mm2_annual_max	hu8_prism_ppt_30yr_normal_800mm2_annual_mean	hu8_prism_ppt_30yr_normal_800mm2_annual_std	hu8_prism_tmax_30yr_normal_800mm2_annual_min	hu8_prism_tmax_30yr_normal_800mm2_annual_max	hu8_prism_tmax_30yr_normal_800mm2_annual_mean	hu8_prism_tmax_30yr_normal_800mm2_annual_std	hu8_prism_tmean_30yr_normal_800mm2_annual_min	hu8_prism_tmean_30yr_normal_800mm2_annual_max	hu8_prism_tmean_30yr_normal_800mm2_annual_mean	hu8_prism_tmean_30yr_normal_800mm2_annual_std	hu8_prism_tmin_30yr_normal_800mm2_annual_min	hu8_prism_tmin_30yr_normal_800mm2_annual_max	hu8_prism_tmin_30yr_normal_800mm2_annual_mean	hu8_prism_tmin_30yr_normal_800mm2_annual_std	hu8_runoff_min	hu8_runoff_max	hu8_runoff_mean	hu8_runoff_std	hu8_surficialgeology_alluv_ha	hu8_surficialgeology_alluv_pct	hu8_surficialgeology_beach_ha	hu8_surficialgeology_beach_pct	hu8_surficialgeology_colluv_ha	hu8_surficialgeology_colluv_pct	hu8_surficialgeology_dec_resid_ha	hu8_surficialgeology_dec_resid_pct	hu8_surficialgeology_eolian_ha	hu8_surficialgeology_eolian_pct	hu8_surficialgeology_gf_out_ha	hu8_surficialgeology_gf_out_pct	hu8_surficialgeology_grus_ha	hu8_surficialgeology_grus_pct	hu8_surficialgeology_ice_ha	hu8_surficialgeology_ice_pct	hu8_surficialgeology_lac_ha	hu8_surficialgeology_lac_pct	hu8_surficialgeology_lac_clay_ha	hu8_surficialgeology_lac_clay_pct	hu8_surficialgeology_marine_ha	hu8_surficialgeology_marine_pct	hu8_surficialgeology_open_water_ha	hu8_surficialgeology_open_water_pct	hu8_surficialgeology_other_ha	hu8_surficialgeology_other_pct	hu8_surficialgeology_peat_mrsh_ha	hu8_surficialgeology_peat_mrsh_pct	hu8_surficialgeology_saprol_ha	hu8_surficialgeology_saprol_pct	hu8_surficialgeology_solif_ha	hu8_surficialgeology_solif_pct	hu8_surficialgeology_solut_ha	hu8_surficialgeology_solut_pct	hu8_surficialgeology_till_clay_ha	hu8_surficialgeology_till_clay_pct	hu8_surficialgeology_till_loam_ha	hu8_surficialgeology_till_loam_pct	hu8_surficialgeology_till_oth_ha	hu8_surficialgeology_till_oth_pct	hu8_surficialgeology_till_sand_ha	hu8_surficialgeology_till_sand_pct
225	HU8_303	23	39	32.741	3.3654	13.4729	15.2765	14.5525	0.3011	12.1232	18.3425	16.4301	1.4284	13.2552	15.7416	14.4289	0.6345	10.7219	13.3884	12.0652	0.5763	9.2584	12.4507	11.0404	0.6933	8.1142	10.1648	9.1756	0.6587	25.2339	28.9311	27.4173	0.5768	20.059	31.801	28.1834	2.6776	17.3851	20.4634	18.986	0.9105	12.5705	15.8292	14.109	0.66	12.7808	17.7997	15.5977	1.0843	9.4238	12.0405	10.764	0.8625	4.9484	5.7582	5.4433	0.1467	5.4802	8.3512	7.4259	0.6829	5.8864	6.9754	6.3829	0.2597	4.6067	5.6908	5.1688	0.2352	4.5714	6.3931	5.5676	0.4227	4.1221	5.2675	4.6525	0.3717	52	90	74.933	8.3828	942.6865	1012.491	985.9894	15.3506	15.9524	17.57	16.9157	0.4397	10.432	11.9069	11.2257	0.4232	4.7451	6.4683	5.5308	0.4223	8.9567	9.6595	9.3353	0.1858	7689.2279	2.0603	0	0	0	0	0	0	1253.3066	0.3358	23745.9374	6.3625	0	0	3279.4679	0.8787	4511.1184	1.2087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10497.745	2.8128	322241.1847	86.3413	0	0	0	0
226	HU8_304	8	17	11.4424	1.5332	14.2737	17.06	15.4096	0.5436	12.8206	14.6121	13.8139	0.4583	11.2998	14.379	12.784	0.5871	11.9469	14.1414	13.118	0.3645	9.2556	10.6385	9.948	0.2184	6.7809	8.4146	7.5233	0.2379	29.1086	35.121	31.3474	1.2698	22.4224	26.8069	24.4799	0.7983	15.5567	19.5486	17.5161	0.874	14.5087	17.1903	16.2797	0.4815	13.7647	15.6588	14.804	0.2939	8.3403	10.5033	9.3536	0.3279	5.3859	6.4693	5.7824	0.2497	5.4387	6.3105	5.8805	0.223	4.8753	6.2844	5.5238	0.2717	4.9237	5.872	5.4429	0.1553	4.1924	4.8235	4.5695	0.107	3.3857	4.2301	3.7691	0.124	20	57	32.9193	7.9927	1048.7115	1221.3447	1131.1772	29.5095	18.3003	19.8562	18.9892	0.2731	12.5593	13.9452	13.2434	0.2298	6.7003	8.3429	7.4927	0.2045	9.697	14.6366	11.4237	1.2353	23382.6821	3.7845	0	0	28737.9557	4.6513	0	0	8946.744	1.448	0	0	0	0	4266.2846	0.6905	105282.4927	17.0401	0	0	0	0	9782.5568	1.5833	0	0	0	0	0	0	0	0	0	0	0	0	437453.5187	70.8023	0	0	0	0
227	HU8_305	14	38	27.2486	6.3381	12.7954	15.9788	14.7627	0.589	13.2679	18.14	15.2305	1.2037	11.1762	15.2044	13.5773	0.77	11.9023	16.1301	14.1794	0.9626	9.5489	12.3953	10.8071	0.7534	8.4188	9.8952	9.309	0.3083	24.2473	30.4621	28.4066	0.9884	23.0201	31.4585	26.53	2.0507	14.917	20.252	18.1326	1.021	14.0247	19.3447	16.8468	1.2125	14.18	17.825	15.6129	0.9589	9.7871	12.0189	11.1397	0.5429	4.677	5.9825	5.5642	0.2176	5.7444	8.2574	6.7634	0.6606	4.9425	6.6753	5.9949	0.3362	5.0948	6.777	6.0182	0.374	4.5662	6.4026	5.3813	0.5064	4.1744	5.0268	4.6899	0.1864	31	89	62.2818	15.4257	989.7053	1039.6735	1014.0463	11.1323	16.2849	17.9896	17.362	0.3891	10.5569	12.3246	11.6802	0.3663	4.824	6.6567	5.9935	0.3545	9.1595	9.7692	9.4737	0.1432	5653.5274	1.3916	0	0	0	0	0	0	0	0	6764.1779	1.665	0	0	7820.4192	1.925	0	0	0	0	0	0	12429.8967	3.0595	0	0	0	0	0	0	0	0	0	0	0	0	373597.58	91.9589	0	0	0	0
228	HU8_306	9	20	11.6478	2.1958	13.2652	15.7041	14.3085	0.5306	12.8882	15.3034	13.7776	0.3731	13.0531	14.8492	13.9625	0.379	13.2274	16.1604	14.7958	0.525	9.1669	10.4753	9.8551	0.2333	7.287	9.6932	8.5159	0.5322	26.6236	33.4387	29.8791	1.6252	22.408	26.8529	23.9087	0.6441	17.3207	20.259	18.9242	0.6292	15.7201	19.4022	17.5065	0.6914	14.3181	15.9239	15.0328	0.3356	9.2003	11.9795	10.8188	0.6273	5.1862	6.2823	5.6719	0.2536	5.4935	6.5401	5.8287	0.1628	5.7987	6.5482	6.1582	0.1455	5.4792	6.7838	6.1501	0.2329	4.274	4.9043	4.6266	0.1237	3.6489	4.918	4.2789	0.2807	20	45	26.5006	4.6142	1009.1975	1105	1054.2103	23.9454	17.6645	18.9856	18.2408	0.2794	12.0261	13.1331	12.5786	0.2839	6.3069	7.4368	6.9113	0.2956	9.1011	9.8946	9.4304	0.1793	52215.1541	11.7341	0	0	0	0	0	0	0	0	314.6031	0.0707	0	0	21387.8948	4.8064	152.5764	0.0343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370917.2393	83.3545	0	0	0	0
229	HU8_307	10	26	18.5803	3.523	14.4593	16.9053	15.8717	0.6156	12.8928	15.7093	14.0971	0.7884	12.452	14.6673	13.6121	0.4217	13.3454	16.6407	14.8457	0.5948	9.3397	12.9821	10.7058	0.5471	7.333	9.4206	8.1136	0.5374	29.2527	34.2768	32.2084	1.1858	24.2482	32.7062	27.2941	2.2766	18.4481	23.3967	20.8105	1.2086	17.3386	22.4866	19.6626	1.0591	15.5712	22.4129	17.0046	0.9313	9.2046	12.5554	10.3924	0.8738	5.4364	6.466	6.032	0.2553	5.3874	6.6689	5.9373	0.36	5.5751	6.5732	6.0145	0.2215	5.5158	6.8451	6.1228	0.2461	4.4054	6.1473	4.9744	0.2371	3.658	4.8503	4.1084	0.3109	33	94	64.6733	12.8181	1106.5796	1193.702	1153.8575	13.1079	18.1991	19.6113	18.8874	0.3005	12.5783	13.9877	13.2461	0.3136	6.9148	8.3883	7.5999	0.3359	11.9798	14.8168	13.8888	0.5838	84884.0352	24.9907	0	0	24981.5754	7.3548	0	0	24665.0383	7.2616	21004.0905	6.1838	0	0	0	0	71871.128	21.1596	0	0	0	0	8827.6701	2.599	0	0	0	0	0	0	0	0	0	0	0	0	103428.4265	30.4504	0	0	0	0
230	HU8_308	31	51	37.0847	3.7228	11.5269	17.6718	15.1883	1.1957	16.0214	18.7133	17.1022	0.649	14.9945	19.179	16.8643	0.8557	11.0343	13.6279	12.5872	0.4256	10.6337	13.3181	12.2759	0.5425	8.3816	10.4231	9.3627	0.3575	20.7057	30.7565	26.875	1.8356	27.3586	32.6364	29.0307	1.3316	19.4561	24.3544	21.5059	1.0034	13.0363	16.8354	15.2465	0.6296	13.6206	18.4463	16.3473	0.9606	9.7363	12.8826	11.0744	0.5446	4.4184	6.9079	5.8829	0.5083	7.0262	8.1207	7.5568	0.2337	6.5849	8.3345	7.3574	0.3488	4.7585	5.8647	5.4004	0.1811	5.1548	6.4584	5.912	0.2449	4.2843	5.2997	4.8167	0.1787	74	164	100.4447	18.1204	940.4056	990.7459	968.5472	8.0388	15.4013	16.4681	16.0473	0.2095	9.8707	10.8149	10.3174	0.1844	4.2792	5.1549	4.5824	0.1903	9.6458	12.3963	10.7878	0.8344	55352.5704	10.0015	0	0	0	0	0	0	60993.4214	11.0208	17846.4412	3.2246	0	0	0	0	5110.156	0.9233	96474.745	17.4318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144382.493	26.0881	173281.1242	31.3098	0	0	0	0
231	HU8_309	21	29	23.7831	1.4075	15.243	18.2605	16.3439	0.8186	16.457	19.1938	18.4114	0.5716	15.832	17.9999	17.2092	0.4128	14.9451	16.5224	15.8977	0.4045	12.9602	14.7402	13.9836	0.5073	9.3794	10.4202	9.9304	0.26	27.6125	32.5898	29.3324	1.2884	27.759	34.3223	31.8541	1.5846	19.4916	22.5453	21.3473	0.5949	18.7777	20.218	19.199	0.231	14.4074	19.6943	16.8748	1.6157	10.0625	11.3984	10.7629	0.3865	5.6872	7.0002	6.2069	0.3629	6.9491	7.9183	7.6934	0.1919	6.7237	7.5469	7.2636	0.1501	6.0688	7.0585	6.6709	0.2703	5.7544	6.5521	6.2119	0.2252	4.643	5.191	4.9413	0.1351	62	86	70.9428	4.3822	967.2051	1028.4385	996.1403	14.1237	15.7629	16.2187	15.9561	0.0693	9.9795	10.6162	10.4351	0.0552	4.1862	5.2341	4.9091	0.0774	11.3063	12.0711	11.7656	0.2064	50.5929	0.0349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145019.6498	99.9651	0	0	0	0	0	0
232	HU8_31	46	55	51.258	1.816	16.7819	21.3546	18.4376	1.1615	15.2726	17.0036	15.9141	0.4205	13.624	15.4834	14.2722	0.4134	14.5766	17.9893	16.0512	0.6415	10.9174	12.2551	11.3319	0.3647	6.7057	7.763	7.33	0.2395	24.8554	30.7424	26.8373	1.5474	21.1268	23.5072	22.0796	0.5496	14.3122	16.1787	14.9567	0.3794	16.2882	19.8438	17.8909	0.6442	14.5534	16.2845	15.0716	0.4768	6.785	7.5049	7.2208	0.1589	5.4343	6.7451	5.885	0.3398	5.2375	5.8443	5.4563	0.151	4.8337	5.5063	5.0831	0.1565	4.9063	5.9786	5.3783	0.1981	3.9908	4.4436	4.1321	0.1221	2.7516	3.1118	2.9737	0.0796	273	342	313.3105	13.7952	1174.756	1318.2129	1206.8245	26.9368	12.3786	15.4585	14.5026	0.653	7.2015	9.5019	8.6713	0.4986	1.4592	3.9578	2.8349	0.4753	22.7174	24.6147	24.181	0.2645	0	0	0	0	0	0	0	0	0	0	10979.2989	7.9696	0	0	54783.0059	39.7658	2429.8456	1.7638	0	0	0	0	1668.7561	1.2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67903.0452	49.2894
233	HU8_310	30	43	36.718	3.1921	13.2698	18.4934	15.5435	1.4152	16.3705	19.2475	17.9055	0.5654	13.1064	16.2645	14.765	0.7695	12.5244	15.1524	13.6966	0.6275	13.1655	14.8278	13.746	0.2962	9.5084	10.7207	10.1831	0.1551	23.6057	33.1151	27.6302	2.5608	28.4891	33.5006	30.9636	0.9477	16.8343	20.2783	18.6535	0.8575	16.2544	18.5567	17.1838	0.5307	16.888	19.5187	18.2965	0.6468	11.2999	12.3063	11.8422	0.1821	5.111	7.0823	5.9901	0.5345	7.0349	8.1118	7.6132	0.204	5.6183	6.9007	6.2901	0.3164	5.4412	6.3853	5.8406	0.2284	6.1022	6.8976	6.4874	0.1681	4.8915	5.428	5.1866	0.0663	90	132	110.4833	9.9356	974.2861	1040.4604	1009.5565	9.3893	15.4798	16.8841	16.0217	0.2875	10.0811	11.2136	10.5457	0.2143	4.6399	5.5586	5.0646	0.1776	11.497	12.1021	11.9466	0.1028	20924.3029	12.0756	0	0	0	0	0	0	7658.2817	4.4197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10264.6725	5.9238	134430.081	77.5809	0	0	0	0
234	HU8_311	28	41	32.9765	2.8894	13.6316	18.584	16.4339	1.387	16.1826	19.3308	17.8964	0.7036	12.9812	16.1143	14.4633	1.0988	12.419	15.5294	14.0062	0.7594	13.1522	15.3925	14.695	0.4408	9.3708	10.8526	10.2821	0.2869	24.4417	33.2982	29.703	2.4781	28.2468	33.617	31.3008	1.2159	16.6644	20.1456	18.3607	1.2256	16.2307	19.0135	17.6607	0.6788	18.1366	20.7448	19.6857	0.6251	11.136	12.488	11.9105	0.2554	5.2264	7.1098	6.2689	0.5191	6.9499	8.1385	7.5779	0.2549	5.5424	6.8335	6.1579	0.4474	5.3948	6.5135	5.9527	0.2621	6.4278	7.2024	6.9146	0.1697	4.8206	5.4989	5.2251	0.1219	85	121	99.5132	7.9246	969.5305	1051.2317	1026.8434	17.3882	15.9273	16.896	16.1555	0.1754	10.5083	11.2367	10.6808	0.1109	4.9644	5.5891	5.2011	0.0767	11.4701	12.4201	12.0229	0.1838	692.9759	0.3325	0	0	0	0	0	0	0	0	6060.3821	2.9075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11443.9242	5.4903	190242.1647	91.2698	0	0	0	0
235	HU8_312	23	36	31.2987	3.1637	14.992	17.8523	16.1505	0.5603	16.6362	18.0723	17.1876	0.2908	13.0863	15.0966	13.7554	0.3211	13.2229	15.2584	14.1018	0.3985	14.2294	16.0136	15.1591	0.3471	9.2772	10.2843	9.7703	0.2023	27.5878	33.2938	29.8253	1.0543	29.3438	32.2792	30.4583	0.5323	16.8428	19.3834	18.0508	0.457	16.7802	19.2665	17.9201	0.4649	19.8223	22.1579	21.0491	0.4769	11.0747	11.9377	11.5513	0.1863	5.6993	6.7543	6.1195	0.2039	7.1495	7.8348	7.3543	0.12	5.5909	6.4229	5.9156	0.1409	5.5963	6.4786	6.0066	0.1682	6.8708	7.5804	7.2504	0.1418	4.7412	5.2117	4.9869	0.0983	72	108	94.2686	7.898	1016.4437	1105.7644	1057.8898	18.4129	16.0343	17.4816	16.5063	0.2296	10.5519	11.8493	10.9041	0.1846	4.8913	6.2081	5.2968	0.1819	11.1979	12.7028	12.0273	0.3237	8647.0375	4.1152	0	0	0	0	0	0	0	0	2126.1493	1.0119	0	0	4903.9073	2.3338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194446.4261	92.5391	0	0	0	0
236	HU8_313	22	30	26.6501	1.3478	15.4137	18.2821	16.7562	0.7387	14.5173	16.9366	15.7465	0.5405	12.1458	16.8659	13.8078	1.3755	15.0761	18.3137	16.7453	0.8016	10.3761	15.1818	12.9569	1.3126	8.4093	10.0193	9.3864	0.2433	30.9428	34.4941	32.519	0.8519	28.5222	34.5654	31.0756	1.4896	18.8826	23.4549	21.2285	1.1458	20.6822	24.2701	22.3977	0.7264	17.1537	22.5591	20.6428	1.1906	10.9011	12.8578	12.0304	0.4649	5.8052	6.8451	6.2759	0.263	6.1364	7.1659	6.6526	0.2352	5.4518	7.1796	6.1271	0.5186	6.2102	7.4965	6.9016	0.3326	4.8841	7.0785	6.0686	0.5793	4.2908	5.0875	4.7766	0.1291	77	111	95.9383	5.3204	1118.6949	1204.7555	1169.3751	15.0406	17.0124	18.8187	17.9574	0.4612	11.2135	13.0942	12.2316	0.4507	5.1863	7.4644	6.5007	0.4641	13.6028	14.912	14.2795	0.2394	71627.7497	16.5275	0	0	117838.187	27.1902	0	0	18673.5972	4.3088	7610.6285	1.7561	0	0	7202.3644	1.6619	78098.8039	18.0206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132334.2405	30.535	0	0	0	0
237	HU8_314	22	34	28.0051	2.6987	16.4666	18.3709	17.5394	0.466	15.2293	17.4087	16.4536	0.5028	12.6127	15.9543	14.1425	0.7724	13.7022	17.7469	16.3915	0.8288	12.4026	16.303	14.7971	1.0601	8.8901	9.7326	9.3069	0.1635	30.6784	34.5737	32.9563	0.9114	29.4895	31.4169	30.5074	0.3613	17.5561	22.1981	19.7481	0.931	17.4212	23.1664	21.0797	1.1668	18.9492	23.3967	21.6891	1.0154	10.8389	11.9246	11.391	0.2339	6.2128	6.9069	6.6037	0.167	6.4726	7.4615	6.9854	0.2133	5.5879	6.928	6.1553	0.3054	5.7734	7.4215	6.8456	0.3276	5.8891	7.6781	6.9727	0.4917	4.5206	4.9232	4.7172	0.0812	72	110	92.4661	8.6331	1050.6752	1155.1573	1106.9506	24.7841	16.3477	17.7254	17.0181	0.4087	10.8305	12.0194	11.4361	0.316	5.2832	6.563	5.8492	0.2566	12.3356	14.0622	13.1628	0.4032	27412.4305	8.7619	0	0	2470.6008	0.7897	0	0	3274.1443	1.0465	5465.1537	1.7468	0	0	6047.13	1.9329	20472.4213	6.5437	7519.8877	2.4036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240196.4325	76.7749	0	0	0	0
238	HU8_315	24	42	32.8976	4.5552	15.9306	18.5942	17.5217	0.492	14.8865	19.6775	17.4435	1.5275	14.5642	17.1952	15.9472	0.809	15.5479	17.805	16.5497	0.5474	14.2578	17.5556	15.5636	0.7325	8.4745	10.522	9.6735	0.496	29.4741	34.5915	32.7184	0.8484	28.3495	37.5311	32.8514	2.9506	19.427	23.7368	21.0813	0.8651	20.2249	23.544	21.8381	0.7583	20.8202	24.8019	22.4508	0.8285	10.3074	12.3814	11.4882	0.4905	5.7673	6.7719	6.3717	0.1737	6.042	7.9703	7.1285	0.5925	6.1628	7.2621	6.7178	0.3187	6.2521	7.2378	6.6903	0.2327	6.4092	7.9178	6.9892	0.3224	4.1702	5.2394	4.8245	0.2438	84	142	112.9025	12.9839	1048.955	1156.3372	1103.6656	18.7704	15.6976	17.3516	16.5808	0.4085	10.063	11.8048	11.099	0.4323	4.4202	6.3229	5.6122	0.4649	12.7344	14.616	13.7034	0.4333	52083.7365	17.2541	0	0	3821.6404	1.266	0	0	0	0	6173.6908	2.0452	0	0	1975.9558	0.6546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237808.2401	78.7801	0	0	0	0
239	HU8_316	20	30	25.6011	1.4846	15.8729	18.3032	17.0095	0.463	14.85	16.6987	15.489	0.523	13.0092	17.9264	15.3213	0.9568	15.8454	18.6219	17.6323	0.6399	11.2953	15.0121	13.0819	0.8816	8.1934	10.0169	9.0513	0.3249	31.2994	35.9688	33.127	0.7455	28.396	33.8576	29.9526	1.4954	20.9145	25.3007	22.5438	0.7499	21.6515	24.6956	23.4966	0.6797	18.1749	22.3471	20.2894	0.9499	10.0774	12.8159	11.3469	0.5684	5.8449	6.8002	6.2826	0.1698	6.0752	7.059	6.4335	0.2518	5.8403	7.6048	6.6507	0.3318	6.5055	7.5812	7.1719	0.2414	5.2384	6.8503	6.0151	0.3924	4.0251	5.0823	4.5244	0.2017	75	113	97.0527	6.32	1142.0452	1210.0621	1186.6068	10.682	16.8042	18.6598	18.1393	0.3659	11.5044	12.8718	12.2591	0.2869	5.21	7.1808	6.374	0.3334	14.3377	16.6993	15.0607	0.4445	36129.4319	6.8763	0	0	424223.019	80.7402	0	0	0	0	0	0	0	0	0	0	18908.6912	3.5988	0	0	0	0	7735.7937	1.4723	0	0	0	0	0	0	0	0	0	0	0	0	38420.3832	7.3124	0	0	0	0
240	HU8_317	21	33	25.7586	1.1263	14.7108	17.0141	15.8439	0.5469	14.2956	17.6029	16.3706	0.4706	12.779	15.8226	14.4301	0.8395	15.6712	17.6397	16.3655	0.3514	10.9597	12.049	11.5452	0.1979	8.0222	9.2097	8.6682	0.2303	29.3692	33.7769	31.5524	0.9737	28.0598	33.8428	32.1612	0.7912	20.5906	23.4561	22.0954	0.7291	21.0927	23.7213	22.0806	0.4744	17.4214	19.6827	18.5097	0.3226	10.0217	11.9954	11.047	0.4034	5.4452	6.3293	5.8927	0.1805	6.0399	7.2443	6.8361	0.1669	5.7328	6.7835	6.3376	0.291	6.375	7.1359	6.6776	0.1297	5.0687	5.6309	5.3349	0.0845	3.9849	4.685	4.3565	0.1393	74	132	101.1122	6.0927	1162.3262	1229.3495	1192.2228	13.5714	18.3451	19.0827	18.7073	0.1259	12.2552	13.3427	12.838	0.2585	5.9255	7.6617	6.9637	0.4303	14.0178	17.7692	15.6116	0.8763	24734.0293	11.0828	0	0	138672.8255	62.1364	0	0	2255.4732	1.0106	0	0	0	0	0	0	43204.2513	19.3589	0	0	0	0	4364.8299	1.9558	0	0	0	0	0	0	0	0	0	0	0	0	9943.4811	4.4555	0	0	0	0
241	HU8_318	21	37	28.3357	4.1195	14.8778	17.7258	16.1872	0.5463	14.3267	17.3125	15.7119	0.6769	11.2188	14.2935	12.8081	0.618	13.1357	17.059	15.5557	0.7187	10.1428	14.8753	12.1255	0.8799	8.7854	9.5347	9.0553	0.1694	28.6228	33.2616	31.0139	1.0257	27.7929	32.6804	29.7869	1.105	17.4227	21.9514	18.8715	0.7855	16.0016	22.5292	20.1585	1.4102	16.2404	24.2407	18.5916	1.2858	10.4512	12.7084	11.354	0.5477	5.6503	6.705	6.1308	0.2075	6.1129	7.5728	6.7661	0.3565	5.0625	6.2421	5.6855	0.2236	5.595	7.0768	6.5025	0.2709	4.8116	7.0915	5.8092	0.4431	4.4504	4.9092	4.6185	0.1001	63	108	85.6184	9.2041	1022.1643	1164.6085	1096.2173	31.7449	16.6859	18.5376	17.8012	0.4891	11.0946	12.8	12.0888	0.4169	5.4528	7.1503	6.3714	0.3626	10.1372	14.1048	12.079	0.978	52111.8503	9.9205	0	0	0	0	0	0	23971.626	4.5635	62047.9322	11.8121	0	0	0	0	21146.9233	4.0257	0	0	0	0	668.5818	0.1273	0	0	0	0	0	0	0	0	0	0	0	0	365346.53	69.5509	0	0	0	0
242	HU8_319	24	39	34.8428	2.3429	13.2109	18.4073	15.5733	1.2143	15.9465	18.2477	17.0116	0.4671	12.4213	17.3533	13.8802	0.6087	12.1137	16.3029	13.7653	0.928	11.6551	16.049	13.9819	0.985	8.7978	9.8917	9.4036	0.2383	23.7171	34.4187	28.6814	2.66	27.8247	32.6729	29.9566	1.0926	15.9364	22.0599	18.2825	0.859	14.6058	20.7421	17.5148	1.1758	16.4783	22.8637	19.6718	1.4115	10.2978	11.7106	11.1895	0.2882	5.0667	6.9622	5.909	0.4327	6.868	7.9125	7.3939	0.2373	5.3575	7.5353	6.0323	0.2798	5.2348	6.8579	5.8987	0.3524	5.7101	7.7296	6.7881	0.4162	4.4061	5.0715	4.8116	0.1393	74	116	98.294	6.9934	948.3193	1126.1472	1024.8461	43.6872	15.8929	17.8104	16.6559	0.3878	10.1896	12.0777	10.9961	0.3687	4.4241	6.3404	5.3313	0.3579	9.8247	12.6511	11.2479	0.6466	65687.6992	11.1495	0	0	0	0	0	0	462.5377	0.0785	16320.3987	2.7702	0	0	3576.1591	0.607	0.4083	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19163.2089	3.2527	483940.8577	82.142	0	0	0	0
