hu8_zoneid	hu8_baseflowindex_min	hu8_baseflowindex_max	hu8_baseflowindex_mean	hu8_baseflowindex_std	hu8_dep_no3_1985_min	hu8_dep_no3_1985_max	hu8_dep_no3_1985_mean	hu8_dep_no3_1985_std	hu8_dep_no3_1990_min	hu8_dep_no3_1990_max	hu8_dep_no3_1990_mean	hu8_dep_no3_1990_std	hu8_dep_no3_1995_min	hu8_dep_no3_1995_max	hu8_dep_no3_1995_mean	hu8_dep_no3_1995_std	hu8_dep_no3_2000_min	hu8_dep_no3_2000_max	hu8_dep_no3_2000_mean	hu8_dep_no3_2000_std	hu8_dep_no3_2005_min	hu8_dep_no3_2005_max	hu8_dep_no3_2005_mean	hu8_dep_no3_2005_std	hu8_dep_no3_2010_min	hu8_dep_no3_2010_max	hu8_dep_no3_2010_mean	hu8_dep_no3_2010_std	hu8_dep_so4_1985_min	hu8_dep_so4_1985_max	hu8_dep_so4_1985_mean	hu8_dep_so4_1985_std	hu8_dep_so4_1990_min	hu8_dep_so4_1990_max	hu8_dep_so4_1990_mean	hu8_dep_so4_1990_std	hu8_dep_so4_1995_min	hu8_dep_so4_1995_max	hu8_dep_so4_1995_mean	hu8_dep_so4_1995_std	hu8_dep_so4_2000_min	hu8_dep_so4_2000_max	hu8_dep_so4_2000_mean	hu8_dep_so4_2000_std	hu8_dep_so4_2005_min	hu8_dep_so4_2005_max	hu8_dep_so4_2005_mean	hu8_dep_so4_2005_std	hu8_dep_so4_2010_min	hu8_dep_so4_2010_max	hu8_dep_so4_2010_mean	hu8_dep_so4_2010_std	hu8_dep_totaln_1985_min	hu8_dep_totaln_1985_max	hu8_dep_totaln_1985_mean	hu8_dep_totaln_1985_std	hu8_dep_totaln_1990_min	hu8_dep_totaln_1990_max	hu8_dep_totaln_1990_mean	hu8_dep_totaln_1990_std	hu8_dep_totaln_1995_min	hu8_dep_totaln_1995_max	hu8_dep_totaln_1995_mean	hu8_dep_totaln_1995_std	hu8_dep_totaln_2000_min	hu8_dep_totaln_2000_max	hu8_dep_totaln_2000_mean	hu8_dep_totaln_2000_std	hu8_dep_totaln_2005_min	hu8_dep_totaln_2005_max	hu8_dep_totaln_2005_mean	hu8_dep_totaln_2005_std	hu8_dep_totaln_2010_min	hu8_dep_totaln_2010_max	hu8_dep_totaln_2010_mean	hu8_dep_totaln_2010_std	hu8_groundwaterrecharge_min	hu8_groundwaterrecharge_max	hu8_groundwaterrecharge_mean	hu8_groundwaterrecharge_std	hu8_prism_ppt_30yr_normal_800mm2_annual_min	hu8_prism_ppt_30yr_normal_800mm2_annual_max	hu8_prism_ppt_30yr_normal_800mm2_annual_mean	hu8_prism_ppt_30yr_normal_800mm2_annual_std	hu8_prism_tmax_30yr_normal_800mm2_annual_min	hu8_prism_tmax_30yr_normal_800mm2_annual_max	hu8_prism_tmax_30yr_normal_800mm2_annual_mean	hu8_prism_tmax_30yr_normal_800mm2_annual_std	hu8_prism_tmean_30yr_normal_800mm2_annual_min	hu8_prism_tmean_30yr_normal_800mm2_annual_max	hu8_prism_tmean_30yr_normal_800mm2_annual_mean	hu8_prism_tmean_30yr_normal_800mm2_annual_std	hu8_prism_tmin_30yr_normal_800mm2_annual_min	hu8_prism_tmin_30yr_normal_800mm2_annual_max	hu8_prism_tmin_30yr_normal_800mm2_annual_mean	hu8_prism_tmin_30yr_normal_800mm2_annual_std	hu8_runoff_min	hu8_runoff_max	hu8_runoff_mean	hu8_runoff_std	hu8_surficialgeology_alluv_ha	hu8_surficialgeology_alluv_pct	hu8_surficialgeology_beach_ha	hu8_surficialgeology_beach_pct	hu8_surficialgeology_colluv_ha	hu8_surficialgeology_colluv_pct	hu8_surficialgeology_dec_resid_ha	hu8_surficialgeology_dec_resid_pct	hu8_surficialgeology_eolian_ha	hu8_surficialgeology_eolian_pct	hu8_surficialgeology_gf_out_ha	hu8_surficialgeology_gf_out_pct	hu8_surficialgeology_grus_ha	hu8_surficialgeology_grus_pct	hu8_surficialgeology_ice_ha	hu8_surficialgeology_ice_pct	hu8_surficialgeology_lac_ha	hu8_surficialgeology_lac_pct	hu8_surficialgeology_lac_clay_ha	hu8_surficialgeology_lac_clay_pct	hu8_surficialgeology_marine_ha	hu8_surficialgeology_marine_pct	hu8_surficialgeology_open_water_ha	hu8_surficialgeology_open_water_pct	hu8_surficialgeology_other_ha	hu8_surficialgeology_other_pct	hu8_surficialgeology_peat_mrsh_ha	hu8_surficialgeology_peat_mrsh_pct	hu8_surficialgeology_saprol_ha	hu8_surficialgeology_saprol_pct	hu8_surficialgeology_solif_ha	hu8_surficialgeology_solif_pct	hu8_surficialgeology_solut_ha	hu8_surficialgeology_solut_pct	hu8_surficialgeology_till_clay_ha	hu8_surficialgeology_till_clay_pct	hu8_surficialgeology_till_loam_ha	hu8_surficialgeology_till_loam_pct	hu8_surficialgeology_till_oth_ha	hu8_surficialgeology_till_oth_pct	hu8_surficialgeology_till_sand_ha	hu8_surficialgeology_till_sand_pct
76	HU8_169	46	71	57.9804	6.8736	11.593	14.5412	12.8623	0.6101	10.6992	12.2279	11.5391	0.2346	12.4292	16.5322	13.6572	0.8291	11.4495	14.4913	13.0017	0.6902	7.8002	9.3982	8.778	0.3443	7.5229	9.5549	8.3182	0.4627	16.8955	21.0487	18.5774	0.8832	13.4119	15.5762	14.593	0.3941	12.3841	16.795	13.7115	0.8886	10.0885	12.8259	11.4567	0.6423	7.7706	9.598	8.9414	0.3706	6.9006	8.681	7.5623	0.4198	5.2665	6.2931	5.6715	0.2128	5.4849	6.1234	5.8219	0.0959	5.6861	7.699	6.3172	0.4173	5.4233	7.0834	6.2865	0.3741	4.0981	5.1038	4.6745	0.2167	4.2925	5.5886	4.829	0.2929	97	185	140.6119	23.6444	768.557	902.6592	835.8044	29.9528	12.4852	13.7766	13.2467	0.3369	6.7602	7.9793	7.5977	0.2025	1.028	2.6301	1.9438	0.3499	8.1337	10.441	9.5404	0.5151	0	0	0	0	0	0	0	0	0	0	68366.3324	16.2921	0	0	2205.8897	0.5257	0	0	135199.5122	32.2189	0	0	8561.3691	2.0402	0	0	0	0	0	0	0	0	0	0	10786.9638	2.5706	194507.6554	46.3524	0	0	0	0
77	HU8_17	44	60	51.5359	3.9933	9.2011	35.0396	11.592	2.5468	13.0598	30.1773	14.9519	1.8576	10.7834	30.7597	13.4594	2.6042	9.0133	22.0897	11.3939	1.2673	8.2079	19.2405	10.044	1.2682	5.3646	10.3597	6.4423	0.7794	14.3175	50.7212	17.601	3.5627	18.0185	41.2116	20.6238	2.5081	12.0251	31.9769	14.5183	2.5974	9.1302	23.1084	12.33	1.3367	11.0007	25.462	13.6104	1.6255	5.682	10.9546	6.9145	0.9335	3.0873	11.7536	3.9043	0.8532	4.4702	10.1775	5.1259	0.6228	3.7733	10.7768	4.7196	0.9158	2.9859	7.4437	3.8459	0.4301	3.2091	7.4384	3.8876	0.4923	2.2028	4.2737	2.6393	0.3127	301	479	341.9774	16.578	1024.8944	2401.627	1249.3351	127.0554	1.7791	13.1041	11.6275	1.2897	-1.6788	7.5663	5.8993	1.2484	-5.1363	2.3317	0.1661	1.245	24.022	40.302	26.4279	1.9932	0	0	0	0	0	0	0	0	963.3756	0.1727	34281.7018	6.1465	0	0	8242.5929	1.4779	0	0	0	0	96181.4811	17.2448	4222.1669	0.757	0	0	500.0807	0.0897	0	0	0	0	0	0	0	0	0	0	0	0	413350.7154	74.1114
78	HU8_170	48	79	67.1349	5.251	11.6941	14.5405	12.8494	0.7221	9.9212	12.3942	11.0564	0.4675	10.0379	15.1891	12.2987	1.0215	10.8062	13.9191	12.4033	0.6025	7.5962	10.2007	9.0158	0.5007	5.8502	8.4169	7.3668	0.5591	16.1532	19.8644	18.1286	0.7057	12.0803	15.2777	13.4837	0.6329	9.0819	15.4425	11.942	1.3005	9.1995	11.9448	10.6999	0.4819	7.4181	9.7326	8.7604	0.4288	4.8542	7.6681	6.5672	0.632	5.2831	6.3297	5.7346	0.2299	5.2129	6.3219	5.6317	0.2226	4.4554	7.1035	5.5702	0.5479	5.2299	6.5165	5.9655	0.2082	3.992	5.4707	4.8216	0.2757	3.1241	4.7714	4.2048	0.3849	113	231	183.7478	19.8999	746.5463	829.3547	795.7797	14.8597	10.02	13.2026	12.0744	0.7585	4.469	7.6913	6.3887	0.8781	-1.4615	2.4987	0.698	1.0162	8.8779	12.6118	10.6791	0.641	0	0	0	0	0	0	0	0	0	0	344920.3259	35.7428	0	0	11829.517	1.2258	0	0	206718.1179	21.4214	0	0	9498.8496	0.9843	0	0	0	0	0	0	0	0	0	0	39949.1249	4.1398	352091.5794	36.4859	0	0	0	0
79	HU8_171	37	51	46.1904	1.9131	12.725	13.8732	13.1506	0.2315	11.1202	12.175	11.5659	0.1973	11.7361	13.5668	12.8024	0.3768	10.9083	13.0286	12.3903	0.4128	7.4938	8.8743	8.3887	0.2419	7.5467	8.3942	7.8609	0.2176	18.2971	19.6269	18.8006	0.2873	13.9691	15.5451	14.8055	0.3474	11.676	13.9531	12.9108	0.4773	9.5082	11.8087	11.0275	0.436	7.5105	9.0824	8.5407	0.2785	6.9434	7.8759	7.2935	0.2095	5.4886	5.9917	5.6263	0.0952	5.5026	6.0333	5.6687	0.099	5.2597	6.1354	5.774	0.1857	5.1188	6.0151	5.7816	0.1735	3.9051	4.5589	4.3398	0.1125	4.2952	4.7566	4.4552	0.1173	71	113	92.9156	7.1834	766.3708	804.8657	777.8427	7.7042	12.4641	13.0332	12.8042	0.0935	7.3416	7.9075	7.6872	0.1063	1.984	2.9443	2.5655	0.1567	7.6868	8.8754	8.0729	0.2942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27312.4223	18.4258	0	0	49840.6506	33.6241	0	0	0	0	0	0	0	0	0	0	22633.9141	15.2695	48442.167	32.6806	0	0	0	0
80	HU8_172	36	58	50.8894	3.0539	12.9667	14.5452	13.6146	0.3667	11.0716	12.5463	11.7445	0.3624	10.6924	12.8406	11.6576	0.4169	10.8787	12.9416	12.1298	0.475	7.4824	8.9773	8.4956	0.3345	7.3398	8.4623	7.8245	0.298	18.2099	20.101	18.9949	0.4294	13.8487	15.604	14.6051	0.4065	10.5151	12.7643	11.3262	0.4636	9.4715	11.2301	10.5231	0.3915	7.4221	8.7901	8.3436	0.289	6.6533	7.7794	7.1356	0.2831	5.6286	6.1432	5.8252	0.1249	5.4916	6.179	5.8066	0.1748	4.7642	5.7956	5.1932	0.2048	5.0897	5.965	5.6496	0.2	3.9057	4.6603	4.3996	0.1633	4.1051	4.7876	4.3938	0.1871	82	143	111.7518	11.8401	758.9864	801.625	778.4332	9.3728	11.7134	12.8597	12.528	0.1392	6.681	7.7034	7.3002	0.1613	1.2895	2.6187	2.0673	0.2288	7.9351	9.8009	8.7131	0.4687	0	0	0	0	0	0	0	0	0	0	557.8257	0.3333	0	0	0	0	54.7561	0.0327	121942.8279	72.866	0	0	517.5567	0.3093	0	0	0	0	0	0	0	0	0	0	32492.5879	19.4157	11786.7032	7.0431	0	0	0	0
81	HU8_173	34	53	46.1169	3.8483	12.5816	17.1766	14.153	0.9575	11.029	14.0246	12.2789	0.7249	11.0788	14.3348	12.6398	0.7109	13.0342	17.3286	14.7684	1.0442	8.1015	11.3474	9.8629	0.6623	7.5375	10.8394	8.918	0.8426	18.6033	24.6724	20.5878	1.2421	14.9544	19.6229	16.683	1.2072	11.3294	15.61	13.5044	0.963	11.8208	16.509	13.7557	1.1696	8.4634	12.2974	10.4673	0.8315	7.2863	10.6334	8.6441	0.8991	5.0848	7.1552	5.8312	0.4458	5.1618	6.3427	5.7226	0.2764	4.9412	6.3588	5.6156	0.3121	6.0031	7.6168	6.6225	0.391	4.0696	5.5714	4.9354	0.2941	4.1835	5.9861	4.9538	0.4475	73	104	89.9319	6.1929	793.3842	881.7122	845.2747	15.388	12.4677	13.8674	13.1472	0.2845	7.2462	9.0937	8.0381	0.4827	1.8291	4.545	2.9239	0.7221	7.6798	8.5555	7.8836	0.1681	0	0	0	0	0	0	0	0	0	0	20051.2173	8.8171	0	0	4714.2251	2.073	0	0	5702.0945	2.5074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68768.5216	30.2395	128177.1027	56.3631	0	0	0	0
82	HU8_174	23	68	50.6148	9.5511	10.0529	14.2085	13.0275	0.7404	8.5647	12.3196	11.2279	0.7561	10.583	14.4155	12.3512	0.8085	9.4779	12.6525	11.0454	0.5572	6.6951	9.1719	7.8365	0.4122	6.223	7.7087	7.164	0.3518	15.3207	20.1545	18.9094	0.743	10.4226	14.6728	13.416	0.8081	9.7373	14.7953	12.2087	1.1159	8.035	10.7267	9.4739	0.4227	7.0305	8.7678	7.771	0.2981	5.331	7.066	6.3151	0.4621	5.0705	6.6327	6.2251	0.2288	4.6967	6.4786	5.9373	0.3149	4.731	6.8078	5.744	0.447	4.8252	6.1429	5.5771	0.2401	3.7674	4.9231	4.3629	0.1925	3.4734	4.7015	4.2609	0.3031	60	198	142.6759	31.2634	746.4126	841.0156	808.2506	14.2828	10.0881	12.3877	11.2857	0.5049	4.2543	6.7329	5.5862	0.6128	-1.6374	1.12	-0.1184	0.7313	10.0006	12.0925	11.0433	0.5665	0	0	0	0	0	0	0	0	0	0	158592.9906	22.5171	0	0	0	0	0	0	0	0	0	0	5917.4275	0.8402	0	0	1921.4141	0.2728	0	0	0	0	0	0	0	0	537891.7902	76.37	0	0	0	0
83	HU8_175	28	78	60.3296	7.1832	11.0585	14.5376	12.1087	0.5519	9.1103	11.8579	10.614	0.4614	11.5512	16.4727	13.0119	0.7339	10.3085	15.0047	12.3958	1.2274	7.2655	9.6531	8.5642	0.4499	6.4207	9.7079	8.024	0.4225	16.0509	21.0457	17.7418	0.7693	11.0838	15.0943	12.9482	0.6269	11.1229	16.6824	12.8254	0.7225	9.2854	13.0132	10.8058	0.9637	7.6037	9.7361	8.6892	0.4226	5.5968	8.8517	7.0694	0.3314	5.196	6.3783	5.6967	0.2413	4.9868	6.3333	5.6204	0.1971	5.2309	7.6801	6.1876	0.3713	5.2408	7.548	6.2229	0.5956	4.0835	5.406	4.7459	0.244	3.6697	5.7082	4.7951	0.2378	70	205	151.4169	20.9675	756.3	902.9138	836.0076	22.215	10.7996	13.7545	12.8488	0.5152	5.0883	7.9603	6.9955	0.4178	-0.6358	3.0363	1.1371	0.379	8.9314	11.4505	9.8737	0.4035	0	0	0	0	69340.2266	8.2391	0	0	0	0	231695.2574	27.5305	0	0	0	0	1111.7664	0.1321	315514.9332	37.4901	0	0	17049.2769	2.0258	0	0	32561.5373	3.869	0	0	0	0	0	0	0	0	174321.7815	20.7133	0	0	0	0
84	HU8_176	47	74	63.758	5.3014	10.6024	14.7371	13.0208	0.9982	9.7839	13.4391	11.3376	0.5769	12.4665	16.3076	13.5809	0.7144	13.5464	15.9234	14.7633	0.4339	8.2505	10.5937	9.0941	0.5412	8.5448	10.6665	9.2404	0.3238	13.9695	21.4961	18.4911	1.7881	12.1156	17.1494	14.1151	0.8528	11.9687	16.6148	13.4018	0.9182	12.0653	14.2003	12.9963	0.4151	8.5257	11.0726	9.4312	0.6059	7.2652	9.6383	8.2074	0.4375	4.6107	6.311	5.6209	0.3998	4.9514	6.8516	5.8834	0.3376	5.8647	7.5816	6.4857	0.3043	6.419	7.9703	7.2476	0.268	4.5269	5.9467	4.9614	0.3323	5.0832	6.2876	5.5177	0.2477	97	170	145.0008	14.9463	827.8364	948.2587	887.9844	21.423	12.3492	14.495	13.499	0.3217	7.2137	8.8881	7.8802	0.2032	1.3741	3.9442	2.2564	0.3256	8.2078	9.4169	8.9539	0.2182	33756.2135	5.519	0	0	400145.1208	65.4218	0	0	0	0	64073.6701	10.4757	0	0	0	0	0	0	3710.4241	0.6066	0	0	7615.0782	1.245	0	0	0	0	0	0	0	0	0	0	624.0925	0.102	101713.864	16.6297	0	0	0	0
85	HU8_177	44	70	52.3655	5.7369	12.9611	14.7691	13.9454	0.3251	11.3574	12.8265	11.9538	0.2397	12.3187	15.4656	14.4215	0.688	12.4431	15.2706	13.928	0.686	8.2663	11.4403	9.7791	0.6414	7.9203	11.1374	9.4742	0.7112	18.6859	21.495	20.3019	0.5019	14.8489	17.6165	15.9874	0.4727	13.2382	16.6053	15.3381	0.8746	11.1136	14.3137	12.8588	0.7634	8.4756	12.3322	10.3143	0.7872	7.3912	10.6773	9.0321	0.7356	5.2841	6.1122	5.7987	0.1337	5.3456	6.1793	5.6773	0.1522	5.4932	7.0246	6.5121	0.3257	5.843	6.9393	6.3768	0.2672	4.2947	5.6747	4.9748	0.2716	4.518	6.2204	5.3455	0.3792	83	138	102.2877	11.9889	774.9771	903.0754	864.4954	26.8318	12.5795	14.1166	13.3862	0.3481	7.1885	8.562	7.9714	0.294	1.7664	3.0196	2.5515	0.2575	7.698	8.5161	7.903	0.1436	0	0	0	0	0	0	0	0	0	0	83329.4824	16.9963	0	0	0	0	0	0	0	0	0	0	3825.473	0.7803	0	0	13028.102	2.6573	0	0	0	0	0	0	0	0	390096.2528	79.5661	0	0	0	0
86	HU8_178	26	39	31.7744	2.5627	14.4943	16.7919	15.882	0.338	15.1402	18.8412	16.9139	0.5402	14.415	18.221	16.5343	0.6883	12.5081	15.5647	14.0464	0.6371	8.5558	12.4761	10.6742	1.0332	8.2815	12.1532	10.7457	0.8735	22.1356	28.3918	26.4666	1.0511	22.0854	34.3322	28.0947	2.1304	16.7419	23.6474	20.6914	1.2997	14.5608	16.8469	15.6071	0.4461	9.7402	15.1127	12.7474	1.4582	8.8153	14.6205	12.9485	1.5307	5.8039	6.7087	6.3163	0.1326	6.7851	8.0821	7.463	0.183	6.366	7.7325	7.1695	0.2389	5.1575	6.7927	5.9867	0.3489	4.1289	5.7617	4.9762	0.4246	4.4746	6.3626	5.5911	0.4074	79	128	96.7015	9.8271	877.2279	995.791	973.4921	21.6651	13.7256	15.5978	15.0939	0.35	9.0119	10.8421	10.3039	0.3447	4.2319	6.7161	5.5087	0.5339	9.8647	12.7391	12.014	0.4945	0	0	0	0	0	0	0	0	416.0514	0.245	0	0	0	0	0	0	25337.4207	14.9213	51672.6559	30.4302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92380.9182	54.4035	0	0	0	0	0	0
87	HU8_179	29	42	36.8806	2.4414	12.8258	16.6357	14.0743	0.8519	13.5768	16.8721	14.6361	0.7014	13.1407	16.7007	14.3622	0.8564	13.884	17.9582	16.5276	0.7856	8.5998	10.9538	9.6528	0.5378	8.5635	11.5069	9.5267	0.6751	18.8714	27.1788	21.192	1.8771	18.8491	28.9929	20.9444	1.985	14.5072	21.1879	16.2429	1.4339	15.1919	17.4192	16.056	0.5157	9.6134	13.052	10.6419	0.6381	8.719	14.1549	9.5926	1.015	5.1386	6.6438	5.6527	0.3298	6.1324	7.4718	6.5545	0.2877	5.7995	7.1808	6.3253	0.3592	5.8403	7.8429	7.1978	0.3728	4.1703	5.3684	4.6918	0.2608	4.6511	6.0052	5.2092	0.3585	68	118	81.9135	8.0386	849.1302	986.9957	886.9747	28.1822	12.4889	15.0021	13.5003	0.4717	8.3723	10.7687	8.7742	0.5214	2.9364	6.7394	4.043	0.8294	8.049	12.5291	8.9323	1.0789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7707.1705	7.1499	13203.4843	12.2488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86883.5384	80.6013	0	0	0	0	0	0
88	HU8_18	40	47	45.5627	1.0962	8.3429	16.0549	10.3298	1.3021	10.1583	17.5433	12.7041	1.5889	7.7394	15.6358	10.5423	1.4205	6.9898	15.4158	10.3595	1.3324	6.7961	11.7871	8.8648	0.8591	3.819	5.8908	4.7486	0.3882	13.1492	25.2622	16.0376	1.9421	12.939	23.4192	16.7854	2.2471	8.0766	16.8297	11.2175	1.5626	7.4797	16.5657	11.1547	1.433	9.0655	15.0925	11.5387	1.0475	4.0617	6.134	4.9516	0.4102	2.9332	5.6317	3.5765	0.4385	3.6752	6.1872	4.4858	0.5349	2.6661	5.4703	3.6723	0.5075	2.4078	5.2754	3.5464	0.4524	2.5111	4.5074	3.3566	0.3476	1.6513	2.5469	2.0675	0.1671	243	307	279.5068	9.2094	997.1656	1724.0961	1136.8521	112.1609	5.9078	11.0307	9.1617	0.7906	1.4458	4.995	3.6365	0.5594	-3.5795	-0.5677	-1.8939	0.4433	23.3557	26.6621	24.2484	0.5663	3366.3169	1.4839	0	0	0	0	0	0	0	0	0	0	0	0	2752.6582	1.2134	3574.6278	1.5757	3653.8509	1.6106	0	0	8601.0695	3.7913	0	0	5464.6446	2.4088	0	0	0	0	0	0	0	0	10000.8471	4.4083	0	0	189449.4322	83.5081
89	HU8_180	25	47	36.9017	4.3949	13.0261	16.0725	14.6642	0.5947	13.712	17.6733	16.0548	0.8666	13.7271	17.0198	15.2034	0.7181	12.7213	17.2268	14.8881	0.9124	8.1956	11.7069	9.692	0.4955	7.9457	12.2044	10.2475	0.9945	19.1522	27.0132	23.4953	1.3362	20.0413	29.2078	24.6056	2.2788	15.235	21.4416	18.4451	1.2864	13.3242	16.8055	15.6173	0.6959	9.3355	14.2333	11.29	0.8483	8.4687	14.2007	11.2232	1.5294	5.2174	6.4167	5.8493	0.2388	6.1852	7.9226	7.2441	0.4226	6.0442	7.5071	6.7442	0.3202	5.5884	7.4924	6.5275	0.3937	3.9591	5.4824	4.6722	0.2128	4.2859	6.4467	5.5144	0.4979	70	126	96.3522	9.3819	850.6786	994.7693	946.3418	32.1964	13.3125	15.7068	14.931	0.5916	8.338	10.6791	9.6554	0.5492	2.8443	6.0329	4.3748	0.6182	8.3946	12.1526	10.5163	0.9352	5378.3094	1.4267	0	0	0	0	0	0	0	0	24403.9985	6.4737	0	0	0	0	0	0	38454.3769	10.2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308735.0243	81.8987	0	0	0	0	0	0
90	HU8_181	29	57	44.6586	4.7828	12.8274	16.4538	14.1577	0.7805	11.9429	15.9945	13.9173	0.7215	13.6584	16.9213	14.5519	0.7223	14.0303	17.0589	15.9191	0.4608	9.1205	11.7685	10.1765	0.5726	9.0216	11.2452	10.056	0.4447	18.8476	24.2532	20.8817	1.3627	16.3373	23.4481	19.4192	1.3342	14.9609	19.9913	16.3378	1.2402	13.6025	16.2455	15.1031	0.5076	9.7787	12.5048	11.0351	0.5375	8.6561	10.9616	9.7329	0.5739	5.1379	6.5797	5.6693	0.3047	5.2613	7.4096	6.1957	0.3598	6.0147	7.5398	6.4337	0.3555	6.2406	7.3806	6.9046	0.1942	4.444	5.732	4.9766	0.2758	4.9953	6.2483	5.5684	0.2477	73	131	96.7145	9.0321	851.3035	950.027	901.6808	23.984	12.8782	14.9609	13.974	0.348	7.6985	9.3696	8.6243	0.2543	2.4311	3.8363	3.2696	0.2022	7.908	10.3782	8.6618	0.6674	0	0	0	0	0	0	0	0	0	0	128760.9651	32.196	0	0	359.3314	0.0898	0	0	16862.829	4.2165	0	0	1621.1896	0.4054	0	0	0	0	0	0	0	0	0	0	93817.4723	23.4585	158507.0437	39.6338	0	0	0	0
91	HU8_182	30	75	53.5798	13.4353	13.7954	17.8532	16.2956	0.7382	16.9391	20.9901	18.8594	0.7085	16.6821	18.812	17.9315	0.3523	12.1691	15.2259	13.903	0.8777	9.5357	13.637	11.7181	0.871	9.3471	11.5276	10.6743	0.4347	23.7874	30.7033	27.858	1.2489	29.0211	37.331	33.6019	1.6622	21.1498	24.1963	22.9994	0.5643	14.1674	17.7575	16.1855	0.9953	11.4574	16.4905	14.1366	1.0666	11.1827	15.6139	13.9113	0.9881	5.4704	7.0793	6.4664	0.2935	7.3823	9.0163	8.1113	0.2856	7.1805	7.9967	7.6302	0.1459	5.0279	6.3156	5.7279	0.3715	4.2655	6.1496	5.2809	0.3931	4.7923	5.779	5.3894	0.1962	94	264	179.7661	48.1502	915.1272	1023.9821	987.2498	19.948	14.1888	15.6236	15.0747	0.2684	9.4922	10.8067	10.058	0.2793	4.0692	6.5306	5.0363	0.4675	12.2085	13.9362	12.929	0.377	0	0	0	0	0	0	0	0	7508.3481	4.2087	5620.5693	3.1505	0	0	10228.1103	5.7332	28608.9611	16.0363	29780.0566	16.6928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93572.2283	52.4505	3082.6593	1.7279	0	0	0	0
92	HU8_183	26	75	50.5501	13.8034	13.4439	17.9729	16.2294	0.8988	16.4863	21.1801	18.7496	1.0491	14.3899	20.4998	17.94	1.1644	11.946	15.5352	13.888	0.7369	9.7888	14.014	12.3077	0.8415	8.3754	11.3789	9.9215	0.5184	23.1273	30.8836	27.7353	1.5676	25.6198	37.8693	32.1321	2.5745	17.9472	26.0503	22.6707	1.5321	14.2541	18.2964	16.1946	0.9366	11.9117	16.9534	15.2018	0.9967	9.413	15.333	12.1211	1.0617	5.2537	7.1268	6.4188	0.3637	7.4826	9.0945	8.1511	0.3312	6.474	8.7444	7.715	0.4168	5.0065	6.615	5.8461	0.3024	4.7289	6.317	5.6831	0.3081	4.2477	5.8387	5.0791	0.2433	75	249	158.6286	52.9436	929.1636	1035.1166	992.8625	21.8791	14.7492	15.9484	15.3999	0.2563	9.6504	10.2082	9.9369	0.1114	4.0836	5.0978	4.4688	0.1882	9.7938	13.2759	12.0704	0.8487	64832.0544	8.2644	0	0	0	0	0	0	118457.3714	15.1003	258718.2071	32.98	0	0	16860.8351	2.1493	0	0	51516.4834	6.567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188593.839	24.0409	85491.7138	10.898	0	0	0	0
93	HU8_184	43	83	70.637	8.4199	14.9632	20.2179	16.9576	0.9778	16.52	20.5971	18.7622	0.8264	14.3205	19.1833	16.8034	0.8741	13.8009	19.4717	16.3578	1.1816	10.7876	13.8161	12.1846	0.4611	8.1852	11.738	9.3963	0.5348	24.4795	32.7703	28.0291	1.3686	26.5767	33.0943	30.0454	1.5029	15.7097	23.7382	19.8011	1.4187	16.4346	22.8542	19.055	1.1868	12.9368	16.5636	14.8018	0.5922	9.1548	12.3456	10.2804	0.5921	5.9167	8.1315	6.7435	0.4218	6.8886	8.7998	7.9421	0.3935	6.0981	8.191	7.1343	0.3854	5.7649	7.9142	6.7734	0.4602	4.9539	6.4014	5.5695	0.2172	4.1345	6.1746	4.8287	0.3168	122	282	217.0399	34.2844	918.6221	1030.5804	974.2435	19.8961	13.8885	15.37	14.8238	0.2919	8.7225	10.0888	9.4846	0.268	3.0672	5.3359	4.1404	0.3273	10.246	14.6564	12.0741	0.935	0	0	0	0	0	0	0	0	4235.0149	0.3469	619151.1144	50.7219	0	0	157684.1188	12.9177	16275.5107	1.3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73601.1561	6.0295	349732.3125	28.6506	0	0	0	0
