county_zoneid	county_baseflowindex_min	county_baseflowindex_max	county_baseflowindex_mean	county_baseflowindex_std	county_dep_no3_1985_min	county_dep_no3_1985_max	county_dep_no3_1985_mean	county_dep_no3_1985_std	county_dep_no3_1990_min	county_dep_no3_1990_max	county_dep_no3_1990_mean	county_dep_no3_1990_std	county_dep_no3_1995_min	county_dep_no3_1995_max	county_dep_no3_1995_mean	county_dep_no3_1995_std	county_dep_no3_2000_min	county_dep_no3_2000_max	county_dep_no3_2000_mean	county_dep_no3_2000_std	county_dep_no3_2005_min	county_dep_no3_2005_max	county_dep_no3_2005_mean	county_dep_no3_2005_std	county_dep_no3_2010_min	county_dep_no3_2010_max	county_dep_no3_2010_mean	county_dep_no3_2010_std	county_dep_so4_1985_min	county_dep_so4_1985_max	county_dep_so4_1985_mean	county_dep_so4_1985_std	county_dep_so4_1990_min	county_dep_so4_1990_max	county_dep_so4_1990_mean	county_dep_so4_1990_std	county_dep_so4_1995_min	county_dep_so4_1995_max	county_dep_so4_1995_mean	county_dep_so4_1995_std	county_dep_so4_2000_min	county_dep_so4_2000_max	county_dep_so4_2000_mean	county_dep_so4_2000_std	county_dep_so4_2005_min	county_dep_so4_2005_max	county_dep_so4_2005_mean	county_dep_so4_2005_std	county_dep_so4_2010_min	county_dep_so4_2010_max	county_dep_so4_2010_mean	county_dep_so4_2010_std	county_dep_totaln_1985_min	county_dep_totaln_1985_max	county_dep_totaln_1985_mean	county_dep_totaln_1985_std	county_dep_totaln_1990_min	county_dep_totaln_1990_max	county_dep_totaln_1990_mean	county_dep_totaln_1990_std	county_dep_totaln_1995_min	county_dep_totaln_1995_max	county_dep_totaln_1995_mean	county_dep_totaln_1995_std	county_dep_totaln_2000_min	county_dep_totaln_2000_max	county_dep_totaln_2000_mean	county_dep_totaln_2000_std	county_dep_totaln_2005_min	county_dep_totaln_2005_max	county_dep_totaln_2005_mean	county_dep_totaln_2005_std	county_dep_totaln_2010_min	county_dep_totaln_2010_max	county_dep_totaln_2010_mean	county_dep_totaln_2010_std	county_groundwaterrecharge_min	county_groundwaterrecharge_max	county_groundwaterrecharge_mean	county_groundwaterrecharge_std	county_prism_ppt_30yr_normal_800mm2_annual_min	county_prism_ppt_30yr_normal_800mm2_annual_max	county_prism_ppt_30yr_normal_800mm2_annual_mean	county_prism_ppt_30yr_normal_800mm2_annual_std	county_prism_tmax_30yr_normal_800mm2_annual_min	county_prism_tmax_30yr_normal_800mm2_annual_max	county_prism_tmax_30yr_normal_800mm2_annual_mean	county_prism_tmax_30yr_normal_800mm2_annual_std	county_prism_tmean_30yr_normal_800mm2_annual_min	county_prism_tmean_30yr_normal_800mm2_annual_max	county_prism_tmean_30yr_normal_800mm2_annual_mean	county_prism_tmean_30yr_normal_800mm2_annual_std	county_prism_tmin_30yr_normal_800mm2_annual_min	county_prism_tmin_30yr_normal_800mm2_annual_max	county_prism_tmin_30yr_normal_800mm2_annual_mean	county_prism_tmin_30yr_normal_800mm2_annual_std	county_runoff_min	county_runoff_max	county_runoff_mean	county_runoff_std	county_surficialgeology_alluv_ha	county_surficialgeology_alluv_pct	county_surficialgeology_beach_ha	county_surficialgeology_beach_pct	county_surficialgeology_colluv_ha	county_surficialgeology_colluv_pct	county_surficialgeology_dec_resid_ha	county_surficialgeology_dec_resid_pct	county_surficialgeology_eolian_ha	county_surficialgeology_eolian_pct	county_surficialgeology_gf_out_ha	county_surficialgeology_gf_out_pct	county_surficialgeology_grus_ha	county_surficialgeology_grus_pct	county_surficialgeology_ice_ha	county_surficialgeology_ice_pct	county_surficialgeology_lac_ha	county_surficialgeology_lac_pct	county_surficialgeology_lac_clay_ha	county_surficialgeology_lac_clay_pct	county_surficialgeology_marine_ha	county_surficialgeology_marine_pct	county_surficialgeology_open_water_ha	county_surficialgeology_open_water_pct	county_surficialgeology_other_ha	county_surficialgeology_other_pct	county_surficialgeology_peat_mrsh_ha	county_surficialgeology_peat_mrsh_pct	county_surficialgeology_saprol_ha	county_surficialgeology_saprol_pct	county_surficialgeology_solif_ha	county_surficialgeology_solif_pct	county_surficialgeology_solut_ha	county_surficialgeology_solut_pct	county_surficialgeology_till_clay_ha	county_surficialgeology_till_clay_pct	county_surficialgeology_till_loam_ha	county_surficialgeology_till_loam_pct	county_surficialgeology_till_oth_ha	county_surficialgeology_till_oth_pct	county_surficialgeology_till_sand_ha	county_surficialgeology_till_sand_pct
225	County_300	19	39	26.883	4.0643	7.2579	9.1325	7.9431	0.4379	11.91	12.9232	12.3954	0.214	11.2954	12.8144	11.8573	0.3763	9.9687	11.4202	10.5517	0.2705	6.6222	8.0612	7.4106	0.282	10.9339	11.7026	11.3115	0.1791	10.567	13.6416	11.7828	0.7074	14.2629	15.4277	14.8796	0.2801	10.8199	12.1518	11.34	0.3247	7.809	8.5232	8.0622	0.1398	7.1913	8.7245	8.0357	0.2979	9.9274	10.6863	10.2702	0.164	2.8934	3.5047	3.1206	0.1411	6.3422	6.8824	6.5959	0.1107	5.8113	6.6173	6.1048	0.2012	4.8003	5.4129	5.0323	0.1126	3.7217	4.5585	4.1764	0.1662	6.772	7.2052	6.9417	0.0944	34	64	46.1903	6.3831	902.2493	936.9968	916.9941	6.6158	15.4923	15.8772	15.6853	0.0861	9.7871	10.3517	10.0938	0.0881	4.0359	5.0311	4.4972	0.1868	6.5248	7.1246	6.8996	0.1274	23380.9899	15.745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125116.4508	84.255	0	0	0	0
226	County_301	26	32	29.4584	1.328	9.8138	10.7	10.2233	0.2014	13.1219	14.7022	13.7856	0.4416	12.7441	14.3571	13.4136	0.3935	11.0306	12.9116	11.9393	0.4306	6.3377	8.6845	7.3492	0.5277	10.5994	12.1861	11.3325	0.3922	15.3686	17.4251	16.3305	0.4959	17.7554	20.2729	18.9041	0.5956	13.6717	16.2586	14.7363	0.573	10.2305	12.1463	11.1612	0.4556	7.2729	10.0014	8.4194	0.6281	10.6	12.571	11.5969	0.4933	4.0792	4.4667	4.2484	0.0881	6.6068	7.4405	6.9644	0.2378	6.2151	7.0276	6.5385	0.1844	5.1693	6.0929	5.6194	0.2111	3.3831	4.6663	3.9418	0.2836	6.3031	7.2545	6.7309	0.2202	54	68	62.5362	3.4326	928.8136	947.1056	934.8036	3.4831	15.5575	16.4372	16.0314	0.1913	9.9662	10.7039	10.395	0.1736	4.332	5.1481	4.7538	0.1673	8.1493	8.7212	8.4334	0.1537	14572.689	9.8568	0	0	0	0	0	0	0	0	4331.8822	2.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128939.6873	87.2132	0	0	0	0
227	County_302	52	60	56.2645	1.7484	10.0195	12.039	11.1809	0.5955	14.0328	15.176	14.6287	0.2335	11.0611	13.735	12.1731	0.5954	10.3504	12.2594	11.1345	0.4681	8.5654	10.3552	9.4992	0.385	5.9378	7.9561	6.6257	0.4637	15.5686	18.472	17.3125	0.8834	19.4559	21.0881	20.2837	0.3487	12.2491	14.7909	13.3521	0.5843	12.0381	13.4709	12.6458	0.2699	12.0691	14.4108	13.3013	0.5024	6.3849	9.2761	7.3225	0.6832	3.3851	4.0298	3.7554	0.1917	4.8156	5.1936	5.0161	0.0758	3.874	4.8115	4.2635	0.2085	3.4425	4.1596	3.7637	0.1758	3.2872	4.0034	3.655	0.1573	2.4611	3.1803	2.6866	0.1714	326	371	347.9507	7.2164	1168.2021	1321.7708	1221.2377	27.8791	11.3165	13.1041	12.7691	0.2637	5.5833	7.4926	7.142	0.2856	-0.1533	2.1353	1.5098	0.3311	24.2264	26.3155	24.7594	0.479	0	0	0	0	0	0	0	0	483.8681	0.3758	24807.888	19.2656	0	0	3697.2208	2.8712	0	0	0	0	63274.3308	49.1383	981.9621	0.7626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35522.4613	27.5865
228	County_303	42	59	52.3484	2.136	7.2171	9.8572	7.9581	0.331	8.6804	13.1927	10.857	0.9078	6.6534	10.1429	8.0396	0.5688	6.4171	9.9036	7.844	0.591	6.9035	9.8456	7.9951	0.422	3.3496	5.2399	4.0575	0.3609	12.2103	16.0905	13.2487	0.5004	12.3675	18.6718	15.2989	1.2058	6.4142	11.1779	8.1639	0.8904	7.4226	11.0215	8.9103	0.6306	8.5467	12.0858	9.7169	0.4632	3.6627	5.8586	4.4546	0.4151	2.53	3.4331	2.7841	0.1072	3.0141	4.586	3.779	0.3207	2.2133	3.4634	2.7168	0.2184	2.2311	3.428	2.7119	0.1941	2.4835	3.7345	2.9883	0.1709	1.4791	2.2245	1.7834	0.1391	242	378	306.4135	24.8747	930.1087	1328.1416	1056.8324	49.7352	6.7209	11.6691	9.5415	0.9327	2.1422	5.5366	3.9276	0.6988	-3.7611	0.6269	-1.6913	0.7037	21.0837	26.8478	23.0918	1.3124	17427.6408	0.9891	0	0	0	0	0	0	0	0	15315.6437	0.8692	0	0	15736.1145	0.8931	0	0	0	0	254.8895	0.0145	16601.5799	0.9422	0	0	22751.339	1.2912	0	0	0	0	0	0	0	0	1190777.311	67.5821	0	0	483105.9323	27.4185
229	County_304	51	64	57.3766	1.5348	10.4664	14.2986	11.827	0.5026	11.6553	15.3673	14.3159	0.7381	11.6946	16.6168	13.7175	0.7769	9.7267	13.6421	11.2364	0.8227	8.1444	11.4763	9.7186	0.5489	5.6964	8.1684	6.9484	0.6727	15.7521	21.5419	18.15	0.7317	16.1764	21.3015	19.8818	1.0476	12.4026	17.6409	14.819	0.7809	11.6811	14.8261	12.8741	0.5865	11.0428	15.6749	13.7709	0.9195	5.8164	9.5808	7.7191	1.048	3.5049	4.7858	3.9516	0.1669	4.0069	5.2593	4.8974	0.246	4.0966	5.8259	4.8036	0.273	3.2538	4.663	3.8005	0.3115	3.2315	4.4792	3.741	0.1958	2.262	3.2719	2.7947	0.269	312	396	357.739	7.8255	1197.604	1301.8204	1238.9924	15.5627	11.2268	13.8579	13.0697	0.3177	5.2712	8.3809	7.3557	0.4665	-0.688	4.2013	1.6365	0.912	24.0248	26.5221	24.7924	0.3626	0	0	0	0	0	0	0	0	0	0	1459.9538	0.6172	0	0	8067.3507	3.4107	0	0	0	0	126444.4839	53.4574	14808.3333	6.2606	0	0	1727.4667	0.7303	0	0	0	0	0	0	0	0	0	0	0	0	84025.683	35.5238
230	County_305	43	53	47.3568	2.2854	9.0932	16.2385	11.2693	1.2615	11.5868	21.1525	14.4607	1.5095	9.5343	17.4029	12.1346	1.4152	9.0016	17.2525	11.4046	1.2359	7.6705	12.9236	9.8809	0.9665	4.2654	8.4191	5.3949	0.5865	14.1141	24.881	17.3684	1.9179	15.3622	28.377	19.5291	2.0961	10.1663	18.6493	13.0806	1.5205	9.6412	18.4888	12.3124	1.348	9.8901	16.9812	12.9284	1.3455	4.4111	8.893	5.6593	0.6414	3.1337	5.5625	3.8591	0.4369	4.0827	7.3742	5.034	0.5181	3.3236	6.1158	4.2453	0.4998	3.065	5.8938	3.8839	0.4199	2.9042	4.9235	3.7801	0.3742	1.8637	3.5265	2.3176	0.2331	272	365	314.2185	28.3032	994.6152	1881.0793	1241.9578	154.2264	5.4644	12.626	9.84	1.5117	1.1184	6.7211	4.202	1.2439	-3.5795	0.9605	-1.4411	1.0502	23.4922	29.9297	26.2005	1.6922	3098.1624	0.6865	0	0	0	0	0	0	0	0	16568.0835	3.6714	0	0	12348.1306	2.7363	2883.508	0.639	3653.8509	0.8097	6994.6997	1.55	6302.2307	1.3965	0	0	1320.2294	0.2926	0	0	0	0	0	0	0	0	18709.0639	4.1458	0	0	379395.9614	84.0722
231	County_306	39	57	49.2435	2.5055	9	11.5423	9.7664	0.4853	11.7842	15.4292	12.625	0.6409	7.695	11.3712	8.6686	0.594	9.221	12.3782	10.4465	0.6841	6.5854	12.2013	8.2218	0.8821	4.9332	7.0074	5.5872	0.3322	14.9287	20.2413	16.7675	1.0538	17.4067	24.0139	19.0284	1.2553	10.167	17.6567	12.345	1.271	11.0298	16.2029	13.0842	1.2128	9.0457	16.2226	11.0219	1.1508	5.726	8.99	6.8053	0.5925	3.013	3.7781	3.2348	0.1376	4.0049	5.1868	4.2847	0.2044	2.6781	3.9759	3.0228	0.2076	3.1196	4.1354	3.5111	0.2172	2.3393	4.5684	3.0357	0.3607	2.0507	2.8	2.2782	0.1145	281	409	345.1633	28.4251	1099.6733	1477.5475	1215.4784	71.0965	9.368	12.6256	11.9838	0.3362	4.5356	7.7562	6.5807	0.5647	-1.4513	3.9374	1.1727	0.9835	25.053	31.1149	27.5254	1.7548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115972.6626	27.078	12775.2317	2.9828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299543.9763	69.9392
232	County_307	44	67	52.552	2.4014	8.4968	11.0631	9.2374	0.4867	12.8721	15.5286	13.819	0.4666	8.9608	12.015	10.1886	0.6555	10.0261	12.4195	10.7577	0.369	9.0162	10.8767	9.6457	0.2346	5.012	7.1434	5.884	0.4395	13.6348	17.3696	14.7197	0.6124	17.7527	21.409	19.2624	0.6225	10.4291	13.4013	11.6678	0.561	11.3971	13.7946	12.2222	0.3608	12.407	14.6338	13.1727	0.3792	5.4437	8.0546	6.4827	0.5383	2.8492	3.7538	3.1148	0.1669	4.4695	5.3602	4.7543	0.1521	3.1186	4.2007	3.5592	0.2347	3.3878	4.2131	3.64	0.1287	3.4443	4.1617	3.6819	0.0917	2.1148	2.9128	2.4337	0.1617	273	414	328.2509	15.8644	1068.4194	1236.1389	1141.2294	34.7673	11.221	13.1523	12.6764	0.2336	5.3996	7.7009	6.9311	0.2973	-0.4769	2.6641	1.1809	0.437	24.1178	26.4996	24.7493	0.5442	0	0	0	0	0	0	0	0	468.9421	0.1904	613.7977	0.2492	0	0	1449.0875	0.5883	0	0	0	0	158554.0811	64.3688	6437.7369	2.6136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78797.839	31.9898
233	County_308	44	55	51.2149	1.4574	9.3345	11.5603	10.3538	0.4256	12.7378	14.7966	13.6001	0.3051	9.7966	11.3902	10.5457	0.3367	10.9919	13.714	11.621	0.5426	10.0057	12.0322	10.8153	0.4354	6.3577	8.4735	7.4602	0.4729	15.2602	19.3838	17.1912	0.7859	18.6587	21.6115	19.6386	0.4487	12.1129	14.8648	13.2788	0.5005	12.7915	16.4169	13.7065	0.7032	13.6358	16.4377	14.8846	0.5682	7.1365	9.6861	8.4867	0.5753	3.1271	3.8442	3.4498	0.1373	4.3379	5.0436	4.6439	0.1051	3.4176	3.973	3.6802	0.1173	3.7089	4.622	3.9184	0.1826	3.8051	4.5533	4.1001	0.1616	2.625	3.4859	3.0677	0.1928	314	343	323.3103	5.7832	1179.6001	1358.1956	1286.7479	46.0551	9.6826	12.8971	12.0233	0.5152	6.2834	7.6731	7.288	0.1971	1.5458	4.798	2.5477	0.6877	24.3078	25.11	24.8527	0.1378	0	0	0	0	0	0	0	0	0	0	882.5504	0.9356	0	0	0	0	0	0	0	0	52119.0175	55.2538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41325.0607	43.8106
234	County_309	52	57	53.8445	1.5267	8.6666	10.5517	9.7485	0.4324	13.7145	14.4643	13.9903	0.1781	9.9392	11.9765	10.9803	0.4642	10.4364	11.3608	10.7767	0.1852	9.8109	10.6243	10.2534	0.2169	6.2621	8.1167	7.3559	0.426	13.9803	17.0648	15.8514	0.7448	19.4345	20.3202	19.8406	0.2004	11.8854	13.8587	13.0151	0.4637	12.0762	13.363	12.6538	0.2214	13.548	14.8739	14.4263	0.3218	6.9938	9.2944	8.319	0.5207	2.9058	3.5188	3.2575	0.1399	4.6817	4.9526	4.7857	0.0598	3.4677	4.1803	3.8328	0.1627	3.5039	3.8289	3.6265	0.0665	3.7276	4.0313	3.8969	0.0799	2.5845	3.2821	3.0029	0.1649	318	351	331.2287	8.0266	1158.9995	1300.3547	1219.405	23.3311	10.1302	12.8869	12.5339	0.2625	7.0023	7.8475	7.3638	0.1324	1.2075	4.8843	2.1887	0.4333	23.8543	24.8008	24.3161	0.2311	583.2297	0.4861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102325.3915	85.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17064.8093	14.2238
235	County_31	34	46	39.2231	3.1553	10.0254	12.4335	11.3713	0.5657	14.7857	17.756	16.3626	0.9064	13.1915	14.9863	13.8189	0.3571	13.0274	14.2953	13.6558	0.2826	6.6939	7.3474	7.0184	0.1376	9.6607	10.8365	10.3232	0.3525	16.8895	20.7043	18.8683	0.8768	21.224	25.614	23.6494	1.312	15.2597	17.4087	16.0367	0.4317	12.9373	14.1934	13.568	0.3171	7.8232	8.5123	8.2019	0.1523	10.0836	11.6233	11.0474	0.4645	4.1606	5.1356	4.6999	0.2219	7.3595	8.6895	8.0431	0.3978	6.239	7.0249	6.5764	0.1439	6.0204	6.6061	6.3094	0.127	3.4753	3.8024	3.6506	0.0713	5.5109	6.2951	5.9308	0.2368	77	104	88.9214	7.1818	902.0873	940.8256	924.3323	8.3274	15.1118	16.1682	15.5077	0.2006	9.6824	10.7858	10.1573	0.2218	4.2438	5.4167	4.802	0.2532	9.0001	9.0837	9.0422	0.0216	31219.78	26.7222	0	0	0	0	0	0	55719.2473	47.6922	3035.7211	2.5984	0	0	0	0	503.5746	0.431	0	0	0	0	4060.8594	3.4758	0	0	0	0	0	0	0	0	0	0	0	0	22291.7575	19.0804	0	0	0	0
236	County_310	44	61	50.1029	3.2305	9.3772	18.0714	11.6088	1.4312	12.0749	20.9112	14.5225	1.3864	10.7967	20.5244	13.3577	1.5194	9.1179	17.3527	11.4421	1.2547	7.9851	14.6208	9.7006	0.9949	4.6318	7.8837	5.8771	0.5485	14.3175	26.621	17.4343	2.0685	16.7458	28.09	19.9522	1.8227	11.5731	21.7442	14.2599	1.5532	9.3381	18.5823	12.1334	1.4067	10.5813	19.275	12.8841	1.3097	4.8916	8.3266	6.1905	0.5835	3.1715	6.0896	3.9141	0.4861	4.1469	7.2816	4.9891	0.4833	3.795	7.2204	4.6885	0.533	3.04	5.9295	3.8822	0.4369	3.1395	5.678	3.7746	0.3771	1.9635	3.3033	2.4214	0.2115	280	416	340.7086	19.3921	983.4905	1783.9624	1214.3146	107.1859	5.4828	13.7822	11.1365	1.5919	1.1159	7.3018	5.3027	1.3086	-3.2605	1.6315	-0.5362	1.1065	24.0593	30.8382	26.8129	1.4056	721.4365	0.1281	0	0	0	0	0	0	0	0	10120.7423	1.7966	0	0	15805.8551	2.8057	0	0	0	0	0	0	15117.8418	2.6836	0	0	500.0807	0.0888	0	0	0	0	0	0	0	0	2325.9593	0.4129	0	0	518750.9269	92.0844
237	County_311	45	59	51.0331	3.2054	7.4025	9.8504	8.8013	0.4691	10.5154	13.8392	12.209	0.4717	7.4316	10.2061	8.5219	0.6248	7.7579	11.5801	9.2249	0.4558	6.0751	11.5049	8.1091	0.6869	4.2625	5.7949	4.8467	0.3262	12.1839	16.366	14.467	0.7842	14.8285	18.6664	17.0203	0.6696	7.6264	12.0847	9.8797	0.9401	8.8162	12.8898	10.5817	0.6632	8.3586	14.7197	10.7228	0.831	4.6789	6.5526	5.424	0.4299	2.5829	3.4294	3.018	0.1393	3.6615	4.8868	4.2565	0.1769	2.5483	3.5269	2.9421	0.217	2.6847	3.9787	3.1461	0.1456	2.1543	4.2776	2.9863	0.291	1.8543	2.4432	2.055	0.1269	282	422	338.6953	31.2933	1032.4445	1336.1008	1116.9954	29.3478	9.0195	12.5811	11.5195	0.6384	2.9964	7.2692	5.6243	0.6407	-3.1472	2.6462	-0.276	0.6925	23.6312	31.1457	26.2271	1.4762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335509.1601	36.4283	10768.9321	1.1693	0	0	1880.3343	0.2042	0	0	0	0	0	0	0	0	244064.4545	26.4996	0	0	328788.5977	35.6986
238	County_312	45	53	49.1057	1.5848	7.2118	14.7786	8.54	0.9558	10.3286	19.3045	11.8641	0.976	7.6797	15.2738	8.4733	0.6604	7.0183	13.9866	8.5906	0.7578	6.344	12.8781	8.1016	0.7495	3.8845	6.291	4.3782	0.2467	11.6944	23.9541	13.6949	1.4558	12.9205	25.9317	15.6618	1.3132	7.9395	16.2986	8.9574	0.7228	7.4319	15.4621	9.3933	0.8661	8.5564	16.7262	10.5718	1.0339	4.2227	6.8655	4.7639	0.271	2.5143	5.148	2.9847	0.3376	3.7739	6.8281	4.2292	0.3575	2.6397	5.2489	2.9132	0.2278	2.4263	4.8023	2.9555	0.2571	2.319	4.7776	3.0074	0.2781	1.6666	2.7074	1.8859	0.1079	261	410	316.2365	38.9754	969.6508	1992.2411	1123.6768	93.6686	5.4748	12.0892	9.9492	0.9616	0.5004	6.0288	4.1271	0.8463	-4.5559	-0.0392	-1.6999	0.9139	21.6609	31.9328	25.4875	3.071	0	0	0	0	0	0	0	0	0	0	3649.7356	0.3219	0	0	496.4155	0.0438	0	0	6472.5746	0.571	65451.9373	5.7736	76593.1281	6.7563	0	0	1918.8964	0.1693	0	0	0	0	0	0	0	0	210605.4466	18.5777	0	0	768460.0545	67.7865
239	County_313	53	59	56.6336	1.0292	8.7322	11.4754	10.4782	0.7548	14.2497	15.2519	14.7014	0.2663	11.1261	13.2484	12.1611	0.5923	10.3286	10.731	10.4934	0.0934	9.5572	10.4312	9.8915	0.1528	6.9905	8.3089	7.6068	0.3638	13.8489	17.9861	16.5662	1.1748	19.9321	21.2588	20.5549	0.3648	12.6449	14.7909	13.7233	0.6254	12.1222	13.0737	12.5899	0.2166	13.6138	15.4549	14.3627	0.3497	7.8714	9.6318	8.7262	0.4939	2.931	3.8425	3.51	0.2502	4.8844	5.2178	5.0313	0.0884	3.8935	4.636	4.2551	0.2066	3.4444	3.5941	3.511	0.033	3.6496	3.9502	3.7575	0.0534	2.8319	3.3329	3.0642	0.1353	321	362	343.5024	6.6944	1173.0782	1249.851	1217.116	15.8134	11.3147	13.0101	12.7378	0.2502	7.0531	8.0966	7.3951	0.1993	1.2196	3.627	2.0474	0.5483	23.8785	24.2506	24.0562	0.0856	0	0	0	0	0	0	0	0	10.5654	0.0165	368.5638	0.574	0	0	0	0	0	0	0	0	52854.4102	82.3165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10975.2306	17.093
240	County_314	40	51	46.7074	1.5864	7.3065	16.0549	9.4784	1.0002	9.4678	17.169	12.0932	0.8839	7.4779	13.3216	9.2041	0.777	6.5918	14.1837	9.3291	0.9603	6.3896	10.5542	8.3645	0.8249	3.6734	5.5551	4.5271	0.2978	11.5264	25.2622	14.969	1.5075	11.9124	22.0114	15.9272	1.3763	7.7542	13.9504	9.8399	0.8994	7.0199	15.2765	10.1403	1.1022	8.5414	13.9393	10.9771	1.0857	3.9599	5.9748	4.8364	0.313	2.581	5.6317	3.2973	0.3553	3.4488	6.1872	4.2976	0.2934	2.5724	4.5952	3.185	0.2766	2.2748	4.8655	3.2003	0.3228	2.3367	3.9793	3.1365	0.3297	1.5785	2.372	1.9541	0.1277	243	368	289.8617	24.7269	975.8458	1458.8214	1125.647	59.3266	6.3943	13.0708	9.7878	1.4951	1.7023	6.9415	4.2322	1.1442	-3.5913	0.993	-1.3285	0.8958	21.9057	31.5481	24.4366	2.2097	734.2659	0.0693	0	0	0	0	0	0	0	0	24721.6565	2.3321	0	0	4759.5817	0.449	691.1197	0.0652	424.8779	0.0401	121420.9919	11.4543	19636.2415	1.8524	0	0	12456.5205	1.1751	0	0	0	0	0	0	0	0	384015.3264	36.2262	0	0	491187.8648	46.3364
241	County_315	42	52	48.2819	2.1329	8.717	11.8063	9.9778	0.6813	11.6276	14.776	12.8013	0.6299	7.7099	11.3422	9.2689	0.6184	9.26	13.7032	10.688	0.5841	8.5869	12.0205	10.1081	0.5436	4.9033	7.8534	5.9387	0.5617	14.1316	19.7611	16.5992	1.2593	17.1077	21.5754	18.445	0.724	10.2909	14.8374	11.8157	0.7726	11.1397	16.3256	12.5942	0.6507	11.4213	16.4059	13.5854	0.8103	5.4089	9.0055	6.7654	0.6826	2.9559	3.9311	3.3381	0.2155	3.9715	5.0366	4.3875	0.2264	2.6867	3.9562	3.2304	0.2169	3.1243	4.6203	3.6118	0.1975	3.2153	4.5481	3.8195	0.2118	2.0241	3.2333	2.4602	0.2233	270	324	307.3539	11.2066	1101.3923	1297.0962	1180.4717	40.1915	11.2897	12.8653	12.3062	0.2204	6.4981	7.5451	6.9236	0.1992	0.5264	3.1017	1.5358	0.4752	24.4859	27.2551	25.2226	0.4468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51944.8757	26.8409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141583.8034	73.1591
242	County_316	45	64	56.8382	2.2283	8.7641	11.9545	10.1031	0.9173	10.9575	15.8237	13.1981	1.2238	8.7065	10.9376	9.9026	0.3661	8.345	11.5884	10.1174	0.6305	6.2593	8.8525	7.6614	0.6265	5.0698	6.9456	5.9071	0.4171	14.4789	20.4848	16.9958	1.7152	15.9208	23.6475	19.3737	2.1032	10.7171	14.5768	12.7327	0.8472	9.7366	14.9238	12.2587	1.0429	8.6101	11.8324	10.3407	0.7648	5.7057	8.3624	6.9347	0.6186	3.0256	3.9604	3.3973	0.2763	3.7608	5.3842	4.5175	0.3971	3.0374	3.7993	3.4369	0.1248	2.8409	3.8801	3.4147	0.2001	2.2201	3.2748	2.7773	0.2575	2.1571	2.8434	2.4441	0.1535	345	443	398.2824	21.0318	1110.0291	1320.9431	1210.0928	54.8362	9.741	12.2487	11.6003	0.3473	4.7629	7.2011	5.9951	0.4033	-1.1388	2.7155	0.3849	0.7392	25.4215	30.8192	27.7488	1.3725	0	0	0	0	0	0	0	0	0	0	2800.5261	0.4067	0	0	19867.7962	2.8856	0	0	0	0	176627.0216	25.6533	23092.9174	3.354	0	0	0	0	0	0	0	0	0	0	0	0	53818.6953	7.8166	0	0	412308.7959	59.8837
243	County_317	48	60	53.9413	3.3188	11.8793	15.5151	13.3325	0.8221	13.7357	15.9297	14.4494	0.3445	13.4405	17.7642	14.9537	0.8569	11.2258	14.0677	13.089	0.4781	10.1967	12.2337	10.9804	0.5069	5.9223	8.1942	7.1867	0.4421	18.4418	23.4911	20.3367	1.1736	19.0268	22.0414	20.0777	0.47	14.6004	18.8803	15.999	0.8151	13.0507	15.6132	14.6907	0.473	13.9881	16.4659	15.0219	0.6441	6.3097	8.8945	7.8069	0.5262	3.9552	5.1602	4.4374	0.273	4.6834	5.4041	4.9072	0.115	4.7027	6.2291	5.2411	0.3025	3.7796	4.7754	4.4349	0.1669	3.877	4.659	4.1938	0.2062	2.4099	3.3793	2.9511	0.1857	256	406	333.8501	38.0581	880.8292	1323.3593	1259.9913	28.7497	8.2814	14.3952	13.7175	0.404	5.9482	8.8019	7.81	0.548	-0.5409	3.8131	1.896	0.9018	20.6624	26.3184	24.3886	1.3213	0	0	127.8383	0.0487	0	0	0	0	0	0	7246.4514	2.7597	0	0	40016.7698	15.2395	0	0	0	0	137203.9318	52.2511	0	0	0	0	486.0276	0.1851	0	0	0	0	0	0	0	0	0	0	0	0	77504.7942	29.516
