buffer100m_nhdid	lagoslakeid	buffer100m_ha
90768943	47634	25.869
7e496207-1202-47c9-9bc9-f50af18899cf	47637	40.8426
129557371	47648	52.4883
148667206	47661	32.7149
75810844	47673	85.2245
107434591	47680	31.3067
106707541	47687	17.6703
165383994	47690	11.0171
105467389	47692	16.4464
107436183	47693	35.209
36924768	47694	13.3763
80305295	47695	19.5521
4d838ac6-3ced-4944-8a0a-8619e4c264fc	47704	13.947
77012091	47707	19.2834
45482365	47716	16.0525
140844449	47720	14.8044
145050934	47726	84.6354
142826033	47730	77.4286
103458736	47735	13.401
150612131	47737	11.9244
150612732	47738	46.5513
103458476	47740	27.319
152433257	47742	15.5557
152430365	47748	26.9064
118180204	47749	39.3724
151716048	47750	42.0856
141033353	47753	20.9018
135912405	47759	18.2241
129728288	47765	17.6216
123013848	47772	28.3843
132761143	47777	22.7944
123632578	47778	17.4824
{50AC64A3-FB85-4479-B98C-B4EE23BFDB55}	47779	13.5907
141008402	47783	17.7034
136017582	47784	20.9814
136902323	47786	32.6768
136902753	47787	39.3552
135693680	47793	31.0936
136682631	47795	12.0805
136213707	47797	13.2531
127683128	47804	16.9436
136666955	47805	15.5389
122226243	47808	16.6139
122956039	47813	12.3443
122369289	47814	14.7047
122241350	47822	11.3221
122226066	47824	27.9806
89361857	47828	14.8013
167587097	47830	23.972
52855197	47831	19.9585
50523409	47833	22.4081
89363755	47837	20.5916
52853933	47841	21.0491
47719887	47842	40.9149
89362803	47849	15.5452
167587145	47850	16.005
149369962	47851	12.2354
151417507	47852	20.7875
52844201	47857	31.1033
64667794	47859	18.6708
64664638	47861	19.3916
{e3724a05-ba65-46ea-b242-96f7f47fb1c3}	47865	187.497
{cb32b503-bca9-4cd2-8193-5b7b5da7b920}	47867	95.1402
55489071	47870	11.5839
100594690	47879	15.4649
26280793	47887	14.2742
25942254	47889	13.4451
100511574	47892	24.1326
25613020	47895	19.1725
26177118	47898	20.1238
25863860	47901	23.6965
26096008	47903	19.7777
62635796	47907	41.9205
25920008	47909	14.9762
66923061	47910	24.1834
120022569	47917	15.3577
62634902	47919	20.2602
43496930	47922	17.328
107070768	47931	14.4135
114540225	47933	26.1974
{6F830F48-95AC-4045-8CEB-EB4871DC209D}	47936	17.5113
107069656	47944	15.2442
107069924	47947	97.4211
114545053	47948	13.2872
114541895	47949	11.781
87819285	47950	20.7642
{2FEAD0AF-0FBE-4995-AB5E-15F5DC2E734C}	47951	14.2555
123397282	47956	22.856
110736173	47963	40.2508
111861611	47967	25.6962
75651961	47970	10.3875
110734525	47971	19.0172
110735183	47977	32.4733
75472507	47979	136.6111
110735281	47980	69.8864
111860033	47981	72.6774
110734935	47982	13.2068
111860247	47984	13.2759
76155749	47985	28.9822
75474297	47986	11.7274
68840361	47988	20.8601
76156539	47989	13.7384
110734235	47992	13.243
75661467	47993	12.5443
123397538	48001	18.6161
121207483	48005	15.0058
152517692	48011	16.4084
155637393	48014	11.8754
152518186	48015	57.2132
152707652	48016	53.2904
152518629	48018	20.7079
157067890	48021	32.5612
155636702	48024	17.0359
157067741	48027	15.5554
157068374	48029	50.4999
152706959	48033	19.8941
155636024	48035	17.9633
152094860	48036	27.8799
155417211	48039	19.5585
44361542	48040	14.4335
44366002	48042	28.3406
121860837	48046	24.2109
118045149	48049	15.7707
121859276	48055	16.3688
44363610	48056	19.1876
121860619	48058	70.704
155411162	48067	11.6571
122383078	48069	21.5535
83977429	48071	19.1853
122382735	48073	16.6114
120018907	48074	18.135
150436684	48078	12.5545
150436882	48080	13.8292
149758994	48081	17.4821
148709902	48083	58.3544
149759093	48085	13.5211
148710352	48086	17.2274
118253099	48090	19.846
145332903	48093	20.3793
145333578	48095	13.5715
146646540	48098	15.28
155404790	48101	15.4449
145333775	48102	36.3006
152342767	48106	12.9566
152343773	48108	22.1787
155427956	48110	21.7416
150445792	48116	21.526
123922962	48123	11.8618
84201789	48128	16.2282
84198757	48132	14.7653
129639914	48141	443.896
124501881	48148	17.1986
167069636	48149	17.4121
131844360	48150	17.3767
131843096	48151	22.0157
135271220	48154	27.5749
131841276	48155	14.4611
131843353	48159	26.0069
135271498	48162	15.8959
131844613	48163	19.0514
132433397	48168	11.3729
{6DF06597-0601-478A-8AF6-4227A9BF50C7}	48172	17.1926
129691035	48173	74.0601
{E431713D-2B20-4793-9C11-14F36B561F6E}	48174	15.9283
150563206	48175	311.4593
{21CD1AD8-6BEB-4E18-8151-FE3BB3B534E6}	48177	33.0205
127356290	48178	87.513
127352314	48181	29.9807
127350570	48182	16.6878
123718096	48183	12.1539
69929407	48184	25.4252
57420409	48188	13.8861
99696388	48191	13.2883
130028674	48192	16.0609
152013313	48200	25.4146
152115934	48204	15.39
152839955	48209	11.427
108589125	48210	24.8772
152859502	48211	19.6246
152841175	48215	19.5762
62686711	48230	47.0696
155853518	48233	13.041
155468384	48244	14.5146
37609093	48245	27.9383
37613767	48246	26.0004
151832622	48247	56.4812
155468042	48252	33.2801
90365554	48253	14.2883
155351517	48257	18.394
90125503	48260	19.8445
100331470	48276	12.3558
49321083	48282	15.11
49321474	48287	168.0145
59812063	48290	16.5035
59812257	48291	12.3244
59720559	48292	22.9441
45719534	48293	19.6838
59722497	48294	18.3758
72861265	48296	13.6172
80003635	48298	13.1298
47709045	48299	18.5801
120019764	48300	27.1557
59748265	48303	10.8885
47719261	48304	17.8355
59721413	48305	13.1608
120018943	48307	37.5778
72863287	48308	21.1581
45718322	48310	19.7658
34132533	48314	18.1115
120020842	48316	14.7195
45338353	48318	44.528
58123689	48319	16.6512
59812399	48320	20.1418
45720876	48321	19.2064
45378069	48324	23.7222
72862005	48327	15.2679
45340655	48332	13.729
72860761	48337	15.5526
120018931	48338	18.9521
45365633	48339	13.1572
47719303	48341	22.1743
59722129	48343	24.5664
47726919	48345	13.4399
45716184	48348	11.521
59813319	48350	20.8592
47725629	48352	15.2885
80005125	48353	22.4884
120018952	48355	17.3016
45727126	48357	18.8259
59745997	48358	15.2501
59803753	48359	14.6965
80005317	48360	30.8857
167258177	48362	95.0424
59745773	48369	27.2933
47729687	48372	36.571
47729787	48373	14.3821
59808343	48375	22.9253
59749703	48376	14.5794
59720861	48377	13.5647
120018738	48379	24.4785
83947350	48380	13.0223
86365413	48382	12.2774
83947270	48383	49.7412
86365309	48388	48.3217
86365917	48392	38.4301
86364413	48393	26.1912
122546938	48396	13.9754
86366283	48400	15.9461
91599721	48403	16.6756
{ED440FA9-6F9A-41D4-B690-4F13F9F5E107}	48405	26.6375
86368269	48407	64.9122
91679177	48409	19.3168
47480181	48411	24.4326
91676507	48412	17.8328
69547009	48416	19.7456
91677309	48417	15.0886
69548329	48420	22.6442
{B312DDC5-F428-4AC6-BDEF-35CA2A54494D}	48422	16.4471
82553422	48423	13.628
69544079	48425	12.5473
120020339	48426	17.6454
47485878	48427	30.6427
69547739	48430	12.2632
120018157	48431	38.2063
74718151	48433	20.4457
120018187	48434	25.8956
37649459	48437	17.3811
34292251	48439	14.2065
120019611	48440	132.1484
151948837	48442	13.8059
74925145	48443	14.7725
74926949	48445	13.5133
69886150	48446	21.3185
76243818	48451	15.9898
151948553	48452	13.1937
69885072	48454	14.9218
157358357	48462	13.1096
157358573	48463	17.811
152377743	48466	16.3454
152372441	48474	14.2639
70336781	48475	11.1881
145756745	48483	39.2742
145756166	48489	42.5595
155096759	48500	36.0221
143248967	48503	35.0574
120828987	48505	12.2876
146611617	48512	14.5293
106633091	48517	364.1524
42880457	48519	19.4914
144568692	48520	62.1937
42877918	48523	24.2111
66627913	48525	18.413
123165756	48532	15.3848
109992398	48534	29.8914
109992330	48535	14.8222
90569305	48536	18.007
109991188	48540	22.9008
123165574	48543	23.3977
109992172	48544	13.4129
121631932	48546	22.0578
154351766	48549	18.2265
154319034	48552	16.8439
e4332fcc-6d32-4bda-8b30-8e9246c45a44	48555	23.5546
154317011	48558	72.6885
131194258	48560	15.2763
131194982	48561	24.712
152225891	48568	20.2999
120031720	48584	95.2849
48772554	48591	24.1207
146e38ce-775b-46b5-bce9-da8428864926	48592	90.8956
98654718	48601	35.2728
{765B8457-AD0D-4547-9334-04C79FE380F7}	48602	28.6846
91238695	48604	17.027
91242489	48611	16.0783
121545691	48613	27.5588
86273973	48619	48.8612
86274449	48623	17.6289
123109967	48626	31.7954
121837601	48628	11.8238
123272473	48631	38.8151
86281643	48632	15.6731
121545442	48633	16.0377
121544067	48634	56.6016
{4D1DF2C0-4C44-4F80-A5E8-A63F147026B8}	48635	22.8294
54366703	48636	29.7985
123111303	48637	11.9056
121840468	48638	25.4364
86279055	48639	17.9226
121840155	48642	18.5081
123112337	48645	12.7864
121544360	48646	21.6229
114335881	48647	43.6298
126211876	48650	70.1349
86281523	48653	11.9885
86277261	48660	210.2177
90768779	48661	17.6817
80995355	48671	61.0801
80996991	48672	31.4139
81002121	48673	11.8037
81002041	48675	13.8038
81000177	48678	23.1258
81004787	48679	10.781
105954543	48681	52.9606
80994703	48685	18.7007
130997953	48688	52.6227
132542910	48693	14.5666
129558323	48702	12.2689
129557317	48703	11.1406
129557927	48706	24.9608
148803134	48707	41.8314
148680135	48713	34.0899
36931030	48727	47.4056
107420595	48728	20.042
42568791	48730	48.3521
164393621	48733	42.9022
107428455	48736	75.9938
36914202	48741	14.0959
107425709	48742	71.6675
36917850	48749	12.5255
45465915	48772	24.523
62054510	48774	17.268
141637967	48785	17.2193
145061231	48789	14.9875
150097737	48791	27.5478
150612006	48795	15.2066
103456226	48796	29.7596
150612619	48800	18.7103
150569969	48802	29.4669
152433354	48804	13.5769
150569102	48805	24.4536
151715138	48809	31.4179
106403888	48810	24.1614
151716336	48811	17.4237
151715493	48814	18.7459
106404568	48816	16.4062
129970794	48817	14.36
141032286	48818	22.7682
132666457	48820	21.3548
129736954	48821	12.4635
135908564	48828	46.5793
135998705	48831	15.801
{521D074F-0801-477A-91E9-BF010EF238A1}	48837	19.372
123625378	48842	16.4172
123009156	48844	19.5842
136666997	48859	23.2164
135693304	48870	17.9637
122985724	48873	12.4627
116131550	48874	16.8564
122947378	48878	15.4811
122982865	48880	13.3258
52854197	48885	24.9465
37099105	48886	27.904
89363419	48891	20.2288
53540835	48893	16.8437
139725525	48901	14.6967
60447147	48902	34.614
60436173	48904	50.1623
{b8e117d9-8d9e-413b-baf2-da2e95f465ee}	48910	45.005
60444335	48913	30.0137
26037552	48915	15.6151
25592213	48916	15.3837
102007240	48920	66.2865
{B43D0A3F-808E-4648-916E-A60CBC4B56F2}	48921	13.7773
{A5AB998C-7D29-479D-8C73-169D44128133}	48926	33.8529
26293461	48927	17.2418
{BCC9521E-6F4E-413A-A421-CBE1B8313255}	48929	49.7822
25942396	48934	14.7364
26092086	48938	21.7929
26141618	48942	18.1739
26146816	48943	26.8235
65645345	48954	57.6519
167401552	48957	13.8097
57357661	48959	17.9118
{97C78259-023B-49D6-85F3-A9B4808C758A}	48967	19.1766
46466117	48968	11.7868
{CB0C89F7-D9AE-468C-8D1C-F7E5D6A1EA65}	48970	18.2933
49497634	48973	29.1408
120020599	48979	19.286
107074642	48981	18.7522
87819403	48982	12.0919
114540543	48985	28.0228
111727187	48986	33.3465
114545127	48988	17.4873
87817797	48989	63.1491
120020152	48990	424.4647
73027251	48992	24.5069
111727553	48994	15.6375
123148017	48996	18.4985
116542221	49000	13.2203
86671355	49005	16.8948
109943752	49006	39.1888
123148152	49008	12.2347
114540791	49010	15.6526
152512184	49011	15.8879
152512403	49012	20.4017
111861201	49013	27.4669
152512232	49014	12.5988
110734099	49015	15.0034
68839063	49017	11.8722
110736323	49025	15.278
75473233	49026	16.7179
75474969	49031	18.8296
152512407	49036	36.2794
75654535	49037	27.4568
121207320	49042	26.9107
152094765	49045	18.0125
155638860	49046	14.8382
155639173	49047	13.8478
155636261	49049	14.8574
152094825	49050	13.9186
157067925	49054	12.1071
152094749	49058	23.1632
155635865	49061	15.1916
155642751	49065	18.7795
44361572	49066	18.31
60087604	49068	12.8908
129225343	49069	15.4948
60087740	49073	27.5307
44362588	49074	52.1033
118045409	49076	30.5946
44364076	49079	54.4423
82819560	49080	11.8235
83975731	49087	10.664
155411284	49088	13.5324
122382943	49090	14.712
83975803	49092	18.6472
148710590	49094	14.0248
118254251	49097	24.4673
150436903	49099	13.0964
148710171	49100	41.5867
150436754	49101	18.5693
148709864	49104	27.5269
147104250	49107	13.9584
149759035	49116	36.1613
147103970	49119	20.9502
145331625	49120	15.9925
145333892	49121	37.0955
145333836	49122	27.8088
145334306	49129	19.4433
151874025	49134	47.5061
152192653	49140	13.1792
151873868	49142	21.6229
155427775	49144	13.0412
151873993	49146	16.6766
128583965	49152	17.1692
{282DD3F2-8B4B-411B-9E2B-0CBB3AECF9EB}	49153	21.8504
118018843	49158	14.8963
129443283	49159	15.4908
84203977	49161	17.5542
162983177	49162	18.9315
{3F6F258B-5140-40E0-922E-44F3D347A20E}	49166	16.0752
87959766	49172	12.21
167248051	49179	12.1388
132876387	49184	30.2752
131842758	49185	39.4174
131844943	49186	12.1978
135271531	49188	28.6092
131860805	49189	19.745
131841092	49190	15.2166
87959196	49197	39.2525
129691114	49198	13.5208
129691060	49200	41.1499
112381937	49202	18.1163
112381097	49206	17.0807
{BB3A423B-8A84-4998-B455-2435FF18CBDB}	49207	15.443
125567238	49212	51.592
126223720	49231	15.0924
{F2181C5E-0FF7-4078-8F91-1988E0BABA86}	49232	16.6654
152117485	49243	17.0643
152842238	49250	16.8262
80597631	49254	16.0236
90119805	49259	34.4413
151839529	49261	16.575
90134129	49268	12.589
155351497	49272	12.0598
145167200	49279	39.2038
90342760	49289	14.9337
56132706	49307	15.0131
40199100	49313	23.7651
59720043	49318	28.4148
34131042	49320	13.3616
59720147	49321	19.5679
80005521	49322	12.9081
72859227	49326	20.7238
45720392	49328	45.4793
120019961	49329	21.1809
59804369	49334	16.3751
59807005	49335	12.0164
59808247	49337	21.6045
59720791	49338	13.7657
80004257	49343	22.7566
166867905	49344	23.6514
120020977	49345	36.0687
72860681	49349	15.5135
45340449	49350	20.9786
58121877	49353	19.477
47722227	49357	26.5211
167258127	49359	48.9989
105569894	49361	13.9819
59745555	49363	21.3519
120019675	49367	40.9198
120019978	49368	25.3442
45360525	49370	21.3145
45729638	49372	41.084
72858437	49374	49.4531
59746989	49377	19.5088
72862497	49378	24.3674
45383781	49380	19.7598
59721311	49382	13.3123
59746405	49387	11.4838
59803427	49390	21.9386
86367045	49395	13.776
82553410	49400	17.7273
86367433	49405	18.6214
86368003	49408	17.5774
122850739	49409	18.5486
122851402	49411	20.6592
83947066	49413	24.8104
120020693	49423	60.7267
120018678	49424	31.3984
91682449	49429	26.8923
69549243	49431	17.4983
91683267	49432	18.7449
69546705	49433	15.4043
82985843	49434	19.0795
120020374	49438	30.5079
69545755	49443	18.6473
69544683	49444	14.8642
91678233	49449	17.0586
91679165	49452	13.8794
82985093	49453	18.2039
91677277	49454	16.4356
34243138	49455	16.9184
42793521	49456	15.0604
37649893	49458	20.7135
74721213	49459	18.6015
42804146	49462	19.3621
74927879	49463	12.421
151948632	49464	23.8462
77571191	49467	33.494
151948210	49473	14.4206
74715017	49475	15.7556
69884604	49476	15.2621
151949587	49477	86.1322
74925525	49479	18.6249
74927071	49480	12.1293
76246014	49481	19.2797
151950401	49483	23.3432
77359314	49487	40.1385
151949397	49489	19.7514
151948112	49490	20.7751
155495407	49493	25.2779
155495526	49495	28.6911
155494390	49496	74.7709
157357790	49503	15.3447
70337143	49506	20.2435
157363223	49508	12.0709
152372887	49510	13.2788
152372677	49511	17.7687
141289739	49512	15.6844
152372852	49513	13.6367
143248378	49529	17.7431
145609301	49532	24.3756
143248634	49534	15.4624
120871982	49539	14.0212
b760a8fe-07bf-461b-bdb7-0ed70ed66f32	49546	52.1786
144562064	49549	34.668
105762310	49550	23.4914
144563204	49554	75.1354
4b72ecb8-cd30-4abe-962b-5d1021508f11	49557	15.93
144571035	49562	110.2055
42885383	49564	20.919
121628303	49571	57.8266
85084920	49578	16.4895
154316802	49593	17.5926
154320119	49603	23.5404
120032249	49616	27.858
149996035	49617	16.07
150624644	49619	83.2894
43890837	49620	29.4921
49426694	49621	24.7686
48785686	49624	34.9086
79318700	49626	26.273
98656080	49634	20.2826
155039237	49640	12.8172
8b213176-afd7-4414-be69-ff56319193b5	49647	20.974
121839411	49651	13.0526
121544720	49652	14.1495
86283079	49654	22.0764
86281437	49655	19.0796
86274783	49659	19.5201
123271977	49663	38.4856
86279585	49665	20.4799
{690B5AC0-8686-4867-ADEB-352D999B415B}	49666	16.9511
105568006	49670	15.8056
121842416	49673	22.3554
114336067	49675	62.0367
121839405	49678	20.4494
105568320	49679	17.7472
86273033	49683	103.5107
123271530	49687	43.976
81002789	49689	19.3232
106351795	49690	22.4113
90768167	49692	24.2451
80993611	49694	61.0842
105954551	49695	33.5019
6D853A11-0897-4211-89BA-E044D7610473	49696	139.9312
81002727	49700	19.9047
120018829	49704	37.1355
90769901	49705	83.129
90769117	49707	56.1993
80998263	49718	12.7507
130996155	49722	15.8365
132543282	49725	26.2235
132544611	49726	66.3697
129558295	49741	30.8086
92007504	49745	33.874
149309859	49746	19.2401
70952798	49748	21.414
50468834	49754	14.2703
105466173	49755	17.9974
50472390	49765	16.8649
105465395	49766	48.2332
88437667	49767	17.5592
80305877	49776	23.7019
80313079	49780	29.4466
80309729	49782	59.8223
150057256	49785	14.592
150058665	49787	82.5677
45169592	49789	33.9211
145050714	49800	27.4498
142978911	49801	30.9515
142806498	49802	14.1556
142978917	49803	35.9752
145050815	49804	11.6967
142826102	49808	23.3336
103457464	49810	14.5864
149808401	49811	42.2057
149808270	49819	16.7561
145081482	49820	19.7448
150098083	49823	23.7972
106570409	49825	80.7858
152429834	49826	29.2724
150568986	49829	12.8181
106451781	49831	19.6511
118181948	49832	21.8048
106452267	49833	13.2381
151715712	49839	13.2571
129971292	49850	25.4992
141031940	49851	16.436
141034823	49853	11.1499
132665121	49854	44.2834
135909146	49860	14.1872
135909815	49867	15.8607
{21CCCAE1-4472-4255-AE91-AD5896E52132}	49875	22.0348
136902877	49876	21.5731
{295D2C11-B821-4B45-BCA9-FB5DA1193D8D}	49877	13.326
136902106	49878	13.7255
141007604	49880	35.021
136017590	49884	15.3267
136665956	49886	21.6411
136688271	49887	14.4768
127684202	49888	18.3217
135694815	49889	30.5636
127685720	49893	18.2931
135694695	49895	38.4321
135695161	49897	17.6474
127683163	49902	21.5929
136216812	49903	99.6522
136691074	49905	26.5085
122969851	49907	18.283
122231871	49908	59.0409
116131832	49916	14.3989
122985720	49919	23.1891
89361999	49921	17.7997
37100005	49926	17.2536
167101267	49927	23.8208
37097549	49930	17.1466
151336741	49937	13.7895
{0e5a1953-98e1-4f0e-9976-c8adc14c794d}	49938	247.3015
156433745	49941	17.2907
55490745	49951	15.2959
139726675	49952	52.1074
26037238	49953	17.2537
25929704	49954	15.7812
100539950	49956	19.3888
25929338	49958	48.3583
25585991	49961	11.1284
26087238	49962	13.4926
25920254	49964	14.7257
26053902	49965	14.5801
102025792	49968	17.8001
25483404	49970	14.8126
167295464	49971	20.8289
25936546	49974	15.0216
{AD21A480-0F86-4C32-93C0-FB55EC731E26}	49979	35.5953
{9E4AB5D2-3DA0-4D11-85C1-A0398DC63CEE}	49981	19.2925
26043452	49982	14.9844
25997796	49983	23.6165
26145086	49986	17.9427
{144A368A-E8A0-4775-8E03-20D49B17E83C}	49990	24.1805
26281951	49991	17.1857
25862468	49994	19.0933
25537448	49998	15.4304
167808495	50000	15.4092
26164162	50001	18.0895
25858796	50005	27.228
43498310	50012	16.3918
66417433	50013	13.858
65644179	50016	13.048
62635914	50018	18.1089
43493571	50020	15.7175
167295492	50022	14.7824
65646991	50025	14.9331
57488501	50035	13.0788
43492253	50036	27.6551
114545693	50044	19.0939
120020135	50047	37.226
107074246	50048	13.3402
107514352	50053	24.5109
114541057	50057	23.8558
87820433	50058	15.1351
114539681	50059	15.071
111727281	50060	19.8261
87817681	50062	11.6554
107070866	50063	15.0459
107070328	50065	14.551
123148272	50067	14.2294
86671477	50068	18.5732
117627469	50072	34.5262
109944994	50073	15.491
123398224	50079	14.1884
123396708	50080	33.3718
68840269	50088	20.4286
68838485	50090	31.9538
152512566	50093	35.5386
68840465	50095	21.4367
152512586	50097	18.9618
75656913	50099	11.7587
110735363	50101	14.9742
152512292	50104	12.978
152512316	50105	117.0641
75475761	50108	19.5577
121207704	50112	23.434
139268482	50113	15.9792
155636239	50116	39.4321
151870757	50118	18.6535
155637979	50124	46.1111
152094712	50125	16.4438
155637764	50127	37.0317
152707961	50130	21.6943
152094999	50131	17.7581
152517946	50133	50.3336
155635748	50136	25.5304
155639433	50137	19.5954
60087736	50138	27.7922
82816436	50139	18.5172
44360882	50145	19.8035
44361550	50147	17.3131
82818108	50148	16.9328
82818896	50150	12.5628
44364078	50153	12.5665
82818856	50157	34.2012
60087634	50160	19.1301
44361566	50161	36.5356
44363798	50163	23.1426
44361454	50164	17.4781
118045523	50167	17.973
111830505	50171	20.8128
122382783	50172	31.2299
83977287	50176	20.3339
155411105	50177	10.6287
149759286	50179	16.8178
149759110	50180	21.4958
150436771	50181	12.948
149759376	50185	17.2793
148709941	50187	13.5683
118254889	50190	14.6811
149759001	50192	31.1386
146646203	50196	18.6921
145334294	50209	18.2703
152192373	50212	154.432
149425843	50214	13.5044
152335357	50217	17.2949
{85BFEAA6-5825-4F4D-9CE4-5AF5974DECE6}	50225	18.0537
87214508	50232	19.9854
42148253	50236	12.9388
87960010	50244	20.166
167302715	50245	12.3751
131845683	50246	21.6151
131860560	50249	19.8089
133099428	50250	13.6494
131845292	50251	18.3868
135271210	50252	15.0484
131845123	50254	14.5182
131841405	50256	27.2354
115353619	50261	27.3749
112381337	50266	17.7209
127346574	50267	13.0225
73885686	50279	12.3406
152859486	50292	18.8434
152841950	50293	13.9975
152859629	50294	11.7437
80597201	50299	13.0682
155856725	50306	29.1214
62682447	50308	15.9919
145167460	50316	39.5705
155207817	50320	21.7535
155469095	50329	19.0319
90342854	50339	26.0117
100326002	50349	15.3293
49233221	50351	38.2548
40202779	50356	14.5872
56133155	50361	13.0822
49232013	50363	17.7921
56133992	50365	20.8615
56131504	50366	31.792
56130514	50373	15.7822
{890C0965-D823-4B92-B69C-2647F913CEF0}	50374	52.1358
45384362	50376	11.5152
80004767	50377	16.1453
59806319	50378	14.1374
45728146	50381	14.8318
120020503	50386	29.5522
59807435	50388	20.3022
45380640	50389	22.5537
45337609	50393	18.2307
58122247	50395	26.9325
166867947	50396	13.0054
45362861	50397	15.5161
47704267	50398	22.046
45359143	50399	19.7206
59807101	50402	12.3951
80005311	50403	18.539
58123227	50404	29.0458
120018229	50409	28.9871
81636823	50418	30.6369
59725169	50419	11.3972
45724418	50420	20.9107
47713309	50425	37.8641
80003375	50426	28.2334
80005821	50427	37.8464
72863221	50428	21.6358
80002351	50430	42.0324
120017997	50432	47.1229
82554312	50438	15.9897
91594703	50439	22.142
120020046	50441	20.2808
91598501	50443	22.3574
120018421	50444	15.0012
82955837	50445	11.8694
91598133	50448	13.3351
122549905	50449	374.7414
82554678	50453	17.1479
120018757	50454	36.1005
145088522	50455	11.4493
91599897	50459	25.8678
{AEB0F53B-5A2E-498F-BCB1-E21A8D84261B}	50463	22.8372
45731316	50464	49.6273
{8AD411EA-446C-46F2-A6F9-E7AF5D2DA9EA}	50468	19.7782
47479957	50472	20.4503
91684467	50475	20.7256
82983019	50477	19.9321
91678733	50480	13.3004
120020296	50483	31.1547
37650245	50486	18.1013
74721223	50492	19.2826
74720205	50494	16.4317
74715243	50498	24.5098
74923673	50501	15.8345
151948236	50503	34.83
151948690	50506	16.2736
76243632	50510	121.9935
151949060	50514	44.7075
76247194	50517	25.5148
74926807	50521	15.5441
74926541	50522	18.3428
122935363	50527	16.4961
155495519	50528	49.3078
70334525	50532	27.6077
70332539	50533	15.6442
157363568	50535	15.4415
70334899	50536	63.9695
70332959	50540	26.0473
157360740	50543	29.4671
70332455	50544	58.1061
157358964	50552	22.1296
157358582	50553	20.8108
145756613	50567	15.6429
137059792	50569	15.2423
143251047	50575	19.3129
120020682	50579	33.984
120020681	50580	227.9859
117648569	50581	29.0647
42877716	50587	16.6819
82554148	50595	12.6693
109983602	50605	42.3709
109991524	50607	22.1845
123165517	50613	52.4121
90567675	50616	104.2066
90568525	50617	11.9575
123167198	50619	15.6736
154288278	50626	19.144
154316889	50629	17.2453
152224982	50630	48.7746
156106075	50633	52.4984
154320657	50636	68.293
152225225	50640	20.2116
154351069	50641	31.1418
151863451	50642	12.2716
8f3b6ccc-7622-4bbc-a9ba-057b816b7873	50655	60.7922
98647588	50657	12.2168
141197891	50668	27.0449
54366363	50671	40.7667
141196948	50673	19.398
127633476	50674	60.9526
91244579	50675	47.0948
91244525	50677	12.4295
91245417	50678	30.3711
91243969	50680	128.1656
126591356	50685	14.5756
126590884	50688	12.8217
126212332	50692	55.0881
86283659	50695	20.2938
126212067	50697	353.2914
121545698	50699	17.666
114336189	50700	54.3543
86277779	50701	12.9615
123271922	50702	13.3494
105568792	50703	17.0345
121838659	50704	13.5946
123270758	50715	14.4783
126105128	50717	27.2785
105568434	50722	16.4615
126211297	50725	18.6288
123272334	50728	16.6953
121840671	50729	70.515
114336403	50730	12.541
90767219	50735	21.7577
80994395	50736	21.4658
120019418	50740	36.4914
80993813	50741	13.5716
105954489	50742	40.7736
90770611	50743	56.0539
80997651	50744	33.7389
81000547	50745	60.8311
80995211	50747	40.2607
120019287	50749	139.9781
120019073	50750	79.6736
105953963	50752	13.0907
80999623	50753	14.6864
90769723	50757	25.3796
80997113	50758	49.1914
120019346	50760	44.8286
90768953	50761	38.8305
80993331	50762	27.2717
81002327	50764	23.3486
130995287	50770	77.307
88306176	50772	38.2124
129558369	50782	40.0189
153930972	50785	15.128
148806245	50791	19.7443
49804090	50796	17.8823
148674660	50800	44.0747
36933499	50813	13.1371
36926136	50815	16.0335
88432191	50817	18.219
36920668	50821	34.0702
107423957	50827	24.8713
45478843	50836	30.5889
8c840337-8d35-4c50-9837-857a52f91aaa	50838	51.6585
77018859	50841	25.6377
149857269	50847	13.0386
145050992	50864	34.0022
145051068	50865	16.3349
142978697	50869	41.885
103457648	50873	161.6644
149808235	50875	26.3004
150611656	50878	29.2809
150099432	50879	19.7776
106571545	50885	13.4851
151717294	50890	31.9453
151717625	50892	25.3581
151717839	50894	13.6258
141032949	50898	23.9777
141035020	50899	17.5402
129971014	50901	19.2655
129738546	50905	74.4105
92797063	50911	21.7262
{0CC639C6-A7F4-4F9B-90A0-A0F9DD738255}	50912	16.8539
132761523	50914	31.3786
123632792	50915	19.4486
123631518	50916	122.1115
123016444	50918	20.2892
120803675	50925	17.1722
127647333	50927	58.2365
136688239	50929	15.1131
136683143	50932	57.1208
127647609	50933	148.7324
136680685	50935	11.0079
136662393	50936	20.4748
127682754	50937	18.2596
136688702	50939	35.1206
123912799	50942	28.073
122373944	50952	22.9648
122968087	50956	12.3904
122182393	50957	20.0443
122956094	50959	16.1123
122985704	50964	13.9019
122238852	50965	12.1225
122373718	50967	12.8606
121933835	50968	26.9096
89365615	50970	24.2104
47726283	50971	19.1238
61770595	50972	17.3227
37094385	50976	20.5947
47725871	50977	18.8069
167102051	50983	18.5771
{9A262113-F33D-4582-8362-A96E6E639917}	50986	14.5461
156433717	50995	17.3807
33530279	50998	12.9316
139736985	51002	15.869
55503249	51006	24.5887
167740605	51007	15.6854
139724938	51012	33.0605
26283947	51016	15.0213
26083560	51019	19.253
{89550E01-6A5B-48D9-8F1A-BD3BB6ACB35C}	51022	24.886
{58A89B2D-658A-4031-9F14-0A6BDC2ED3FB}	51023	17.5267
26028340	51024	33.6209
100545898	51026	24.433
29851995	51030	22.747
