buffer100m_nhdid	lagoslakeid	buffer100m_ha
120019386	23623	25.2078
106350641	23626	13.8232
90769003	23627	29.7538
90771371	23629	12.3775
80995061	23630	21.1793
106352559	23631	11.9505
120019397	23634	19.6065
90767527	23636	20.0128
90770107	23638	12.8592
80996413	23639	18.6217
130995240	23641	15.7213
130994366	23642	17.4375
132544902	23651	40.2497
149317113	23653	22.469
129557420	23658	13.4523
147260550	23670	398.6008
49804704	23672	29.525
49804236	23676	16.3974
120031658	23678	102.1429
42478427	23693	43.8873
36919169	23707	46.4945
62054048	23725	72.5338
145051233	23735	28.8097
142826223	23738	26.513
145049759	23741	30.2533
145050554	23742	57.2846
145061629	23743	19.1549
149808695	23748	17.8868
150612462	23750	24.6458
152432662	23751	12.8214
152430373	23752	24.9823
150569588	23757	13.9
150570069	23759	15.4423
152432775	23761	30.7681
152430325	23762	39.2721
150098049	23769	25.8784
151716527	23773	19.4293
151715353	23774	43.2126
151717897	23776	77.4997
141031482	23781	16.071
129966076	23782	28.8261
135913226	23783	18.9066
136864205	23787	37.0641
141007207	23795	28.2874
123009718	23798	19.368
123913268	23805	12.163
136666940	23807	35.4304
136689711	23818	12.2108
136213545	23820	14.5677
122364168	23824	27.2749
122226093	23826	24.7378
122155659	23829	17.6883
122373572	23830	18.3217
122980066	23832	12.8605
121937136	23833	12.4063
122159551	23834	11.843
50522151	23837	43.6881
123013979	23839	17.6013
52849743	23840	14.3202
89364447	23841	30.256
167263665	23843	20.6236
50520569	23847	22.5282
162450444	23848	15.3464
47726109	23849	53.0695
89363899	23851	27.9385
53541593	23853	16.3
89362643	23857	45.0025
89362905	23859	24.4824
89364113	23861	28.3678
47727359	23862	76.3483
47725997	23863	36.5342
33530895	23865	13.3581
33529015	23866	18.2267
33530225	23867	21.1269
139724805	23872	39.8742
64669280	23875	15.8045
55494021	23877	14.5983
55488925	23879	103.7329
25621690	23881	16.3749
25974848	23882	11.6904
{70F23DEC-CB2C-436C-8A5A-71FD4914BED9}	23889	16.6874
25618752	23898	19.4582
26059640	23900	11.7966
25600247	23901	16.4637
100522158	23903	22.0429
26139732	23909	39.9329
25528290	23912	11.7642
65644217	23920	18.4397
43494093	23925	14.2336
66416165	23927	17.9575
65612448	23929	23.788
43495619	23934	15.0823
65645695	23939	17.3079
{C5C00832-7D1D-4EFF-8B40-732FA215E758}	23942	15.1227
114543481	23949	15.748
107070254	23950	18.0348
114540057	23951	12.2974
73026469	23959	15.0548
73026141	23961	13.8405
120020445	23963	80.8751
107072276	23965	16.336
114541607	23967	22.1697
86671341	23969	19.6675
116542555	23971	19.3412
105233873	23972	19.8452
109945538	23974	44.8782
109945164	23976	29.838
109945528	23977	14.8793
123147937	23979	18.5764
75472885	23987	29.9563
75472747	23991	17.1204
155442538	23994	20.6619
155442707	23995	14.4488
139260035	23999	31.4654
139260788	24002	11.6129
155443797	24004	17.6906
110734325	24006	35.5622
75658703	24007	30.689
75475525	24008	12.4592
152512551	24011	20.6894
121206519	24020	11.7764
152517728	24025	15.7455
152707981	24026	14.1639
157068660	24027	13.4482
152707707	24028	25.6222
152518199	24030	13.5999
155640611	24032	21.5558
155636536	24035	22.3155
155636360	24040	17.0058
152517720	24042	24.6606
155635887	24043	15.7387
82816224	24044	25.528
44364102	24045	53.0225
60088510	24048	23.5992
82817902	24050	14.0276
82815224	24051	23.8165
129224957	24054	16.7865
155417347	24056	15.1796
121860954	24057	15.0711
118043891	24060	14.553
121860994	24061	24.9974
82819490	24063	14.6367
83975719	24070	23.6177
123110770	24074	19.5012
122383073	24075	37.837
147104447	24080	13.8996
167792141	24081	11.466
148710348	24082	56.2212
118255283	24089	52.3112
155404769	24090	19.9796
150436681	24092	19.6619
147104125	24093	17.4216
145333001	24099	23.1247
146647137	24100	15.1204
145332591	24102	29.6719
146646993	24103	11.0862
149286972	24105	15.2524
152144838	24107	13.7548
152192344	24109	14.9801
151873795	24114	18.5231
149921354	24116	12.2514
123056375	24122	21.7279
151062109	24124	15.1849
87212590	24129	18.3377
118018351	24130	31.0308
84202585	24131	31.7608
{E3B2BAAF-C141-421C-8D44-9550106E5A80}	24136	18.5744
87960914	24138	18.5068
{3DAFE574-1F2D-45AB-845D-AFE02B5C52B8}	24139	14.0301
167069096	24143	13.7677
131846637	24145	30.4833
150679595	24146	589.3949
132436589	24148	29.782
131845473	24149	23.8225
131845110	24150	25.0029
132437141	24151	19.7806
131841190	24152	15.4264
133098535	24153	20.9691
167248079	24155	13.4349
133099034	24157	11.9182
131841714	24159	16.3099
132437741	24160	36.7352
132433284	24161	14.0885
129447741	24173	15.7617
73887134	24189	60.9473
127350053	24193	18.7797
152013082	24200	13.5484
56946198	24201	21.3084
152016377	24202	35.2431
57938950	24216	28.905
152117140	24218	15.1104
152855983	24220	16.9075
108595453	24221	12.5576
152856966	24224	12.1297
155923709	24229	15.2188
155925631	24230	15.7367
90364302	24231	42.4969
155291436	24246	15.1137
62689753	24263	16.9605
49067394	24265	13.5692
78537555	24266	42.3641
155857203	24268	42.4425
45D2049A-6761-4D5A-84CF-B94F77983364	24271	11.537
40202160	24284	28.3538
40202361	24287	52.8705
31921298	24288	22.1799
49237571	24289	29.134
56135402	24294	59.6129
81642241	24295	13.7161
72859481	24297	29.9117
59724807	24298	28.1579
80003859	24301	58.2223
80004067	24303	16.5192
80006473	24306	77.19
45725654	24309	16.7371
45362285	24310	32.0226
120020774	24311	45.017
47728765	24312	26.1252
107117856	24315	27.719
47728465	24317	14.0704
59747887	24319	14.3688
166867526	24321	13.5966
120019299	24322	22.1262
47708701	24323	14.1197
47707329	24324	58.1718
120018130	24325	15.9386
58125413	24327	28.3806
59746299	24340	20.1889
34125684	24351	13.8576
120019664	24352	29.9953
80001845	24358	12.8733
120019733	24360	15.1258
120020938	24362	28.2399
34122265	24363	29.8572
120018334	24364	33.4871
45724336	24366	32.094
120018925	24367	130.6178
72861127	24368	20.3961
120018253	24375	17.6651
120020532	24378	23.8905
86365673	24380	21.9383
86368687	24381	36.6609
91599319	24383	87.8726
122551177	24384	27.0402
120018366	24385	17.0996
86365297	24386	15.2544
122546950	24387	15.7393
82552834	24390	27.6724
122548849	24391	30.0449
122547572	24392	12.8455
86368303	24394	12.3154
83947294	24395	15.3796
120020053	24396	37.0759
120018688	24397	38.5346
120018767	24399	27.2453
118874427	24400	49.1528
91599367	24405	36.8438
82553538	24407	10.9404
122547700	24408	19.786
91600095	24410	30.5076
91595555	24411	71.6002
86443961	24415	12.1928
91686945	24416	31.5608
69548587	24419	19.4466
91677579	24420	15.833
91683433	24422	17.4674
69546427	24428	14.3365
47482552	24430	25.5983
74721353	24432	16.8866
37649599	24439	15.3005
6076fbfc-33fe-4b8b-9851-1b8ac19cda6d	24440	12.2244
120018188	24443	21.9942
151948349	24452	18.5036
151950143	24454	21.2404
69886436	24456	25.7452
77358122	24457	17.5394
155495498	24459	18.4495
155589090	24461	48.1487
70332315	24463	13.1795
70330655	24464	12.0986
157361060	24467	12.3523
70332101	24468	14.8828
152372583	24470	20.0497
157360225	24472	22.0121
141290144	24479	14.9915
70335559	24480	21.3154
157360218	24481	22.2644
70336163	24482	27.2495
141286740	24483	13.0064
157362633	24489	41.6612
132562599	24491	25.3007
155097339	24497	19.3062
145757332	24500	15.676
155715554	24507	21.5049
143249883	24509	30.5699
143249244	24511	17.0515
156039801	24512	28.4207
145608961	24513	63.5573
159107992	24518	30.4737
137046695	24519	34.0452
146618353	24521	39.5181
106632679	24526	17.6253
106627171	24529	29.1823
144571454	24533	178.2453
121623197	24543	42.0305
90569631	24552	16.904
123165535	24555	24.0854
543db14b-a895-476a-a56f-889970a415f1	24560	14.641
154247600	24561	27.165
133215223	24564	17.9781
131193541	24565	22.6257
152225424	24572	34.3747
152225226	24577	14.094
48795912	24585	12.4328
98647428	24590	33.599
149993944	24594	29.2193
49427044	24605	32.874
79318740	24606	26.7948
98651604	24607	17.6522
44746725	24608	43.1345
42902173	24618	13.7747
55352675	24619	38.0701
105568754	24622	21.9506
121838851	24624	34.4412
126105265	24625	19.4391
121545993	24626	13.2891
120018502	24627	20.2816
123271725	24629	14.8883
86278443	24630	12.2062
{4394F8F9-D7BF-41B5-AD9E-8ABF7965F896}	24633	11.6771
{FA8047E4-E9FB-479E-9ED0-18960A8D2A79}	24636	37.7345
121840342	24638	13.3027
86282963	24644	12.8317
123271835	24645	11.6882
106374236	24648	15.3615
120018851	24650	41.7541
80998921	24652	15.459
80992733	24654	17.7595
105954003	24660	39.013
90770701	24663	52.5095
80994985	24664	28.0001
80998897	24665	15.1202
106372686	24668	15.7426
120019200	24672	114.9633
106374256	24673	35.4272
127585564	24674	13.1987
74256448	24675	13.6675
132543203	24676	22.9416
129558258	24686	12.8573
74361939	24696	17.1829
70961998	24698	16.3021
75794802	24707	28.0168
105471249	24708	13.0162
165384802	24710	57.9517
165384819	24712	41.3452
46663de5-93f1-4b9f-86af-65c7961674a0	24732	21.2368
123111341	24733	11.3757
77023349	24735	12.6479
77013901	24736	28.7976
45465617	24738	18.1421
150058931	24754	26.1508
140844494	24756	28.5496
104506400	24758	23.5488
104499440	24759	27.7301
145050652	24762	13.5458
150612071	24764	14.8722
103457510	24765	20.5121
145081247	24772	39.7136
149808197	24773	19.7302
152431749	24778	21.7836
150570140	24781	52.809
118181926	24783	13.4087
106400994	24785	12.5632
106404728	24787	37.4191
129965429	24794	21.5728
132665119	24796	17.1847
136864636	24798	17.1446
135910974	24802	37.2809
135911260	24804	17.4988
123006172	24809	16.9512
91381311	24813	14.4865
136691067	24816	15.4204
123912915	24823	22.2323
123913106	24825	34.5503
135697253	24830	12.0965
136683531	24831	33.8309
127631535	24835	12.2646
122174665	24842	25.3794
122359847	24843	21.5814
122368120	24849	74.0119
37100489	24854	20.7847
61783479	24856	14.2553
53542063	24857	20.7461
53540361	24859	16.7015
53541069	24861	14.9769
53544587	24864	11.0562
47720759	24865	22.6509
52843993	24867	22.9038
89362319	24870	15.3164
52854221	24871	28.1465
53545605	24873	26.096
89365839	24875	15.636
89363803	24876	14.6524
53540075	24877	23.0633
33529973	24879	13.394
60462917	24881	13.9525
136901984	24884	13.5075
167741017	24888	16.8206
64665932	24889	24.1767
55503245	24893	24.3439
{252303B2-E181-4341-83E9-8CA8A88D0782}	24894	14.076
25938676	24897	14.5043
167668434	24900	14.3709
120021200	24901	43.3637
100538262	24904	14.1514
25923200	24905	13.0343
{A4D9BE2E-9F26-4BB1-93F8-D445245B7DA7}	24907	29.3681
133271308	24908	13.4953
26035122	24916	25.6587
26141036	24923	14.2034
26156312	24924	18.5038
26148662	24926	56.0554
26169610	24927	22.1456
25854482	24928	11.9111
{F07C9180-353F-48AF-BA0B-9ECDDBEDE21A}	24929	14.4585
25486382	24931	19.521
65647005	24935	119.3678
66921979	24938	22.624
{84B71354-B6A3-49F6-84E1-A784A65654A8}	24940	18.1133
120022842	24941	72.8852
46467647	24942	17.1229
43499008	24943	33.1087
46466905	24946	14.1145
57356941	24950	12.3301
54975755	24956	13.8367
65612830	24958	16.3234
66412835	24961	17.8228
{AEDB2239-EFFC-438F-B20B-90EAB0951C5D}	24968	17.3138
120020492	24973	32.3618
114543631	24974	13.4463
107071328	24979	14.1976
114542495	24981	73.8324
114540849	24982	32.3264
114539875	24983	15.5295
111725601	24985	11.1665
107070326	24986	41.9055
114541423	24989	19.831
111725683	24990	14.354
105231561	24995	33.5115
86671033	24996	29.0861
109943834	24997	21.1581
105231591	25001	25.0598
46722e4d-b868-46c1-a665-b2333a92ca80	25002	19.9837
109944726	25006	16.4417
123398278	25010	13.5223
cf7fc4ef-5cb3-4659-978a-66bdebc8a5a6	25013	14.5536
109946060	25015	12.8902
109943524	25016	23.5967
111861453	25018	17.5763
111861265	25019	25.5652
75655121	25021	21.726
75658055	25025	21.5306
76155245	25028	14.0063
75660569	25030	12.406
155640090	25048	27.6972
155635878	25049	30.7647
152707074	25050	15.8374
152517496	25051	13.9067
155638061	25052	14.6451
152707908	25056	19.8067
152517847	25057	27.7686
155635746	25059	12.0624
155636317	25063	19.4824
152707905	25066	23.733
152707705	25067	13.664
155642900	25068	19.7034
152707350	25070	19.8323
155637742	25072	42.2871
155642330	25073	12.1252
152517878	25074	11.1977
121861035	25079	19.4169
44363256	25080	116.1536
121860023	25082	16.1119
82816498	25084	18.5854
121857959	25085	13.4723
155417425	25088	18.6618
82818570	25091	21.69
60088168	25094	28.706
155408496	25095	15.7414
122382779	25098	14.6419
83976591	25102	13.0453
155408558	25106	14.4957
113470673	25107	17.0557
147104471	25108	12.5077
150436966	25109	17.7459
148710567	25111	34.6176
147104446	25113	13.7648
150436830	25115	22.7219
155404854	25119	18.2573
149285636	25121	24.771
146646429	25123	52.0397
145332758	25126	17.2586
149286953	25128	33.5165
146647186	25130	15.4795
155390197	25142	15.0264
151874110	25145	13.6041
123061649	25155	18.6842
{AE48D6C4-2C30-433C-94B9-CFD0CA157728}	25172	15.1359
166906726	25175	13.4662
{F645B647-3D5A-4D71-AE7F-103DD2B95645}	25177	18.0129
132433630	25182	25.5478
132437502	25187	25.8854
133099062	25189	17.7713
167302720	25190	13.0576
129639486	25192	54.4497
166409141	25193	14.846
92083363	25197	21.9751
52533267	25199	29.8619
92083253	25201	13.8581
{5BBF0C79-BA89-44F8-B06B-B7111EEF54D9}	25205	32.4723
129441733	25210	26.0541
130034587	25220	702.2775
99701596	25223	188.4496
56938592	25225	19.7495
152015794	25227	142.7499
152013235	25228	14.4024
152855840	25240	17.1021
152856838	25243	12.071
80607021	25249	15.9411
155351625	25252	14.4702
155474252	25263	17.1791
90139091	25269	18.2476
155352552	25272	26.3734
155220262	25274	14.0244
155281846	25279	10.6757
90142309	25291	22.1043
100328950	25297	17.4357
49236389	25304	14.3241
41058699	25312	21.5133
59750419	25315	29.6607
59721441	25316	30.0138
120020727	25318	13.1854
59748089	25320	11.0987
58124423	25323	27.4001
47709757	25324	17.7198
34129201	25326	23.8465
59811227	25327	29.8278
47709187	25329	11.4939
45365445	25330	25.2125
45338435	25331	43.9291
47724431	25335	22.9995
72859185	25340	13.54
80003441	25342	11.7814
120019657	25346	33.0091
120018073	25348	46.4114
47713253	25349	19.9886
120019570	25351	103.4043
59808371	25352	36.6385
80005251	25355	12.6324
45361663	25356	11.8862
59723545	25358	26.6714
72861185	25359	24.9292
120018267	25360	33.8128
59720111	25361	18.9074
120019686	25362	53.7206
45365953	25363	16.5474
45382766	25366	15.5012
80002271	25368	27.5329
47731818	25372	16.5072
107114982	25373	15.197
120019751	25374	64.5043
107118108	25379	38.3392
80002069	25380	21.6164
59807003	25382	13.1716
91573981	25390	22.6446
120018693	25391	40.8291
120020229	25392	21.555
86365067	25393	38.7176
120020057	25394	26.5839
82552440	25396	21.1741
114337033	25398	16.4888
86366539	25399	26.7381
122548568	25402	11.6779
91599759	25403	26.5624
91600033	25404	27.6584
82555348	25408	25.6966
122849701	25409	17.9326
118874713	25410	19.2645
32671860	25413	41.3892
82554168	25415	16.6085
86370501	25419	24.4524
86368289	25423	16.8312
69546273	25425	22.1607
69546809	25426	13.9863
91679133	25428	13.7785
82983245	25433	13.952
69545557	25435	26.6587
91676381	25436	19.7108
91679791	25440	40.945
69546731	25442	15.147
91680905	25443	29.9472
91683145	25448	13.9542
120020366	25449	31.6543
32732845	25452	18.0051
74722189	25453	31.9549
74721221	25454	24.3789
74721397	25456	34.4261
74721125	25459	17.1151
151950363	25462	12.8992
74926907	25463	13.2625
77357704	25468	20.3561
76242808	25472	13.4061
151948522	25474	18.2497
151948134	25481	18.9295
122936996	25482	35.755
122940453	25483	260.7924
122940601	25484	32.9447
70332193	25487	18.7659
141286933	25491	16.0284
157360093	25492	51.7407
70330709	25493	13.1811
70335019	25499	16.4476
152372285	25501	12.5705
70335597	25502	12.0035
157364630	25504	29.8566
155454361	25507	16.6389
152372187	25508	27.9987
157357568	25509	14.0994
70336165	25510	29.3466
157358833	25511	41.8498
70330525	25512	15.0665
157355830	25514	26.1057
70335947	25515	21.7709
133404317	25523	31.747
133403044	25530	17.8541
155097721	25534	67.129
143249576	25536	31.6622
143249071	25537	14.0578
155715747	25544	31.5399
143249877	25545	48.5515
133537863	25551	16.0206
66629697	25560	13.562
106632755	25562	39.9642
42878525	25566	14.2818
121629733	25575	19.3824
152224870	25596	14.7445
152225445	25599	24.694
154313641	25600	49.6153
131194221	25605	13.4063
154316450	25606	46.3891
152224596	25612	25.5364
151863136	25613	12.5126
98653106	25620	26.2404
43891107	25625	23.0073
79320694	25626	25.3468
48811236	25628	15.4056
98655952	25635	13.4669
48795130	25637	23.0136
98646826	25639	20.2835
141198616	25643	20.8013
91244733	25644	14.0939
42903307	25646	48.8329
91238175	25648	25.9675
83959067	25649	28.7472
91243741	25650	57.5694
110825486	25653	15.4852
110825236	25654	22.7766
123262229	25656	35.5808
126211610	25658	19.7086
123271868	25661	15.2465
86278929	25663	17.3661
121544218	25664	18.0502
114335679	25669	18.737
121838611	25670	13.3488
126211338	25672	13.3303
126591308	25678	13.6958
121840753	25679	58.4236
121544184	25680	13.5563
126590731	25681	24.1216
123271155	25685	11.5714
86281509	25686	21.8409
121840289	25687	55.0192
114335849	25689	18.8173
121840566	25690	35.4655
86275771	25694	13.3114
114335939	25695	23.7355
126590658	25697	15.8972
120018460	25698	17.5699
123112857	25699	23.6656
120018565	25700	31.94
120019121	25702	31.6162
80993399	25703	18.677
80002581	25707	15.1013
90770045	25708	13.03
123312870	25709	15.7483
90768603	25710	52.5503
81003677	25712	13.1079
90771021	25715	12.1635
81002533	25717	40.6049
80997005	25722	40.8439
120019085	25725	84.8894
120019230	25727	32.3276
90768805	25731	22.8886
105954703	25732	21.6668
90770003	25733	12.6329
130998427	25734	38.4433
132542629	25736	20.5397
153763157	25739	12.183
132542705	25741	29.4171
88307260	25742	33.3146
149313650	25745	15.3956
153931359	25746	17.6554
75813716	25755	16.2861
70960244	25758	28.074
70928788	25760	37.3681
107426823	25777	11.8966
107430653	25778	28.3586
107430837	25788	20.9565
50827397	25794	25.2213
42475963	25797	41.573
80306579	25800	14.7698
91381259	25802	16.045
62054964	25807	59.8661
62055020	25808	21.8818
145051228	25814	17.9846
145051218	25817	58.2564
145050786	25818	30.3359
103457514	25820	24.6339
149808347	25821	38.3375
150611954	25824	20.2212
150098011	25828	35.489
106572145	25832	55.5816
106454775	25833	166.336
106453041	25835	21.3326
106400992	25837	25.0618
106401544	25839	33.829
132666167	25846	17.928
129728275	25849	24.2431
129736997	25853	62.1633
{676B027F-470A-42ED-BFAC-0D1F7422DFD2}	25860	13.8725
123631476	25861	15.2933
91154059	25864	16.1048
136902197	25865	21.9774
136902694	25870	37.4403
123632550	25872	19.7146
127637601	25874	24.5873
136214935	25876	19.5612
135694400	25877	22.829
135694627	25878	13.961
123912487	25881	14.7824
136680700	25884	23.3137
127682898	25887	17.3349
136665261	25890	36.1422
135695321	25891	17.4141
123912564	25893	23.3704
136676778	25894	23.6419
121942316	25895	48.1198
122373468	25896	68.0628
122985598	25905	14.674
122229897	25907	45.0388
122186578	25908	22.6195
89364183	25910	25.4793
53540821	25915	26.4432
52847865	25917	13.8437
61783081	25921	16.0351
61755793	25924	15.9913
53542473	25926	14.7449
53540961	25927	17.9006
53540869	25928	39.89
53545221	25930	23.0504
53542831	25932	12.1367
136690176	25937	16.0396
60462789	25941	13.0225
55489109	25947	15.6146
25923262	25951	12.5604
167667961	25953	13.1416
25935634	25957	17.6778
{227DAE68-C420-460D-9F5C-C00AEDF530E7}	25962	23.1406
{7FF2BC1D-A315-4D68-B81D-4078419FF823}	25967	163.6155
149269381	25980	288.3382
25856084	25981	19.0635
26047982	25984	118.8637
65612440	25986	28.6075
48528036	25989	11.4434
66419833	25992	14.1798
f449f2a6-7e7d-4f50-81ae-e2127177b357	25994	59.2053
43493009	25996	12.2493
43495642	25998	41.8651
66412803	26000	22.7177
66923035	26004	12.3712
73026787	26014	12.1569
107070176	26015	16.4164
87818679	26017	19.5339
114544137	26026	20.6445
120020415	26028	17.5356
114542839	26029	17.5285
123148076	26034	20.6793
86670783	26035	16.2122
123390379	26036	116.69
86671933	26037	18.0439
69883666	26038	18.2088
86671115	26043	12.7752
86671047	26045	13.5052
75655573	26048	45.7365
75652497	26053	17.9702
75660807	26054	12.1038
68839157	26056	12.5267
75653555	26061	70.8432
155413451	26064	83.4377
75472577	26067	11.2765
110736731	26068	18.4949
75654013	26069	28.7032
75472839	26070	27.0377
121208217	26074	20.2891
139269874	26078	22.4808
155636518	26081	17.4235
155636756	26083	45.8494
155637457	26086	17.0192
155636474	26087	16.1508
152517858	26094	12.5647
152094777	26095	13.9621
152708023	26099	12.7975
152707463	26100	28.5785
152707777	26102	26.0484
155637926	26103	19.6907
155636813	26106	19.1889
152708025	26114	19.1987
121857710	26126	14.4694
44365134	26127	19.1094
44363262	26128	42.6273
129224959	26130	13.2733
44365576	26132	24.6087
155408514	26136	11.6896
83976553	26137	22.1136
113471169	26141	72.2123
149759404	26149	18.277
148710475	26152	28.4003
149759428	26153	21.5945
147104392	26154	17.1768
152237891	26157	13.8365
148710239	26158	22.0194
149759109	26159	17.5086
148710262	26160	61.3581
145333612	26162	19.4569
145334019	26163	16.5652
145334231	26166	41.3135
145330836	26167	16.7413
146646438	26169	14.4952
146646622	26171	65.1578
146646388	26173	13.0918
146646412	26174	14.2905
145333708	26175	16.0297
155428052	26180	27.344
155428092	26182	22.4121
{BD2C6B5D-7F8C-4768-9D8C-9EC5A21D56DE}	26189	18.1092
108916757	26197	19.7537
123920531	26198	12.1965
84199551	26201	17.5382
162983166	26203	14.479
42148213	26206	18.0904
{0CC42197-96AD-47B8-A0E6-72E5FD27A81D}	26209	24.7966
129639984	26212	31.5498
{66D1ED00-2817-4F48-9785-639A93DB3701}	26213	30.8672
{7C3BD10A-ADD6-4E4D-AC6F-D2508F4D08ED}	26216	18.0748
167069481	26217	21.0384
{24018278-27B7-48FE-9760-2EF40D22F831}	26219	13.4447
{DD0CFAB6-4446-41CE-A0F3-C097B5D459E0}	26220	19.6228
131843502	26224	24.4091
135271537	26225	92.4114
135271564	26227	10.8678
131843375	26229	25.0741
131841662	26235	24.6932
133099274	26236	15.1557
131846776	26242	17.0214
132433388	26245	22.408
132433658	26246	13.7558
{075F709D-FE69-4C08-A26D-22E7183EA422}	26249	13.4391
52532733	26259	27.1341
123856839	26263	12.2519
69928515	26266	17.0058
58367579	26273	12.8218
56942718	26290	30.7491
56943622	26292	51.1499
152115111	26295	31.3179
152115665	26296	25.6955
152117061	26299	15.4825
152855796	26305	13.9738
155351634	26313	11.5084
62689357	26317	14.9529
151839980	26321	21.9935
145222750	26333	28.6838
145167478	26335	18.214
155469889	26341	34.7817
90376554	26342	16.614
78537625	26347	13.9993
90130715	26348	16.4366
31922588	26356	14.4502
40198724	26359	22.0817
40198300	26360	69.4131
59746855	26365	55.3571
81638407	26367	19.6634
47722161	26368	14.4088
166867865	26374	43.9524
80004213	26375	16.6946
72863417	26376	15.3056
59809767	26380	14.8025
58125983	26383	24.8057
47706845	26384	16.6044
120019955	26385	19.0977
45381650	26388	14.368
47714045	26390	14.5104
72863803	26391	12.6989
34125812	26395	12.78
58121167	26400	44.6747
59804699	26402	12.6536
59748943	26405	41.2435
58121261	26409	20.6326
59748165	26411	19.7598
34126039	26412	33.0758
45727458	26419	14.2612
120019813	26422	70.1807
120018266	26423	46.0793
59810313	26424	43.509
45337363	26427	160.0465
72862377	26428	12.4694
59805239	26430	39.4133
8b216b59-4056-409f-90b2-7a9232e3cfb4	26432	14.4372
58121641	26435	14.311
59803447	26438	12.4786
120018968	26440	20.0391
120019496	26441	19.7185
120020980	26442	26.2971
45382484	26444	11.5637
166870515	26445	14.4605
45730002	26447	13.3659
118875027	26448	19.9441
32672010	26453	24.3469
120018728	26455	43.3134
86367467	26458	21.3115
86367197	26460	34.9223
118874663	26461	21.0067
86364359	26462	11.3623
91599833	26466	17.5165
86370735	26469	12.4525
86365049	26471	47.5345
82555860	26474	22.3389
122848925	26476	20.6241
91599883	26477	20.6264
82554942	26478	16.1207
91681099	26490	12.4595
91681773	26492	16.4788
47477247	26498	38.0701
47488181	26499	28.9764
69547997	26500	102.8855
69549255	26502	48.4948
91691423	26504	16.6038
69546715	26507	15.8968
74720845	26511	23.3498
32732653	26512	14.7654
74720357	26513	42.9471
37649745	26514	27.5829
42805056	26515	27.4363
74722161	26516	22.3326
77358084	26519	19.5061
69886616	26529	31.1024
74923767	26535	19.7321
155495474	26537	24.4411
122938472	26539	17.5375
70335717	26543	14.265
152372579	26549	20.5294
70330383	26551	14.2135
157358941	26552	20.9225
70334159	26554	18.1101
70333115	26558	17.2088
70334951	26563	17.6127
141290563	26565	51.7049
157362399	26567	21.7413
133403232	26572	16.1908
155544643	26574	24.2792
155544654	26580	28.8863
145757201	26581	35.9192
152593710	26586	16.7245
143250651	26594	14.6563
120826755	26606	25.7567
66577577	26608	31.1064
106619015	26609	17.1434
66630703	26611	14.5766
85085376	26616	16.6902
123165520	26617	24.1292
85084262	26631	17.1884
109986462	26632	14.0705
81642387	26634	25.6244
154247458	26636	16.6768
131193402	26647	20.2951
154320449	26648	17.2898
151863133	26652	14.3208
154347215	26654	39.016
154317082	26659	29.2244
79320916	26660	52.4805
79320786	26664	18.2374
43890671	26665	18.5433
98654518	26675	17.9067
48775436	26676	26.0605
48801894	26677	21.3993
43890239	26681	18.1725
49425466	26691	19.7218
91240601	26696	45.0058
91244225	26697	38.9555
91245633	26702	21.8146
105569178	26704	29.9816
{EA75B8EA-3822-4E62-A591-687C304EE051}	26705	14.7312
86278709	26708	22.9414
121837559	26709	14.6802
121544188	26712	22.6269
121837442	26713	42.643
86277637	26715	18.0349
121838499	26716	17.5697
105568914	26718	18.1049
123270938	26721	16.4775
121545364	26723	43.7549
105569162	26724	18.8088
123271975	26726	17.2009
120896843	26727	12.2244
114335729	26728	15.2672
86280341	26730	14.9751
121545425	26731	18.9161
123271677	26732	15.3834
86282385	26734	15.857
105568272	26736	16.7337
114336211	26737	19.8326
105568332	26738	32.5175
86281439	26740	11.9742
105568448	26741	20.0765
80998231	26743	18.1343
106373518	26746	28.2037
80995515	26747	117.147
105954955	26749	12.9635
80994033	26750	18.0902
106351765	26751	17.8354
80998913	26752	20.8789
90768615	26753	29.5825
80997391	26755	17.4589
81000747	26762	11.8073
81002565	26765	27.9657
105954397	26767	55.2667
130997682	26770	64.3615
92007836	26775	16.7034
159110125	26782	11.6631
105462097	26802	31.2167
50471564	26807	27.0734
102216982	26815	13.1145
77030563	26817	16.9088
45493589	26827	14.5837
77034003	26831	13.6656
45483769	26833	16.5097
86274491	26838	12.7957
145050697	26847	24.1613
142978653	26850	14.9393
150611937	26855	12.257
150612220	26856	27.5804
150612438	26859	27.6536
103456740	26860	20.4743
150611589	26863	14.0262
103456776	26864	45.3014
103457208	26865	17.911
145081273	26867	18.1126
150569965	26870	16.6075
152429627	26871	28.3408
150570162	26873	20.2057
152431285	26877	30.2943
118181412	26879	63.1496
151715151	26881	13.5042
151716789	26883	23.0418
106401514	26884	12.3671
106401074	26885	51.8241
151717579	26886	14.6116
141034618	26888	27.6284
135909259	26898	17.691
136018409	26909	20.843
{093D712D-2177-4499-B48D-ADB4EC58845F}	26914	12.6484
136895167	26919	24.5282
136683520	26926	114.7359
127687786	26928	105.0807
123912497	26929	18.3907
127670161	26931	21.1319
127683541	26932	29.2792
127684758	26933	15.7202
127682940	26935	31.2325
122159583	26936	12.3256
122980359	26937	23.5492
122374297	26941	19.6881
167100768	26952	14.8162
89366265	26953	38.5144
37094047	26955	15.1766
89365085	26962	22.9757
167101923	26965	16.5367
53539935	26969	45.554
167100311	26976	19.9968
61778867	26978	19.4308
52847105	26979	11.2073
64654504	26983	16.8351
