state_zoneid	state_canalditchdensity_sum_lengthm	state_canalditchdensity_density_mperha	state_lakes_avgsize_ha	state_lakes_overlapping_area_ha	state_lakes_contributing_area_ha	state_lakes_overlapping_area_pct	state_lakes_count	state_lakes_isolated_avgsize_ha	state_lakes_isolated_overlapping_area_ha	state_lakes_isolated_contributing_area_ha	state_lakes_isolated_overlapping_area_pct	state_lakes_isolated_count	state_lakes_headwater_avgsize_ha	state_lakes_headwater_overlapping_area_ha	state_lakes_headwater_contributing_area_ha	state_lakes_headwater_overlapping_area_pct	state_lakes_headwater_count	state_lakes_drstream_avgsize_ha	state_lakes_drstream_overlapping_area_ha	state_lakes_drstream_contributing_area_ha	state_lakes_drstream_overlapping_area_pct	state_lakes_drstream_count	state_lakes_drlakestream_avgsize_ha	state_lakes_drlakestream_overlapping_area_ha	state_lakes_drlakestream_contributing_area_ha	state_lakes_drlakestream_overlapping_area_pct	state_lakes_drlakestream_count	state_lakes_lakes4to10ha_avgsize_ha	state_lakes_lakes4to10ha_overlapping_area_ha	state_lakes_lakes4to10ha_contributing_area_ha	state_lakes_lakes4to10ha_overlapping_area_pct	state_lakes_lakes4to10ha_count	state_lakes_lakes4to10ha_isolated_avgsize_ha	state_lakes_lakes4to10ha_isolated_overlapping_area_ha	state_lakes_lakes4to10ha_isolated_contributing_area_ha	state_lakes_lakes4to10ha_isolated_overlapping_area_pct	state_lakes_lakes4to10ha_isolated_count	state_lakes_lakes4to10ha_headwater_avgsize_ha	state_lakes_lakes4to10ha_headwater_overlapping_area_ha	state_lakes_lakes4to10ha_headwater_contributing_area_ha	state_lakes_lakes4to10ha_headwater_overlapping_area_pct	state_lakes_lakes4to10ha_headwater_count	state_lakes_lakes4to10ha_drstream_avgsize_ha	state_lakes_lakes4to10ha_drstream_overlapping_area_ha	state_lakes_lakes4to10ha_drstream_contributing_area_ha	state_lakes_lakes4to10ha_drstream_overlapping_area_pct	state_lakes_lakes4to10ha_drstream_count	state_lakes_lakes4to10ha_drlakestream_avgsize_ha	state_lakes_lakes4to10ha_drlakestream_overlapping_area_ha	state_lakes_lakes4to10ha_drlakestream_contributing_area_ha	state_lakes_lakes4to10ha_drlakestream_overlapping_area_pct	state_lakes_lakes4to10ha_drlakestream_count	state_lakes_lakes10ha_avgsize_ha	state_lakes_lakes10ha_overlapping_area_ha	state_lakes_lakes10ha_contributing_area_ha	state_lakes_lakes10ha_overlapping_area_pct	state_lakes_lakes10ha_count	state_lakes_lakes10ha_isolated_avgsize_ha	state_lakes_lakes10ha_isolated_overlapping_area_ha	state_lakes_lakes10ha_isolated_contributing_area_ha	state_lakes_lakes10ha_isolated_overlapping_area_pct	state_lakes_lakes10ha_isolated_count	state_lakes_lakes10ha_headwater_avgsize_ha	state_lakes_lakes10ha_headwater_overlapping_area_ha	state_lakes_lakes10ha_headwater_contributing_area_ha	state_lakes_lakes10ha_headwater_overlapping_area_pct	state_lakes_lakes10ha_headwater_count	state_lakes_lakes10ha_drstream_avgsize_ha	state_lakes_lakes10ha_drstream_overlapping_area_ha	state_lakes_lakes10ha_drstream_contributing_area_ha	state_lakes_lakes10ha_drstream_overlapping_area_pct	state_lakes_lakes10ha_drstream_count	state_lakes_lakes10ha_drlakestream_avgsize_ha	state_lakes_lakes10ha_drlakestream_overlapping_area_ha	state_lakes_lakes10ha_drlakestream_contributing_area_ha	state_lakes_lakes10ha_drlakestream_overlapping_area_pct	state_lakes_lakes10ha_drlakestream_count	state_latewisconsinglaciation_glaciation	state_streamdensity_streams_sum_lengthm	state_streamdensity_streams_density_mperha	state_streamdensity_headwaters_sum_lengthm	state_streamdensity_headwaters_density_mperha	state_streamdensity_midreaches_sum_lengthm	state_streamdensity_midreaches_density_mperha	state_streamdensity_rivers_sum_lengthm	state_streamdensity_rivers_density_mperha	state_wl_allwetlandsundissolved_avgsize_ha	state_wl_allwetlandsundissolved_overlapping_area_ha	state_wl_allwetlandsundissolved_contributing_area_ha	state_wl_allwetlandsundissolved_overlapping_area_pct	state_wl_allwetlandsundissolved_count	state_wl_isolatedwetlandsundissolved_avgsize_ha	state_wl_isolatedwetlandsundissolved_overlapping_area_ha	state_wl_isolatedwetlandsundissolved_contributing_area_ha	state_wl_isolatedwetlandsundissolved_overlapping_area_pct	state_wl_isolatedwetlandsundissolved_count	state_wl_singlewetlandsundissolved_avgsize_ha	state_wl_singlewetlandsundissolved_overlapping_area_ha	state_wl_singlewetlandsundissolved_contributing_area_ha	state_wl_singlewetlandsundissolved_overlapping_area_pct	state_wl_singlewetlandsundissolved_count	state_wl_connectedwetlandsundissolved_avgsize_ha	state_wl_connectedwetlandsundissolved_overlapping_area_ha	state_wl_connectedwetlandsundissolved_contributing_area_ha	state_wl_connectedwetlandsundissolved_overlapping_area_pct	state_wl_connectedwetlandsundissolved_count	state_wl_forestedwetlandsundissolved_avgsize_ha	state_wl_forestedwetlandsundissolved_overlapping_area_ha	state_wl_forestedwetlandsundissolved_contributing_area_ha	state_wl_forestedwetlandsundissolved_overlapping_area_pct	state_wl_forestedwetlandsundissolved_count	state_wl_scrubshrubwetlandsundissolved_avgsize_ha	state_wl_scrubshrubwetlandsundissolved_overlapping_area_ha	state_wl_scrubshrubwetlandsundissolved_contributing_area_ha	state_wl_scrubshrubwetlandsundissolved_overlapping_area_pct	state_wl_scrubshrubwetlandsundissolved_count	state_wl_openwaterwetlandsundissolved_avgsize_ha	state_wl_openwaterwetlandsundissolved_overlapping_area_ha	state_wl_openwaterwetlandsundissolved_contributing_area_ha	state_wl_openwaterwetlandsundissolved_overlapping_area_pct	state_wl_openwaterwetlandsundissolved_count	state_wl_allwetlandsdissolved_avgsize_ha	state_wl_allwetlandsdissolved_overlapping_area_ha	state_wl_allwetlandsdissolved_contributing_area_ha	state_wl_allwetlandsdissolved_overlapping_area_pct	state_wl_allwetlandsdissolved_count	state_wl_regimefwetlandsundissolved_avgsize_ha	state_wl_regimefwetlandsundissolved_overlapping_area_ha	state_wl_regimefwetlandsundissolved_contributing_area_ha	state_wl_regimefwetlandsundissolved_overlapping_area_pct	state_wl_regimefwetlandsundissolved_count	state_wl_regimegwetlandsundissolved_avgsize_ha	state_wl_regimegwetlandsundissolved_overlapping_area_ha	state_wl_regimegwetlandsundissolved_contributing_area_ha	state_wl_regimegwetlandsundissolved_overlapping_area_pct	state_wl_regimegwetlandsundissolved_count	state_wl_regimeawetlandsundissolved_avgsize_ha	state_wl_regimeawetlandsundissolved_overlapping_area_ha	state_wl_regimeawetlandsundissolved_contributing_area_ha	state_wl_regimeawetlandsundissolved_overlapping_area_pct	state_wl_regimeawetlandsundissolved_count	state_wl_regimecwetlandsundissolved_avgsize_ha	state_wl_regimecwetlandsundissolved_overlapping_area_ha	state_wl_regimecwetlandsundissolved_contributing_area_ha	state_wl_regimecwetlandsundissolved_overlapping_area_pct	state_wl_regimecwetlandsundissolved_count	state_wl_regimehwetlandsundissolved_avgsize_ha	state_wl_regimehwetlandsundissolved_overlapping_area_ha	state_wl_regimehwetlandsundissolved_contributing_area_ha	state_wl_regimehwetlandsundissolved_overlapping_area_pct	state_wl_regimehwetlandsundissolved_count
State_1	175.5153	0.0253	151.2012	385099.1869	402346.3285	4.5778	2661.0000	8.9749	843.6439	843.6439	0.0100	94.0000	18.3882	11381.8756	11382.3220	0.1353	619.0000	58.8287	70315.0443	71241.5059	0.8359	1211.0000	432.6714	302558.6234	318878.8567	3.5966	737.0000	6.2835	5895.8283	5900.2490	0.0701	939.0000	6.0464	393.0187	393.0187	0.0047	65.0000	6.2728	1919.4562	1919.4670	0.0228	306.0000	6.3865	2805.6460	2810.0561	0.0334	440.0000	6.0758	777.7072	777.7072	0.0092	128.0000	230.2242	379203.3590	396446.0795	4.5077	1722.0000	15.5388	450.6252	450.6252	0.0054	29.0000	30.2328	9462.4193	9462.8550	0.1125	313.0000	88.7567	67509.3983	68431.4499	0.8025	771.0000	522.3336	301780.9162	318101.1495	3.5874	609.0000	Glaciated	74298113.1821	8.8321	65550498.3381	7.7922	8072461.5563	0.9596	675153.2865	0.0803	2.3601	779489.7156	780155.1458	9.2661	330563	1.4899	254056.6976	254173.8362	3.0201	170598	2.1590	122810.8229	122839.9256	1.4599	56896	3.9114	402622.1951	403141.3840	4.7861	103069	3.4394	482161.6694	482657.9703	5.7316	140334	1.6964	218630.2686	218759.5204	2.5989	128954	1.2872	78421.6308	78461.5083	0.9322	60954	4.5243	779489.7157	780945.0874	9.2661	172613	0.9666	17652.5128	17661.4152	0.2098	18271	4.1213	8.2425	8.2425	0.0001	2	2.8079	2521.0032	2574.8776	0.0300	917	1.7123	17721.9081	17778.9507	0.2107	10383	0.9851	64.0319	64.0319	0.0008	65
State_10	316849.0775	0.2460	30.3727	22877.3158	23386.9493	1.7765	770.0000	6.7073	268.2907	268.2907	0.0208	40.0000	13.7085	1512.1743	1631.3154	0.1174	119.0000	25.8002	10732.9605	10939.2890	0.8334	424.0000	56.4067	10363.8903	10548.0542	0.8048	187.0000	6.3189	2370.5451	2375.9006	0.1841	376.0000	5.5979	190.3277	190.3277	0.0148	34.0000	6.2308	467.3082	467.3082	0.0363	75.0000	6.4282	1280.2939	1285.6493	0.0994	200.0000	6.4569	432.6154	432.6154	0.0336	67.0000	53.3275	20506.7706	21011.0488	1.5924	394.0000	12.9938	77.9630	77.9630	0.0061	6.0000	26.4547	1044.8662	1164.0073	0.0811	44.0000	43.0966	9452.6666	9653.6397	0.7340	224.0000	84.2953	9931.2749	10115.4388	0.7712	120.0000	Partially_Glaciated	17690544.8244	13.7371	15266804.2131	11.8550	2207029.5169	1.7138	216711.0944	0.1683	1.3789	71245.4590	71436.2228	5.5324	51806	0.6196	12988.9634	13000.6270	1.0086	20981	1.1665	8793.2859	8803.2772	0.6828	7547	2.1322	49463.2097	49632.3186	3.8409	23278	1.4964	49772.0667	49949.6974	3.8649	33381	1.2806	10403.5760	10410.1984	0.8079	8129	1.0761	11048.0525	11054.5632	0.8579	10273	1.8692	71245.4590	71772.5816	5.5324	38397	0.8160	1887.6868	1891.5216	0.1466	2318	NA	0.0000	0.0000	0.0000	0	2.2088	2533.0742	2533.5369	0.1967	1147	1.3443	3308.8603	3309.6823	0.2569	2462	2.3725	4.7451	4.7451	0.0004	2
State_11	6126499.3003	0.4199	2083.2044	110730.0204	5897551.6249	0.7588	2831.0000	12.9763	18019.9727	18387.4595	0.1235	1417.0000	20.1457	5588.2195	5620.6533	0.0383	279.0000	32.3463	30776.9336	30793.6626	0.2109	952.0000	31927.5948	56344.8948	5842749.8496	0.3861	183.0000	6.1211	10563.6410	10571.1563	0.0724	1727.0000	6.0560	5989.3390	5989.3390	0.0410	989.0000	6.1234	1089.9629	1089.9629	0.0075	178.0000	6.1824	3136.0004	3140.6489	0.0215	508.0000	6.7540	348.3388	351.2055	0.0024	52.0000	5332.4098	100166.3793	5886980.4686	0.6864	1104.0000	28.9676	12030.6337	12398.1205	0.0824	428.0000	44.8583	4498.2565	4530.6903	0.0308	101.0000	62.2816	27640.9333	27653.0137	0.1894	444.0000	44598.4629	55996.5561	5842398.6441	0.3837	131.0000	Partially_Glaciated	187207036.0310	12.8294	163333504.1640	11.1934	20361153.8338	1.3954	3512378.0311	0.2407	2.9927	399169.3326	401214.4907	2.7355	134064	0.8993	62737.0278	62805.1936	0.4299	69835	1.8485	20606.4524	20628.8496	0.1412	11160	5.9881	315825.8524	317780.4475	2.1644	53069	5.6973	303160.5271	305045.8484	2.0776	53542	2.0591	19239.7274	19308.0338	0.1319	9377	1.0835	76576.3103	76665.3921	0.5248	70754	3.9498	399169.1027	403088.2971	2.7355	102054	1.5305	18678.9949	18694.0745	0.1280	12214	2.3442	316.4705	316.4705	0.0022	135	3.6649	259850.1343	260639.0405	1.7808	71117	2.3134	112789.4652	113984.2944	0.7730	49272	6.0269	5924.4329	5924.4329	0.0406	983
State_12	13734589.0690	1.4655	3102.5503	55612.3572	5842102.2503	0.5934	1883.0000	11.7690	8880.6519	8944.4137	0.0948	760.0000	14.3546	3406.3953	3502.5229	0.0363	244.0000	25.2069	17523.9068	17569.1771	0.1870	697.0000	31934.5392	25801.4030	5812086.1365	0.2753	182.0000	6.0619	7028.4793	7037.8841	0.0750	1161.0000	5.9728	3374.6090	3374.6090	0.0360	565.0000	5.8769	930.2208	934.4246	0.0099	159.0000	6.2034	2436.9084	2437.9285	0.0260	393.0000	6.6119	286.7412	290.9221	0.0031	44.0000	8081.8066	48583.8778	5835064.3662	0.5184	722.0000	28.5631	5506.0429	5569.8048	0.0588	195.0000	30.2129	2476.1745	2568.0983	0.0264	85.0000	49.7738	15086.9985	15131.2487	0.1610	304.0000	42114.4581	25514.6618	5811795.2145	0.2723	138.0000	Partially_Glaciated	127490591.7650	13.6038	111018207.0080	11.8462	14562382.0156	1.5539	1910002.7422	0.2038	2.0247	281281.1411	283140.3474	3.0014	139840	0.9243	81200.4595	81291.9155	0.8664	87948	1.7355	22830.9826	22886.5751	0.2436	13187	4.6237	177249.6990	178961.8568	1.8913	38705	3.3086	202688.2415	204311.3305	2.1628	61751	1.5784	20535.5677	20584.0136	0.2191	13041	0.8954	58057.3320	58245.0034	0.6195	65048	2.4453	281279.7709	285298.8599	3.0014	116671	1.3424	11226.5990	11264.2262	0.1198	8391	4.0915	302.7725	302.7725	0.0032	74	2.5794	172193.7763	173363.8060	1.8374	67212	1.4789	90405.2351	91016.0611	0.9647	61544	18.8233	56.1791	56.4698	0.0006	3
State_13	3417449.7835	0.2345	50.8841	45385.9855	46558.9409	0.3114	915.0000	14.0577	4657.1286	4765.5527	0.0320	339.0000	23.7545	1972.5461	2066.6440	0.0135	87.0000	31.9363	12575.2327	12838.3813	0.0863	402.0000	309.0616	26181.0780	26888.3629	0.1796	87.0000	5.9069	2987.9447	3006.6252	0.0205	509.0000	5.8867	1285.4934	1289.1910	0.0088	219.0000	5.9719	331.7277	334.4244	0.0023	56.0000	5.9196	1256.1154	1266.7944	0.0086	214.0000	5.8108	114.6082	116.2155	0.0008	20.0000	107.2717	42398.0407	43552.3156	0.2909	406.0000	28.9697	3371.6352	3476.3617	0.0231	120.0000	55.8780	1640.8183	1732.2195	0.0113	31.0000	61.5510	11319.1173	11571.5870	0.0777	188.0000	399.5843	26066.4698	26772.1474	0.1789	67.0000	Partially_Glaciated	179911307.9890	12.3450	158862375.4550	10.9007	18794282.5436	1.2896	2254649.9771	0.1547	1.4038	227824.2472	228691.4617	1.5633	162904	0.5717	38667.9389	38695.0020	0.2653	67689	0.8289	15223.7621	15226.0752	0.1045	18369	2.2743	173932.5461	174770.3845	1.1935	76846	2.7786	136096.1596	136830.0881	0.9339	49245	0.8667	10765.0657	10789.5302	0.0739	12449	0.8023	80808.5554	80917.3770	0.5545	100856	1.9169	227789.3981	230629.3419	1.5630	120316	1.0757	10381.9094	10404.1800	0.0712	9672	1.0982	27.4550	27.4550	0.0002	25	1.7397	136039.0956	136412.3396	0.9335	78411	1.1188	76274.6403	76715.3933	0.5234	68572	5.0691	202.7656	202.7656	0.0014	40
State_14	35603187.9153	1.6291	684.7240	1167642.7469	9607361.7712	5.3428	14031.0000	18.5284	122441.9649	122454.2851	0.5603	6609.0000	31.9424	60410.4330	60498.9828	0.2764	1894.0000	69.6222	185476.6176	186100.1958	0.8487	2673.0000	3235.8348	799313.7314	9238308.3075	3.6575	2855.0000	6.2888	36577.4570	36613.5641	0.1674	5822.0000	6.2504	22558.3803	22563.7645	0.1032	3610.0000	6.2749	4410.7337	4417.5253	0.0202	704.0000	6.3247	6108.5347	6109.7064	0.0280	966.0000	6.4992	3499.8083	3522.5679	0.0160	542.0000	1165.8848	1131065.2899	9570748.2071	5.1755	8209.0000	33.3079	99883.5846	99890.5206	0.4570	2999.0000	47.1273	55999.6993	56081.4576	0.2562	1190.0000	105.4426	179368.0829	179990.4894	0.8207	1707.0000	3992.5576	795813.9231	9234785.7395	3.6414	2313.0000	Partially_Glaciated	153439637.2860	7.0210	129306365.6350	5.9167	22302744.0779	1.0205	1830527.5693	0.0838	3.0892	4066896.0022	4067682.5944	18.6091	1316762	1.7141	1890031.7943	1890187.0907	8.6483	1102711	6.0820	481099.8074	481231.7338	2.2014	79124	12.5717	1695764.4004	1696263.7699	7.7594	134927	6.1107	1758239.7808	1758703.1833	8.0453	287808	3.2991	1150107.7399	1150338.9069	5.2626	348686	1.7052	1158418.6688	1158510.1335	5.3006	679404	4.3008	4066888.8673	4069008.2204	18.6091	946095	2.1446	213505.0628	213559.2461	0.9769	99579	20.3512	79284.4567	79288.1427	0.3628	3896	0.7946	120288.6108	120338.3225	0.5504	151454	1.3898	866300.8996	866657.6733	3.9640	623604	6.2912	3107.8740	3107.8740	0.0142	494
State_15	8452466.3303	0.4682	78.0798	123832.6130	145618.8814	0.6859	1865.0000	9.4476	4028.6613	4109.7191	0.0223	435.0000	9.8073	1755.5087	1755.5087	0.0097	179.0000	20.8082	23072.2630	23159.5008	0.1278	1113.0000	844.8852	94976.1801	116594.1529	0.5261	138.0000	6.0153	7341.6391	7362.6703	0.0407	1224.0000	5.9412	1949.3058	1960.5979	0.0108	330.0000	5.7858	838.9425	838.9425	0.0046	145.0000	6.0828	4325.6495	4330.9503	0.0240	712.0000	6.2751	227.7414	232.1796	0.0013	37.0000	215.6883	116490.9739	138256.2112	0.6452	641.0000	20.4678	2079.3555	2149.1211	0.0115	105.0000	26.9578	916.5662	916.5662	0.0051	34.0000	46.9540	18746.6135	18828.5505	0.1038	401.0000	1152.0987	94748.4388	116361.9733	0.5248	101.0000	Not_Glaciated	287276097.3370	15.9123	251100397.3990	13.9085	31968294.2951	1.7707	4207405.6502	0.2330	1.9062	402153.3790	405637.2201	2.2275	212798	0.5023	56236.4686	56291.7555	0.3115	112073	0.9637	18866.2358	18884.1351	0.1045	19595	4.0732	327050.6745	330461.3296	1.8115	81130	3.9174	281087.5681	284470.5958	1.5570	72618	1.1634	16031.8913	16043.7627	0.0888	13791	0.8291	103951.2793	104040.1970	0.5758	125483	2.3747	402153.2391	406363.3990	2.2275	171123	1.2010	10870.3690	12499.9124	0.0602	10408	1.5173	1276.0217	1276.0217	0.0071	841	2.7447	324194.8891	325101.9079	1.7957	118445	0.7761	56131.5589	57078.0090	0.3109	73548	1.3683	113.5705	113.5705	0.0006	83
State_16	37988.8843	0.0158	63.0748	67528.2075	70517.5885	2.8160	1118.0000	8.4572	578.6620	592.0037	0.0241	70.0000	13.7677	3083.9604	3083.9603	0.1286	224.0000	29.1353	16388.2658	16927.6367	0.6834	581.0000	205.4074	47477.3195	49913.9878	1.9799	243.0000	6.2523	3268.8830	3269.9578	0.1363	523.0000	5.8277	308.8705	308.8705	0.0129	53.0000	6.2064	825.4573	825.4573	0.0344	133.0000	6.3065	1714.2821	1715.3569	0.0715	272.0000	6.4657	420.2731	420.2731	0.0175	65.0000	113.0212	64259.3246	67247.6307	2.6797	595.0000	16.6549	269.7915	283.1332	0.0113	17.0000	24.8187	2258.5030	2258.5030	0.0942	91.0000	49.2307	14673.9837	15212.2798	0.6119	309.0000	278.0546	47057.0463	49493.7147	1.9623	178.0000	Glaciated	26648381.2667	11.1127	23554770.3540	9.8226	2828226.3300	1.1794	265384.5842	0.1107	1.5886	100836.6286	102369.0166	4.2050	64439	0.8701	28064.9421	28269.3815	1.1703	32488	1.4176	11485.1634	11594.6948	0.4789	8179	2.6294	61286.5231	62504.9403	2.5557	23772	1.8233	56107.9876	57071.1412	2.3398	31301	1.4292	29015.4939	29288.0219	1.2100	20493	1.2683	15700.6745	15997.3809	0.6547	12613	2.2490	100836.6284	102741.8626	4.2050	45684	1.1484	5640.0486	5709.7162	0.2352	4972	7.7832	70.0485	70.0485	0.0029	9	1.8619	2549.5466	2712.8219	0.1063	1457	1.7804	5701.9312	5957.1974	0.2378	3346	0.9645	13.5035	13.5035	0.0006	14
State_17	350934.8662	0.1409	258.7407	91835.7619	137391.3302	3.6862	531.0000	9.0787	127.1015	127.1015	0.0051	14.0000	14.0163	1032.3217	1037.2062	0.0414	74.0000	25.6739	9336.4035	9345.3117	0.3748	364.0000	1606.0976	81339.9346	126881.7107	3.2649	79.0000	6.3886	1694.4761	1699.3606	0.0680	266.0000	6.1172	67.2896	67.2896	0.0027	11.0000	6.5091	307.5546	312.4391	0.0123	48.0000	6.4139	1237.8873	1237.8873	0.0497	193.0000	5.8389	81.7446	81.7446	0.0033	14.0000	512.0452	90141.2858	135691.9696	3.6182	265.0000	19.9373	59.8120	59.8120	0.0024	3.0000	27.8757	724.7671	724.7671	0.0291	26.0000	47.4118	8098.5162	8107.4244	0.3251	171.0000	1950.7687	81258.1899	126799.9661	3.2616	65.0000	Glaciated	41315230.4077	16.5836	36210897.5512	14.5347	4750858.5967	1.9070	353474.2583	0.1419	2.8347	91239.9805	92071.0337	3.6623	32480	1.5292	14203.3368	14291.8372	0.5701	9346	1.9673	10315.5407	10320.3851	0.4141	5246	3.7712	66721.1030	67458.8114	2.6781	17888	3.7880	48762.1479	49240.3468	1.9573	12999	2.4413	23652.8976	23829.4610	0.9494	9761	1.9618	18343.1827	18519.4737	0.7363	9440	3.6985	91239.9805	91737.3369	3.6623	24804	2.2033	5120.6776	5241.7525	0.2055	2379	2.3487	7.0461	7.0461	0.0003	3	1.9040	4531.2044	4561.9874	0.1819	2396	2.3427	22295.3901	22400.9192	0.8949	9562	1.1519	259.1733	259.1733	0.0104	225
State_2	414164.4018	0.1971	34.7165	58303.0243	59573.4412	2.7747	1716.0000	13.8393	2896.0074	2906.2611	0.1378	210.0000	20.1005	5308.5657	5407.0464	0.2526	269.0000	24.6041	18320.8254	18477.6468	0.8719	751.0000	67.4537	31777.6256	32782.4869	1.5123	486.0000	6.3298	4738.9646	4747.3628	0.2255	750.0000	6.0311	711.6613	711.6653	0.0339	118.0000	6.3432	843.5579	843.6517	0.0401	133.0000	6.3442	2181.2208	2182.4148	0.1038	344.0000	6.5137	1002.5246	1009.6310	0.0477	155.0000	56.7558	53564.0597	54826.0784	2.5491	966.0000	23.8543	2184.3462	2194.5958	0.1040	92.0000	33.5544	4465.0078	4563.3947	0.2125	136.0000	40.0374	16139.6046	16295.2321	0.7681	407.0000	95.9905	30775.1010	31772.8559	1.4646	331.0000	Partially_Glaciated	23322899.3979	11.0995	20224627.3717	9.6250	2873643.1337	1.3676	224628.8929	0.1069	1.2389	176256.1252	176922.4404	8.3881	142808	0.6807	56304.3609	56447.8755	2.6796	82927	1.1762	20650.1214	20704.3426	0.9827	17602	2.3598	99301.6429	99770.2222	4.7258	42279	1.4686	109921.2260	110421.6086	5.2312	75190	0.9756	33670.6094	33780.8149	1.6024	34626	0.9947	32488.6009	32544.3281	1.5461	32717	1.5890	176256.1248	177889.9506	8.3881	111953	0.9621	4945.5306	4955.8721	0.2354	5151	1.1086	2.2173	2.2173	0.0001	2	1.3493	10225.4821	10241.5525	0.4866	7590	1.1882	23623.3682	23709.9305	1.1242	19955	0.4813	92.4079	92.4079	0.0044	192
