county_zoneid	county_canopy2001_min	county_canopy2001_max	county_canopy2001_mean	county_canopy2001_std	county_damdensity_pointcount	county_damdensity_pointsperha	county_damdensity_pointspersqkm	county_nlcd1992_ha_0	county_nlcd1992_pct_0	county_nlcd1992_ha_11	county_nlcd1992_pct_11	county_nlcd1992_ha_21	county_nlcd1992_pct_21	county_nlcd1992_ha_22	county_nlcd1992_pct_22	county_nlcd1992_ha_23	county_nlcd1992_pct_23	county_nlcd1992_ha_31	county_nlcd1992_pct_31	county_nlcd1992_ha_32	county_nlcd1992_pct_32	county_nlcd1992_ha_33	county_nlcd1992_pct_33	county_nlcd1992_ha_41	county_nlcd1992_pct_41	county_nlcd1992_ha_42	county_nlcd1992_pct_42	county_nlcd1992_ha_43	county_nlcd1992_pct_43	county_nlcd1992_ha_51	county_nlcd1992_pct_51	county_nlcd1992_ha_61	county_nlcd1992_pct_61	county_nlcd1992_ha_71	county_nlcd1992_pct_71	county_nlcd1992_ha_81	county_nlcd1992_pct_81	county_nlcd1992_ha_82	county_nlcd1992_pct_82	county_nlcd1992_ha_83	county_nlcd1992_pct_83	county_nlcd1992_ha_85	county_nlcd1992_pct_85	county_nlcd1992_ha_91	county_nlcd1992_pct_91	county_nlcd1992_ha_92	county_nlcd1992_pct_92	county_nlcd2001_ha_0	county_nlcd2001_pct_0	county_nlcd2001_ha_11	county_nlcd2001_pct_11	county_nlcd2001_ha_21	county_nlcd2001_pct_21	county_nlcd2001_ha_22	county_nlcd2001_pct_22	county_nlcd2001_ha_23	county_nlcd2001_pct_23	county_nlcd2001_ha_24	county_nlcd2001_pct_24	county_nlcd2001_ha_31	county_nlcd2001_pct_31	county_nlcd2001_ha_41	county_nlcd2001_pct_41	county_nlcd2001_ha_42	county_nlcd2001_pct_42	county_nlcd2001_ha_43	county_nlcd2001_pct_43	county_nlcd2001_ha_52	county_nlcd2001_pct_52	county_nlcd2001_ha_71	county_nlcd2001_pct_71	county_nlcd2001_ha_81	county_nlcd2001_pct_81	county_nlcd2001_ha_82	county_nlcd2001_pct_82	county_nlcd2001_ha_90	county_nlcd2001_pct_90	county_nlcd2001_ha_95	county_nlcd2001_pct_95	county_nlcd2006_ha_0	county_nlcd2006_pct_0	county_nlcd2006_ha_11	county_nlcd2006_pct_11	county_nlcd2006_ha_21	county_nlcd2006_pct_21	county_nlcd2006_ha_22	county_nlcd2006_pct_22	county_nlcd2006_ha_23	county_nlcd2006_pct_23	county_nlcd2006_ha_24	county_nlcd2006_pct_24	county_nlcd2006_ha_31	county_nlcd2006_pct_31	county_nlcd2006_ha_41	county_nlcd2006_pct_41	county_nlcd2006_ha_42	county_nlcd2006_pct_42	county_nlcd2006_ha_43	county_nlcd2006_pct_43	county_nlcd2006_ha_52	county_nlcd2006_pct_52	county_nlcd2006_ha_71	county_nlcd2006_pct_71	county_nlcd2006_ha_81	county_nlcd2006_pct_81	county_nlcd2006_ha_82	county_nlcd2006_pct_82	county_nlcd2006_ha_90	county_nlcd2006_pct_90	county_nlcd2006_ha_95	county_nlcd2006_pct_95	county_nlcd2011_ha_0	county_nlcd2011_pct_0	county_nlcd2011_ha_11	county_nlcd2011_pct_11	county_nlcd2011_ha_21	county_nlcd2011_pct_21	county_nlcd2011_ha_22	county_nlcd2011_pct_22	county_nlcd2011_ha_23	county_nlcd2011_pct_23	county_nlcd2011_ha_24	county_nlcd2011_pct_24	county_nlcd2011_ha_31	county_nlcd2011_pct_31	county_nlcd2011_ha_41	county_nlcd2011_pct_41	county_nlcd2011_ha_42	county_nlcd2011_pct_42	county_nlcd2011_ha_43	county_nlcd2011_pct_43	county_nlcd2011_ha_52	county_nlcd2011_pct_52	county_nlcd2011_ha_71	county_nlcd2011_pct_71	county_nlcd2011_ha_81	county_nlcd2011_pct_81	county_nlcd2011_ha_82	county_nlcd2011_pct_82	county_nlcd2011_ha_90	county_nlcd2011_pct_90	county_nlcd2011_ha_95	county_nlcd2011_pct_95	county_roaddensity_sum_lengthm	county_roaddensity_density_mperha	county_slope_min	county_slope_max	county_slope_mean	county_slope_std	county_tri_min	county_tri_max	county_tri_mean	county_tri_std
300	County_369	0	100	53.6273	38.4723	5	2e-04	0.0056	0	0	7023.06	7.8006	80.82	0.0898	108	0.12	156.87	0.1742	360	0.3999	4.95	0.0055	0.36	4e-04	38363.58	42.6107	9428.22	10.472	6189.66	6.8749	0	0	0	0	10193.4	11.3219	1353.51	1.5034	4989.6	5.542	0	0	102.06	0.1134	10842.66	12.043	836.01	0.9286	0	0	6890.76	7.6536	4120.11	4.5762	2130.21	2.366	217.17	0.2412	42.57	0.0473	790.29	0.8778	38554.47	42.8227	6619.68	7.3525	2204.01	2.448	2685.33	2.9826	8563.14	9.5111	844.38	0.9379	5744.25	6.3802	9360.9	10.3972	1265.49	1.4056	0	0	6883.65	7.6457	4121.82	4.5781	2131.92	2.3679	217.17	0.2412	42.57	0.0473	807.21	0.8966	38458.8	42.7165	6545.34	7.27	2197.26	2.4405	2685.51	2.9828	8624.34	9.5791	865.53	0.9614	5845.05	6.4921	9345.96	10.3806	1260.63	1.4002	0	0	6895.08	7.6584	4203.09	4.6684	2024.64	2.2488	289.17	0.3212	54.09	0.0601	795.42	0.8835	37648.35	41.8163	6202.26	6.8889	2163.24	2.4027	2554.29	2.8371	10026.72	11.1367	813.96	0.9041	5729.76	6.3641	9331.02	10.364	1301.67	1.4458	2468423.866	27.4167	0	79.9864	3.0683	4.4267	0	47.8414	0.432	0.6629
301	County_37	0	98	15.5743	29.4703	11	4e-04	0.0049	0	0	4245.03	1.8809	2819.43	1.2492	1197.81	0.5307	3265.2	1.4467	10.26	0.0045	62.46	0.0277	0	0	58627.26	25.9764	148.5	0.0658	370.17	0.164	0	0	0	0	91.89	0.0407	50705.37	22.4664	95145.57	42.1568	336.78	0.1492	1052.82	0.4665	6967.62	3.0872	648.09	0.2872	0	0	4098.69	1.816	5699.16	2.5252	9191.97	4.0728	3301.56	1.4628	609.39	0.27	111.24	0.0493	50684.04	22.4569	23.58	0.0104	0	0	0	0	192.51	0.0853	40588.74	17.9839	105303.33	46.6575	5304.06	2.3501	585.99	0.2596	0	0	4017.51	1.7801	5746.77	2.5463	9243.18	4.0954	3331.44	1.4761	626.76	0.2777	106.2	0.0471	50634.81	22.4351	23.58	0.0104	0	0	61.83	0.0274	195.57	0.0867	40508.01	17.9482	105182.82	46.6041	5325.39	2.3596	690.39	0.3059	0	0	4032	1.7865	5002.2	2.2164	9520.65	4.2184	3651.3	1.6178	716.94	0.3177	77.04	0.0341	50564.97	22.4042	24.3	0.0108	0	0	70.29	0.0311	205.02	0.0908	39039.03	17.2973	106800.75	47.321	5299.83	2.3482	689.94	0.3057	6897907.013	30.5633	0	52.1827	3.2681	3.5224	0	10.5092	0.4565	0.4905
302	County_370	0	100	24.8086	35.5274	9	1e-04	0.006	0	0	2859.57	1.9031	6950.16	4.6253	1416.33	0.9426	2574.63	1.7134	282.96	0.1883	108.63	0.0723	12.78	0.0085	28820.43	19.1801	6577.29	4.3772	679.77	0.4524	71.28	0.0474	0	0	3442.05	2.2907	38112.03	25.3637	48441.24	32.2378	385.29	0.2564	1890.09	1.2579	6009.48	3.9993	1628.37	1.0837	0	0	2005.47	1.3346	15464.43	10.2916	11073.69	7.3696	2803.5	1.8657	865.71	0.5761	784.62	0.5222	23371.11	15.5535	432.63	0.2879	766.62	0.5102	228.33	0.152	5503.14	3.6624	7697.43	5.1227	65611.08	43.6643	12835.62	8.5421	819	0.545	0	0	2007.45	1.336	15501.87	10.3165	11153.88	7.4229	2839.5	1.8897	881.28	0.5865	827.28	0.5506	23303.43	15.5085	429.75	0.286	765.9	0.5097	245.97	0.1637	5477.22	3.6451	7682.76	5.1129	65500.83	43.591	12805.11	8.5218	840.15	0.5591	0	0	2045.34	1.3612	13558.59	9.0233	10825.92	7.2047	3025.71	2.0136	967.32	0.6438	1231.47	0.8195	23689.35	15.7653	458.19	0.3049	762.03	0.5071	216.63	0.1442	5610.6	3.7339	8217.9	5.469	65935.8	43.8804	12864.42	8.5613	853.11	0.5677	4851541.482	32.2874	0	50.7853	2.0906	3.0479	0	10.3651	0.294	0.4382
303	County_371	0	100	16.0542	30.6511	3	0.0181	0.0022	0	0	3166.02	2.3527	1131.93	0.8411	131.58	0.0978	401.67	0.2985	0	0	0	0	0	0	21041.28	15.6358	189.36	0.1407	27.27	0.0203	0	0	0	0	0	0	16878.51	12.5424	83322.18	61.9168	0	0	473.4	0.3518	6835.41	5.0794	972.63	0.7228	0	0	3259.89	2.4224	5410.8	4.0208	4736.25	3.5195	536.85	0.3989	202.05	0.1501	226.35	0.1682	12487.41	9.2794	136.35	0.1013	91.08	0.0677	256.14	0.1903	520.47	0.3868	15025.86	11.1657	72070.65	53.5558	19102.68	14.1952	508.41	0.3778	0	0	3268.89	2.4291	5413.86	4.023	4745.25	3.5262	544.95	0.405	212.13	0.1576	227.79	0.1693	12452.31	9.2533	137.61	0.1023	91.08	0.0677	253.08	0.1881	517.86	0.3848	15039.63	11.176	72081.54	53.5639	19072.89	14.1731	512.37	0.3807	0	0	3319.38	2.4666	5408.01	4.0187	4714.02	3.503	615.51	0.4574	239.22	0.1778	264.15	0.1963	12357.9	9.1832	134.28	0.0998	88.2	0.0655	252.72	0.1878	583.2	0.4334	15045.12	11.18	72045.36	53.537	19014.3	14.1295	489.87	0.364	2594049.072	19.2763	0	26.9502	1.0762	1.3308	0	3.8955	0.1483	0.183
304	County_372	0	100	23.8486	34.5212	7	0.0013	0.0038	0	0	2568.42	1.3805	4258.62	2.289	639.72	0.3439	2701.89	1.4523	0	0	0	0	40.14	0.0216	42479.55	22.8329	1240.2	0.6666	81.27	0.0437	0	0	0	0	36.9	0.0198	31770	17.0765	83273.13	44.7596	0	0	1246.5	0.67	14354.91	7.7158	1354.14	0.7279	0	0	2534.4	1.3622	14610.06	7.853	7893.63	4.2429	1989.72	1.0695	1009.62	0.5427	481.95	0.259	29965.23	16.1064	745.92	0.4009	652.86	0.3509	381.24	0.2049	1433.88	0.7707	21947.22	11.7967	71662.68	38.5189	29922.66	16.0835	814.32	0.4377	0	0	2541.06	1.3658	14615.64	7.856	7913.61	4.2536	2032.38	1.0924	1039.32	0.5586	514.62	0.2766	29850.03	16.0445	742.68	0.3992	650.52	0.3497	385.47	0.2072	1450.8	0.7798	21943.71	11.7948	71711.28	38.545	29836.8	16.0374	817.47	0.4394	0	0	2589.48	1.3919	13413.6	7.2099	8064.36	4.3346	2534.31	1.3622	1098	0.5902	537.93	0.2891	29993.13	16.1214	801.63	0.4309	662.58	0.3561	400.05	0.215	1620.81	0.8712	21852.54	11.7458	71740.44	38.5607	29925.36	16.085	811.17	0.436	4673738.826	25.1215	0	35.5254	2.0177	2.2886	0	5.6251	0.2959	0.3177
305	County_373	0	100	24.3481	36.1956	5	0.0013	0.0038	0	0	4454.55	3.3831	1350	1.0253	84.51	0.0642	338.22	0.2569	0	0	0.72	5e-04	66.42	0.0504	30162.69	22.9074	825.66	0.6271	68.31	0.0519	0	0	0	0	21.69	0.0165	21590.46	16.3971	62511.39	47.475	0	0	113.31	0.0861	7421.76	5.6365	2662.38	2.022	0	0	3561.57	2.7049	7496.28	5.6931	5266.71	3.9999	428.31	0.3253	227.07	0.1725	217.08	0.1649	21854.61	16.5978	361.44	0.2745	516.33	0.3921	168.03	0.1276	1956.96	1.4862	14678.37	11.1477	57583.53	43.7325	16702.47	12.6849	653.31	0.4962	0	0	3504.51	2.6615	7527.42	5.7168	5315.67	4.0371	438.21	0.3328	233.1	0.177	230.4	0.175	21819.96	16.5714	357.39	0.2714	510.39	0.3876	176.94	0.1344	1955.07	1.4848	14675.49	11.1455	57541.59	43.7007	16665.48	12.6568	720.45	0.5472	0	0	3553.83	2.699	6979.59	5.3007	5050.89	3.836	535.95	0.407	236.16	0.1794	298.17	0.2264	21769.47	16.5331	367.29	0.2789	520.38	0.3952	182.34	0.1385	2008.17	1.5251	14925.69	11.3355	57780.27	43.8819	16697.43	12.6811	766.44	0.5821	2684038.525	20.3844	0	40.5171	1.8214	2.2889	0	6.6018	0.2495	0.3133
306	County_374	0	100	53.1851	36.1635	13	1e-04	0.0063	0	0	21449.61	10.4052	156.24	0.0758	181.62	0.0881	1213.65	0.5887	33.57	0.0163	36.99	0.0179	1103.4	0.5353	56683.89	27.4972	17373.78	8.428	17583.3	8.5296	0	0	0	0	12016.44	5.8291	8559.72	4.1523	11426.76	5.5431	0	0	194.67	0.0944	53938.35	26.1654	4192.02	2.0335	0	0	20655.27	10.0198	8223.66	3.9893	4242.51	2.058	527.94	0.2561	140.4	0.0681	442.89	0.2148	61968.06	30.0606	16914.87	8.2054	9050.13	4.3902	4274.73	2.0737	14466.87	7.0178	3164.94	1.5353	9355.32	4.5382	48061.89	23.3147	4654.53	2.2579	0	0	20823.57	10.1015	8226.09	3.9905	4250.97	2.0621	530.28	0.2572	142.38	0.0691	490.23	0.2378	61639.65	29.9013	16632.45	8.0684	8928.81	4.3313	4529.97	2.1975	14959.26	7.2567	3151.53	1.5288	9395.1	4.5575	47838.69	23.2064	4605.03	2.2339	0	0	20708.64	10.0457	8447.49	4.0979	4015.62	1.948	587.79	0.2851	147.06	0.0713	490.23	0.2378	60087.24	29.1482	15749.46	7.64	8606.25	4.1749	8484.12	4.1156	13774.86	6.6822	3138.12	1.5223	9256.95	4.4905	47819.43	23.1971	4830.75	2.3434	3983251.141	19.3229	0	44.2146	1.9113	2.7714	0	7.5662	0.2628	0.384
307	County_375	0	100	45.9191	34.9886	12	0	0.0081	0	0	2791.71	1.8735	403.2	0.2706	308.16	0.2068	789.21	0.5296	0	0	1.08	7e-04	383.58	0.2574	66601.89	44.6968	9752.85	6.5452	6727.5	4.5149	0	0	0	0	3902.76	2.6192	9178.02	6.1594	26593.11	17.8468	0	0	56.7	0.0381	20019.24	13.435	1499.04	1.006	0	0	2578.77	1.7306	8471.97	5.6856	3504.42	2.3518	396.09	0.2658	96.57	0.0648	158.22	0.1062	54724.32	36.7257	9534.96	6.399	3584.34	2.4055	2662.47	1.7868	12058.11	8.0923	11796.84	7.9169	10001.88	6.7123	25702.02	17.2487	3737.07	2.508	0	0	2585.07	1.7349	8470.62	5.6847	3504.42	2.3518	396.18	0.2659	97.83	0.0657	159.57	0.1071	54622.71	36.6575	9122.13	6.1219	3506.31	2.3531	3212.64	2.156	12022.56	8.0684	11782.17	7.9071	10107.45	6.7832	25703.55	17.2498	3714.84	2.493	0	0	2718.18	1.8242	8588.61	5.7639	3359.61	2.2546	458.82	0.3079	103.95	0.0698	255.87	0.1717	53491.95	35.8987	8460.9	5.6781	3389.76	2.2749	5575.77	3.7419	11552.13	7.7527	11700.63	7.8523	10080.18	6.7649	25643.88	17.2097	3627.81	2.4346	3817350.581	25.6184	0	35.8844	1.9955	2.3457	0	5.715	0.276	0.3233
308	County_376	0	100	13.8808	30.1352	4	0.0071	0.0027	0	0	1089.72	0.7323	1700.82	1.143	292.86	0.1968	887.04	0.5961	0	0	0	0	41.58	0.0279	17825.04	11.9785	483.39	0.3248	41.58	0.0279	0	0	0	0	0	0	30289.77	20.3548	88787.52	59.6653	0	0	751.95	0.5053	5925.6	3.982	692.37	0.4653	0	0	1073.34	0.7213	8345.61	5.6083	4840.74	3.253	1051.29	0.7065	297	0.1996	672.21	0.4517	14142.6	9.5038	387.81	0.2606	243.72	0.1638	157.95	0.1061	470.7	0.3163	29661.66	19.9327	74147.04	49.8269	13096.08	8.8006	221.49	0.1488	0	0	1119.51	0.7523	8465.49	5.6888	5001.48	3.361	1164.15	0.7823	356.22	0.2394	597.87	0.4018	14096.52	9.4729	396.45	0.2664	245.16	0.1647	170.64	0.1147	456.21	0.3066	29643.84	19.9207	73816.56	49.6048	13060.35	8.7766	218.79	0.147	0	0	1159.02	0.7789	8416.89	5.6562	4995.18	3.3568	1404.81	0.944	416.97	0.2802	714.06	0.4798	14052.33	9.4432	377.64	0.2538	255.96	0.172	164.43	0.1105	481.32	0.3234	29537.55	19.8493	73666.62	49.5041	12951	8.7031	215.46	0.1448	3187412.828	21.4194	0	40.3871	1.5372	1.7561	0	7.212	0.2297	0.2509
309	County_377	0	100	66.1724	26.9172	16	0	0.008	0	0	4025.61	2.0016	392.85	0.1953	619.83	0.3082	1180.8	0.5871	0	0	576.54	0.2867	159.75	0.0794	86304.24	42.9109	8761.14	4.3561	19859.49	9.8742	0	0	0	0	2703.69	1.3443	3228.39	1.6052	7989.57	3.9725	0	0	387.54	0.1927	56741.13	28.212	8193.87	4.074	0	0	3688.2	1.8338	5694.21	2.8312	2383.47	1.1851	655.2	0.3258	354.78	0.1764	286.11	0.1423	72682.83	36.1382	16772.13	8.3392	27571.68	13.7088	1030.23	0.5122	4348.08	2.1619	3842.64	1.9106	2756.07	1.3703	58290.21	28.9822	768.6	0.3822	0	0	3604.68	1.7923	5721.12	2.8446	2398.14	1.1924	669.15	0.3327	359.46	0.1787	306.63	0.1525	72385.47	35.9904	16489.89	8.1989	27324.18	13.5857	1026.27	0.5103	5109.93	2.5407	3782.52	1.8807	2729.97	1.3574	58292.82	28.9835	924.21	0.4595	0	0	3644.73	1.8122	5688.18	2.8282	2309.49	1.1483	792.45	0.394	375.75	0.1868	341.28	0.1697	69798.6	34.7042	15461.73	7.6876	25874.37	12.8649	4514.94	2.2448	6651.45	3.3071	3814.02	1.8963	2825.46	1.4048	57395.61	28.5374	1636.38	0.8136	3157529.307	15.6993	0	67.0978	2.9551	3.4507	0	18.4454	0.4077	0.484
310	County_378	0	100	17.6682	32.8115	7	5e-04	0.0047	0	0	909.18	0.6058	2851.92	1.9003	504.81	0.3364	1286.01	0.8569	0	0	0	0	15.75	0.0105	27616.95	18.4023	612.9	0.4084	69.12	0.0461	0	0	0	0	0	0	35696.88	23.7862	73602.9	49.0445	0	0	483.93	0.3225	5879.34	3.9176	543.87	0.3624	0	0	1003.59	0.6687	9387.63	6.2554	6067.71	4.0432	1644.93	1.0961	723.87	0.4823	329.58	0.2196	19357.47	12.8987	285.21	0.19	310.23	0.2067	212.22	0.1414	534.87	0.3564	27312.93	18.1997	67155.3	44.7482	15624	10.4109	124.02	0.0826	0	0	1009.62	0.6727	9553.41	6.3658	6248.88	4.1639	1763.01	1.1748	805.59	0.5368	388.8	0.2591	19256.76	12.8315	295.02	0.1966	305.55	0.2036	207.99	0.1386	532.44	0.3548	27202.41	18.126	66776.04	44.4955	15603.21	10.397	124.83	0.0832	0	0	1119.42	0.7459	8922.33	5.9453	6112.98	4.0733	1994.94	1.3293	909.18	0.6058	342.72	0.2284	19349.46	12.8933	289.98	0.1932	333.9	0.2225	225.27	0.1501	634.86	0.423	27374.76	18.2409	66771.45	44.4925	15564.42	10.3712	127.89	0.0852	3544885.214	23.6211	0	37.3312	1.8388	1.8457	0	6.301	0.2717	0.2584
311	County_379	0	100	19.5058	31.8694	11	1e-04	0.0065	0	0	3534.57	2.1009	18302.76	10.8789	3874.41	2.3029	5886.09	3.4986	0	0	84.15	0.05	6.39	0.0038	33248.52	19.7624	1514.97	0.9005	231.66	0.1377	0	0	0	0	0	0	24246.45	14.4117	68422.23	40.6691	0	0	2188.35	1.3007	5666.31	3.368	1034.37	0.6148	0	0	2953.89	1.7557	23740.92	14.1112	19745.73	11.7366	7249.95	4.3093	3114.99	1.8515	388.35	0.2308	30736.62	18.2694	967.32	0.575	767.61	0.4563	497.88	0.2959	2462.13	1.4635	26471.34	15.7342	37472.31	22.273	10556.64	6.2747	1115.55	0.6631	0	0	2958.93	1.7587	23939.28	14.2291	20029.5	11.9052	7458.57	4.4333	3176.1	1.8878	461.25	0.2742	30574.89	18.1732	969.39	0.5762	760.41	0.452	500.94	0.2978	2466.36	1.466	26323.2	15.6461	36973.62	21.9766	10546.02	6.2684	1102.77	0.6555	0	0	3080.88	1.8312	23283.9	13.8396	20188.53	11.9998	8108.46	4.8195	3506.22	2.084	794.61	0.4723	30715.47	18.2568	967.41	0.575	778.86	0.4629	566.73	0.3369	2537.91	1.5085	25783.11	15.3251	36487.62	21.6877	10383.48	6.1718	1058.04	0.6289	6192790.611	36.809	0	36.7388	1.1327	1.6482	0	5.8701	0.1572	0.2289
312	County_38	0	95	4.6386	17.9713	2	0.0065	0.0027	0	0	255.06	0.3491	614.07	0.8406	477.72	0.6539	448.56	0.614	0.9	0.0012	32.13	0.044	0	0	3861.54	5.286	137.7	0.1885	64.89	0.0888	0	0	0	0	252.54	0.3457	14088.78	19.2859	51537.69	70.549	19.8	0.0271	183.6	0.2513	949.95	1.3004	127.44	0.1745	0	0	225.45	0.3086	3305.61	4.525	3742.83	5.1235	833.85	1.1414	303.12	0.4149	46.53	0.0637	4341.06	5.9424	25.92	0.0355	0	0	0	0	613.98	0.8405	3555.54	4.8671	55758.69	76.327	287.37	0.3934	12.42	0.017	0	0	226.98	0.3107	3563.01	4.8773	3919.5	5.3653	902.07	1.2348	330.03	0.4518	60.84	0.0833	4313.16	5.9042	25.92	0.0355	0	0	0	0	613.26	0.8395	3498.75	4.7894	55294.2	75.6912	287.1	0.393	17.55	0.024	0	0	234.09	0.3204	3630.51	4.9697	4304.79	5.8927	1011.51	1.3846	380.52	0.5209	70.83	0.097	4228.11	5.7878	70.02	0.0958	0	0	91.44	0.1252	539.64	0.7387	3370.41	4.6137	54678.87	74.8489	286.47	0.3921	155.16	0.2124	1721868.331	23.57	2e-04	60.2461	1.4105	1.3947	5e-04	15.5044	0.2035	0.2041
313	County_380	0	99	38.0574	32.4362	17	1e-04	0.0127	0	0	3172.05	2.3737	264.33	0.1978	116.19	0.0869	192.42	0.144	0	0	15.84	0.0119	2.16	0.0016	38918.79	29.1242	4806.81	3.5971	7759.89	5.807	0	0	0	0	4283.19	3.2052	9437.94	7.0627	24966.99	18.6836	0	0	106.56	0.0797	37903.41	28.3643	1683.9	1.2601	0	0	2606.85	1.9508	5236.83	3.9189	4093.38	3.0632	304.2	0.2276	69.57	0.0521	134.28	0.1005	40734.81	30.4832	5652.18	4.2297	1894.05	1.4174	3262.14	2.4412	11537.28	8.6337	10668.69	7.9837	11174.4	8.3622	30924	23.1414	5337.81	3.9945	0	0	2606.4	1.9505	5238.09	3.9198	4099.86	3.0681	307.71	0.2303	71.1	0.0532	139.05	0.1041	40705.2	30.461	5638.86	4.2197	1878.84	1.406	3231.9	2.4185	11497.23	8.6037	10650.24	7.9699	11240.91	8.4119	30993.57	23.1935	5331.51	3.9897	0	0	2596.32	1.9429	5270.76	3.9443	3922.2	2.9351	315.99	0.2365	81.27	0.0608	76.95	0.0576	38956.05	29.1521	5379.57	4.0257	1769.76	1.3244	5449.5	4.078	10408.5	7.789	11245.41	8.4153	11839.5	8.8599	31149.99	23.3105	5168.7	3.8679	2335925.199	17.4805	0	34.189	1.0721	1.7656	0	5.4633	0.1491	0.2444
314	County_381	0	99	13.1156	30.2023	5	0.0023	0.0034	0	0	817.02	0.5519	1138.59	0.7691	279.63	0.1889	626.22	0.423	0	0	6.93	0.0047	0	0	15029.64	10.1519	688.5	0.4651	20.61	0.0139	0	0	0	0	0	0	13152.6	8.884	107149.05	72.3748	0	0	163.53	0.1105	8560.89	5.7825	414.27	0.2798	0	0	755.19	0.5101	5933.7	4.008	4864.14	3.2855	713.34	0.4818	238.5	0.1611	522.36	0.3528	9032.58	6.1011	585.36	0.3954	164.52	0.1111	69.03	0.0466	913.86	0.6173	14817.87	10.0089	94013.1	63.502	15230.43	10.2875	193.5	0.1307	0	0	788.22	0.5324	5941.98	4.0136	4875.12	3.2929	722.88	0.4883	241.65	0.1632	405.27	0.2737	9021.6	6.0937	603.72	0.4078	164.07	0.1108	68.13	0.046	904.14	0.6107	14903.46	10.0667	93966.75	63.4707	15246.99	10.2987	193.5	0.1307	0	0	809.1	0.5465	5835.33	3.9415	4793.58	3.2379	826.2	0.5581	266.58	0.1801	295.29	0.1995	9013.68	6.0884	581.22	0.3926	163.98	0.1108	73.71	0.0498	900.27	0.6081	14906.97	10.069	94159.08	63.6006	15160.95	10.2406	261.54	0.1767	3514527.47	23.7393	0	33.448	0.618	0.9848	0	5.629	0.0861	0.1371
315	County_382	0	100	18.7369	32.5514	14	0	0.0089	0	0	2262.15	1.4388	1425.87	0.9069	189.18	0.1203	346.41	0.2203	0	0	69.93	0.0445	2.07	0.0013	31688.64	20.155	848.07	0.5394	113.31	0.0721	0	0	0	0	46.89	0.0298	34547.4	21.9733	78135.75	49.6969	0	0	221.4	0.1408	5846.22	3.7184	1481.31	0.9422	0	0	1736.73	1.1046	8030.79	5.1078	3738.06	2.3775	397.53	0.2528	187.83	0.1195	290.07	0.1845	23669.19	15.0544	449.91	0.2862	261.18	0.1661	333.45	0.2121	969.57	0.6167	35929.8	22.8525	62296.38	39.6225	18236.52	11.599	697.59	0.4437	0	0	1764.18	1.1221	8056.44	5.1242	3749.22	2.3846	401.4	0.2553	191.7	0.1219	291.51	0.1854	23631.21	15.0302	449.91	0.2862	261.18	0.1661	333.45	0.2121	967.68	0.6155	35918.91	22.8456	62290.89	39.619	18222.57	11.5902	694.35	0.4416	0	0	1857.69	1.1816	8106.66	5.1561	3686.67	2.3448	613.44	0.3902	226.35	0.144	287.37	0.1828	23277.24	14.8051	453.15	0.2882	266.58	0.1696	353.61	0.2249	1130.85	0.7193	35836.92	22.7935	62373.87	39.6718	18056.7	11.4847	697.5	0.4436	2843632.194	18.0865	0	40.4766	2.3292	2.2797	0	6.4555	0.3368	0.3161
316	County_383	0	100	17.4694	31.8195	5	0.0021	0.0034	0	0	813.15	0.5599	6998.04	4.8188	2142.18	1.4751	3938.67	2.7121	0	0	39.15	0.027	34.38	0.0237	21289.95	14.6601	936.45	0.6448	52.83	0.0364	0	0	0	0	0	0	29052	20.005	70593.12	48.61	0	0	1442.25	0.9931	6550.92	4.5109	1340.37	0.923	0	0	898.11	0.6184	9722.34	6.6947	11795.04	8.122	4495.5	3.0956	1810.35	1.2466	274.77	0.1892	15183.27	10.4551	439.47	0.3026	409.32	0.2819	175.95	0.1212	370.71	0.2553	30235.95	20.8203	51554.79	35.5003	17647.56	12.152	210.33	0.1448	0	0	915.48	0.6304	9761.22	6.7215	11897.46	8.1925	4590.72	3.1611	1855.8	1.2779	294.12	0.2025	15098.49	10.3967	461.43	0.3177	409.5	0.282	165.69	0.1141	365.22	0.2515	30152.88	20.7631	51427.8	35.4129	17619.93	12.133	207.72	0.143	0	0	937.26	0.6454	9983.52	6.8746	11878.65	8.1796	5140.26	3.5396	2049.39	1.4112	404.37	0.2784	15022.8	10.3446	427.59	0.2944	405	0.2789	172.08	0.1185	437.76	0.3014	29578.05	20.3673	51161.67	35.2296	17408.79	11.9876	216.27	0.1489	4364115.272	30.0511	0	34.1944	1.6289	1.617	0	5.655	0.2444	0.2284
