county_zoneid	county_canopy2001_min	county_canopy2001_max	county_canopy2001_mean	county_canopy2001_std	county_damdensity_pointcount	county_damdensity_pointsperha	county_damdensity_pointspersqkm	county_nlcd1992_ha_0	county_nlcd1992_pct_0	county_nlcd1992_ha_11	county_nlcd1992_pct_11	county_nlcd1992_ha_21	county_nlcd1992_pct_21	county_nlcd1992_ha_22	county_nlcd1992_pct_22	county_nlcd1992_ha_23	county_nlcd1992_pct_23	county_nlcd1992_ha_31	county_nlcd1992_pct_31	county_nlcd1992_ha_32	county_nlcd1992_pct_32	county_nlcd1992_ha_33	county_nlcd1992_pct_33	county_nlcd1992_ha_41	county_nlcd1992_pct_41	county_nlcd1992_ha_42	county_nlcd1992_pct_42	county_nlcd1992_ha_43	county_nlcd1992_pct_43	county_nlcd1992_ha_51	county_nlcd1992_pct_51	county_nlcd1992_ha_61	county_nlcd1992_pct_61	county_nlcd1992_ha_71	county_nlcd1992_pct_71	county_nlcd1992_ha_81	county_nlcd1992_pct_81	county_nlcd1992_ha_82	county_nlcd1992_pct_82	county_nlcd1992_ha_83	county_nlcd1992_pct_83	county_nlcd1992_ha_85	county_nlcd1992_pct_85	county_nlcd1992_ha_91	county_nlcd1992_pct_91	county_nlcd1992_ha_92	county_nlcd1992_pct_92	county_nlcd2001_ha_0	county_nlcd2001_pct_0	county_nlcd2001_ha_11	county_nlcd2001_pct_11	county_nlcd2001_ha_21	county_nlcd2001_pct_21	county_nlcd2001_ha_22	county_nlcd2001_pct_22	county_nlcd2001_ha_23	county_nlcd2001_pct_23	county_nlcd2001_ha_24	county_nlcd2001_pct_24	county_nlcd2001_ha_31	county_nlcd2001_pct_31	county_nlcd2001_ha_41	county_nlcd2001_pct_41	county_nlcd2001_ha_42	county_nlcd2001_pct_42	county_nlcd2001_ha_43	county_nlcd2001_pct_43	county_nlcd2001_ha_52	county_nlcd2001_pct_52	county_nlcd2001_ha_71	county_nlcd2001_pct_71	county_nlcd2001_ha_81	county_nlcd2001_pct_81	county_nlcd2001_ha_82	county_nlcd2001_pct_82	county_nlcd2001_ha_90	county_nlcd2001_pct_90	county_nlcd2001_ha_95	county_nlcd2001_pct_95	county_nlcd2006_ha_0	county_nlcd2006_pct_0	county_nlcd2006_ha_11	county_nlcd2006_pct_11	county_nlcd2006_ha_21	county_nlcd2006_pct_21	county_nlcd2006_ha_22	county_nlcd2006_pct_22	county_nlcd2006_ha_23	county_nlcd2006_pct_23	county_nlcd2006_ha_24	county_nlcd2006_pct_24	county_nlcd2006_ha_31	county_nlcd2006_pct_31	county_nlcd2006_ha_41	county_nlcd2006_pct_41	county_nlcd2006_ha_42	county_nlcd2006_pct_42	county_nlcd2006_ha_43	county_nlcd2006_pct_43	county_nlcd2006_ha_52	county_nlcd2006_pct_52	county_nlcd2006_ha_71	county_nlcd2006_pct_71	county_nlcd2006_ha_81	county_nlcd2006_pct_81	county_nlcd2006_ha_82	county_nlcd2006_pct_82	county_nlcd2006_ha_90	county_nlcd2006_pct_90	county_nlcd2006_ha_95	county_nlcd2006_pct_95	county_nlcd2011_ha_0	county_nlcd2011_pct_0	county_nlcd2011_ha_11	county_nlcd2011_pct_11	county_nlcd2011_ha_21	county_nlcd2011_pct_21	county_nlcd2011_ha_22	county_nlcd2011_pct_22	county_nlcd2011_ha_23	county_nlcd2011_pct_23	county_nlcd2011_ha_24	county_nlcd2011_pct_24	county_nlcd2011_ha_31	county_nlcd2011_pct_31	county_nlcd2011_ha_41	county_nlcd2011_pct_41	county_nlcd2011_ha_42	county_nlcd2011_pct_42	county_nlcd2011_ha_43	county_nlcd2011_pct_43	county_nlcd2011_ha_52	county_nlcd2011_pct_52	county_nlcd2011_ha_71	county_nlcd2011_pct_71	county_nlcd2011_ha_81	county_nlcd2011_pct_81	county_nlcd2011_ha_82	county_nlcd2011_pct_82	county_nlcd2011_ha_90	county_nlcd2011_pct_90	county_nlcd2011_ha_95	county_nlcd2011_pct_95	county_roaddensity_sum_lengthm	county_roaddensity_density_mperha	county_slope_min	county_slope_max	county_slope_mean	county_slope_std	county_tri_min	county_tri_max	county_tri_mean	county_tri_std
457	County_51	0	94	2.1757	12.7342	2	0.0461	0.0019	0	0	248.04	0.2294	479.79	0.4438	242.19	0.224	556.74	0.515	9.27	0.0086	40.95	0.0379	0	0	1526.85	1.4124	17.28	0.016	0	0	0	0	0	0	339.75	0.3143	7632.54	7.0604	94841.73	87.7323	28.62	0.0265	224.1	0.2073	1819.62	1.6832	96.03	0.0888	0	0	186.66	0.1727	4146.93	3.8361	4023.54	3.7219	461.34	0.4268	152.46	0.141	54.9	0.0508	2452.5	2.2687	0	0	0	0	0	0	124.56	0.1152	2756.16	2.5496	93052.17	86.0769	689.4	0.6377	2.88	0.0027	0	0	181.89	0.1683	4145.76	3.835	4026.24	3.7244	463.95	0.4292	153.09	0.1416	64.53	0.0597	2449.26	2.2657	0	0	0	0	0	0	123.93	0.1146	2754.09	2.5476	93046.95	86.0721	690.93	0.6391	2.88	0.0027	0	0	187.65	0.1736	3901.23	3.6088	4139.1	3.8288	609.03	0.5634	208.8	0.1931	44.28	0.041	2434.5	2.252	0	0	0	0	0	0	124.92	0.1156	2711.34	2.5081	93020.22	86.0474	709.65	0.6565	12.78	0.0118	3258316.555	30.141	0	42.7453	0.4336	0.7661	0	7.2593	0.0602	0.1076
458	County_510	0	99	11.8952	27.9143	15	1e-04	0.0068	0	0	2794.59	1.2676	603.45	0.2737	260.73	0.1183	687.6	0.3119	4.77	0.0022	118.89	0.0539	0.27	1e-04	24288.93	11.0171	206.37	0.0936	1152.18	0.5226	588.96	0.2671	0	0	11254.77	5.105	106455.87	48.2869	56434.32	25.5978	2328.3	1.0561	162.18	0.0736	11458.8	5.1976	1664.28	0.7549	0	0	2164.14	0.9816	8728.65	3.9592	1395.27	0.6329	153.45	0.0696	48.15	0.0218	234	0.1061	22030.47	9.9927	29.25	0.0133	49.05	0.0222	489.15	0.2219	1539.45	0.6983	102732.66	46.5981	69094.71	31.3404	10896.3	4.9424	880.56	0.3994	0	0	2208.51	1.0017	8750.79	3.9692	1398.6	0.6344	158.13	0.0717	48.6	0.022	250.29	0.1135	22000.86	9.9793	29.25	0.0133	49.05	0.0222	488.88	0.2217	1556.91	0.7062	102695.85	46.5814	69045.21	31.3179	10894.68	4.9417	889.65	0.4035	0	0	2227.32	1.0103	8765.73	3.976	1392.84	0.6318	183.15	0.0831	54.9	0.0249	367.65	0.1668	21946.59	9.9547	29.25	0.0133	49.05	0.0222	488.34	0.2215	1599.93	0.7257	102320.82	46.4113	69205.86	31.3908	10916.19	4.9514	917.64	0.4162	3613381.205	16.3907	0	43.2339	2.0844	1.9421	0	7.4477	0.2848	0.2638
459	County_511	0	98	50.0848	42.0116	15	0	0.0093	0	0	286.56	0.1781	163.35	0.1015	10.35	0.0064	95.49	0.0594	2.79	0.0017	38.25	0.0238	2.79	0.0017	87854.04	54.6062	577.98	0.3592	6440.31	4.003	0	0	0	0	3320.82	2.0641	38066.58	23.6605	20382.21	12.6687	817.38	0.508	126.54	0.0787	2077.11	1.291	624.15	0.3879	0	0	395.64	0.2459	4916.34	3.0558	799.47	0.4969	36.72	0.0228	4.68	0.0029	83.61	0.052	88008.39	54.7021	1025.01	0.6371	114.12	0.0709	302.76	0.1882	2411.46	1.4989	43115.49	26.7987	16747.74	10.4096	2412.09	1.4992	513.18	0.319	0	0	414.27	0.2575	4916.34	3.0558	799.47	0.4969	36.72	0.0228	4.68	0.0029	84.69	0.0526	87896.52	54.6326	1016.28	0.6317	114.12	0.0709	362.88	0.2256	2414.52	1.5008	43160.49	26.8266	16737.66	10.4034	2411.55	1.4989	516.51	0.321	0	0	425.79	0.2647	5014.98	3.1171	790.38	0.4913	56.52	0.0351	5.49	0.0034	147.42	0.0916	87728.4	54.5281	993.15	0.6173	113.13	0.0703	364.23	0.2264	2414.34	1.5006	43232.13	26.8712	16687.35	10.3721	2392.83	1.4873	520.56	0.3236	2104350.395	13.0796	0	57.9119	5.8852	4.5652	0	12.1535	0.8105	0.6264
460	County_512	0	98	31.6494	40.2824	9	3e-04	0.005	0	0	1704.69	0.9421	1835.73	1.0146	229.86	0.127	703.53	0.3888	16.02	0.0089	37.53	0.0207	3.69	0.002	47123.28	26.0436	5266.8	2.9108	9881.01	5.4609	16.83	0.0093	0	0	725.76	0.4011	17045.37	9.4205	84070.44	46.4632	2168.1	1.1982	263.97	0.1459	9368.28	5.1776	478.89	0.2647	0	0	1325.07	0.7323	8757.9	4.8402	1980.45	1.0945	430.2	0.2378	68.49	0.0379	165.24	0.0913	45313.56	25.0434	3602.52	1.991	6630.21	3.6643	23.67	0.0131	1435.86	0.7936	14183.01	7.8385	87289.38	48.2422	9604.71	5.3082	129.51	0.0716	0	0	1355.85	0.7493	8790.93	4.8585	2008.35	1.11	449.82	0.2486	71.64	0.0396	173.34	0.0958	45323.01	25.0487	3585.15	1.9814	6563.79	3.6276	31.77	0.0176	1442.52	0.7972	14171.67	7.8323	87096.33	48.1355	9750.78	5.389	124.83	0.069	0	0	1366.29	0.7551	9560.97	5.2841	1907.64	1.0543	709.92	0.3924	106.83	0.059	162.36	0.0897	44659.53	24.682	3501.99	1.9354	6333.75	3.5005	366.39	0.2025	1594.08	0.881	13757.49	7.6034	86991.3	48.0775	9714.06	5.3687	207.18	0.1145	4458975.17	24.6427	0	48.6901	2.4077	3.6095	0	9.108	0.336	0.498
461	County_513	0	100	37.7201	40.8648	45	2e-04	0.0205	0	0	3449.34	1.572	732.42	0.3338	378.18	0.1723	1062.99	0.4844	67.14	0.0306	280.98	0.1281	35.46	0.0162	83329.74	37.9759	2949.93	1.3444	8220.78	3.7465	100.8	0.0459	0	0	6690.96	3.0493	75327.84	34.3292	30507.57	13.9032	2545.92	1.1603	401.58	0.183	2983.59	1.3597	362.88	0.1654	0	0	2186.01	0.9962	6977.34	3.1798	2490.03	1.1348	944.55	0.4305	177.03	0.0807	553.5	0.2522	94401.27	43.0215	2645.64	1.2057	1688.85	0.7697	356.4	0.1624	2924.82	1.3329	63330.84	28.8618	37360.89	17.0265	3303.36	1.5054	87.57	0.0399	0	0	2223.09	1.0131	7013.61	3.1963	2501.64	1.1401	950.67	0.4332	177.03	0.0807	557.73	0.2542	94262.85	42.9584	2643.75	1.2048	1681.47	0.7663	328.23	0.1496	2865.87	1.3061	63278.37	28.8379	37188.45	16.9479	3302.91	1.5052	452.43	0.2062	0	0	2316.51	1.0557	6984.18	3.1829	2607.3	1.1882	1122.84	0.5117	234.81	0.107	524.52	0.239	94208.04	42.9334	2632.5	1.1997	1676.88	0.7642	320.31	0.146	2864.88	1.3056	62519.13	28.4919	37659.69	17.1627	3305.88	1.5066	450.63	0.2054	4723414.25	21.5257	0	68.21	4.9853	4.9622	0	20.5709	0.7168	0.7136
462	County_514	0	100	55.1256	38.6494	10	2e-04	0.0054	0	0	14352.75	7.8125	1022.13	0.5564	176.31	0.096	549.9	0.2993	78.48	0.0427	26.28	0.0143	1555.83	0.8469	120523.86	65.6037	7597.71	4.1356	3362.67	1.8304	382.77	0.2084	0	0	1094.31	0.5957	30787.47	16.7583	676.8	0.3684	11.88	0.0065	336.6	0.1832	990.99	0.5394	188.19	0.1024	0	0	14019.48	7.6311	10828.08	5.894	1709.1	0.9303	549.9	0.2993	222.93	0.1213	203.67	0.1109	118619.1	64.5669	1545.03	0.841	1832.58	0.9975	1615.86	0.8795	2274.12	1.2379	28925.64	15.7449	418.95	0.228	943.38	0.5135	7.11	0.0039	0	0	13980.42	7.6098	10848.24	5.9049	1734.93	0.9444	574.74	0.3128	232.56	0.1266	587.79	0.3199	117972.99	64.2153	1538.46	0.8374	1816.29	0.9886	1579.05	0.8595	2600.82	1.4157	28850.22	15.7038	423.9	0.2307	937.08	0.5101	37.44	0.0204	0	0	13994.46	7.6175	10044.09	5.4672	2379.78	1.2954	1247.22	0.6789	343.26	0.1868	545.22	0.2968	117335.61	63.8683	1526.94	0.8311	1787.85	0.9732	1534.41	0.8352	2670.93	1.4538	28941.03	15.7532	402.3	0.219	927.27	0.5047	34.56	0.0188	5553855.056	30.2299	0	56.8908	7.6011	5.8376	0	12.9569	1.0509	0.8169
463	County_515	0	100	25.7104	37.859	14	0	0.0092	0	0	2514.96	1.6564	1690.2	1.1132	567.27	0.3736	1345.86	0.8864	108.36	0.0714	268.92	0.1771	0	0	38929.32	25.6402	466.65	0.3074	4415.76	2.9084	0	0	0	0	953.91	0.6283	63790.74	42.0147	31913.37	21.0192	1968.84	1.2967	895.14	0.5896	1767.78	1.1643	232.29	0.153	0	0	2400.3	1.5809	5386.41	3.5477	5810.85	3.8272	1514.16	0.9973	648.45	0.4271	478.8	0.3154	43997.4	28.9782	188.28	0.124	168.21	0.1108	80.82	0.0532	1029.96	0.6784	56261.79	37.0559	32414.4	21.3492	1338.12	0.8813	111.42	0.0734	0	0	2402.46	1.5823	5569.74	3.6684	5919.48	3.8988	1576.26	1.0382	663.12	0.4368	489.06	0.3221	43694.55	28.7787	187.74	0.1237	167.67	0.1104	83.07	0.0547	1052.19	0.693	56204.1	37.0179	32371.74	21.3211	1336.86	0.8805	111.33	0.0733	0	0	2455.38	1.6172	5867.19	3.8643	5871.87	3.8674	1856.88	1.223	724.68	0.4773	495.99	0.3267	43588.71	28.709	187.83	0.1237	168.21	0.1108	80.82	0.0532	1048.23	0.6904	55798.74	36.7509	32228.1	21.2265	1344.78	0.8857	111.96	0.0737	3513713.041	23.1426	0	80.9947	4.8947	4.5139	0	59.05	0.678	0.6353
464	County_516	0	99	10.1714	26.1304	36	2e-04	0.0198	0	0	2987.37	1.6448	463.77	0.2553	117.72	0.0648	736.92	0.4057	19.08	0.0105	0	0	3.69	0.002	17714.88	9.7537	78.57	0.0433	1109.79	0.611	306.63	0.1688	0	0	12938.94	7.1241	62776.62	34.5644	58235.49	32.064	16121.34	8.8763	150.57	0.0829	5553.27	3.0576	2307.78	1.2706	0	0	3083.49	1.6977	7739.64	4.2614	1540.53	0.8482	147.42	0.0812	45.36	0.025	108.36	0.0597	18807.39	10.3552	17.46	0.0096	33.03	0.0182	1001.25	0.5513	2282.4	1.2567	49395.51	27.1968	91953	50.6287	5018.49	2.7631	449.1	0.2473	0	0	3149.64	1.7342	7739.64	4.2614	1540.53	0.8482	147.42	0.0812	45.36	0.025	91.26	0.0502	18742.32	10.3194	17.46	0.0096	33.03	0.0182	992.16	0.5463	2273.49	1.2518	49326.3	27.1587	91970.19	50.6381	5021.46	2.7648	532.17	0.293	0	0	3256.56	1.793	7281.72	4.0093	1628.1	0.8964	430.83	0.2372	66.69	0.0367	96.57	0.0532	18678.15	10.2841	16.02	0.0088	31.41	0.0173	989.46	0.5448	2276.64	1.2535	49237.65	27.1099	92041.83	50.6776	5014.62	2.761	576.18	0.3172	3969664.05	21.856	0	58.875	2.7003	2.6973	0	13.5137	0.3935	0.3874
465	County_517	0	99	12.5377	28.5877	18	0	0.0091	0	0	4681.17	2.3567	366.93	0.1847	73.89	0.0372	1241.64	0.6251	303.3	0.1527	0	0	0	0	22701.06	11.4289	153.45	0.0773	1375.47	0.6925	89.01	0.0448	0	0	8163	4.1097	61707.24	31.0667	64858.59	32.6532	14119.38	7.1084	120.33	0.0606	15051.06	7.5775	3622.86	1.8239	0	0	4612.59	2.3222	6793.38	3.4201	2002.41	1.0081	120.69	0.0608	35.19	0.0177	129.6	0.0652	17969.76	9.0469	56.43	0.0284	530.91	0.2673	907.11	0.4567	1774.98	0.8936	58602.69	29.5037	90152.91	45.3877	13179.51	6.6353	1760.22	0.8862	0	0	4866.03	2.4498	6793.38	3.4201	2002.41	1.0081	120.69	0.0608	35.19	0.0177	121.41	0.0611	17906.13	9.0149	56.43	0.0284	528.75	0.2662	883.8	0.445	1758.06	0.8851	58611.78	29.5083	89791.11	45.2056	13128.66	6.6097	2024.55	1.0193	0	0	5015.16	2.5249	6558.48	3.3019	2009.25	1.0116	281.79	0.1419	78.57	0.0396	119.61	0.0602	17911.35	9.0175	56.25	0.0283	528.21	0.2659	880.65	0.4434	1754.82	0.8835	58064.94	29.2329	90178.83	45.4008	13123.35	6.607	2067.12	1.0407	4113706.44	20.7095	0	48.6026	2.6205	2.7976	0	8.7593	0.3858	0.4015
466	County_518	0	100	21.1865	35.2836	4	0.0038	0.0031	0	0	4551.75	3.4711	344.61	0.2628	107.37	0.0819	107.55	0.082	5.22	0.004	13.32	0.0102	40.5	0.0309	22195.53	16.9261	1130.49	0.8621	4456.35	3.3984	115.83	0.0883	0	0	1755.9	1.339	86021.28	65.5991	8083.8	6.1646	906.66	0.6914	110.25	0.0841	1122.48	0.856	62.82	0.0479	0	0	4003.83	3.0533	5018.67	3.8272	529.11	0.4035	62.28	0.0475	26.55	0.0202	205.47	0.1567	33255.99	25.3608	977.22	0.7452	249.66	0.1904	978.75	0.7464	781.11	0.5957	66026.61	50.3514	18108.54	13.8094	891.81	0.6801	16.11	0.0123	0	0	3709.08	2.8285	5022.45	3.8301	531.27	0.4051	66.69	0.0509	27.9	0.0213	376.92	0.2874	33090.48	25.2345	956.52	0.7294	248.49	0.1895	962.73	0.7342	965.25	0.7361	65991.6	50.3247	18127.89	13.8242	1039.14	0.7924	15.3	0.0117	0	0	3740.94	2.8528	5207.22	3.971	541.44	0.4129	98.82	0.0754	32.04	0.0244	333.99	0.2547	32926.05	25.1091	947.79	0.7228	241.92	0.1845	977.85	0.7457	985.68	0.7517	65905.56	50.2591	18139.32	13.8329	1035.9	0.79	17.19	0.0131	2973949.373	22.6815	0	45.1611	2.8817	2.618	0	8.0546	0.3925	0.3569
467	County_519	0	99	14.1609	29.5407	2	0.1048	0.0016	0	0	780.75	0.6131	507.78	0.3988	50.49	0.0396	1119.87	0.8794	0	0	24.03	0.0189	0	0	12830.22	10.0753	0	0	341.82	0.2684	0	0	0	0	9331.74	7.328	56377.53	44.2723	38122.65	29.937	2847.78	2.2363	147.51	0.1158	4369.95	3.4316	490.68	0.3853	0	0	793.53	0.6231	5280.75	4.1469	968.94	0.7609	103.05	0.0809	35.28	0.0277	74.7	0.0587	21344.49	16.7614	40.05	0.0315	25.38	0.0199	1004.49	0.7888	2403.36	1.8873	55384.11	43.4921	37967.94	29.8155	1846.71	1.4502	70.02	0.055	0	0	907.65	0.7128	5280.66	4.1468	971.37	0.7628	105.3	0.0827	36.18	0.0284	68.76	0.054	21309.48	16.7339	38.79	0.0305	26.91	0.0211	1002.06	0.7869	2379.06	1.8682	55370.79	43.4817	37626.21	29.5472	1865.97	1.4653	353.61	0.2777	0	0	920.52	0.7229	5279.22	4.1457	985.41	0.7738	146.25	0.1148	52.11	0.0409	65.07	0.0511	21047.04	16.5279	38.79	0.0305	26.91	0.0211	967.5	0.7598	2400.39	1.885	53580.33	42.0757	39610.62	31.1055	1867.95	1.4669	354.69	0.2785	1961389.782	15.4019	0	39.9669	3.8453	2.6989	0	6.656	0.5254	0.3663
468	County_52	0	95	5.7748	19.5854	2	0.3411	0.0012	0	0	141.75	0.0877	468.18	0.2897	207.99	0.1287	760.32	0.4705	2.61	0.0016	150.21	0.0929	0	0	10243.26	6.3383	144.27	0.0893	47.16	0.0292	0	0	0	0	1139.76	0.7053	20417.31	12.6337	126177.84	78.0757	21.78	0.0135	595.17	0.3683	1051.38	0.6506	40.68	0.0252	0	0	187.56	0.1161	7508.88	4.6463	2890.8	1.7888	238.23	0.1474	76.41	0.0473	8.28	0.0051	13860.99	8.5768	0	0	0	0	0	0	823.68	0.5097	6810.3	4.214	129191.67	79.9405	12.87	0.008	0	0	0	0	191.88	0.1187	7508.79	4.6462	2890.8	1.7888	238.95	0.1479	76.41	0.0473	8.28	0.0051	13830.84	8.5582	0	0	3.96	0.0025	0	0	823.41	0.5095	6809.58	4.2136	129210.93	79.9525	14.04	0.0087	1.8	0.0011	0	0	191.07	0.1182	7292.52	4.5124	2995.92	1.8538	322.29	0.1994	87.66	0.0542	8.28	0.0051	13820.22	8.5516	0	0	3.96	0.0025	0	0	816.03	0.5049	6785.82	4.1989	129263.4	79.9849	20.7	0.0128	1.8	0.0011	4771334.542	29.5239	0	53.9688	1.219	2.1522	0	11.5364	0.1742	0.3127
469	County_520	0	99	9.6194	25.3815	3	0.0109	0.0025	0	0	1719.63	1.4182	428.22	0.3532	19.89	0.0164	989.64	0.8162	0	0	60.75	0.0501	0	0	9064.71	7.476	0	0	482.31	0.3978	0	0	0	0	3914.73	3.2286	18022.86	14.8642	79390.35	65.4765	1369.26	1.1293	118.71	0.0979	2792.16	2.3028	2876.94	2.3727	0	0	1770.3	1.46	6914.61	5.7028	936.18	0.7721	134.73	0.1111	19.44	0.016	40.41	0.0333	9764.73	8.0534	42.57	0.0351	7.38	0.0061	29.34	0.0242	4486.05	3.6998	8318.88	6.8609	84042.18	69.313	2349.27	1.9375	2394.09	1.9745	0	0	4256.73	3.5107	6912.81	5.7013	937.35	0.7731	135.36	0.1116	19.44	0.016	37.53	0.031	9707.76	8.0064	19.98	0.0165	7.38	0.0061	29.34	0.0242	3032.55	2.5011	8089.83	6.672	74419.56	61.3769	2374.29	1.9582	11270.25	9.295	0	0	4281.66	3.5313	6514.11	5.3725	1073.16	0.8851	475.2	0.3919	33.39	0.0275	36.99	0.0305	9669.42	7.9748	19.98	0.0165	7.38	0.0061	28.89	0.0238	3027.69	2.4971	7970.22	6.5734	74419.02	61.3764	2360.61	1.9469	11332.44	9.3463	1988699.358	16.4018	0	65.9274	3.4832	3.7891	0	43.115	0.4875	0.5276
470	County_521	0	99	15.924	30.9295	43	3e-04	0.0269	0	0	3936.96	2.4665	11600.82	7.2678	16331.31	10.2314	10358.64	6.4896	73.8	0.0462	489.69	0.3068	2.97	0.0019	24546.15	15.3779	256.86	0.1609	2016.36	1.2632	319.14	0.1999	0	0	7302.6	4.575	42932.16	26.8965	27664.11	17.3313	2403.54	1.5058	6287.67	3.9392	2232.36	1.3985	864.54	0.5416	0	0	3677.22	2.3037	21655.98	13.5672	28954.08	18.1394	9389.79	5.8826	4549.23	2.85	190.44	0.1193	25746.48	16.1299	98.91	0.062	99.36	0.0622	637.02	0.3991	3941.37	2.4692	29898.36	18.731	28738.35	18.0043	1828.89	1.1458	214.2	0.1342	0	0	3686.31	2.3094	22076.73	13.8308	29835.72	18.6918	10102.68	6.3292	4727.97	2.962	227.88	0.1428	25254.9	15.8219	94.05	0.0589	96.21	0.0603	610.2	0.3823	3873.42	2.4267	29019.15	18.1802	27938.88	17.5034	1818.9	1.1395	256.68	0.1608	0	0	3703.32	2.3201	22407.75	14.0382	29584.44	18.5343	10982.88	6.8807	5257.62	3.2938	386.64	0.2422	24882.3	15.5885	85.77	0.0537	92.43	0.0579	590.76	0.3701	3832.2	2.4008	28376.73	17.7777	27382.68	17.155	1802.97	1.1295	251.19	0.1574	10787685.7	67.5846	0	56.0054	3.9961	3.6675	0	11.7012	0.5718	0.5143
471	County_522	0	100	58.927	36.1399	61	4e-04	0.0355	0	0	2426.94	1.4107	6602.85	3.8381	951.93	0.5533	2613.96	1.5194	450.36	0.2618	557.01	0.3238	5.22	0.003	91431	53.1465	6898.23	4.0098	12580.29	7.3126	0.99	6e-04	0	0	4163.85	2.4203	29463.75	17.1265	5539.32	3.2199	983.34	0.5716	5224.77	3.037	1825.02	1.0608	316.98	0.1843	0	0	2358.09	1.3707	9990.09	5.807	7589.43	4.4115	1978.02	1.1498	610.02	0.3546	833.13	0.4843	109418.58	63.6022	6255.81	3.6363	6246.54	3.631	67.68	0.0393	4010.85	2.3314	16762.77	9.7438	4250.97	2.471	1487.52	0.8647	176.31	0.1025	0	0	2374.65	1.3803	10745.73	6.2462	8154.9	4.7402	2176.2	1.265	629.46	0.3659	829.35	0.4821	108129.42	62.8529	6206.04	3.6074	6200.28	3.6041	65.88	0.0383	4156.65	2.4162	16641.63	9.6734	4025.43	2.3399	1496.16	0.8697	204.03	0.1186	0	0	2423.52	1.4087	11649.24	6.7714	8354.7	4.8564	2769.21	1.6097	762.39	0.4432	855.63	0.4974	107147.43	62.2821	6166.26	3.5843	6133.23	3.5651	56.88	0.0331	4024.89	2.3396	16010.28	9.3064	3963.69	2.304	1502.55	0.8734	215.91	0.1255	6836724.411	39.7393	0	67.4801	7.9329	5.6063	0	19.6156	1.1234	0.7993
472	County_523	0	98	15.0558	30.9872	33	3e-04	0.0251	0	0	655.74	0.4995	369.63	0.2816	18.9	0.0144	1560.42	1.1887	0	0	63.9	0.0487	0	0	23455.98	17.8683	0	0	233.1	0.1776	0	0	0	0	5379.3	4.0978	45994.95	35.038	38026.8	28.968	6552	4.9912	75.87	0.0578	8101.26	6.1714	783.81	0.5971	0	0	722.07	0.5501	4580.37	3.4892	716.49	0.5458	48.33	0.0368	10.44	0.008	62.55	0.0476	19720.89	15.023	61.02	0.0465	31.05	0.0237	2274.93	1.733	1560.42	1.1887	49029.66	37.3498	47897.73	36.4875	4418.73	3.3661	136.98	0.1043	0	0	733.5	0.5588	4580.37	3.4892	716.49	0.5458	48.33	0.0368	10.44	0.008	62.55	0.0476	19692.27	15.0012	60.93	0.0464	31.05	0.0237	2274.03	1.7323	1560.42	1.1887	49036.23	37.3548	47918.97	36.5037	4409.46	3.359	136.62	0.1041	0	0	747.54	0.5695	4495.05	3.4242	730.08	0.5562	75.06	0.0572	15.3	0.0117	59.4	0.0452	19682.64	14.9938	60.93	0.0464	30.6	0.0233	2269.35	1.7287	1552.95	1.183	48976.38	37.3092	48022.02	36.5822	4416.66	3.3645	137.7	0.1049	1603288.25	12.2138	0	38.3229	2.8643	2.5275	0	5.9816	0.3931	0.3441
473	County_524	0	99	14.1344	29.8514	19	1e-04	0.0118	0	0	1153.08	0.7165	1037.52	0.6447	98.73	0.0613	1624.14	1.0092	0	0	0	0	0	0	19084.14	11.8582	0	0	352.71	0.2192	0	0	0	0	6543	4.0656	72845.01	45.2633	39403.89	24.4842	6901.65	4.2884	255.15	0.1585	9985.68	6.2047	1651.5	1.0262	0	0	1160.28	0.721	6000.3	3.7284	2333.25	1.4498	188.82	0.1173	47.16	0.0293	71.55	0.0445	19821.24	12.3162	109.17	0.0678	1589.31	0.9875	835.2	0.519	1729.53	1.0747	85156.92	52.9135	34926.66	21.7022	6351.48	3.9466	615.33	0.3823	0	0	1209.96	0.7518	6002.1	3.7295	2340.72	1.4544	188.82	0.1173	47.16	0.0293	72.36	0.045	19720.53	12.2536	108.72	0.0676	1580.04	0.9818	823.86	0.5119	1731.42	1.0758	85231.08	52.9595	34935.66	21.7078	6336.27	3.9371	607.5	0.3775	0	0	1238.49	0.7696	5925.24	3.6817	2370.33	1.4728	205.2	0.1275	45.45	0.0282	75.33	0.0468	19710.45	12.2474	108.72	0.0676	1579.59	0.9815	823.05	0.5114	1726.92	1.073	85094.28	52.8745	35072.1	21.7925	6351.93	3.9469	609.12	0.3785	2199403.924	13.6663	0	36.1275	3.5061	2.7897	0	5.8716	0.5072	0.3925
