hu8_zoneid	hu8_canopy2001_min	hu8_canopy2001_max	hu8_canopy2001_mean	hu8_canopy2001_std	hu8_damdensity_pointcount	hu8_damdensity_pointsperha	hu8_damdensity_pointspersqkm	hu8_nlcd1992_ha_0	hu8_nlcd1992_pct_0	hu8_nlcd1992_ha_11	hu8_nlcd1992_pct_11	hu8_nlcd1992_ha_21	hu8_nlcd1992_pct_21	hu8_nlcd1992_ha_22	hu8_nlcd1992_pct_22	hu8_nlcd1992_ha_23	hu8_nlcd1992_pct_23	hu8_nlcd1992_ha_31	hu8_nlcd1992_pct_31	hu8_nlcd1992_ha_32	hu8_nlcd1992_pct_32	hu8_nlcd1992_ha_33	hu8_nlcd1992_pct_33	hu8_nlcd1992_ha_41	hu8_nlcd1992_pct_41	hu8_nlcd1992_ha_42	hu8_nlcd1992_pct_42	hu8_nlcd1992_ha_43	hu8_nlcd1992_pct_43	hu8_nlcd1992_ha_51	hu8_nlcd1992_pct_51	hu8_nlcd1992_ha_61	hu8_nlcd1992_pct_61	hu8_nlcd1992_ha_71	hu8_nlcd1992_pct_71	hu8_nlcd1992_ha_81	hu8_nlcd1992_pct_81	hu8_nlcd1992_ha_82	hu8_nlcd1992_pct_82	hu8_nlcd1992_ha_83	hu8_nlcd1992_pct_83	hu8_nlcd1992_ha_85	hu8_nlcd1992_pct_85	hu8_nlcd1992_ha_91	hu8_nlcd1992_pct_91	hu8_nlcd1992_ha_92	hu8_nlcd1992_pct_92	hu8_nlcd2001_ha_0	hu8_nlcd2001_pct_0	hu8_nlcd2001_ha_11	hu8_nlcd2001_pct_11	hu8_nlcd2001_ha_21	hu8_nlcd2001_pct_21	hu8_nlcd2001_ha_22	hu8_nlcd2001_pct_22	hu8_nlcd2001_ha_23	hu8_nlcd2001_pct_23	hu8_nlcd2001_ha_24	hu8_nlcd2001_pct_24	hu8_nlcd2001_ha_31	hu8_nlcd2001_pct_31	hu8_nlcd2001_ha_41	hu8_nlcd2001_pct_41	hu8_nlcd2001_ha_42	hu8_nlcd2001_pct_42	hu8_nlcd2001_ha_43	hu8_nlcd2001_pct_43	hu8_nlcd2001_ha_52	hu8_nlcd2001_pct_52	hu8_nlcd2001_ha_71	hu8_nlcd2001_pct_71	hu8_nlcd2001_ha_81	hu8_nlcd2001_pct_81	hu8_nlcd2001_ha_82	hu8_nlcd2001_pct_82	hu8_nlcd2001_ha_90	hu8_nlcd2001_pct_90	hu8_nlcd2001_ha_95	hu8_nlcd2001_pct_95	hu8_nlcd2006_ha_0	hu8_nlcd2006_pct_0	hu8_nlcd2006_ha_11	hu8_nlcd2006_pct_11	hu8_nlcd2006_ha_21	hu8_nlcd2006_pct_21	hu8_nlcd2006_ha_22	hu8_nlcd2006_pct_22	hu8_nlcd2006_ha_23	hu8_nlcd2006_pct_23	hu8_nlcd2006_ha_24	hu8_nlcd2006_pct_24	hu8_nlcd2006_ha_31	hu8_nlcd2006_pct_31	hu8_nlcd2006_ha_41	hu8_nlcd2006_pct_41	hu8_nlcd2006_ha_42	hu8_nlcd2006_pct_42	hu8_nlcd2006_ha_43	hu8_nlcd2006_pct_43	hu8_nlcd2006_ha_52	hu8_nlcd2006_pct_52	hu8_nlcd2006_ha_71	hu8_nlcd2006_pct_71	hu8_nlcd2006_ha_81	hu8_nlcd2006_pct_81	hu8_nlcd2006_ha_82	hu8_nlcd2006_pct_82	hu8_nlcd2006_ha_90	hu8_nlcd2006_pct_90	hu8_nlcd2006_ha_95	hu8_nlcd2006_pct_95	hu8_nlcd2011_ha_0	hu8_nlcd2011_pct_0	hu8_nlcd2011_ha_11	hu8_nlcd2011_pct_11	hu8_nlcd2011_ha_21	hu8_nlcd2011_pct_21	hu8_nlcd2011_ha_22	hu8_nlcd2011_pct_22	hu8_nlcd2011_ha_23	hu8_nlcd2011_pct_23	hu8_nlcd2011_ha_24	hu8_nlcd2011_pct_24	hu8_nlcd2011_ha_31	hu8_nlcd2011_pct_31	hu8_nlcd2011_ha_41	hu8_nlcd2011_pct_41	hu8_nlcd2011_ha_42	hu8_nlcd2011_pct_42	hu8_nlcd2011_ha_43	hu8_nlcd2011_pct_43	hu8_nlcd2011_ha_52	hu8_nlcd2011_pct_52	hu8_nlcd2011_ha_71	hu8_nlcd2011_pct_71	hu8_nlcd2011_ha_81	hu8_nlcd2011_pct_81	hu8_nlcd2011_ha_82	hu8_nlcd2011_pct_82	hu8_nlcd2011_ha_90	hu8_nlcd2011_pct_90	hu8_nlcd2011_ha_95	hu8_nlcd2011_pct_95	hu8_roaddensity_sum_lengthm	hu8_roaddensity_density_mperha	hu8_slope_min	hu8_slope_max	hu8_slope_mean	hu8_slope_std	hu8_tri_min	hu8_tri_max	hu8_tri_mean	hu8_tri_std
HU8_17	0	100	70.1242	33.0930	65	0.0001	0.0116	0.0000	0.0000	17633.9700	3.1575	6631.6500	1.1874	1726.6500	0.3092	5223.8700	0.9354	762.0300	0.1364	171.5400	0.0307	3226.6800	0.5778	199882.3500	35.7902	126393.6600	22.6316	127732.0500	22.8712	672.0300	0.1203	27.0900	0.0049	0.0000	0.0000	13205.0700	2.3645	34846.6500	6.2395	0.2700	0.0004	1847.3400	0.3308	12291.0300	2.2008	6209.4600	1.1118	0.0000	0.0000	17637.4800	3.1581	17617.0500	3.1544	10055.8800	1.8006	3767.2200	0.6745	1208.2500	0.2163	1768.6800	0.3167	156689.1900	28.0562	116697.6000	20.8954	158178.8700	28.3229	16101.3600	2.8831	3737.2500	0.6692	21092.7600	3.7768	5388.8400	0.9649	24139.8000	4.3224	4403.1600	0.7884	0.0000	0.0000	17589.2400	3.1495	17930.1600	3.2105	10250.9100	1.8355	3902.3100	0.6987	1249.3800	0.2237	1856.4300	0.3324	154505.4300	27.6652	116060.8500	20.7814	157978.8900	28.2871	17715.1500	3.1720	5016.6000	0.8983	20989.4400	3.7583	5376.1500	0.9626	23684.7600	4.2409	4377.6900	0.7839	0.0000	0.0000	17983.9800	3.2201	17878.7700	3.2013	10210.5000	1.8283	4099.7700	0.7341	1391.6700	0.2492	1942.7400	0.3479	152143.8300	27.2423	108579.5100	19.4419	153487.5300	27.4829	22846.1400	4.0907	4745.7000	0.8497	20177.1900	3.6129	5235.3000	0.9374	32802.3000	5.8735	4958.4600	0.8878	9006705.4545	16.1270	0.0000	72.7100	7.8179	6.8292	0.0000	25.5366	1.0881	0.9899
HU8_170	0	100	42.5162	43.8084	54	0.0002	0.0056	0.0000	0.0000	31305.6000	3.2441	2587.0500	0.2681	757.9800	0.0785	2625.9300	0.2721	0.0000	0.0000	176.1300	0.0183	26.3700	0.0027	271872.9900	28.1732	35789.0400	3.7087	51341.5800	5.3203	0.0000	0.0000	0.0000	0.0000	15741.7200	1.6313	166304.9700	17.2336	246206.3400	25.5135	0.0000	0.0000	1125.3600	0.1166	120129.5700	12.4486	19014.7500	1.9704	0.0000	0.0000	28665.5400	2.9705	36614.7900	3.7943	11235.1500	1.1643	1612.0800	0.1671	740.7900	0.0768	371.2500	0.0385	276702.2100	28.6736	17710.3800	1.8353	27908.4600	2.8921	3431.7900	0.3556	3451.8600	0.3577	85826.4300	8.8939	262874.7000	27.2407	175860.0000	18.2237	31999.9500	3.3160	0.0000	0.0000	28641.9600	2.9681	37289.7000	3.8642	11676.6900	1.2100	1893.5100	0.1962	770.1300	0.0798	503.3700	0.0522	275305.1400	28.5289	17694.1800	1.8336	27547.3800	2.8546	3446.9100	0.3572	5236.7400	0.5427	85501.0800	8.8602	262068.8400	27.1572	175347.9900	18.1707	32081.7600	3.3245	0.0000	0.0000	28789.1100	2.9833	38174.9400	3.9559	11413.7100	1.1828	2421.4500	0.2509	707.8500	0.0734	715.3200	0.0741	271918.8900	28.1780	17704.2600	1.8346	27246.6900	2.8235	5804.4600	0.6015	6800.9400	0.7048	84810.6900	8.7886	260285.0400	26.9724	174229.6500	18.0548	33982.3800	3.5215	15496551.3703	16.0585	0.0000	42.9921	2.0123	2.6150	0.0000	7.4366	0.2773	0.3608
HU8_171	0	100	3.3480	15.8400	2	0.2236	0.0013	0.0000	0.0000	53681.9400	36.2164	3052.2600	2.0592	882.5400	0.5954	1306.8000	0.8816	1.4400	0.0010	104.5800	0.0706	1.0800	0.0007	5828.5800	3.9322	605.9700	0.4088	791.6400	0.5341	0.0000	0.0000	0.0000	0.0000	1671.1200	1.1274	24955.0200	16.8358	51190.0200	34.5352	26.0100	0.0175	1691.7300	1.1413	1115.1900	0.7524	1319.7600	0.8904	0.0000	0.0000	53951.4900	36.3982	3856.6800	2.6019	7259.5800	4.8977	2102.5800	1.4185	889.4700	0.6001	137.7000	0.0929	3845.8800	2.5946	26.2800	0.0177	81.7200	0.0551	532.8000	0.3595	592.2000	0.3995	18006.1200	12.1478	44969.5800	30.3386	4449.8700	3.0021	7523.7300	5.0759	0.0000	0.0000	53958.6000	36.4030	4641.1200	3.1311	7672.0500	5.1759	2391.6600	1.6135	942.8400	0.6361	250.2000	0.1688	3779.7300	2.5500	24.8400	0.0168	81.1800	0.0548	504.2700	0.3402	575.5500	0.3883	17716.3200	11.9523	43792.9200	29.5448	4400.1000	2.9685	7494.3000	5.0560	0.0000	0.0000	53925.7500	36.3808	5015.2500	3.3835	7100.1900	4.7901	2836.3500	1.9135	819.3600	0.5528	254.0700	0.1714	3729.1500	2.5159	21.8700	0.0148	73.8900	0.0498	417.8700	0.2819	603.3600	0.4071	17660.5200	11.9146	43838.7300	29.5757	4374.0000	2.9509	7555.3200	5.0972	2832435.1982	19.1085	0.0000	53.0231	0.8371	1.5377	0.0000	10.7918	0.1143	0.2122
HU8_172	0	100	8.1370	24.2568	20	0.0001	0.0119	0.0000	0.0000	2599.1100	1.5483	12304.6200	7.3301	3869.5500	2.3052	7644.2400	4.5538	0.0000	0.0000	84.0600	0.0501	23.7600	0.0142	11244.1500	6.6983	727.2900	0.4333	1692.9900	1.0085	0.0000	0.0000	0.0000	0.0000	2216.2500	1.3203	41303.2500	24.6050	75900.0600	45.2149	0.0000	0.0000	4147.1100	2.4705	3496.7700	2.0831	612.0900	0.3646	0.0000	0.0000	2631.2400	1.5675	9273.4200	5.5243	22352.7600	13.3159	8442.9900	5.0296	4738.5000	2.8228	263.8800	0.1572	12568.5000	7.4873	104.6700	0.0624	688.6800	0.4103	531.9900	0.3169	1070.4600	0.6377	33870.6900	20.1773	63913.3200	38.0742	5887.8000	3.5075	1526.4000	0.9093	0.0000	0.0000	2610.6300	1.5552	11555.0100	6.8835	24010.2000	14.3033	9654.5700	5.7514	4990.5900	2.9730	352.7100	0.2101	12286.9800	7.3195	101.9700	0.0607	683.9100	0.4074	503.7300	0.3001	977.1300	0.5821	32767.6500	19.5202	60064.2900	35.7812	5815.1700	3.4642	1490.7600	0.8881	0.0000	0.0000	2646.7200	1.5767	12974.0400	7.7288	23422.3200	13.9530	10994.2200	6.5494	4380.0300	2.6093	718.0200	0.4277	11993.8500	7.1449	98.8200	0.0589	668.7000	0.3984	473.4900	0.2821	1070.9100	0.6380	32264.1900	19.2203	58906.6200	35.0916	5716.6200	3.4055	1536.7500	0.9155	7301064.0112	43.4945	0.0000	63.5902	1.4562	2.2311	0.0000	19.0745	0.2144	0.3242
HU8_173	0	100	15.9217	31.8455	23	0.0001	0.0101	0.0000	0.0000	2860.2900	1.2564	14245.8300	6.2577	19594.7100	8.6073	8378.9100	3.6806	189.2700	0.0831	253.6200	0.1114	42.4800	0.0187	33380.6400	14.6631	2378.7000	1.0449	294.1200	0.1292	0.0000	0.0000	0.0000	0.0000	2174.4000	0.9551	54396.5400	23.8947	72819.5400	31.9873	270.3600	0.1188	5919.2100	2.6001	9281.3400	4.0770	1171.4400	0.5146	0.0000	0.0000	2262.2400	0.9937	15486.8400	6.8029	28195.7400	12.3855	15157.2600	6.6581	6344.3700	2.7869	319.7700	0.1405	25917.3000	11.3846	1118.9700	0.4915	684.5400	0.3007	1837.5300	0.8072	2034.5400	0.8937	35979.7500	15.8048	64482.5700	28.3251	22675.8600	9.9608	5154.1200	2.2640	0.0000	0.0000	2303.0100	1.0116	16543.3500	7.2670	28796.6700	12.6495	15548.1300	6.8298	6515.7300	2.8622	379.5300	0.1667	25611.3000	11.2502	1129.6800	0.4962	673.4700	0.2958	1752.9300	0.7700	1946.0700	0.8548	35599.3200	15.6376	63093.3300	27.7149	22610.7000	9.9322	5148.1800	2.2614	0.0000	0.0000	2289.7800	1.0058	18443.8800	8.1018	27530.5500	12.0933	16639.7400	7.3093	6460.0200	2.8377	451.8900	0.1985	25674.2100	11.2779	1128.7800	0.4958	655.6500	0.2880	1614.6000	0.7092	1928.7000	0.8472	35320.2300	15.5151	61891.3800	27.1869	22444.8300	9.8593	5177.1600	2.2742	10485042.0240	46.0575	0.0000	65.4711	2.3820	2.8364	0.0000	21.9988	0.3387	0.4071
HU8_174	0	100	42.7147	42.7320	31	0.0006	0.0044	0.0000	0.0000	12822.3000	1.8205	3757.2300	0.5335	1619.9100	0.2300	4429.2600	0.6289	0.0000	0.0000	399.0600	0.0567	81.9900	0.0116	237225.4200	33.6812	22071.6000	3.1337	50352.4800	7.1490	0.0000	0.0000	0.0000	0.0000	2337.7500	0.3319	154800.1800	21.9785	145147.3200	20.6080	0.0000	0.0000	1616.6700	0.2295	59472.0000	8.4438	8191.9800	1.1631	0.0000	0.0000	12314.2500	1.7484	29400.0300	4.1742	8725.1400	1.2388	2019.6000	0.2867	992.5200	0.1409	80.1000	0.0114	269728.8300	38.2961	10511.0100	1.4924	25149.3300	3.5707	3271.5000	0.4645	3442.1400	0.4887	17652.9600	2.5064	236725.6500	33.6103	71648.6400	10.1727	12663.4500	1.7980	0.0000	0.0000	12305.1600	1.7471	29685.8700	4.2148	9118.7100	1.2947	2224.1700	0.3158	1056.9600	0.1501	135.3600	0.0192	268928.8200	38.1825	10430.3700	1.4809	24951.0600	3.5425	3588.8400	0.5095	3844.8900	0.5459	17582.4900	2.4964	236269.6200	33.5455	71536.6800	10.1568	12666.1500	1.7983	0.0000	0.0000	12331.8900	1.7509	30334.4100	4.3069	9089.7300	1.2906	2628.0000	0.3731	1233.9000	0.1752	134.7300	0.0191	267543.7200	37.9858	10525.7700	1.4944	24807.6000	3.5222	4297.0500	0.6101	4543.4700	0.6451	17545.9500	2.4912	235155.5100	33.3873	71157.0600	10.1029	12996.3600	1.8452	10397729.3656	14.7627	0.0000	56.7054	1.8150	2.1143	0.0000	12.4626	0.2484	0.2923
HU8_175	0	100	32.4350	39.5764	93	0.0001	0.0111	0.0000	0.0000	29639.7900	3.5219	4293.5400	0.5102	1857.5100	0.2207	5827.0500	0.6924	411.5700	0.0489	457.2900	0.0543	7171.3800	0.8521	286382.7900	34.0287	36303.5700	4.3137	46486.8900	5.5237	0.0000	0.0000	0.0000	0.0000	4973.7600	0.5910	137532.4200	16.3419	214479.7200	25.4850	0.0900	0.7150	1871.3700	0.2224	41461.6500	4.9266	22442.4900	2.6667	0.0000	0.0000	31005.1800	3.6841	41241.4200	4.9004	15046.2900	1.7878	2971.2600	0.3531	1242.5400	0.1476	321.2100	0.0382	220605.6600	26.2129	41522.7600	4.9338	26682.3900	3.1705	11957.1300	1.4208	37055.9700	4.4031	43665.6600	5.1885	259290.3600	30.8095	66976.0200	7.9582	42009.0300	4.9916	0.0000	0.0000	30415.3200	3.6140	41582.2500	4.9409	15370.2000	1.8263	3201.3000	0.3804	1299.9600	0.1545	464.4900	0.0552	219069.0900	26.0303	40833.8100	4.8520	26082.9900	3.0992	13146.0300	1.5620	38825.3700	4.6133	43606.6200	5.1814	259298.2800	30.8104	66953.2500	7.9555	41443.9200	4.9245	0.0000	0.0000	30541.0500	3.6290	40857.2100	4.8547	16365.1500	1.9445	5441.6700	0.6466	1573.0200	0.1869	542.9700	0.0645	217095.3000	25.7958	40291.7400	4.7876	25397.3700	3.0178	14479.2900	1.7205	40014.7200	4.7546	43486.2900	5.1671	257249.4300	30.5670	66501.8100	7.9019	41755.8600	4.9615	16017326.7292	19.0321	0.0000	59.0150	1.4538	3.0325	0.0000	21.2212	0.2016	0.4280
HU8_176	0	100	31.4165	39.8436	47	0.0000	0.0077	0.0000	0.0000	7837.7400	1.2814	1717.4700	0.2808	707.4900	0.1157	2880.5400	0.4710	59.8500	0.0098	227.4300	0.0372	0.0000	0.0000	242207.4600	39.5996	4007.6100	0.6552	1616.5800	0.2643	0.0000	0.0000	1.8900	0.0003	2703.5100	0.4420	221510.3400	36.2158	103110.0300	16.8579	70.2000	0.0115	1544.2200	0.2525	13948.8300	2.2806	7489.7100	1.2245	0.0000	0.0000	11121.6600	1.8183	23379.4800	3.8224	7958.8800	1.3012	834.0300	0.1364	209.8800	0.0343	156.9600	0.0257	238051.2600	38.9201	4779.4500	0.7814	935.0100	0.1529	4870.5300	0.7963	4732.3800	0.7737	96427.7100	15.7654	191228.4000	31.2648	17229.3300	2.8169	9725.9400	1.5901	0.0000	0.0000	10794.2400	1.7648	23430.2400	3.8307	8052.4800	1.3165	866.3400	0.1416	216.6300	0.0354	156.9600	0.0257	238054.9500	38.9207	4713.3900	0.7706	926.5500	0.1515	4839.0300	0.7912	4717.8000	0.7713	96317.0100	15.7473	190624.8600	31.1661	17411.3100	2.8467	10519.1100	1.7198	0.0000	0.0000	10837.1700	1.7718	24474.4200	4.0014	8045.3700	1.3154	1140.0300	0.1864	332.6400	0.0544	187.6500	0.0307	237964.7700	38.9060	4981.4100	0.8144	920.9700	0.1506	4848.4800	0.7927	4594.8600	0.7512	96022.9800	15.6992	189341.1000	30.9563	17403.3900	2.8454	10545.6600	1.7242	9446892.9758	15.4452	0.0000	65.5954	8.0952	7.1415	0.0000	17.9553	1.1313	1.0200
HU8_177	0	100	5.7059	20.4876	33	0.0001	0.0067	0.0000	0.0000	11566.2600	2.3591	4726.8000	0.9641	2725.4700	0.5559	1433.1600	0.2923	23.7600	0.0048	57.9600	0.0118	0.0000	0.0000	34197.0300	6.9750	1774.1700	0.3619	687.6900	0.1403	0.0000	0.0000	0.0000	0.0000	2582.3700	0.5267	144512.8200	29.4758	250341.1200	51.0612	323.5500	0.0660	1790.3700	0.3652	16938.1800	3.4548	16596.1800	3.3851	0.0000	0.0000	14801.5800	3.0190	15958.9800	3.2551	18272.7900	3.7270	3260.4300	0.6650	842.7600	0.1719	477.4500	0.0974	25248.0600	5.1498	412.8300	0.0842	973.4400	0.1985	681.5700	0.1390	1216.6200	0.2481	83707.1100	17.0734	258199.8300	52.6641	22375.4400	4.5638	43848.0000	8.9435	0.0000	0.0000	14865.5700	3.0321	17279.3700	3.5244	18816.7500	3.8380	3625.4700	0.7395	971.8200	0.1982	744.6600	0.1519	25043.7600	5.1081	415.1700	0.0847	973.1700	0.1985	694.8000	0.1417	1199.6100	0.2447	83063.3400	16.9421	256335.3900	52.2838	22349.1600	4.5585	43898.8500	8.9539	0.0000	0.0000	14444.0100	2.9461	18656.6400	3.8053	18619.8300	3.7978	4683.6900	0.9553	1231.6500	0.2512	1542.0600	0.3145	24983.8200	5.0959	412.9200	0.0842	956.8800	0.1952	621.3600	0.1267	1193.9400	0.2435	82565.9100	16.8407	254304.4500	51.8696	22232.0700	4.5346	43827.6600	8.9394	9712066.4328	19.8093	0.0000	43.6822	1.9301	2.2979	0.0000	7.5232	0.2638	0.3148
HU8_178	0	97	12.2938	25.5446	6	0.0018	0.0035	0.0000	0.0000	2545.6500	1.4991	17836.6500	10.5038	58810.9500	34.6331	26103.4200	15.3720	19.2600	0.0113	535.4100	0.3153	0.0000	0.0000	17977.6800	10.5868	3172.5900	1.8683	24.0300	0.0142	554.8500	0.3267	0.0000	0.0000	2518.2000	1.4829	6535.0800	3.8484	14031.8100	8.2632	63.3600	0.0373	14983.0200	8.8233	3142.4400	1.8505	957.2400	0.5637	0.0000	0.0000	1505.7000	0.8867	16696.4400	9.8323	59840.7300	35.2395	41441.3100	24.4043	19889.4600	11.7127	240.4800	0.1416	7419.9600	4.3695	109.5300	0.0645	1018.9800	0.6001	783.0000	0.4611	3393.4500	1.9984	1615.4100	0.9513	9295.5600	5.4740	6267.8700	3.6911	293.7600	0.1730	0.0000	0.0000	1501.9200	0.8845	17863.7400	10.5197	60437.6100	35.5910	42041.7000	24.7578	20126.2500	11.8521	299.1600	0.1762	7031.3400	4.1407	102.2400	0.0602	876.7800	0.5163	733.7700	0.4321	2969.0100	1.7484	1413.1800	0.8322	8130.9600	4.7882	5938.0200	3.4968	345.9600	0.2037	0.0000	0.0000	1547.4600	0.9113	16003.4400	9.4242	59789.0700	35.2091	43907.4900	25.8566	21232.8900	12.5038	418.7700	0.2466	6974.8200	4.1074	109.8900	0.0647	806.4900	0.4749	500.0400	0.2945	2716.5600	1.5997	1826.3700	1.0755	7855.7400	4.6262	5817.3300	3.4258	305.2800	0.1798	22713666.9089	133.7616	0.0000	45.5210	0.8918	1.5057	0.0000	8.0280	0.1299	0.2171
HU8_179	0	100	11.8474	26.0916	2	0.0467	0.0018	0.0000	0.0000	787.5000	0.7268	13154.2200	12.1400	16363.1700	15.1015	6015.6900	5.5518	320.5800	0.2959	325.4400	0.3003	0.0000	0.0000	12916.6200	11.9207	278.1900	0.2567	1.1700	0.0011	165.4200	0.1527	0.0000	0.0000	2612.6100	2.4112	11047.2300	10.1954	37119.1500	34.2571	47.0700	0.0434	5716.0800	5.2753	1286.1000	1.1869	198.4500	0.1831	0.0000	0.0000	505.6200	0.4666	10044.0900	9.2696	22747.5000	20.9936	14212.2600	13.1164	6190.6500	5.7133	212.4900	0.1961	9019.8000	8.3243	26.1900	0.0242	538.1100	0.4966	684.6300	0.6318	2975.1300	2.7457	6107.9400	5.6370	29984.0400	27.6721	3717.4500	3.4308	1388.7900	1.2817	0.0000	0.0000	482.6700	0.4455	11259.1800	10.3910	23579.7300	21.7616	14915.0700	13.7650	6495.1200	5.9943	349.1100	0.3222	8485.2900	7.8310	26.1900	0.0242	513.4500	0.4739	649.4400	0.5994	2535.4800	2.3400	5720.0400	5.2790	28358.8200	26.1722	3584.7000	3.3083	1400.4000	1.2924	0.0000	0.0000	453.4200	0.4185	12029.6700	11.1021	22819.4100	21.0599	16035.3900	14.7990	6598.8000	6.0900	577.8900	0.5333	8356.6800	7.7123	28.2600	0.0261	490.8600	0.4530	506.5200	0.4675	2381.2200	2.1976	5531.4000	5.1049	27621.3600	25.4916	3497.6700	3.2280	1426.1400	1.3162	7537475.8046	69.5626	0.0000	73.3428	1.6739	2.3166	0.0000	27.0566	0.2511	0.3534
HU8_18	0	100	66.8881	31.8593	9	0.0010	0.0040	0.0000	0.0000	10655.1000	4.6929	4.2300	0.0019	0.0000	0.0000	43.8300	0.0193	61.5600	0.0271	6.8400	0.0030	13468.8600	5.9322	74439.3600	32.7861	60377.3100	26.5926	62598.8700	27.5711	1322.4600	0.5825	0.2700	0.0001	0.0000	0.0000	0.8100	0.0004	42.8400	0.0189	0.0000	0.0000	34.6500	0.0153	3659.8500	1.6119	328.5000	0.1447	3.5100	0.0015	9021.1500	3.9733	1344.6000	0.5922	293.6700	0.1293	139.8600	0.0616	17.1000	0.0075	2693.4300	1.1863	42921.0000	18.9041	66912.0300	29.4708	47783.1600	21.0456	36538.0200	16.0928	4348.7100	1.9153	5.4000	0.0024	15.0300	0.0066	13332.1500	5.8720	1676.5200	0.7384	3.5100	0.0015	9017.4600	3.9717	1344.6000	0.5922	293.6700	0.1293	139.8600	0.0616	17.1000	0.0075	2854.0800	1.2571	42393.3300	18.6717	65257.5600	28.7421	47831.4900	21.0669	35758.9800	15.7497	7263.1800	3.1990	4.6800	0.0021	15.0300	0.0066	13172.7600	5.8018	1678.0500	0.7391	3.5100	0.0015	9118.4400	4.0161	1386.7200	0.6108	389.1600	0.1714	267.3900	0.1178	23.5800	0.0104	2630.3400	1.1585	41498.8200	18.2778	62935.2000	27.7192	47109.7800	20.7491	41174.2800	18.1348	3026.1600	1.3328	5.4000	0.0024	15.0300	0.0066	15918.8400	7.0113	1542.6900	0.6795	1925076.8867	8.4789	0.0000	65.0762	7.0828	6.3078	0.0000	16.6388	0.9786	0.9067
HU8_180	0	96	12.8569	26.5499	37	0.0000	0.0098	0.0000	0.0000	9297.5400	2.4664	43179.8400	11.4545	57888.5400	15.3564	28792.5300	7.6379	203.3100	0.0539	1510.3800	0.4007	0.0000	0.0000	44567.2800	11.8226	4212.5400	1.1175	135.0000	0.0358	69.3900	0.0184	84.8700	0.0225	7782.3900	2.0645	37886.4000	10.0503	103365.9000	27.4204	362.5200	0.0962	27602.0100	7.3221	7414.5600	1.9669	2612.3400	0.6930	0.0000	0.0000	7783.6500	2.0648	38568.6000	10.2313	112175.1900	29.7573	50332.5000	13.3520	25140.3300	6.6691	242.8200	0.0644	23009.9400	6.1040	273.9600	0.0727	4753.8900	1.2611	1513.2600	0.4014	11718.9900	3.1088	12371.4000	3.2818	71432.9100	18.9494	15927.8400	4.2253	1722.0600	0.4568	0.0000	0.0000	7829.4600	2.0770	44423.4600	11.7844	116596.8900	30.9302	53577.4500	14.2128	26877.7800	7.1300	1486.8900	0.3944	21633.5700	5.7388	273.5100	0.0726	4418.6400	1.1722	1580.4000	0.4192	10218.6000	2.7107	10634.6700	2.8211	60219.9000	15.9748	15372.4500	4.0779	1823.6700	0.4838	0.0000	0.0000	7761.6900	2.0590	42717.5100	11.3319	118372.4100	31.4012	57188.4300	15.1707	28322.6400	7.5133	1842.8400	0.4889	21477.6900	5.6975	328.3200	0.0871	4242.5100	1.1254	1020.1500	0.2706	10005.4800	2.6542	10410.3900	2.7616	56345.0400	14.9469	14981.7600	3.9743	1950.4800	0.5174	30884235.3163	81.9272	0.0000	71.7816	1.4184	1.7914	0.0000	23.8744	0.2014	0.2565
HU8_181	0	100	15.2546	29.8647	54	0.0001	0.0135	0.0000	0.0000	18511.1100	4.6286	24440.5800	6.1112	12424.5000	3.1067	5874.9300	1.4690	170.0100	0.0425	1258.1100	0.3146	0.0000	0.0000	60685.4700	15.1740	2420.9100	0.6053	372.1500	0.0931	0.0000	0.0000	0.0000	0.0000	8789.1300	2.1977	82580.5800	20.6488	158469.8400	39.6244	365.9400	0.0915	8452.6200	2.1135	10253.1600	2.5637	4860.6300	1.2154	0.0000	0.0000	18057.8700	4.5153	34183.4400	8.5474	51257.7000	12.8167	12865.0500	3.2168	4401.9900	1.1007	1172.8800	0.2933	52735.1400	13.1861	527.8500	0.1320	6398.8200	1.6000	3075.7500	0.7691	7245.4500	1.8117	40068.9000	10.0190	141137.8200	35.2907	18113.8500	4.5293	8687.1600	2.1722	0.0000	0.0000	18145.2600	4.5371	39684.2400	9.9228	53830.0800	13.4599	14318.7300	3.5803	5011.5600	1.2531	2121.3900	0.5304	51090.2100	12.7748	540.0900	0.1350	6225.4800	1.5566	3193.0200	0.7984	6865.4700	1.7167	37716.7500	9.4308	134721.5400	33.6863	17688.3300	4.4229	8777.5200	2.1948	0.0000	0.0000	18261.5400	4.5662	42233.2200	10.5602	55014.3000	13.7560	15793.5600	3.9491	4979.1600	1.2450	3236.6700	0.8093	51107.4000	12.7791	528.7500	0.1322	6035.4000	1.5091	2217.2400	0.5544	6646.2300	1.6618	36306.8100	9.0783	131426.2800	32.8623	17311.7700	4.3287	8831.3400	2.2082	17344648.2946	43.3693	0.0000	67.6647	2.0386	2.4768	0.0000	20.6332	0.2837	0.3435
