edu_zoneid	edu_canopy2001_min	edu_canopy2001_max	edu_canopy2001_mean	edu_canopy2001_std	edu_damdensity_pointcount	edu_damdensity_pointsperha	edu_damdensity_pointspersqkm	edu_nlcd1992_ha_0	edu_nlcd1992_pct_0	edu_nlcd1992_ha_11	edu_nlcd1992_pct_11	edu_nlcd1992_ha_21	edu_nlcd1992_pct_21	edu_nlcd1992_ha_22	edu_nlcd1992_pct_22	edu_nlcd1992_ha_23	edu_nlcd1992_pct_23	edu_nlcd1992_ha_31	edu_nlcd1992_pct_31	edu_nlcd1992_ha_32	edu_nlcd1992_pct_32	edu_nlcd1992_ha_33	edu_nlcd1992_pct_33	edu_nlcd1992_ha_41	edu_nlcd1992_pct_41	edu_nlcd1992_ha_42	edu_nlcd1992_pct_42	edu_nlcd1992_ha_43	edu_nlcd1992_pct_43	edu_nlcd1992_ha_51	edu_nlcd1992_pct_51	edu_nlcd1992_ha_61	edu_nlcd1992_pct_61	edu_nlcd1992_ha_71	edu_nlcd1992_pct_71	edu_nlcd1992_ha_81	edu_nlcd1992_pct_81	edu_nlcd1992_ha_82	edu_nlcd1992_pct_82	edu_nlcd1992_ha_83	edu_nlcd1992_pct_83	edu_nlcd1992_ha_85	edu_nlcd1992_pct_85	edu_nlcd1992_ha_91	edu_nlcd1992_pct_91	edu_nlcd1992_ha_92	edu_nlcd1992_pct_92	edu_nlcd2001_ha_0	edu_nlcd2001_pct_0	edu_nlcd2001_ha_11	edu_nlcd2001_pct_11	edu_nlcd2001_ha_21	edu_nlcd2001_pct_21	edu_nlcd2001_ha_22	edu_nlcd2001_pct_22	edu_nlcd2001_ha_23	edu_nlcd2001_pct_23	edu_nlcd2001_ha_24	edu_nlcd2001_pct_24	edu_nlcd2001_ha_31	edu_nlcd2001_pct_31	edu_nlcd2001_ha_41	edu_nlcd2001_pct_41	edu_nlcd2001_ha_42	edu_nlcd2001_pct_42	edu_nlcd2001_ha_43	edu_nlcd2001_pct_43	edu_nlcd2001_ha_52	edu_nlcd2001_pct_52	edu_nlcd2001_ha_71	edu_nlcd2001_pct_71	edu_nlcd2001_ha_81	edu_nlcd2001_pct_81	edu_nlcd2001_ha_82	edu_nlcd2001_pct_82	edu_nlcd2001_ha_90	edu_nlcd2001_pct_90	edu_nlcd2001_ha_95	edu_nlcd2001_pct_95	edu_nlcd2006_ha_0	edu_nlcd2006_pct_0	edu_nlcd2006_ha_11	edu_nlcd2006_pct_11	edu_nlcd2006_ha_21	edu_nlcd2006_pct_21	edu_nlcd2006_ha_22	edu_nlcd2006_pct_22	edu_nlcd2006_ha_23	edu_nlcd2006_pct_23	edu_nlcd2006_ha_24	edu_nlcd2006_pct_24	edu_nlcd2006_ha_31	edu_nlcd2006_pct_31	edu_nlcd2006_ha_41	edu_nlcd2006_pct_41	edu_nlcd2006_ha_42	edu_nlcd2006_pct_42	edu_nlcd2006_ha_43	edu_nlcd2006_pct_43	edu_nlcd2006_ha_52	edu_nlcd2006_pct_52	edu_nlcd2006_ha_71	edu_nlcd2006_pct_71	edu_nlcd2006_ha_81	edu_nlcd2006_pct_81	edu_nlcd2006_ha_82	edu_nlcd2006_pct_82	edu_nlcd2006_ha_90	edu_nlcd2006_pct_90	edu_nlcd2006_ha_95	edu_nlcd2006_pct_95	edu_nlcd2011_ha_0	edu_nlcd2011_pct_0	edu_nlcd2011_ha_11	edu_nlcd2011_pct_11	edu_nlcd2011_ha_21	edu_nlcd2011_pct_21	edu_nlcd2011_ha_22	edu_nlcd2011_pct_22	edu_nlcd2011_ha_23	edu_nlcd2011_pct_23	edu_nlcd2011_ha_24	edu_nlcd2011_pct_24	edu_nlcd2011_ha_31	edu_nlcd2011_pct_31	edu_nlcd2011_ha_41	edu_nlcd2011_pct_41	edu_nlcd2011_ha_42	edu_nlcd2011_pct_42	edu_nlcd2011_ha_43	edu_nlcd2011_pct_43	edu_nlcd2011_ha_52	edu_nlcd2011_pct_52	edu_nlcd2011_ha_71	edu_nlcd2011_pct_71	edu_nlcd2011_ha_81	edu_nlcd2011_pct_81	edu_nlcd2011_ha_82	edu_nlcd2011_pct_82	edu_nlcd2011_ha_90	edu_nlcd2011_pct_90	edu_nlcd2011_ha_95	edu_nlcd2011_pct_95	edu_roaddensity_sum_lengthm	edu_roaddensity_density_mperha	edu_slope_min	edu_slope_max	edu_slope_mean	edu_slope_std	edu_tri_min	edu_tri_max	edu_tri_mean	edu_tri_std
EDU_47	0	100	54.6028	43.1705	120	0.0000	0.0095	0.0000	0.0000	45472.8600	3.6015	12280.5900	0.9726	4509.2700	0.3571	6363.4500	0.5040	112.7700	0.0089	1168.2900	0.0925	1818.0900	0.1440	586260.1800	46.4327	44133.7500	3.4955	148504.1400	11.7617	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	253943.7300	20.1127	55914.1200	4.4285	0.0000	0.0000	3623.4000	0.2870	95042.7000	7.5275	3455.9100	0.2737	0.0000	0.0000	52223.1300	4.1361	28393.3800	2.2488	15258.2400	1.2085	4014.4500	0.3180	1409.0400	0.1116	1919.4300	0.1520	441030.5100	34.9303	113931.3600	9.0235	36029.5200	2.8536	111255.9300	8.8116	17678.1600	1.4001	170051.6700	13.4683	82542.0600	6.5375	174719.0700	13.8380	12147.3000	0.9621	0.0000	0.0000	52009.8300	4.1193	28688.9400	2.2722	15632.8200	1.2381	4142.7900	0.3281	1497.2400	0.1186	1958.1300	0.1551	441579.2400	34.9737	113677.3800	9.0034	35876.1600	2.8414	109821.0600	8.6980	17430.9300	1.3806	169880.9400	13.4548	82587.8700	6.5411	175159.3500	13.8729	12660.5700	1.0027	0.0000	0.0000	51790.4100	4.1019	29021.0400	2.2985	15655.7700	1.2400	5294.0700	0.4193	1792.8000	0.1420	2147.3100	0.1701	470585.7000	37.2711	134725.4100	10.6704	48375.1800	3.8314	108156.8700	8.5662	17064.7200	1.3516	171543.3300	13.5865	83228.4900	6.5918	110538.3600	8.7548	12683.7900	1.0046	19665884.6268	15.5756	0.0000	66.1246	3.4495	4.2486	0.0000	17.4173	0.4759	0.5980
EDU_48	0	100	49.6860	36.2588	173	0.0005	0.0045	0.0000	0.0000	151528.7700	3.9499	16541.1900	0.4312	6929.7300	0.1806	16660.1700	0.4343	4435.4700	0.1156	4309.6500	0.1123	17989.1100	0.4689	1409458.0500	36.7403	410160.5100	10.6916	295929.4500	7.7140	2361.6000	0.0616	116.1900	0.0030	244581.8400	6.3755	195863.7600	5.1056	396138.5100	10.3261	2132.1000	0.0556	8704.8900	0.2269	599451.9300	15.6259	52977.8700	1.3810	0.0000	0.0000	146066.0400	3.8075	186884.6400	4.8715	86826.5100	2.2633	14067.4500	0.3667	4835.0700	0.1260	15764.8500	0.4109	1264139.8200	32.9523	414193.8600	10.7968	157664.5200	4.1098	107219.0700	2.7949	316841.4000	8.2591	134558.9100	3.5075	330439.5000	8.6136	584399.7000	15.2335	72369.4500	1.8865	0.0000	0.0000	146307.0600	3.8138	187490.1600	4.8873	87288.0300	2.2753	14250.9600	0.3715	4966.5600	0.1295	15950.5200	0.4158	1261109.0700	32.8733	403161.7500	10.5092	156069.4500	4.0683	112271.5800	2.9266	324719.1900	8.4644	134707.2300	3.5114	331875.4500	8.6510	583776.6300	15.2173	72327.1500	1.8854	0.0000	0.0000	146241.2700	3.8121	188661.6000	4.9178	84321.2700	2.1980	16948.8000	0.4418	5659.1100	0.1475	16481.9700	0.4296	1246683.1500	32.4973	382639.1400	9.9742	150153.3000	3.9140	166552.9200	4.3415	309431.3400	8.0659	135374.1300	3.5288	330684.7500	8.6200	583239.9600	15.2033	73198.0800	1.9081	86543674.8079	22.5593	0.0000	79.9864	2.4507	3.3195	0.0000	48.5065	0.3403	0.4650
EDU_49	0	100	68.9905	40.1643	88	0.0001	0.0061	334.0800	0.0231	54022.1400	3.7396	2477.7000	0.1715	2875.6800	0.1991	3646.5300	0.2524	0.0000	0.0000	1424.6100	0.0986	4885.8300	0.3382	757167.5700	52.4139	87424.2000	6.0518	206941.5900	14.3253	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	183923.0100	12.7318	33405.3900	2.3124	0.0000	0.0000	1154.2500	0.0799	99429.3900	6.8829	5480.7300	0.3794	24.5700	0.0017	62119.7100	4.3002	25318.1700	1.7526	7588.3500	0.5253	1970.2800	0.1364	523.7100	0.0363	1493.5500	0.1034	676531.5300	46.8320	186117.0300	12.8837	42327.3600	2.9301	36230.8500	2.5080	26873.1900	1.8603	128135.5200	8.8700	35369.1000	2.4484	197169.2100	13.6488	16800.5700	1.1630	24.5700	0.0017	60930.6300	4.2178	25498.3500	1.7651	7720.2900	0.5344	2015.5500	0.1395	548.2800	0.0380	1835.4600	0.1271	675165.6900	46.7374	185740.8300	12.8577	42096.8700	2.9141	37934.0100	2.6259	27106.2000	1.8764	128278.6200	8.8799	35419.7700	2.4519	197410.8600	13.6655	16866.7200	1.1676	24.5700	0.0017	61113.9600	4.2305	24518.4300	1.6973	8024.6700	0.5555	3310.2900	0.2292	910.2600	0.0630	1476.4500	0.1022	684879.0300	47.4098	196410.1500	13.5962	48015.0900	3.3238	39642.9300	2.7442	25905.2400	1.7933	127457.7300	8.8231	36097.7400	2.4988	169021.1700	11.7003	17784.9900	1.2311	17752622.4839	12.2890	0.0000	68.2057	4.2143	4.9619	0.0000	20.0572	0.5841	0.7000
EDU_5	0	100	14.5047	30.2401	304	0.0002	0.0219	0.0000	0.0000	20414.3400	1.4718	25079.6700	1.8082	26469.9900	1.9084	19328.0400	1.3935	189.9000	0.0137	995.5800	0.0718	172.5300	0.0124	205778.8800	14.8362	3119.2200	0.2249	13341.0600	0.9619	2492.1900	0.1797	0.0000	0.0000	73936.6200	5.3307	499372.7400	36.0036	402067.8000	28.9881	48785.4900	3.5173	12385.7100	0.8930	23139.3600	1.6683	9939.9600	0.7166	0.0000	0.0000	18471.2400	1.3317	88147.8900	6.3553	64522.9800	4.6520	17320.8600	1.2488	7675.3800	0.5534	1120.0500	0.0808	219139.6500	15.7994	2528.1900	0.1823	2698.6500	0.1946	6286.5900	0.4532	19953.9000	1.4386	411831.0900	29.6920	501765.3900	36.1761	22946.2200	1.6544	2601.0000	0.1875	0.0000	0.0000	18468.1800	1.3315	89625.1500	6.4618	66964.1400	4.8280	19200.4200	1.3843	8149.8600	0.5876	1139.4000	0.0821	217780.4700	15.7014	2515.5000	0.1814	2673.2700	0.1927	6155.1900	0.4438	19680.8400	1.4189	409213.1700	29.5033	499419.3600	36.0069	22909.4100	1.6517	3114.7200	0.2246	0.0000	0.0000	18873.5400	1.3607	89970.5700	6.4867	66952.5300	4.8271	22132.9800	1.5957	9243.4500	0.6664	1262.0700	0.0910	216863.9100	15.6354	2484.9900	0.1792	2659.2300	0.1917	6092.4600	0.4393	19615.1400	1.4142	405808.6500	29.2578	498983.6700	35.9755	22822.5600	1.6455	3243.3300	0.2338	41266253.2270	29.7520	0.0000	72.0464	3.3593	3.0789	0.0000	26.7324	0.4740	0.4313
EDU_50	0	100	33.1588	39.5906	111	0.0001	0.0127	0.0000	0.0000	30962.3400	3.5444	26486.9100	3.0321	15839.1000	1.8132	25695.6300	2.9415	779.4000	0.0892	1539.9900	0.1763	9.3600	0.0011	247147.8300	28.2919	9417.3300	1.0780	44649.9900	5.1113	0.1800	0.0269	0.0000	0.0000	12422.7000	1.4221	216003.6000	24.7267	171288.7200	19.6081	11347.6500	1.2990	29616.3900	3.3903	25550.2800	2.9248	4805.1900	0.5501	0.0000	0.0000	31383.4500	3.5926	50130.9900	5.7387	61798.9500	7.0744	19933.0200	2.2818	8945.7300	1.0241	3054.1500	0.3496	303810.3000	34.7783	10300.1400	1.1791	15197.2200	1.7397	164.0700	0.0188	8896.8600	1.0185	147244.1400	16.8556	190953.5400	21.8592	18162.7200	2.0792	3587.3100	0.4107	0.0000	0.0000	31372.1100	3.5913	51625.0800	5.9097	62780.7600	7.1867	20539.5300	2.3512	9161.6400	1.0488	3303.4500	0.3782	301873.0500	34.5565	10252.7100	1.1737	15134.4000	1.7325	268.0200	0.0307	9150.7500	1.0475	146864.5200	16.8121	189793.8000	21.7264	17966.1600	2.0567	3476.6100	0.3980	0.0000	0.0000	32437.0800	3.7132	49500.1800	5.6665	63816.0300	7.3053	23428.3500	2.6819	10553.1300	1.2081	3276.3600	0.3751	299904.0300	34.3311	10221.2100	1.1701	15038.1000	1.7215	258.2100	0.0296	9042.1200	1.0351	145867.0500	16.6980	188770.7700	21.6093	17919.9900	2.0514	3529.9800	0.4041	27171280.5210	31.1039	0.0000	80.9947	5.1234	5.4765	0.0000	59.0500	0.7205	0.7755
EDU_51	0	100	40.6428	40.3501	72	0.0006	0.0044	0.0000	0.0000	48119.1300	2.9442	8327.4300	0.5095	1884.3300	0.1153	3722.4900	0.2278	324.2700	0.0198	372.1500	0.0228	9372.9600	0.5735	708310.7100	43.3387	42486.7500	2.5996	61703.7300	3.7754	2865.2400	0.1753	0.0000	0.0000	19600.5600	1.1993	667828.9800	40.8618	40059.0900	2.4511	2592.2700	0.1586	2526.7500	0.1546	12609.4500	0.7715	1652.5800	0.1011	0.0000	0.0000	42007.9500	2.5703	70424.3700	4.3090	16650.8100	1.0188	3580.2000	0.2191	1233.9900	0.0755	1944.2700	0.1190	776441.0700	47.5074	32588.2800	1.9939	19675.3500	1.2039	15188.7600	0.9293	18912.0600	1.1572	588413.6100	36.0027	36177.8400	2.2136	10808.2800	0.6613	312.0300	0.0191	0.0000	0.0000	41289.3000	2.5263	70557.6600	4.3171	16791.3900	1.0274	3702.9600	0.2266	1275.2100	0.0780	3464.7300	0.2120	773198.8200	47.3090	32455.2600	1.9858	19518.2100	1.1942	14564.7000	0.8912	21780.9900	1.3327	587658.4200	35.9565	36452.7000	2.2304	11036.6100	0.6753	611.9100	0.0374	0.0000	0.0000	41561.2800	2.5430	69309.9900	4.2408	18289.5300	1.1191	5675.4000	0.3473	1738.5300	0.1064	3254.4900	0.1991	770511.2400	47.1446	32244.4800	1.9729	19394.3700	1.1867	14630.1300	0.8952	22082.2200	1.3511	587632.9500	35.9549	36362.6100	2.2249	11024.5500	0.6745	647.1000	0.0396	39481020.6386	24.1569	0.0000	67.9580	5.1463	4.3878	0.0000	19.2284	0.7070	0.6099
EDU_52	0	100	16.8148	31.7383	211	0.0001	0.0124	0.0000	0.0000	41715.2700	2.4593	6140.3400	0.3620	3129.3900	0.1845	5389.2900	0.3177	224.5500	0.0132	1296.9000	0.0765	1025.0100	0.0604	283006.3500	16.6848	7851.6900	0.4629	24787.4400	1.4614	5022.6300	0.2961	0.0000	0.0000	88871.6700	5.2395	726940.8000	42.8572	399447.6300	23.5497	13115.7900	0.7732	2178.3600	0.1284	61633.7100	3.6337	24414.3000	1.4394	0.0000	0.0000	38891.5200	2.2929	74192.1300	4.3740	22162.1400	1.3066	3063.4200	0.1806	803.8800	0.0474	1686.4200	0.0994	291580.2000	17.1903	6146.1000	0.3623	5190.5700	0.3060	5162.8500	0.3044	43004.4300	2.5354	748098.9900	44.1046	390021.0300	22.9939	56946.3300	3.3573	9241.1100	0.5448	0.0000	0.0000	39205.1700	2.3114	74459.4300	4.3898	22707.1800	1.3387	3350.7900	0.1975	852.5700	0.0503	1837.9800	0.1084	290906.5500	17.1506	6127.4700	0.3612	5182.6500	0.3055	5119.2900	0.3018	43206.6600	2.5473	747445.3200	44.0661	389476.0800	22.9618	56922.6600	3.3559	9391.3200	0.5537	0.0000	0.0000	39271.4100	2.3153	75393.6300	4.4449	22686.7500	1.3375	4403.7900	0.2596	1157.3100	0.0682	2083.4100	0.1228	289466.0100	17.0656	6059.5200	0.3572	5130.0000	0.3024	5156.3700	0.3040	43416.7200	2.5597	744768.5400	43.9083	390018.6000	22.9938	57338.2800	3.3804	9840.7800	0.5802	32919543.5107	19.4079	0.0000	51.2707	2.4177	2.5110	0.0000	9.5044	0.3336	0.3464
EDU_53	0	100	65.7990	33.2633	346	0.0001	0.0069	0.0000	0.0000	386215.8300	7.6854	26819.8200	0.5337	4718.4300	0.0939	23416.1100	0.4660	4484.5200	0.0892	797.4000	0.0159	107454.0600	2.1383	1269613.2600	25.2643	1232441.0100	24.5246	1507413.6900	29.9964	13941.0000	0.2774	768.0600	0.0153	0.0000	0.0000	58956.9300	1.1732	162331.8300	3.2303	0.2700	0.0000	13536.8100	0.2694	165726.0900	3.2978	46686.0600	0.9290	19.7100	0.0004	347819.5800	6.9213	94170.2400	1.8739	43937.4600	0.8743	14696.9100	0.2925	4762.0800	0.0948	24385.9500	0.4853	1024724.7000	20.3912	1058252.4000	21.0584	1470143.9700	29.2547	335651.6700	6.6792	33610.9500	0.6688	89330.0400	1.7776	54069.8400	1.0759	367099.8300	7.3050	62645.8500	1.2466	19.7100	0.0004	350711.4600	6.9789	94729.9500	1.8851	44391.3300	0.8834	15002.2800	0.2985	4871.7900	0.0969	23407.6500	0.4658	1006767.9000	20.0339	1044494.0100	20.7846	1453379.1300	28.9211	349283.2500	6.9505	66759.6600	1.3285	89118.0900	1.7734	54138.0600	1.0773	366081.4800	7.2847	62165.4300	1.2370	19.7100	0.0004	351409.5000	6.9928	94369.5900	1.8779	44636.4000	0.8882	16299.3600	0.3243	5265.3600	0.1048	26159.3100	0.5206	978233.0400	19.4661	1009582.2000	20.0899	1391417.1900	27.6881	361489.4100	7.1934	43595.1900	0.8675	86367.4200	1.7186	53674.4700	1.0681	501283.5300	9.9752	61519.5000	1.2242	59305496.3651	11.8013	0.0000	85.2060	4.8969	5.2327	0.0000	115.4964	0.6761	0.7461
EDU_54	0	100	7.3427	21.9983	701	0.0002	0.0207	0.0000	0.0000	27141.0300	0.8002	42784.6500	1.2614	7739.6400	0.2282	42333.7500	1.2481	185.5800	0.0055	1078.7400	0.0318	17.1900	0.0005	179734.8600	5.2992	163.8000	0.0048	11186.8200	0.3298	676.2600	0.0199	0.0000	0.0000	171756.0900	5.0640	736628.4900	21.7184	2049826.2300	60.4361	41579.2800	1.2259	19146.0600	0.5645	39927.4200	1.1772	19817.1900	0.5843	0.0000	0.0000	31606.0200	0.9319	178138.6200	5.2522	79597.1700	2.3468	20193.3900	0.5954	9068.1300	0.2674	1136.6100	0.0335	231795.0000	6.8341	1024.0200	0.0302	997.3800	0.0294	6147.7200	0.1813	133177.2300	3.9265	572859.0000	16.8899	2082529.6200	61.4003	33401.8800	0.9848	10051.2900	0.2963	0.0000	0.0000	41656.2300	1.2282	181236.5100	5.3435	82824.4800	2.4420	22117.4100	0.6521	9625.7700	0.2838	1125.0000	0.0332	228311.1900	6.7314	937.7100	0.0276	933.0300	0.0275	5957.9100	0.1757	126700.6500	3.7356	570065.4900	16.8075	2046974.6700	60.3521	33346.1700	0.9832	39910.8600	1.1767	0.0000	0.0000	41361.0300	1.2195	177850.9800	5.2437	83316.6000	2.4565	27145.2600	0.8003	10987.0200	0.3239	1154.5200	0.0340	226584.1800	6.6805	922.5900	0.0272	917.5500	0.0271	5775.2100	0.1703	126724.0500	3.7363	552190.7700	16.2805	2063062.5300	60.8264	33155.1900	0.9775	40575.6000	1.1963	74873132.8114	22.0752	0.0000	69.2961	4.1689	3.4026	0.0000	43.1150	0.5858	0.4800
EDU_55	0	100	67.7515	31.3336	7	0.0000	0.0008	1872.9900	0.2115	129590.9100	14.6349	291.6000	0.0329	212.6700	0.0240	1232.5500	0.1392	2.7900	0.0003	2186.4600	0.2469	9915.4800	1.1198	172410.0300	19.4705	184451.1300	20.8303	182021.4900	20.5559	7514.1900	0.8486	0.0000	0.0000	453.6900	0.0512	5220.0000	0.5895	3543.6600	0.4002	76.2300	0.0086	162.2700	0.0183	164894.7600	18.6218	19441.3500	2.1955	126.8100	0.0143	131605.3800	14.8624	7061.7600	0.7975	1131.2100	0.1277	207.0900	0.0234	76.5000	0.0086	941.2200	0.1063	119646.5400	13.5118	152802.7200	17.2562	164897.5500	18.6221	39483.0900	4.4589	2278.2600	0.2573	1105.6500	0.1249	709.8300	0.0802	244599.0300	27.6229	18821.6100	2.1255	126.8100	0.0143	131208.5700	14.8176	7061.7600	0.7975	1132.0200	0.1278	208.8000	0.0236	76.5000	0.0086	1113.6600	0.1258	119073.7800	13.4472	152879.7600	17.2649	164750.6700	18.6055	38312.3700	4.3267	4070.6100	0.4597	1072.3500	0.1211	710.4600	0.0802	244274.7600	27.5863	19421.3700	2.1933	126.8100	0.0143	130897.5300	14.7824	6919.9200	0.7815	1251.6300	0.1413	499.8600	0.0564	76.3200	0.0086	1398.5100	0.1579	116035.1100	13.1040	145184.4000	16.3959	155368.5300	17.5460	48227.4900	5.4464	14604.4800	1.6493	1066.7700	0.1205	696.4200	0.0786	238929.2100	26.9826	24211.2600	2.7342	4097765.9487	4.6277	0.0000	85.5161	3.2167	3.9276	0.0000	95.5793	0.4444	0.5455
EDU_56	0	100	50.9690	40.7587	3	0.0003	0.0004	16.1100	0.0021	125221.2300	16.5849	902.3400	0.1195	205.3800	0.0272	1946.4300	0.2578	88.6500	0.0117	230.2200	0.0305	4935.6000	0.6537	25213.4100	3.3394	7236.0900	0.9584	6963.6600	0.9223	5964.3000	0.7899	0.0000	0.0000	0.0000	0.0000	28656.2700	3.7954	31214.6100	4.1342	11119.0500	1.4727	417.6000	0.0553	466059.6000	61.7271	38641.8600	5.1179	67.6800	0.0090	124955.2800	16.5497	7149.3300	0.9469	1637.9100	0.2169	457.2900	0.0606	209.8800	0.0278	125.4600	0.0166	14000.7600	1.8543	4978.7100	0.6594	19.7100	0.0026	3702.6900	0.4904	9047.8800	1.1983	22999.9500	3.0462	28502.2800	3.7750	382223.7900	50.6235	154953.8100	20.5228	67.6800	0.0090	124983.3600	16.5534	7168.4100	0.9494	1639.5300	0.2171	460.6200	0.0610	209.8800	0.0278	208.8000	0.0277	13715.6400	1.8166	4928.8500	0.6528	19.7100	0.0026	3684.6000	0.4880	8930.8800	1.1828	22993.2000	3.0453	29494.3500	3.9064	380977.5600	50.4584	155549.3400	20.6017	67.6800	0.0090	125038.7100	16.5607	8226.2700	1.0895	1630.4400	0.2159	1085.8500	0.1438	364.9500	0.0483	197.8200	0.0262	13461.8400	1.7829	4857.8400	0.6434	18.5400	0.0025	3583.7100	0.4746	8843.7600	1.1713	22150.5300	2.9337	29938.2300	3.9652	379093.8600	50.2090	156472.3800	20.7239	4818472.3676	6.3818	0.0000	35.5371	0.3662	0.7597	0.0000	9.8597	0.0688	0.1134
EDU_57	0	100	7.1647	22.1050	131	0.0002	0.0055	0.0000	0.0000	53807.3100	2.2415	37518.7500	1.5630	29977.5600	1.2488	25970.3100	1.0819	488.8800	0.0204	916.0200	0.0382	0.0000	0.0000	195320.1600	8.1366	7211.7000	0.3004	3307.2300	0.1378	0.0000	0.0000	82.2600	0.0034	11631.6000	0.4845	466223.0400	19.4219	1471705.3800	61.3082	1912.8600	0.0797	23884.8300	0.9950	45292.1400	1.8868	25253.8200	1.0520	0.0000	0.0000	58398.4800	2.4328	111186.4500	4.6318	116763.5700	4.8641	33526.9800	1.3967	12762.2700	0.5316	1620.6300	0.0675	186828.7500	7.7829	2124.0900	0.0885	2456.5500	0.1023	3662.8200	0.1526	16904.6100	0.7042	224406.8100	9.3483	1511744.4000	62.9761	53020.2600	2.2087	65097.1800	2.7118	0.0000	0.0000	58159.2600	2.4228	116506.9800	4.8534	120983.4900	5.0399	36333.5400	1.5136	13637.6100	0.5681	2084.8500	0.0869	185491.1700	7.7272	2129.1300	0.0887	2452.5900	0.1022	3673.8900	0.1530	16334.4600	0.6805	221920.5600	9.2447	1502082.1800	62.5736	53005.7700	2.2081	65708.3700	2.7373	0.0000	0.0000	58170.9600	2.4233	116912.2500	4.8703	124621.2000	5.1915	41045.4000	1.7099	15399.8100	0.6415	3866.8500	0.1611	184286.5200	7.6770	2279.0700	0.0949	2424.2400	0.1010	4247.1900	0.1769	15009.0300	0.6252	219410.0100	9.1402	1493883.9000	62.2321	52629.0300	2.1924	66318.3900	2.7627	60829497.5983	25.3403	0.0000	84.7809	1.9511	2.4819	0.0000	92.4410	0.2707	0.3466
EDU_58	0	100	58.7567	39.6551	847	0.0003	0.0302	0.0000	0.0000	282329.0100	10.0671	195521.9400	6.9718	25596.7200	0.9127	70105.5000	2.4998	5639.7600	0.2011	2773.0800	0.0989	11287.4400	0.4025	748208.2500	26.6790	442072.3500	15.7631	675872.8200	24.0997	1592.0100	0.0568	605.7000	0.0216	0.0000	0.0000	32802.6600	1.1697	124130.0700	4.4261	5.7600	0.0002	34913.9700	1.2449	93856.5000	3.3467	57168.6300	2.0385	0.9000	0.0029	270677.0700	9.6516	158892.4800	5.6657	139326.9300	4.9680	105050.2500	3.7458	32405.3100	1.1555	12724.6500	0.4537	616081.6800	21.9678	462629.5200	16.4961	616943.7000	21.9985	53371.1700	1.9031	10208.9700	0.3640	109953.0000	3.9206	20756.6100	0.7401	155413.5300	5.5416	40046.4000	1.4279	0.9000	0.0029	270924.2100	9.6604	165295.2600	5.8940	145620.0900	5.1924	107881.4700	3.8468	33009.1200	1.1770	13147.1100	0.4688	608630.7600	21.7021	457104.9600	16.2991	612955.0800	21.8563	54616.0500	1.9475	13329.6300	0.4753	109098.0900	3.8901	19946.3400	0.7112	153693.0900	5.4803	39230.0100	1.3988	0.9000	0.0029	272835.7200	9.7286	162408.0600	5.7910	143568.1800	5.1192	115960.8600	4.1348	35608.5000	1.2697	15556.1400	0.5547	578923.5600	20.6428	418185.0900	14.9113	580722.7500	20.7070	70870.3200	2.5270	16498.5300	0.5883	98022.5100	3.4952	19678.5000	0.7017	227281.5000	8.1042	48361.0500	1.7244	88666767.1372	31.6161	0.0000	73.8712	5.5581	5.7607	0.0000	27.5397	0.7771	0.8240
EDU_59	0	100	24.1800	34.3372	142	0.0002	0.0053	140.8500	0.0053	35178.0300	1.3179	47727.6300	1.7880	13237.8300	0.4959	22740.7500	0.8519	31.6800	0.0012	1102.2300	0.0413	1381.1400	0.0517	510413.4900	19.1214	65476.5300	2.4529	42769.5300	1.6023	0.0000	0.0000	0.0000	0.0000	16721.5500	0.6264	298678.4100	11.1893	1316373.3000	49.3148	0.0000	0.0000	6675.6600	0.2501	274577.4900	10.2864	16100.0100	0.6031	52.0200	0.0019	28636.4700	1.0728	142684.8300	5.3454	113803.5600	4.2634	26963.0100	1.0101	9720.3600	0.3642	8234.9100	0.3085	496247.2200	18.5907	64973.4300	2.4341	24718.8600	0.9260	18264.1500	0.6842	77150.6100	2.8903	338221.6200	12.6707	968901.2100	36.2976	321143.4900	12.0309	29610.3600	1.1093	52.0200	0.0019	29250.8100	1.0958	143471.1600	5.3748	114603.1200	4.2933	27576.2700	1.0331	9962.2800	0.3732	7526.6100	0.2820	495492.5700	18.5625	64285.0200	2.4083	24642.4500	0.9232	18322.1100	0.6864	77424.3900	2.9005	337880.1600	12.6579	968266.8900	36.2738	321122.1600	12.0301	29448.0900	1.1032	52.0200	0.0019	30114.4500	1.1282	143887.2300	5.3904	113189.1300	4.2404	30814.9200	1.1544	11496.4200	0.4307	6739.8300	0.2525	487948.3200	18.2798	61934.3100	2.3202	24239.1600	0.9081	28760.4900	1.0774	71983.6200	2.6967	336595.3200	12.6097	970973.2800	36.3752	319481.9100	11.9686	31115.7000	1.1657	59611790.7280	22.3322	0.0000	51.1981	1.1967	1.8879	0.0000	9.8656	0.1698	0.2641
