edu_zoneid	edu_canopy2001_min	edu_canopy2001_max	edu_canopy2001_mean	edu_canopy2001_std	edu_damdensity_pointcount	edu_damdensity_pointsperha	edu_damdensity_pointspersqkm	edu_nlcd1992_ha_0	edu_nlcd1992_pct_0	edu_nlcd1992_ha_11	edu_nlcd1992_pct_11	edu_nlcd1992_ha_21	edu_nlcd1992_pct_21	edu_nlcd1992_ha_22	edu_nlcd1992_pct_22	edu_nlcd1992_ha_23	edu_nlcd1992_pct_23	edu_nlcd1992_ha_31	edu_nlcd1992_pct_31	edu_nlcd1992_ha_32	edu_nlcd1992_pct_32	edu_nlcd1992_ha_33	edu_nlcd1992_pct_33	edu_nlcd1992_ha_41	edu_nlcd1992_pct_41	edu_nlcd1992_ha_42	edu_nlcd1992_pct_42	edu_nlcd1992_ha_43	edu_nlcd1992_pct_43	edu_nlcd1992_ha_51	edu_nlcd1992_pct_51	edu_nlcd1992_ha_61	edu_nlcd1992_pct_61	edu_nlcd1992_ha_71	edu_nlcd1992_pct_71	edu_nlcd1992_ha_81	edu_nlcd1992_pct_81	edu_nlcd1992_ha_82	edu_nlcd1992_pct_82	edu_nlcd1992_ha_83	edu_nlcd1992_pct_83	edu_nlcd1992_ha_85	edu_nlcd1992_pct_85	edu_nlcd1992_ha_91	edu_nlcd1992_pct_91	edu_nlcd1992_ha_92	edu_nlcd1992_pct_92	edu_nlcd2001_ha_0	edu_nlcd2001_pct_0	edu_nlcd2001_ha_11	edu_nlcd2001_pct_11	edu_nlcd2001_ha_21	edu_nlcd2001_pct_21	edu_nlcd2001_ha_22	edu_nlcd2001_pct_22	edu_nlcd2001_ha_23	edu_nlcd2001_pct_23	edu_nlcd2001_ha_24	edu_nlcd2001_pct_24	edu_nlcd2001_ha_31	edu_nlcd2001_pct_31	edu_nlcd2001_ha_41	edu_nlcd2001_pct_41	edu_nlcd2001_ha_42	edu_nlcd2001_pct_42	edu_nlcd2001_ha_43	edu_nlcd2001_pct_43	edu_nlcd2001_ha_52	edu_nlcd2001_pct_52	edu_nlcd2001_ha_71	edu_nlcd2001_pct_71	edu_nlcd2001_ha_81	edu_nlcd2001_pct_81	edu_nlcd2001_ha_82	edu_nlcd2001_pct_82	edu_nlcd2001_ha_90	edu_nlcd2001_pct_90	edu_nlcd2001_ha_95	edu_nlcd2001_pct_95	edu_nlcd2006_ha_0	edu_nlcd2006_pct_0	edu_nlcd2006_ha_11	edu_nlcd2006_pct_11	edu_nlcd2006_ha_21	edu_nlcd2006_pct_21	edu_nlcd2006_ha_22	edu_nlcd2006_pct_22	edu_nlcd2006_ha_23	edu_nlcd2006_pct_23	edu_nlcd2006_ha_24	edu_nlcd2006_pct_24	edu_nlcd2006_ha_31	edu_nlcd2006_pct_31	edu_nlcd2006_ha_41	edu_nlcd2006_pct_41	edu_nlcd2006_ha_42	edu_nlcd2006_pct_42	edu_nlcd2006_ha_43	edu_nlcd2006_pct_43	edu_nlcd2006_ha_52	edu_nlcd2006_pct_52	edu_nlcd2006_ha_71	edu_nlcd2006_pct_71	edu_nlcd2006_ha_81	edu_nlcd2006_pct_81	edu_nlcd2006_ha_82	edu_nlcd2006_pct_82	edu_nlcd2006_ha_90	edu_nlcd2006_pct_90	edu_nlcd2006_ha_95	edu_nlcd2006_pct_95	edu_nlcd2011_ha_0	edu_nlcd2011_pct_0	edu_nlcd2011_ha_11	edu_nlcd2011_pct_11	edu_nlcd2011_ha_21	edu_nlcd2011_pct_21	edu_nlcd2011_ha_22	edu_nlcd2011_pct_22	edu_nlcd2011_ha_23	edu_nlcd2011_pct_23	edu_nlcd2011_ha_24	edu_nlcd2011_pct_24	edu_nlcd2011_ha_31	edu_nlcd2011_pct_31	edu_nlcd2011_ha_41	edu_nlcd2011_pct_41	edu_nlcd2011_ha_42	edu_nlcd2011_pct_42	edu_nlcd2011_ha_43	edu_nlcd2011_pct_43	edu_nlcd2011_ha_52	edu_nlcd2011_pct_52	edu_nlcd2011_ha_71	edu_nlcd2011_pct_71	edu_nlcd2011_ha_81	edu_nlcd2011_pct_81	edu_nlcd2011_ha_82	edu_nlcd2011_pct_82	edu_nlcd2011_ha_90	edu_nlcd2011_pct_90	edu_nlcd2011_ha_95	edu_nlcd2011_pct_95	edu_roaddensity_sum_lengthm	edu_roaddensity_density_mperha	edu_slope_min	edu_slope_max	edu_slope_mean	edu_slope_std	edu_tri_min	edu_tri_max	edu_tri_mean	edu_tri_std
EDU_34	0	100	22.7696	38.0448	49	0.0000	0.0076	0.0000	0.0000	15956.5500	2.4784	18388.5300	2.8562	3285.0900	0.5103	8236.0800	1.2793	0.0000	0.0000	852.2100	0.1324	632.9700	0.0983	158253.6600	24.5806	13189.6800	2.0487	14947.6500	2.3217	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320117.9400	49.7220	84973.0500	13.1984	0.0000	0.0000	805.5900	0.1251	2546.3700	0.3955	1629.6300	0.2531	0.0000	0.0000	13282.0200	2.0630	63155.9700	9.8096	30180.6900	4.6878	11045.6100	1.7156	4652.2800	0.7226	927.4500	0.1441	152887.4100	23.7471	4641.2100	0.7209	7128.7200	1.1073	25148.6100	3.9062	1871.0100	0.2906	144300.3300	22.4133	178678.3500	27.7531	5374.6200	0.8348	540.7200	0.0840	0.0000	0.0000	13382.0100	2.0785	63698.6700	9.8939	31023.7200	4.8187	11574.9000	1.7979	4849.3800	0.7532	938.8800	0.1458	152582.6700	23.6998	4566.2400	0.7092	7092.8100	1.1017	24957.7200	3.8765	1868.5800	0.2902	143627.1300	22.3088	177842.0700	27.6232	5304.2400	0.8239	505.9800	0.0786	0.0000	0.0000	13551.0300	2.1048	67791.8700	10.5297	30594.3300	4.7520	13132.8900	2.0399	5135.9400	0.7977	1978.0200	0.3072	151411.3200	23.5178	4516.7400	0.7016	6449.2200	1.0017	22341.5100	3.4702	2214.3600	0.3439	135193.1400	20.9988	181799.1000	28.2378	6703.1100	1.0412	1002.4200	0.1557	25012490.2690	38.8504	0.0000	72.9362	5.0420	4.5740	0.0000	27.1973	0.6968	0.6483
EDU_35	0	100	33.2421	36.6807	118	0.0000	0.0080	0.0000	0.0000	21385.3500	1.4476	14596.1100	0.9880	1317.5100	0.0892	5256.2700	0.3558	2.4300	0.0002	3850.2900	0.2606	7383.0600	0.4998	545706.0000	36.9383	23492.2500	1.5902	711.9900	0.0482	0.0000	0.0000	0.0000	0.0000	278.1900	0.0188	390058.7400	26.4027	445265.7300	30.1396	581.2200	0.0393	2239.9200	0.1516	14213.6100	0.9621	1006.2900	0.0681	0.0000	0.0000	21937.7700	1.4849	68882.3100	4.6626	9633.3300	0.6521	4162.1400	0.2817	1510.3800	0.1022	1854.1800	0.1255	689563.5300	46.6759	15150.0600	1.0255	456.4800	0.0309	5458.5000	0.3695	33179.6700	2.2459	162277.5600	10.9844	459813.4200	31.1243	1764.2700	0.1194	1701.3600	0.1152	0.0000	0.0000	22986.8100	1.5560	69352.5600	4.6944	9999.2700	0.6768	4337.9100	0.2936	1561.3200	0.1057	2301.7500	0.1558	687622.7700	46.5445	15060.6000	1.0194	463.5900	0.0314	5501.8800	0.3724	33438.1500	2.2634	161953.8300	10.9625	458867.1600	31.0603	1755.2700	0.1188	2142.0900	0.1450	0.0000	0.0000	23398.6500	1.5838	68930.2800	4.6658	11553.1200	0.7820	5727.5100	0.3877	2232.1800	0.1511	2390.8500	0.1618	684909.4500	46.3608	14892.5700	1.0081	462.6900	0.0313	5628.2400	0.3810	34254.0000	2.3186	160740.9000	10.8804	457994.3400	31.0012	2097.5400	0.1420	2132.6400	0.1444	33838376.4853	22.9048	0.0000	75.9349	5.0246	5.3245	0.0000	54.6582	0.7237	0.7713
EDU_36	0	100	56.1357	37.6058	238	0.0002	0.0232	0.0000	0.0000	8688.9600	0.8464	15641.1900	1.5235	3070.6200	0.2991	7772.8500	0.7571	654.4800	0.0638	1553.8500	0.1514	299.0700	0.0291	620478.1800	60.4383	31180.8600	3.0372	58958.1000	5.7429	144.8100	0.0141	0.0000	0.0000	11894.4900	1.1586	227093.4000	22.1203	18848.9700	1.8360	1546.1100	0.1506	12625.3800	1.2298	5114.1600	0.4981	1065.4200	0.1038	0.0000	0.0000	5691.6900	0.5544	49646.0700	4.8358	21280.1400	2.0728	5549.6700	0.5406	2200.1400	0.2143	2137.0500	0.2082	622305.4500	60.6163	38473.5600	3.7476	39246.5700	3.8229	4558.2300	0.4440	20899.6200	2.0357	197061.0300	19.1949	11898.4500	1.1590	5560.7400	0.5416	122.4900	0.0119	0.0000	0.0000	5784.6600	0.5635	50096.9700	4.8797	21682.5300	2.1120	5700.4200	0.5553	2226.9600	0.2169	2228.8500	0.2171	619851.7800	60.3773	38367.0900	3.7372	39143.8800	3.8128	4560.7500	0.4442	22472.6400	2.1890	196986.6000	19.1877	11801.3400	1.1495	5561.4600	0.5417	164.9700	0.0161	0.0000	0.0000	5889.3300	0.5737	50209.7400	4.8907	22202.1900	2.1626	7062.4800	0.6879	2729.3400	0.2659	2384.0100	0.2322	618038.4600	60.2006	38154.1500	3.7164	38871.9900	3.7864	4692.3300	0.4571	22097.7000	2.1524	196713.9900	19.1611	11844.5400	1.1537	5554.4400	0.5410	186.2100	0.0181	26603381.0827	25.9133	0.0000	65.2375	6.3581	4.7731	0.0000	18.0809	0.8884	0.6736
EDU_37	0	100	75.2765	34.7293	305	0.0003	0.0347	0.0000	0.0000	20526.0300	2.3362	22264.6500	2.5341	4219.5600	0.4803	14846.4000	1.6898	1822.5900	0.2074	500.4900	0.0570	2538.8100	0.2890	334031.9400	38.0190	152815.5000	17.3932	191794.5900	21.8298	550.7100	0.0627	392.5800	0.0447	0.0000	0.0000	20509.6500	2.3344	58797.9900	6.6923	0.0000	0.0000	8691.5700	0.9893	33668.6400	3.8321	10620.6300	1.2088	0.0000	0.0000	17703.1800	2.0149	36778.7700	4.1861	22071.8700	2.5122	10041.2100	1.1429	2201.6700	0.2506	1982.7900	0.2257	302471.6400	34.4268	198308.9700	22.5712	180623.1600	20.5582	8575.6500	0.9761	2642.2200	0.3007	49217.3100	5.6018	11480.4900	1.3067	31294.6200	3.5619	3198.7800	0.3641	0.0000	0.0000	17729.2800	2.0179	36911.7000	4.2012	22270.5000	2.5348	10154.8800	1.1558	2250.0900	0.2561	2010.9600	0.2289	302050.8900	34.3790	197086.9500	22.4321	179865.8100	20.4720	8979.1200	1.0220	3579.8400	0.4075	49836.0600	5.6723	11464.7400	1.3049	31178.3400	3.5487	3223.1700	0.3669	0.0000	0.0000	18270.9900	2.0796	37287.9000	4.2441	22091.8500	2.5145	11556.0900	1.3153	2634.0300	0.2998	2387.8800	0.2718	298397.7000	33.9632	186093.2700	21.1808	178740.7200	20.3440	10728.7200	1.2211	3510.3600	0.3995	47337.7500	5.3879	11341.1700	1.2908	43352.8200	4.9344	4861.0800	0.5533	19502327.9281	22.1972	0.0000	73.7455	8.0360	6.2003	0.0000	26.8413	1.1140	0.8879
EDU_38	0	100	23.8288	37.3261	12	0.0004	0.0048	0.0000	0.0000	1564.8300	0.6232	3946.2300	1.5716	116.1900	0.0463	2622.5100	1.0444	0.0000	0.0000	508.1400	0.2024	190.0800	0.0757	63456.0300	25.2708	4067.7300	1.6199	11681.2800	4.6520	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	140202.7200	55.8346	19146.7800	7.6250	0.0000	0.0000	270.8100	0.1078	2321.7300	0.9246	1008.6300	0.4017	0.0000	0.0000	1114.4700	0.4438	20930.0400	8.3352	8954.8200	3.5662	2056.2300	0.8189	425.7000	0.1695	589.0500	0.2346	71798.9400	28.5933	2363.2200	0.9411	2591.0100	1.0318	3311.4600	1.3188	996.2100	0.3967	54944.6400	21.8813	78094.8000	31.1006	2873.7900	1.1445	59.3100	0.0236	0.0000	0.0000	1130.9400	0.4504	21303.4500	8.4839	9428.0400	3.7546	2438.0100	0.9709	486.1800	0.1936	496.6200	0.1978	71636.3100	28.5286	2358.9900	0.9394	2570.3100	1.0236	3297.7800	1.3133	974.2500	0.3880	54584.6400	21.7379	77477.3100	30.8547	2862.0900	1.1398	58.7700	0.0234	0.0000	0.0000	1135.2600	0.4521	22896.9000	9.1185	9468.9000	3.7709	3214.3500	1.2801	752.7600	0.2998	779.3100	0.3104	69463.0800	27.6631	2273.8500	0.9055	2602.6200	1.0365	3229.3800	1.2861	1094.9400	0.4361	52866.1800	21.0535	76830.5700	30.5971	4060.9800	1.6173	434.6100	0.1731	8607669.6802	34.2798	0.0000	58.2177	5.0405	4.5309	0.0000	13.8641	0.6968	0.6312
EDU_39	0	100	48.6985	38.4537	173	0.0000	0.0079	0.0000	0.0000	33652.4400	1.5297	40906.7100	1.8595	9578.0700	0.4354	29939.9400	1.3610	0.0000	0.0000	17001.0000	0.7728	6111.6300	0.2778	1145291.4900	52.0609	94582.9800	4.2994	121590.8100	5.5271	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	542056.4100	24.6400	144023.2200	6.5468	0.0000	0.0000	2258.0100	0.1026	8664.5700	0.3939	4250.1600	0.1932	0.0000	0.0000	34341.0300	1.5610	137610.8100	6.2553	67405.1400	3.0640	26475.2100	1.2035	9395.1000	0.4271	6922.7100	0.3147	1179099.3600	53.5977	73615.4100	3.3463	90351.5400	4.1071	6796.8900	0.3090	1439.7300	0.0654	324361.4400	14.7443	232607.9700	10.5735	7616.5200	0.3462	1868.5800	0.0849	0.0000	0.0000	34322.2200	1.5602	139260.4200	6.3303	68869.4400	3.1306	27425.6100	1.2467	9789.6600	0.4450	7211.0700	0.3278	1176558.3900	53.4822	73284.3000	3.3312	90176.8500	4.0991	6689.4300	0.3041	1694.3400	0.0770	323367.8400	14.6992	231925.6800	10.5425	7413.7500	0.3370	1918.4400	0.0872	0.0000	0.0000	34306.6500	1.5595	140880.1500	6.4039	67531.1400	3.0697	31061.7000	1.4120	11441.7900	0.5201	7852.4100	0.3569	1168819.6500	53.1304	71988.2100	3.2723	87911.1000	3.9961	11152.9800	0.5070	4853.5200	0.2206	319052.4300	14.5030	230436.4500	10.4748	10351.6200	0.4705	2267.6400	0.1031	78867220.7529	35.8502	0.0000	85.0266	8.5995	7.1988	0.0000	257.5258	1.2095	1.0420
EDU_4	0	100	2.3608	12.9567	504	0.0002	0.0160	0.0000	0.0000	30693.6900	0.9745	21784.5900	0.6917	2176.8300	0.0691	26370.9000	0.8373	85.0500	0.0027	393.3900	0.0125	2.7900	0.0000	59708.4300	1.8958	548.5500	0.0174	1247.3100	0.0396	15.8400	0.0005	0.0000	0.0000	113682.2400	3.6094	506887.5600	16.0938	2315538.2700	73.5191	20658.8700	0.6559	9219.4200	0.2927	4551.7500	0.1445	36008.5500	1.1433	0.0000	0.0000	28578.7800	0.9074	171429.7500	5.4430	31045.9500	0.9857	11551.0500	0.3667	3550.2300	0.1127	1289.6100	0.0409	62185.5900	1.9744	888.8400	0.0282	5907.6000	0.1876	1789.0200	0.0568	215466.7500	6.8411	192297.9600	6.1055	2380063.0500	75.5678	7244.5500	0.2300	36285.3000	1.1521	0.0000	0.0000	30652.3800	0.9732	172058.7600	5.4629	32150.3400	1.0208	12820.0500	0.4070	3765.3300	0.1196	1205.2800	0.0383	61612.1100	1.9562	847.4400	0.0269	5868.6300	0.1863	1878.8400	0.0597	214735.4100	6.8179	191635.9200	6.0845	2375525.0700	75.4237	7233.4800	0.2297	37584.9900	1.1933	0.0000	0.0000	32928.7500	1.0455	170326.9800	5.4079	32449.5900	1.0303	16314.3900	0.5180	4182.8400	0.1328	1310.3100	0.0416	61410.0600	1.9498	841.7700	0.0267	5861.9700	0.1861	2029.5000	0.0644	215464.2300	6.8411	188836.3800	5.9956	2373700.3200	75.3658	7102.3500	0.2255	36814.5900	1.1689	62849936.2074	19.9551	0.0000	71.2906	2.5403	3.0160	0.0000	24.1289	0.3583	0.4254
EDU_40	0	98	10.3396	26.5429	44	0.0013	0.0038	0.0000	0.0000	5134.2300	0.4388	8849.4300	0.7563	5260.7700	0.4496	7487.1000	0.6399	69.8400	0.0060	260.1000	0.0222	13.9500	0.0012	112082.5800	9.5788	6542.6400	0.5591	3261.4200	0.2787	379.3500	0.0324	0.0000	0.0000	7555.0500	0.6457	125481.6000	10.7239	857869.6500	73.3150	276.2100	0.0236	5993.8200	0.5122	21584.4300	1.8446	2012.0400	0.1720	0.0000	0.0000	6805.5300	0.5816	58379.3100	4.9892	30545.9100	2.6105	5429.7000	0.4640	2653.3800	0.2268	452.0700	0.0386	139549.4100	11.9261	185.9400	0.0159	0.0000	0.0000	122.3100	0.0105	9468.5400	0.8092	46429.9200	3.9680	864701.1900	73.8989	5295.7800	0.4526	95.2200	0.0081	0.0000	0.0000	7105.6800	0.6073	58770.7200	5.0226	30802.0500	2.6324	5765.2200	0.4927	2731.5000	0.2334	610.2900	0.0522	139070.1600	11.8852	192.2400	0.0164	5.0400	0.0004	188.0100	0.0161	9408.3300	0.8041	46328.8500	3.9593	863688.6000	73.8123	5272.7400	0.4506	174.7800	0.0149	0.0000	0.0000	7124.0400	0.6088	58409.0100	4.9917	31429.3500	2.6860	7189.4700	0.6144	3306.2400	0.2826	519.4800	0.0444	138506.5800	11.8370	190.6200	0.0163	5.0400	0.0004	187.4700	0.0160	9374.7600	0.8012	45633.6900	3.8999	862786.8000	73.7353	5272.0200	0.4506	179.6400	0.0154	30030413.5653	25.6644	0.0000	79.4917	1.5909	2.9860	0.0000	57.0176	0.2301	0.4516
EDU_41	0	100	3.5224	15.3927	56	0.0108	0.0025	0.0000	0.0000	40312.1700	1.7793	30192.0300	1.3326	9020.8800	0.3982	23320.7100	1.0293	12.3300	0.0005	1306.2600	0.0577	227.2500	0.0100	103035.6000	4.5477	1988.0100	0.0877	4754.2500	0.2098	1628.1000	0.0719	0.0000	0.0000	2601.9000	0.1148	219760.2900	9.6996	1712481.8400	75.5838	2741.8500	0.1210	12818.5200	0.5658	17497.2600	0.7723	81972.9000	3.6180	0.0000	0.0000	43644.2400	1.9263	118666.8000	5.2376	39085.2900	1.7251	17449.0200	0.7701	7620.1200	0.3363	2272.5000	0.1003	66263.8500	2.9247	1083.1500	0.0478	697.3200	0.0308	9626.6700	0.4249	42611.7600	1.8808	79806.4200	3.5224	1752134.7600	77.3340	20559.3300	0.9074	64150.9200	2.8314	0.0000	0.0000	46095.8400	2.0345	120138.8400	5.3026	40624.3800	1.7930	18925.9200	0.8353	8000.1900	0.3531	2545.1100	0.1123	66031.3800	2.9144	1063.8900	0.0470	700.3800	0.0309	9514.1700	0.4199	42028.9200	1.8550	77866.3800	3.4368	1747501.3800	77.1295	20934.8100	0.9240	63700.5600	2.8116	0.0000	0.0000	55238.3100	2.4381	123083.0100	5.4325	40283.4600	1.7780	24003.0900	1.0594	8124.9300	0.3586	2633.7600	0.1162	60003.1800	2.6484	877.5900	0.0387	675.4500	0.0298	9283.7700	0.4098	42157.1700	1.8607	75851.5500	3.3479	1744795.1700	77.0101	20050.9200	0.8850	58610.7900	2.5869	55345120.2721	24.4277	0.0000	53.8262	1.4508	2.4716	0.0000	23.1541	0.2011	0.3504
EDU_42	0	100	46.9435	37.3010	102	0.0022	0.0034	0.0000	0.0000	291560.5800	9.7275	9495.7200	0.3168	2597.3100	0.0867	12633.8400	0.4215	54.3600	0.0018	10302.7500	0.3437	21900.1500	0.7307	930740.8500	31.0528	137295.9900	4.5807	110996.0100	3.7032	36157.5900	1.2063	0.0000	0.0000	0.0000	0.0000	381587.9400	12.7311	216893.7900	7.2363	76007.0700	2.5359	6723.6300	0.2243	511752.8700	17.0739	240582.6000	8.0267	0.0000	0.0000	281381.2200	9.3879	88937.6400	2.9673	13400.9100	0.4471	2746.3500	0.0916	1257.7500	0.0420	3107.8800	0.1037	993251.1600	33.1384	156167.6400	5.2103	70703.7300	2.3589	110493.0000	3.6864	57362.4000	1.9138	290131.4700	9.6798	230445.1800	7.6885	447092.3700	14.9166	250804.3500	8.3677	0.0000	0.0000	280754.0100	9.3670	89318.7900	2.9800	13709.2500	0.4574	3003.0300	0.1002	1413.9000	0.0472	4825.6200	0.1610	985968.0000	32.8954	149735.7000	4.9957	69212.9700	2.3092	114532.7400	3.8212	63553.4100	2.1204	289990.7100	9.6751	229756.4100	7.6655	446980.2300	14.9128	254528.2800	8.4920	0.0000	0.0000	280413.2700	9.3556	105979.9500	3.5359	14420.7000	0.4811	6135.1200	0.2047	1736.7300	0.0579	5452.9200	0.1819	973466.7300	32.4783	144575.2800	4.8235	65108.9700	2.1723	118833.0300	3.9647	69615.6300	2.3226	290449.7100	9.6904	227551.5900	7.5919	436283.8200	14.5560	257259.6000	8.5831	46176537.6594	15.4061	0.0000	62.9924	1.6523	2.5223	0.0000	17.7423	0.2338	0.3536
EDU_43	0	100	14.5331	28.6626	74	0.0024	0.0033	0.0000	0.0000	155436.7500	7.0290	67106.7000	3.0346	31418.3700	1.4208	26885.5200	1.2158	3.5100	0.0002	2362.7700	0.1068	325.8900	0.0147	277926.9300	12.5681	9282.8700	0.4198	13876.0200	0.6275	242.8200	0.0110	0.0000	0.0000	396.9900	0.0180	489305.1600	22.1267	730250.6400	33.0225	31983.1200	1.4463	25080.9300	1.1342	102790.8900	4.6483	246699.9000	11.1559	0.0000	0.0000	150714.9000	6.8154	101781.9000	4.6027	84306.1500	3.8124	39936.7800	1.8060	18436.7700	0.8337	1083.7800	0.0490	284239.8900	12.8535	13882.5000	0.6278	1073.0700	0.0485	18991.8000	0.8588	56204.7300	2.5416	384064.8300	17.3677	880331.4000	39.8092	34564.2300	1.5630	141763.0500	6.4106	0.0000	0.0000	152608.5900	6.9011	106170.5700	4.8011	88347.5100	3.9951	43697.4300	1.9760	19533.3300	0.8833	1080.8100	0.0489	282359.1600	12.7685	13699.2600	0.6195	1058.8500	0.0479	18922.2300	0.8557	55136.5200	2.4933	379628.3700	17.1671	873209.6100	39.4872	34513.8300	1.5607	141409.7100	6.3946	0.0000	0.0000	165798.9000	7.4975	122237.5500	5.5277	89290.6200	4.0378	50968.3500	2.3048	19028.0700	0.8605	1427.9400	0.0646	271078.1100	12.2583	12272.4900	0.5550	1012.9500	0.0458	17456.4900	0.7894	54913.3200	2.4832	375296.8500	16.9712	860950.8000	38.9328	33653.2500	1.5218	135990.0900	6.1496	65888619.7428	29.7953	0.0000	59.7522	1.4411	2.0760	0.0000	13.2661	0.1988	0.2871
EDU_44	0	100	18.3504	32.9429	384	0.0001	0.0147	0.0000	0.0000	48089.1600	1.8418	18265.4100	0.6995	6502.3200	0.2490	27165.0600	1.0404	678.6900	0.0260	1295.0100	0.0496	0.0000	0.0000	581471.6400	22.2698	3780.9000	0.1448	9994.8600	0.3828	245.1600	0.0094	0.0000	0.0000	67000.5900	2.5661	867174.2100	33.2120	768110.8500	29.4179	83475.0900	3.1970	20711.8800	0.7932	95805.6300	3.6693	11262.5100	0.4313	0.0000	0.0000	49866.8400	1.9099	101949.2100	3.9046	53270.1900	2.0402	15161.6700	0.5807	4348.6200	0.1665	2244.2400	0.0860	535830.1200	20.5218	1982.7000	0.0759	3898.3500	0.1493	20497.2300	0.7850	28692.7200	1.0989	707890.3200	27.1115	1002805.5600	38.4065	74772.0000	2.8637	7819.2000	0.2995	0.0000	0.0000	49969.3500	1.9138	102724.6500	3.9343	54281.1600	2.0789	15608.8800	0.5978	4457.6100	0.1707	2227.5000	0.0853	533392.2900	20.4284	1924.2000	0.0737	3832.0200	0.1468	20440.5300	0.7829	28548.6300	1.0934	707540.0400	27.0981	1000311.9300	38.3110	74821.6800	2.8656	10948.5000	0.4193	0.0000	0.0000	50804.5500	1.9458	99009.8100	3.7920	55951.5600	2.1429	19530.4500	0.7480	5558.7600	0.2129	2104.3800	0.0806	532296.1800	20.3865	1880.6400	0.0720	3811.7700	0.1460	20446.2000	0.7831	28672.2900	1.0981	699764.1300	26.8003	1005387.5700	38.5054	74698.8300	2.8609	11111.8500	0.4256	57786467.0290	22.1317	0.0000	67.3500	3.1161	3.4000	0.0000	19.7492	0.4311	0.4717
EDU_45	0	100	33.4616	39.5974	281	0.0002	0.0217	0.0000	0.0000	23885.2800	1.8476	15252.3900	1.1798	8996.8500	0.6959	14017.5900	1.0843	1653.6600	0.1279	1431.4500	0.1107	56.5200	0.0044	415609.0200	32.1490	14638.0500	1.1323	40223.8800	3.1115	1180.8900	0.0913	0.0000	0.0000	40823.5500	3.1579	464048.1000	35.8959	195696.7200	15.1379	14050.8000	1.0869	16283.0700	1.2596	21319.6500	1.6492	3592.7100	0.2779	0.0000	0.0000	21104.3700	1.6325	57906.0900	4.4793	35505.6300	2.7465	12145.2300	0.9395	4870.4400	0.3767	4014.9000	0.3106	495432.2700	38.3236	14912.1900	1.1535	10100.0700	0.7813	4798.4400	0.3712	14505.7500	1.1221	378027.0000	29.2419	216457.9200	16.7439	21279.6000	1.6461	1700.2800	0.1315	0.0000	0.0000	21330.6300	1.6500	58250.4300	4.5059	36122.7600	2.7942	12514.1400	0.9680	4980.6000	0.3853	3814.2900	0.2951	493834.7700	38.2000	14853.0600	1.1489	10023.5700	0.7754	4591.2600	0.3552	14236.6500	1.1013	377784.5400	29.2231	215522.5500	16.6715	21382.6500	1.6540	3518.2800	0.2722	0.0000	0.0000	22334.0400	1.7276	57601.8900	4.4557	37143.7200	2.8732	15333.2100	1.1861	6039.5400	0.4672	3144.3300	0.2432	492544.1700	38.1002	14772.1500	1.1427	9942.1200	0.7691	4574.8800	0.3539	14264.1900	1.1034	373874.5800	28.9206	216249.7500	16.7278	21385.9800	1.6543	3555.6300	0.2750	31209321.9088	24.1415	0.0000	71.6178	5.2080	4.8015	0.0000	24.6639	0.7370	0.6849
EDU_46	0	100	76.6925	24.1694	12	0.0231	0.0021	0.0000	0.0000	27994.7700	4.9547	1781.2800	0.3153	710.2800	0.1257	2448.0000	0.4333	0.2700	0.0004	644.9400	0.1141	6525.5400	1.1549	225291.1500	39.8738	81252.2700	14.3807	113279.1300	20.0490	0.0000	0.0000	0.0000	0.0000	1932.8400	0.3421	6523.0200	1.1545	6892.8300	1.2199	0.0000	0.0000	637.8300	0.1129	84747.3300	14.9993	4348.5300	0.7696	4.5900	0.0008	26318.8800	4.6581	11915.3700	2.1089	2650.0500	0.4690	595.9800	0.1055	268.1100	0.0475	125.8200	0.0223	136972.4400	24.2425	107349.3000	18.9995	105815.7000	18.7281	48402.4500	8.5667	1271.2500	0.2250	3334.3200	0.5901	311.4900	0.0551	115166.7900	20.3831	4507.4700	0.7978	4.5900	0.0008	26038.1700	4.6084	11958.9300	2.1166	2693.7900	0.4768	625.3200	0.1107	276.4800	0.0489	529.2900	0.0937	135976.8600	24.0663	106927.2000	18.9248	104956.2000	18.5760	49070.7000	8.6849	2966.4000	0.5250	3330.3600	0.5894	394.6500	0.0698	114707.6100	20.3019	4553.4600	0.8059	4.5900	0.0008	25995.9600	4.6010	10920.5100	1.9328	3051.1800	0.5400	1424.6100	0.2521	321.0300	0.0568	591.3000	0.1047	142678.2600	25.2523	105013.0800	18.5861	103344.5700	18.2908	43513.5600	7.7014	5239.3500	0.9273	3318.5700	0.5873	250.9200	0.0444	113936.4900	20.1654	5406.0300	0.9568	5702508.4387	10.0928	0.0000	70.7355	3.8563	4.3455	0.0000	22.2768	0.5313	0.6226
