buffer500m_nhdid	lagoslakeid	buffer500m_ha
135271141	17690	156.1363
{C61130E3-8FDF-4150-ACAF-F567FC304E77}	17695	150.1034
165902409	17703	175.5144
52532659	17705	269.0393
129447789	17713	121.7313
125566712	17716	122.8952
99700272	17718	128.4924
125569295	17719	126.8465
99702792	17724	168.6464
152012308	17732	166.5440
155153131	17734	122.0110
58008625	17752	146.8641
80600319	17754	118.7532
80604671	17756	159.7046
90365544	17761	528.2212
58754970	17762	506.1529
58756510	17772	171.7843
49062332	17779	125.1457
90361142	17785	166.5590
145221767	17786	219.3034
90128551	17787	177.0643
155351205	17793	136.3838
155856016	17798	141.1501
{d88dfa42-08e7-452e-8e7b-ec9d2d56f75d}	17801	137.2765
38209847	17806	151.4662
56129387	17807	201.4396
49302528	17809	130.7662
56131238	17820	182.9644
45385138	17823	159.5529
59812123	17824	129.8301
120018997	17826	133.4818
45727428	17827	189.8363
45386371	17831	132.3484
45718485	17832	181.7301
80003789	17833	180.9706
47711123	17835	121.4341
72863049	17838	302.1670
72863699	17841	193.5748
120018993	17846	219.3209
120018268	17847	341.9691
47728387	17851	181.7225
45716066	17853	168.1530
81633130	17854	141.9887
59812289	17856	125.1963
59721039	17858	188.7216
59747783	17859	129.3628
120018037	17864	123.8328
59808337	17865	129.1345
120019708	17866	201.6204
59807561	17870	279.0107
166868823	17871	588.0376
45385735	17872	204.6757
59720029	17873	156.5389
166870333	17874	156.7424
34128561	17875	131.3819
34127333	17878	217.9591
80003969	17881	141.8033
45729836	17885	130.0744
120020799	17886	179.1013
34122019	17890	141.5018
72863433	17892	122.7833
58123115	17894	138.8263
91687401	17897	133.8408
59747435	17899	129.1677
45365237	17906	255.4623
91598197	17910	213.2000
{1A2AEADA-2C6D-4181-944A-7E8A737A0F6F}	17912	173.0589
86365111	17915	248.5852
91594251	17919	125.2961
86369009	17922	146.6605
122546309	17924	123.2992
86365985	17928	138.3393
82555872	17930	274.2964
120018711	17933	203.5733
86363665	17934	226.2706
83947042	17938	126.7910
122547926	17939	128.1617
84589141	17941	137.9367
120020175	17944	395.2346
86364183	17945	237.3173
122851383	17948	185.4868
82552326	17949	143.4077
91683311	17951	135.5138
91686039	17957	171.7168
91692063	17959	168.2948
69549123	17964	129.9540
47484004	17966	135.3243
69545149	17968	194.5961
47485325	17970	196.2756
76248162	17971	138.8802
69885250	17980	131.8712
74926273	17981	192.9348
69886776	17982	119.9972
151950276	17983	145.4394
151949254	17991	143.1707
69886756	17997	137.8440
157361574	18005	162.1648
152373096	18009	136.1599
157363077	18010	235.2874
152372553	18011	166.5713
157360052	18013	339.6459
77358286	18019	124.4757
157359654	18022	167.7775
70334605	18023	156.1272
133405068	18030	138.8841
154318759	18032	248.9069
121629869	18037	126.8713
143249510	18041	239.3322
155715840	18045	296.4145
145608818	18049	145.6637
145608810	18050	248.6117
159107943	18051	191.4568
137044248	18057	126.4406
137047285	18058	176.2286
144564677	18066	130.8246
90569505	18071	335.6501
121622467	18082	144.0034
85083962	18086	161.3889
152224879	18090	171.5867
154231920	18094	144.7067
154348625	18104	220.9810
154316766	18109	148.7333
154320670	18111	152.5339
154313535	18114	148.5536
154350572	18125	129.1216
79319232	18128	154.4033
79319346	18133	149.9757
150624159	18146	132.3908
155040773	18148	168.3745
f50532a3-455e-439f-a8ff-577b93a0be98	18150	141.1421
91241301	18154	136.6881
91236479	18160	192.4997
91236641	18164	231.2856
105569856	18171	131.7946
86281457	18173	319.8408
126230526	18176	132.1882
123271814	18179	184.8807
105568078	18183	124.0482
86283415	18184	252.6464
123271599	18185	145.4645
{62F306E3-53F8-4ABA-A6C2-D0ADB8F684EE}	18187	137.7776
123271752	18190	116.3497
120018498	18191	141.2359
126230966	18192	180.3748
105569868	18193	141.5825
121838674	18194	142.5116
120018604	18196	189.0589
126590806	18197	148.0065
86273375	18198	141.1204
86282643	18200	144.8619
121840685	18201	296.2727
86279075	18202	150.0249
121543921	18204	156.5656
114336701	18207	182.5672
123271120	18208	126.8273
81003521	18210	142.9525
80995367	18212	433.1164
105953729	18213	154.0393
90767567	18215	178.4546
80993365	18217	207.7730
80993149	18223	175.6559
90771281	18225	136.4689
81002667	18230	123.8389
80993013	18231	159.2488
90770185	18232	229.9991
80997363	18233	158.3996
BC113591-B275-4273-920D-094B8B795767	18235	1973.2948
114337085	18236	136.2526
80998647	18240	174.4090
90769547	18241	149.5660
120019374	18242	6311.4023
66707826	18249	133.9566
120032654	18252	166.3066
129557668	18257	134.4253
80995285	18259	162.2923
149314762	18261	309.5200
75814554	18264	120.2127
148675011	18268	132.1412
147260883	18269	145.8068
107429763	18271	158.7158
107426061	18283	184.6458
50825981	18288	138.7789
107421891	18289	155.0046
91380459	18291	158.8261
80313353	18294	409.5211
45490511	18297	188.9999
80307143	18301	148.1593
0211d385-7d3d-4ad1-ba07-a6c9b5c08643	18303	302.4913
150058612	18308	323.2106
140848751	18309	261.4936
150055337	18310	158.0967
104499830	18313	232.9839
142806710	18318	131.9391
145051215	18321	118.5632
150612616	18324	138.1043
152433209	18332	165.3033
106570757	18333	283.1464
106455259	18334	147.6309
106403206	18338	158.2563
152243863	18343	268.1988
106401730	18344	161.0313
151716819	18348	159.2174
141033119	18351	124.7897
132665782	18353	147.5814
141032196	18355	159.0574
141033168	18359	138.9098
129730313	18362	147.1736
92797135	18363	123.9768
135913395	18366	169.8217
135910963	18368	186.4209
136864759	18371	2114.4025
129736986	18374	127.0873
92798333	18377	143.1001
141007473	18378	169.5703
141006964	18380	257.2113
{EF2530AC-9C67-44E2-B88C-9BADC482E059}	18381	138.4071
123632743	18387	135.8236
136018141	18388	160.2950
141007235	18389	144.5071
132761184	18390	189.0983
136902230	18391	128.6957
123014003	18395	215.3377
136659117	18402	170.9798
127633300	18406	176.1111
135694025	18411	144.0110
136690974	18415	193.1496
122981339	18421	190.4932
e1498057-eafb-4f53-a299-bf7655066f5f	18422	132.9874
122961303	18426	216.5020
122968017	18430	200.0629
122986115	18435	422.0298
122369305	18436	215.7870
167262993	18439	135.0642
52851461	18443	244.7714
47720179	18448	145.9387
89363959	18452	197.2673
37093995	18457	161.5398
60437733	18459	253.3806
60430589	18460	125.0132
64654488	18463	790.4114
60449143	18465	250.4580
132168303	18468	215.0833
55493601	18472	142.2229
55504133	18473	170.4018
55494829	18475	158.5175
120021206	18476	167.0889
25935546	18484	606.9656
26032488	18485	176.9389
25974856	18486	132.0914
100541338	18487	320.6599
100520790	18494	163.8593
26059050	18495	147.7705
120022823	18497	227.3650
{C381409B-C246-4AD9-B267-B87D2AC59987}	18499	142.8446
25871070	18502	152.9164
26151624	18505	134.5753
26166062	18509	171.7879
26152508	18512	183.9759
25924808	18515	120.8502
25870006	18516	129.3428
43498766	18524	169.6802
25990762	18526	200.6693
66416211	18530	175.1536
66419583	18539	155.4046
49497528	18541	132.2167
65644947	18549	238.5746
114540391	18551	141.6395
114539819	18553	148.5640
114540037	18554	134.3073
114540269	18555	139.1107
114541505	18556	148.1663
107070186	18558	494.6304
107071366	18559	163.2752
114541561	18560	122.7227
81003847	18562	131.1489
120020471	18563	287.1681
107071088	18564	135.6906
114541279	18568	193.6832
87818461	18572	150.4585
123147995	18578	140.8749
86671971	18581	127.7567
86671397	18582	122.0936
123397296	18585	153.8732
75661045	18601	120.0372
111861431	18602	124.8837
75476107	18603	135.9384
111861069	18614	147.9678
155444955	18616	158.5884
113236913	18617	160.7083
110734833	18621	139.1487
121208170	18626	133.5056
155636083	18629	185.3233
152518421	18632	135.6397
152517450	18633	157.3096
151870588	18634	132.3909
155637353	18635	156.3147
152706987	18636	144.2881
152517548	18638	192.3282
152707465	18640	137.8601
155635946	18644	132.5627
152518131	18647	120.8586
152518548	18648	116.9601
152517607	18649	135.7250
152707667	18652	215.1892
155640176	18658	178.0213
61d6e940-31a6-466a-9c59-38bcaef9be4b	18659	672.8844
44365004	18662	146.5881
129224103	18666	143.6985
121860909	18671	257.8426
82816640	18672	128.3573
44364388	18673	246.6365
111830417	18675	153.4762
83977311	18676	124.7122
155408503	18677	137.7057
113471709	18679	223.3761
113470929	18680	164.5521
111830319	18681	149.0840
155399439	18686	143.6374
147104308	18687	121.7046
147104165	18689	207.8972
149759477	18691	119.6694
152868329	18693	124.4253
147104405	18699	125.9693
118254629	18705	175.9409
145332545	18714	162.6249
155429281	18716	131.6692
155427865	18720	177.5215
152335373	18721	123.3883
151063013	18727	129.0436
123055643	18731	170.0602
124617369	18737	128.2789
124618052	18738	147.8882
129640361	18740	246.4937
167069830	18741	153.9607
87959212	18742	124.8030
124500609	18743	131.1757
44361680	18745	160.5370
133098714	18747	134.4414
133099339	18753	166.1986
132858807	18755	180.2368
131845879	18757	165.2499
135271365	18758	202.7656
132435766	18760	249.7798
133098461	18761	134.6430
135271597	18762	250.4711
132436973	18765	475.1253
133098680	18767	123.3197
131844846	18770	161.3535
{1B420DC7-3914-4721-B474-71C17342D0EE}	18772	149.7039
87959230	18773	174.3397
129690527	18774	225.2991
166409034	18775	120.0836
129691154	18776	320.8964
92083601	18788	127.3507
112381455	18791	140.6008
123718162	18799	123.5793
126216560	18812	124.4766
125573699	18816	147.4001
155152358	18825	162.1988
155245145	18829	191.1524
152113087	18834	125.8776
124258039	18839	131.7661
108590709	18853	131.8983
152855608	18855	213.4335
80607039	18859	143.1624
152493476	18864	154.6518
90129775	18876	127.8863
37604613	18879	148.4132
62686051	18884	206.6526
90108661	18885	154.4050
155466907	18888	362.7839
58756342	18897	168.9267
149783624	18899	212.6640
145164082	18904	133.6312
155469218	18908	148.2111
145164543	18913	198.4217
145163118	18920	146.4250
0F142C10-D7EB-46CD-914C-915ABDFB88ED	18923	158.0071
152100897	18927	152.8955
31920289	18934	151.4291
41058337	18940	148.7943
49236689	18944	372.4059
{2B56C793-EF98-4B51-861A-37BA77D82F0E}	18947	199.0914
81641911	18950	174.7530
59806033	18957	232.8507
59747263	18962	156.7075
58121429	18963	169.3820
80002321	18964	123.4148
120019550	18968	249.1905
59723535	18972	179.7937
72861697	18973	135.2417
120019844	18979	241.8251
45383578	18981	152.8028
59805281	18984	182.4534
59720189	18986	154.4101
120018227	18987	275.6183
120018972	18988	620.9577
120018935	18995	258.6656
59745667	18997	191.6117
72863195	18998	136.0721
47715231	18999	136.7257
120020852	19001	193.8128
45722430	19002	391.6782
120020920	19005	187.5315
47710115	19007	125.9064
59810787	19013	419.1879
47715921	19014	173.1965
45359911	19015	125.8927
167258154	19016	354.1022
81640735	19017	118.3546
81642113	19018	147.2912
59725025	19019	144.6774
59812773	19022	117.2238
107117406	19025	133.7548
45384382	19026	190.1955
59720501	19027	145.0344
59720257	19029	135.5345
120017993	19032	175.5564
82958003	19035	352.3541
86364331	19036	299.0921
{79308F45-E771-4EE7-B457-B46EA8DEE7E4}	19037	167.7386
120020916	19038	228.4336
91594231	19040	156.4292
86364465	19043	181.6596
86367237	19044	144.3962
118875521	19047	237.7117
86365457	19048	132.5016
82555072	19050	152.1215
118874261	19051	207.2956
86367691	19052	172.6391
83947136	19053	208.9145
82552550	19056	223.8597
82553940	19057	151.6950
86365869	19059	270.5624
86366873	19061	179.4549
91598239	19062	137.5805
86368805	19063	160.8316
118874367	19067	193.3987
120020247	19068	402.3237
122547597	19069	166.1808
86369815	19070	123.8997
82555530	19071	116.4902
118874703	19073	210.1261
114337171	19075	144.9035
69546905	19079	256.9203
69547061	19083	125.6722
120020321	19088	153.5799
120018180	19092	153.2622
120019434	19093	273.9698
76242876	19097	139.7863
34243050	19098	131.4721
151965542	19099	160.9536
69887038	19107	119.5392
74928901	19111	131.4546
69886372	19113	284.1086
155495170	19117	215.5362
70337537	19125	154.3448
157361317	19127	191.7940
152373059	19136	159.7043
70336131	19138	173.6586
157359866	19139	196.7037
83837613	19160	168.4889
143249074	19163	153.1510
137420530	19165	163.3535
137043909	19172	260.2680
66623713	19178	146.0734
144569846	19184	158.5603
144568157	19185	266.1059
66628765	19186	130.9344
144566755	19187	172.3312
66260721	19188	174.9953
106627457	19189	133.2351
144568270	19190	198.8083
105761428	19194	142.3849
106618119	19195	248.8762
109987804	19199	122.2495
85084282	19210	152.1088
133214828	19217	191.5337
156106114	19218	164.9441
152225905	19219	163.8483
156106548	19225	134.0848
154317929	19227	250.3830
152225045	19230	244.0037
48805846	19231	223.0897
98656188	19243	143.2348
98657862	19244	222.5009
141198533	19252	166.9030
120031794	19253	354.6420
91238053	19254	214.2181
110826156	19259	186.7730
83959013	19260	153.7784
42905967	19261	144.7689
55352645	19263	195.4980
91244631	19266	127.0974
126211656	19268	438.2106
123271883	19269	328.2607
123262107	19271	159.2383
121544711	19272	175.5526
123271950	19273	226.2806
123272546	19275	148.7863
123272288	19278	128.8317
121545545	19282	135.9024
123270639	19283	134.9557
105569680	19284	171.6472
{BF2C354A-E20D-4964-93EA-FCFA0300AC18}	19288	120.5959
86281777	19290	130.8502
126209659	19291	134.5512
123111768	19295	119.7404
123271601	19298	132.6703
86278991	19302	148.9689
123271564	19303	117.9711
114336411	19304	170.1496
120018452	19306	736.3844
120018539	19307	652.6143
121841273	19309	136.7711
90770911	19315	169.5779
120019098	19318	141.2902
105953171	19320	138.7697
90769263	19322	304.3294
120018833	19325	237.8220
106372412	19331	143.5586
cf471e9f-d717-4be6-b036-a439bb1590bb	19332	430.2562
121544124	19333	204.6235
6B723A50-C745-4244-AB86-4058C79C9F59	19334	209.4329
81001447	19335	177.3276
106372812	19336	242.0326
80997003	19337	173.1258
90770241	19340	168.5623
90770287	19341	181.7266
90767785	19342	167.3531
80997883	19343	421.8457
105954985	19345	406.7809
130997150	19348	164.6869
132542799	19349	229.5264
132549706	19350	245.0074
132544567	19351	147.2495
153721139	19354	153.2465
42478487	19372	191.6095
36921960	19380	123.9478
36932516	19385	127.3319
107427153	19390	295.9565
45500139	19391	128.8093
77030573	19396	154.6788
45169596	19404	214.4722
150058591	19406	183.1402
145061985	19410	129.1813
142806711	19412	438.0804
145061453	19413	140.7225
150099660	19417	195.1782
149808127	19419	457.6526
103458618	19421	179.9100
145081871	19424	524.9287
150611528	19425	198.5019
150612634	19427	130.3023
150569882	19432	159.7167
106451833	19435	210.1909
141033389	19443	149.6410
129966527	19444	136.8486
129966310	19445	188.1931
92797999	19452	146.7991
135911817	19453	121.4854
129728316	19458	185.5009
106373584	19463	133.8357
136901985	19464	186.7010
{0E5B780C-97D0-4A55-B2BA-F49527144EC5}	19465	152.0473
136901973	19466	313.4451
132761731	19469	158.5915
136690931	19478	135.7070
127684117	19480	155.2939
135693534	19481	164.5939
135695468	19482	209.3850
136662418	19484	143.1129
136665280	19485	550.1354
127683704	19486	214.9423
136679890	19488	133.3775
136664621	19491	187.4807
123913004	19492	186.9679
136686706	19494	182.2662
121940154	19495	177.8456
122373721	19497	149.0585
122973728	19502	141.9724
122243201	19503	252.8945
122959871	19505	158.6980
122978082	19507	190.8678
122232033	19511	179.7374
122155641	19512	194.3135
47727415	19516	136.0640
47720463	19517	163.7919
89365521	19518	128.3159
52848637	19520	160.9711
52855255	19521	132.9769
89362419	19522	311.2699
37097217	19523	141.5523
167261729	19524	137.9110
122226064	19528	165.6770
53541123	19530	203.9383
60452861	19539	162.4388
64664624	19540	185.8719
60437811	19541	135.5604
167740751	19542	182.5160
120021204	19549	164.3235
100511424	19551	186.5287
{8447D152-E202-4193-B7F3-022D142E1BDD}	19557	153.0366
167401758	19559	132.9245
26273741	19560	130.3488
26294001	19565	181.6902
102007138	19566	183.2021
25604875	19568	650.2156
25483620	19571	328.3556
25861850	19572	169.8150
25864944	19574	138.9990
26147092	19576	159.3393
26148742	19577	435.9442
26176800	19578	124.6548
66542879	19581	122.5726
65612552	19585	128.8026
66412407	19591	160.4600
120022566	19593	287.8243
48526178	19595	167.5735
66421741	19598	128.6069
29778531	19602	363.8824
{4EFFFF40-4230-465A-B94E-3358F6E58C5A}	19603	143.5913
111726099	19615	156.5664
107070766	19618	127.6501
114541631	19624	190.9473
107073456	19626	238.4593
114544379	19627	138.7929
107074208	19629	134.6114
114539937	19631	279.0835
109945402	19635	157.7707
117625635	19637	128.3132
109945184	19643	120.3366
116543223	19644	129.2588
109943356	19645	182.6787
123397499	19646	136.8009
109945172	19654	160.9496
123394671	19655	209.1149
123396955	19656	118.7078
109943610	19657	140.4085
105232839	19659	131.3521
116542783	19661	145.4425
{6099873A-96DC-4E84-AE47-105AD310663F}	19662	386.6999
75474295	19667	139.3376
75656105	19669	131.9405
110734595	19670	141.0765
110735941	19674	131.4418
110735097	19678	145.4900
75473607	19679	225.4735
75473139	19681	246.5482
68838593	19684	204.1536
152512338	19685	231.8847
75652261	19686	241.1333
152512488	19691	154.3315
152512220	19693	216.4547
121207917	19694	128.0735
121206792	19696	146.2989
155639660	19697	138.3322
155636953	19698	138.6718
155637422	19702	193.7453
157067963	19704	188.0311
152517715	19706	138.2680
152707578	19708	145.8525
157068041	19709	128.5082
155636268	19714	259.5507
152094985	19716	168.6635
155417237	19722	177.3957
82820318	19725	277.5170
44365310	19729	136.9245
82815360	19730	146.3940
155417334	19731	210.7942
44365362	19733	123.9685
118044919	19735	211.9213
113470353	19737	152.8156
113471093	19739	149.5116
83975853	19740	219.6770
149759357	19741	244.0839
148710043	19742	134.1535
150436635	19743	212.4418
148710365	19746	294.9772
149759091	19752	157.0649
148710079	19753	144.0415
148710071	19755	179.1019
118253859	19756	132.9143
148710395	19759	126.6583
146646584	19763	125.5339
145333948	19766	139.5605
145331632	19769	130.1179
145332515	19770	126.2646
149425834	19777	140.7633
152192625	19778	126.5875
150997786	19786	127.2360
155429027	19790	203.5112
108915085	19797	142.5918
124615969	19801	136.8968
129640609	19804	134.3183
68838143	19806	127.3112
124500876	19809	136.9318
{A826A542-9E4C-43F3-B039-DEE749435404}	19810	156.1002
124502136	19815	122.0622
124500436	19817	149.7994
87960700	19818	184.1623
131844946	19821	154.6235
135271311	19822	262.7815
133099349	19825	149.5777
131846287	19827	193.8561
133099212	19828	167.4446
133099003	19832	131.0379
131843856	19834	1046.2487
129639729	19836	360.4304
92080679	19839	260.8146
129691074	19841	304.9776
127350055	19846	129.5071
125294387	19847	305.7699
129445350	19849	172.2133
99421378	19850	128.4599
69931253	19852	170.1964
57420355	19853	125.6432
57417219	19854	253.3605
99704938	19858	133.3180
130025727	19859	136.7815
125570125	19864	179.8922
99702262	19865	216.4165
52533363	19871	228.9772
56892353	19883	189.6665
152113514	19885	129.6168
152841761	19891	130.5342
108582925	19894	165.7789
58004281	19896	138.2460
155918184	19901	144.8977
90129931	19911	136.0790
155281308	19914	193.9365
37615547	19919	167.5708
155211198	19920	163.5273
155472710	19927	145.6998
151839952	19928	311.4594
90120051	19935	125.0800
155468884	19939	123.0979
155209932	19948	136.1813
31921756	19959	145.3866
38210135	19960	121.2624
40198839	19962	177.3450
41059055	19963	223.5123
49234117	19964	185.7276
45725904	19975	156.1027
45720404	19977	139.4710
59813467	19980	203.8306
120018212	19981	158.6878
80005511	19982	150.5077
58121601	19983	129.4522
47728513	19988	128.8270
81638395	19991	149.3632
45340205	19994	130.6762
152100992	19996	196.6935
47706537	19998	198.6377
107117908	19999	130.5500
45362011	20001	172.5794
59746915	20003	153.3609
59721707	20009	129.0167
120020800	20012	459.1464
59811689	20013	143.0029
59804329	20015	139.9120
00ca0e64-125e-4d78-b1e0-4458eff69b32	20017	149.6389
59810073	20019	163.1868
166867547	20020	150.2095
81633235	20022	150.0358
59807147	20024	167.4553
45361119	20025	188.8583
81632974	20028	120.9337
107117790	20030	152.1650
120019525	20031	199.1447
59746203	20034	136.1270
120020807	20035	225.1360
59745787	20036	130.3774
107114674	20038	271.7878
72858821	20039	119.6667
120020785	20042	343.1530
58124257	20043	129.2795
107118182	20046	123.5799
81641697	20047	188.1597
81637745	20050	139.5886
58126063	20051	160.3706
45728694	20055	181.7743
84590721	20057	133.3801
82554216	20058	148.8440
91599965	20061	138.0934
86365649	20063	127.3573
82553340	20064	130.2261
84623905	20067	157.3632
83946458	20068	133.0408
122549053	20071	147.7012
82955915	20074	168.5764
82553762	20078	127.7311
82552794	20079	175.3811
86365773	20080	148.7026
32671206	20083	209.0152
122849034	20084	243.4051
118874631	20085	140.4289
82553028	20086	143.4632
120020059	20087	205.6805
122550676	20088	143.3852
83946774	20089	124.1800
122547749	20090	208.2554
82553208	20091	151.9206
120020332	20093	237.0311
47484619	20095	123.5409
91682323	20096	125.6814
82984991	20100	138.9462
69546523	20101	116.4572
69548103	20104	133.5873
47486745	20106	175.2811
69547881	20107	127.4089
120019607	20109	211.9403
69887304	20112	130.1913
74924745	20114	161.0521
151948880	20115	196.6087
69884630	20117	122.7457
69885210	20118	158.0271
74924757	20120	176.3513
151949411	20121	145.4023
151949969	20126	237.9807
151949152	20129	135.9530
155495439	20131	151.2916
132444163	20135	258.5727
70332311	20137	132.9463
157358724	20150	168.4163
141288055	20151	126.4328
133403364	20165	130.9338
143247701	20173	133.9420
143250142	20175	118.1195
155016767	20181	168.3979
{2138208C-022F-4260-944B-02219FDC7DA1}	20183	143.4928
144569388	20187	275.1130
123167016	20198	140.6283
121625967	20199	194.6621
123167949	20213	140.9890
123167138	20216	374.8589
{5207AEDD-2A1B-44A3-871E-26FD85C7AEB9}	20222	174.7584
133215125	20228	194.7965
154350799	20230	166.7359
154351309	20231	196.2606
98656572	20256	186.2933
44746721	20263	211.5771
48809530	20270	161.3505
54366318	20271	200.1462
83959041	20275	226.0041
91246265	20277	400.5323
120032675	20282	335.6851
126211390	20283	152.1537
121545199	20284	137.8089
86275915	20291	116.8666
120017982	20293	239.2183
86274753	20295	212.7874
86272809	20296	140.5410
126105988	20297	188.8242
105568338	20298	190.1443
86283167	20300	177.3263
86280875	20301	144.5318
{57262336-0D4E-4C30-B9A9-351AC3531C39}	20304	249.9058
86282833	20306	133.1068
86273347	20307	120.0999
121544166	20309	147.6141
86279897	20310	173.7648
121544204	20311	424.8499
86275149	20313	173.0135
86280677	20316	175.6954
86278591	20318	121.7195
120018587	20319	283.9186
{866DAF48-2803-41FF-BEC7-DF251750C80A}	20322	155.7798
121837633	20324	257.4994
114335695	20326	201.2900
86276861	20327	322.1176
121544276	20329	132.3563
105569360	20330	191.4442
121839717	20331	169.7310
120018827	20333	128.8754
80996201	20334	240.7078
80993351	20337	181.8850
90771673	20340	122.6870
80996567	20341	136.7449
80999315	20345	136.9597
90769083	20347	155.9277
80993881	20348	160.2446
120019280	20349	273.2708
120019349	20350	167.7473
80998555	20351	438.4276
120019271	20353	203.8197
80993581	20357	127.6852
80996323	20358	605.3796
80993547	20360	232.4438
120019250	20363	142.7611
120019401	20365	277.7630
264d39e7-b5b5-4b7d-aa55-fa48dab0e9de	20367	273.0690
121544928	20368	133.8799
{93951D7A-D4E0-49DB-ADDE-4B9DC763C92F}	20369	136.5884
90769629	20370	135.5050
159107668	20371	156.9482
159107669	20372	120.3356
127585307	20374	122.8650
74256384	20376	377.7189
74254642	20382	120.7308
132542934	20383	143.7264
148803243	20387	132.6041
92007424	20395	421.4310
139345719	20398	163.6474
75810858	20411	239.4543
75814492	20417	169.2247
50468912	20420	169.4301
165384675	20430	156.4545
50469274	20441	141.4337
107432871	20452	126.4057
0101840a-2e1f-4e55-a0f1-30e5c95f6788	20453	125.3900
80303299	20455	126.4442
103456772	20471	486.1006
150098060	20472	250.3614
145081808	20473	126.5996
103456754	20474	176.9354
150611744	20480	149.4501
151715654	20488	155.2475
106401046	20491	125.3660
152243489	20493	363.3822
129968253	20496	252.7436
136864785	20501	228.2967
135912047	20505	599.5435
136863214	20507	130.7897
135912467	20509	141.5064
136863527	20510	138.1928
136863915	20511	151.2364
135997408	20514	138.8652
123623313	20525	130.6543
{8A762FA3-C0A4-4A5C-8B6B-FEF86C81C2ED}	20528	120.9605
123632736	20532	138.3993
136018209	20534	154.1175
123913149	20537	159.3573
136680659	20539	125.7298
123912976	20540	128.9247
127630158	20541	129.2901
136681865	20543	142.3155
135697521	20545	149.9210
127660706	20547	188.7321
136683167	20548	162.7623
127659789	20551	178.0379
122362667	20554	148.1651
122228764	20555	134.7048
116113550	20556	163.0525
122238824	20560	134.0538
121933092	20562	202.8637
122976745	20565	216.4914
122365440	20566	143.0665
122176019	20567	190.8237
47723103	20569	132.6647
50522131	20571	271.1349
167263402	20574	123.7936
53541175	20575	142.5885
167587176	20589	144.8501
89364567	20594	131.0640
167101018	20595	151.3242
52853845	20600	125.4377
50521303	20603	130.8852
47721409	20605	258.3879
60459969	20606	365.3273
60454561	20608	136.0062
{ea8f754d-a44b-4c65-aea1-9cc63faae0fa}	20610	616.2618
25610271	20622	142.2639
29851845	20628	205.4884
25873652	20634	176.5047
25856710	20635	125.4103
25870318	20637	200.0525
26180190	20640	141.7791
149269408	20641	795.4584
66414371	20647	156.5646
43493327	20654	129.5684
43497126	20656	138.2236
66924573	20658	163.4266
57354749	20660	188.4185
{D52329FC-3415-4297-966E-AD51CA21DF19}	20675	156.5367
111725895	20679	202.3932
87818899	20680	128.0574
107070500	20682	216.5503
107072748	20686	141.8388
107073560	20687	145.9850
87818543	20691	145.0877
114543371	20692	426.9013
107074508	20696	122.8292
107074898	20697	134.8960
87819025	20698	217.1029
111726521	20699	150.2140
114540299	20702	178.0646
123397434	20705	121.6906
45656159	20707	526.2682
86672269	20708	147.8496
105233961	20717	148.5786
110734177	20718	130.3177
75659903	20719	119.1927
75661313	20722	126.5017
75658793	20726	168.9264
76155451	20727	389.5457
155442757	20729	298.7654
75661703	20730	115.5326
113235829	20736	136.2442
111861433	20737	193.9656
110736155	20738	134.3262
155443889	20740	121.5514
76155143	20742	126.0648
75655491	20743	125.8350
110734397	20744	206.2068
121207586	20747	120.9471
152518712	20751	120.0467
155637168	20755	148.2483
155642660	20756	185.5971
155635961	20758	140.3886
152094437	20760	168.5041
152518596	20761	141.4862
155635839	20766	144.1258
44364812	20776	245.2245
60087619	20780	161.8524
44365910	20782	252.9508
44364108	20783	319.3775
123111621	20789	175.6902
152237923	20791	128.6913
118253809	20794	138.5603
148710178	20796	139.3936
118254369	20798	278.1966
149759032	20800	132.6358
149759314	20804	141.8801
118253143	20806	351.8735
149759187	20807	148.8581
146647170	20813	260.8882
155404709	20815	135.4186
145333241	20816	152.1569
145332334	20818	217.9636
151874114	20821	118.9545
152144907	20824	142.8827
150994172	20831	121.1630
155427981	20833	139.3632
151915056	20837	125.0913
123058064	20841	141.6491
123058955	20842	193.8126
84200399	20850	143.0074
87959242	20858	266.7739
167070063	20861	131.3257
86671435	20863	161.5788
{25299D66-80EC-40F7-B6B8-D7D46310853D}	20864	123.9905
131846510	20869	129.0536
131844130	20870	280.0237
132433376	20873	148.4123
131845220	20874	161.6571
131845926	20875	126.4260
133098651	20876	130.9015
150991635	20877	144.1893
167248049	20880	130.7858
131860541	20881	118.7329
131844910	20883	139.4108
167303022	20884	143.4660
124500439	20887	127.1644
129691032	20890	200.1661
92083545	20895	246.7830
{96661497-74FB-450C-88F8-92FEE0CDF037}	20896	135.6777
92081835	20897	147.0681
123851234	20902	139.4103
112384781	20903	138.4759
112384573	20905	126.7485
99697216	20912	120.3015
73882410	20915	135.1254
56942854	20923	148.1765
57933866	20928	147.7041
152840016	20933	125.6528
49068344	20942	175.3808
155470839	20961	164.6427
37604533	20962	148.2107
145222161	20969	158.5982
145222674	20975	166.5741
90108703	20980	124.1920
151833918	20981	142.1477
40202912	20997	155.0408
96568189	21004	148.8800
38209986	21007	120.0943
59724571	21017	333.8835
80002247	21021	144.3250
120018317	21022	150.1684
45358827	21023	167.0887
72863533	21025	134.1250
166868571	21028	160.4121
45727074	21032	139.1873
47730897	21033	144.7008
47717897	21034	269.2857
{DE383488-5F51-402D-A5E3-28C34AAA9853}	21035	166.3514
49235339	21036	364.2557
45382152	21038	427.2235
