edu_zoneid	edu_baseflowindex_min	edu_baseflowindex_max	edu_baseflowindex_mean	edu_baseflowindex_std	edu_dep_no3_1985_min	edu_dep_no3_1985_max	edu_dep_no3_1985_mean	edu_dep_no3_1985_std	edu_dep_no3_1990_min	edu_dep_no3_1990_max	edu_dep_no3_1990_mean	edu_dep_no3_1990_std	edu_dep_no3_1995_min	edu_dep_no3_1995_max	edu_dep_no3_1995_mean	edu_dep_no3_1995_std	edu_dep_no3_2000_min	edu_dep_no3_2000_max	edu_dep_no3_2000_mean	edu_dep_no3_2000_std	edu_dep_no3_2005_min	edu_dep_no3_2005_max	edu_dep_no3_2005_mean	edu_dep_no3_2005_std	edu_dep_no3_2010_min	edu_dep_no3_2010_max	edu_dep_no3_2010_mean	edu_dep_no3_2010_std	edu_dep_so4_1985_min	edu_dep_so4_1985_max	edu_dep_so4_1985_mean	edu_dep_so4_1985_std	edu_dep_so4_1990_min	edu_dep_so4_1990_max	edu_dep_so4_1990_mean	edu_dep_so4_1990_std	edu_dep_so4_1995_min	edu_dep_so4_1995_max	edu_dep_so4_1995_mean	edu_dep_so4_1995_std	edu_dep_so4_2000_min	edu_dep_so4_2000_max	edu_dep_so4_2000_mean	edu_dep_so4_2000_std	edu_dep_so4_2005_min	edu_dep_so4_2005_max	edu_dep_so4_2005_mean	edu_dep_so4_2005_std	edu_dep_so4_2010_min	edu_dep_so4_2010_max	edu_dep_so4_2010_mean	edu_dep_so4_2010_std	edu_dep_totaln_1985_min	edu_dep_totaln_1985_max	edu_dep_totaln_1985_mean	edu_dep_totaln_1985_std	edu_dep_totaln_1990_min	edu_dep_totaln_1990_max	edu_dep_totaln_1990_mean	edu_dep_totaln_1990_std	edu_dep_totaln_1995_min	edu_dep_totaln_1995_max	edu_dep_totaln_1995_mean	edu_dep_totaln_1995_std	edu_dep_totaln_2000_min	edu_dep_totaln_2000_max	edu_dep_totaln_2000_mean	edu_dep_totaln_2000_std	edu_dep_totaln_2005_min	edu_dep_totaln_2005_max	edu_dep_totaln_2005_mean	edu_dep_totaln_2005_std	edu_dep_totaln_2010_min	edu_dep_totaln_2010_max	edu_dep_totaln_2010_mean	edu_dep_totaln_2010_std	edu_groundwaterrecharge_min	edu_groundwaterrecharge_max	edu_groundwaterrecharge_mean	edu_groundwaterrecharge_std	edu_prism_ppt_30yr_normal_800mm2_annual_min	edu_prism_ppt_30yr_normal_800mm2_annual_max	edu_prism_ppt_30yr_normal_800mm2_annual_mean	edu_prism_ppt_30yr_normal_800mm2_annual_std	edu_prism_tmax_30yr_normal_800mm2_annual_min	edu_prism_tmax_30yr_normal_800mm2_annual_max	edu_prism_tmax_30yr_normal_800mm2_annual_mean	edu_prism_tmax_30yr_normal_800mm2_annual_std	edu_prism_tmean_30yr_normal_800mm2_annual_min	edu_prism_tmean_30yr_normal_800mm2_annual_max	edu_prism_tmean_30yr_normal_800mm2_annual_mean	edu_prism_tmean_30yr_normal_800mm2_annual_std	edu_prism_tmin_30yr_normal_800mm2_annual_min	edu_prism_tmin_30yr_normal_800mm2_annual_max	edu_prism_tmin_30yr_normal_800mm2_annual_mean	edu_prism_tmin_30yr_normal_800mm2_annual_std	edu_runoff_min	edu_runoff_max	edu_runoff_mean	edu_runoff_std	edu_surficialgeology_alluv_ha	edu_surficialgeology_alluv_pct	edu_surficialgeology_beach_ha	edu_surficialgeology_beach_pct	edu_surficialgeology_colluv_ha	edu_surficialgeology_colluv_pct	edu_surficialgeology_dec_resid_ha	edu_surficialgeology_dec_resid_pct	edu_surficialgeology_eolian_ha	edu_surficialgeology_eolian_pct	edu_surficialgeology_gf_out_ha	edu_surficialgeology_gf_out_pct	edu_surficialgeology_grus_ha	edu_surficialgeology_grus_pct	edu_surficialgeology_ice_ha	edu_surficialgeology_ice_pct	edu_surficialgeology_lac_ha	edu_surficialgeology_lac_pct	edu_surficialgeology_lac_clay_ha	edu_surficialgeology_lac_clay_pct	edu_surficialgeology_marine_ha	edu_surficialgeology_marine_pct	edu_surficialgeology_open_water_ha	edu_surficialgeology_open_water_pct	edu_surficialgeology_other_ha	edu_surficialgeology_other_pct	edu_surficialgeology_peat_mrsh_ha	edu_surficialgeology_peat_mrsh_pct	edu_surficialgeology_saprol_ha	edu_surficialgeology_saprol_pct	edu_surficialgeology_solif_ha	edu_surficialgeology_solif_pct	edu_surficialgeology_solut_ha	edu_surficialgeology_solut_pct	edu_surficialgeology_till_clay_ha	edu_surficialgeology_till_clay_pct	edu_surficialgeology_till_loam_ha	edu_surficialgeology_till_loam_pct	edu_surficialgeology_till_oth_ha	edu_surficialgeology_till_oth_pct	edu_surficialgeology_till_sand_ha	edu_surficialgeology_till_sand_pct
11	EDU_19	21	49	35.4396	4.8667	12.5393	25.1169	17.4493	1.7409	17.1218	24.5798	20.1172	1.099	11.8172	22.4472	16.013	1.8089	13.42	21.0493	16.586	1.2461	9.7025	16.7944	13.3263	1.1187	6.2359	9.3418	7.6454	0.3771	26.2482	42.2658	32.6648	2.0148	31.1985	49.7925	38.0419	3.2389	15.4661	29.4934	22.2572	2.7818	20.0697	27.4563	23.3519	1.0974	14.389	27.7275	20.519	2.0205	8.3053	13.1921	10.6724	0.8388	4.4039	9.0009	6.3845	0.7056	6.309	9.4956	7.455	0.4618	4.3362	8.3933	5.9545	0.7349	4.7817	8.1844	6.1848	0.6067	3.8618	7.0287	5.4945	0.6346	3.0026	4.4261	3.5825	0.282	72	212	133.5733	21.1663	929.8224	1276.528	1028.4503	53.004	13.9478	18.4101	16.1143	0.8121	8.6096	12.0563	10.358	0.6194	2.5151	6.6806	4.5966	0.6287	11.976	20.65	15.0098	1.6455	160516.8441	3.4982	0	0	2750952.0936	59.953	0	0	0	0	95808.024	2.088	0	0	141369.2651	3.0809	48901.2811	1.0657	59425.5275	1.2951	0	0	7847.6181	0.171	0	0	0	0	0	0	62682.6872	1.3661	0	0	212802.0399	4.6377	1011090.4428	22.0352	37118.9184	0.809	0	0
12	EDU_2	43	73	55.8947	4.6655	8.604	13.8528	11.4034	1.1082	7.9416	10.5637	9.0745	0.6084	8.27	10.9492	9.3434	0.5314	7.8853	12.2327	9.8237	0.8974	7.6906	10.6784	9.223	0.4086	5.4782	7.5139	6.7308	0.4853	10.8676	17.8657	14.691	1.5138	8.2953	11.1192	9.6756	0.5593	7.0861	9.4538	8.1074	0.4764	6.4839	9.6959	7.9162	0.6354	7.2416	9.7512	8.4335	0.3751	4.4102	5.7827	5.1572	0.3063	4.0681	6.3268	5.272	0.4698	4.123	5.8511	4.8328	0.4088	4.084	5.0976	4.4609	0.1624	3.9044	6.1271	4.9564	0.4355	4.2005	5.8185	5.1092	0.2225	2.9668	4.7512	3.9459	0.3802	102	266	201.9847	24.2643	751.5759	884.3624	814.4712	29.1531	7.9265	11.4468	10.6095	0.4573	4.1684	5.5081	4.8446	0.2613	-1.9321	2.2179	-0.9253	0.5348	9.7446	14.7603	14.0413	0.916	0	0	0	0	0	0	0	0	0	0	35864.1118	4.3335	0	0	86149.6872	10.4095	17565.6359	2.1225	24890.0746	3.0075	0	0	0	0	0	0	13262.9269	1.6026	0	0	0	0	0	0	335243.7979	40.5076	314631.8679	38.017	0	0	0	0
13	EDU_20	11	45	17.0006	4.2959	7.7534	14.2987	10.6526	1.5263	9.6833	14.4212	11.7629	0.9029	11.6861	15.8395	13.6705	0.833	8.9265	12.6288	11.418	0.5536	7.1633	10.8845	8.9315	0.6692	8.961	12.9298	10.831	0.884	11.0207	23.147	16.3072	2.9997	11.1158	17.771	14.6334	1.3091	11.1412	16.1279	13.8171	1.1449	6.9721	11.4473	9.475	0.8631	7.7833	12.0759	9.9744	0.8715	8.2439	12.4543	10.3751	0.8402	3.1596	5.8798	4.3283	0.6424	5.0416	7.6202	5.9912	0.5572	5.9154	7.9837	6.9081	0.4276	4.3498	6.0727	5.3446	0.2307	4.0262	5.9125	4.9201	0.3499	5.5462	7.8231	6.5191	0.5526	20	82	33.2026	7.8108	877.7642	1093.5514	991.3312	44.8334	15.7155	18.1328	16.8377	0.6294	9.846	12.38	10.9742	0.6142	3.8627	6.8694	5.1056	0.6165	6.2117	9.1179	7.8921	0.6924	544774.9802	19.1942	0	0	0	0	232660.8301	8.1974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16370.3705	0.5768	0	0	0	0	0	0	0	0	0	0	0	0	2044419.5388	72.0316	0	0	0	0
14	EDU_21	13	63	33.1612	11.2795	13.568	17.9918	15.5671	0.7693	15.5558	20.2747	18.4829	0.7791	13.529	22.8549	17.578	1.7088	14.3986	19.1181	16.8449	0.9509	11.4974	15.6514	13.3149	0.9304	7.2299	10.0747	8.1588	0.5208	25.0729	33.5829	28.8677	1.523	30.608	40.0147	36.0676	1.7525	18.5099	29.2089	22.9874	1.8854	19.5555	26.4789	23.1824	1.5718	17.8358	23.5384	20.4018	1.0137	8.9503	11.8445	10.0711	0.4748	4.9436	6.978	5.6278	0.3767	6.1209	7.9577	7.2952	0.2975	5.5058	9.1119	7.0307	0.6033	5.5592	7.4378	6.5028	0.3594	4.863	6.7855	5.6908	0.4492	3.3704	4.9932	3.9148	0.3043	52	191	109.252	30.8623	949.9888	1141.4031	1047.4109	38.5503	15.3005	19.1052	16.8893	0.8781	9.8652	13.0797	11.309	0.7895	4.1953	7.6491	5.7237	0.7341	10.7322	16.1779	13.4117	1.2202	126990.667	5.7446	0	0	231696.7477	10.481	0	0	0	0	68315.3696	3.0903	0	0	11490.7687	0.5198	1970.2013	0.0891	13680.6549	0.6189	0	0	16154.4262	0.7308	0	0	0	0	0	0	0	0	0	0	211938.708	9.5873	1528390.0702	69.1383	0	0	0	0
15	EDU_22	13	55	30.6204	8.2578	11.3958	15.4018	13.8341	0.6539	11.6257	18.3425	15.2099	1.5195	11.2263	17.2679	14.312	1.0301	9.7949	15.2214	12.0312	0.6193	7.1812	12.4507	9.0677	1.0145	7.826	12.4537	10.2788	1.0727	19.1839	29.3732	25.0984	1.8182	18.63	31.801	24.2371	2.8302	13.7088	21.9789	17.7883	1.448	10.4341	17.9668	13.159	1.0553	8.6115	17.7997	12.0688	1.9568	8.9658	13.7028	11.8484	1.032	4.6345	6.0885	5.4235	0.2103	5.2475	8.4262	7.0515	0.7941	5.1695	7.8602	6.5662	0.5065	4.3795	6.4207	5.2723	0.2562	3.6708	6.3931	4.5427	0.5099	4.0772	7.1773	5.5043	0.7723	27	124	68.421	19.1516	914.0818	1078.1019	974.4254	24.5121	15.123	18.8044	16.9412	0.6107	9.4853	12.9555	11.2496	0.5913	3.8396	7.3697	5.5529	0.591	8.3608	9.6595	8.8649	0.2734	281196.8204	7.4342	0	0	0	0	8014.5082	0.2119	242422.8247	6.4091	150972.8931	3.9914	0	0	16892.0652	0.4466	74464.2296	1.9687	2511.5861	0.0664	0	0	8829.9015	0.2334	0	0	0	0	0	0	0	0	40669.3787	1.0752	162345.7093	4.292	2794178.1347	73.8712	0	0	0	0
16	EDU_23	27	72	41.9941	7.0788	7.2028	11.4688	9.2492	0.7665	10.4785	16.4166	13.6592	1.0421	9.9844	14.8855	12.2129	0.8244	10.0682	14.4342	12.371	0.7297	6.326	13.0421	9.9389	1.9008	8.4062	11.6893	9.5755	0.7385	9.7982	18.7662	13.2272	1.9497	11.5062	23.4315	16.5637	2.3903	9.6988	17.053	12.186	1.505	8.2519	13.9579	10.6324	1.0392	7.254	13.1748	10.3888	1.5352	6.7092	12.3884	8.7036	1.3324	3.2278	4.7803	4.0417	0.2424	5.816	8.554	7.2936	0.4188	5.0153	7.189	6.0514	0.3617	5.0243	7.4094	6.156	0.3992	3.3775	7.8108	5.6733	1.2643	5.5166	7.066	6.0796	0.2721	58	115	76.4917	7.7735	819.8582	960.6486	898.3837	27.0929	11.9422	16.2269	14.2318	0.9648	6.8043	10.79	8.6279	0.9129	1.5945	5.49	3.019	0.8787	5.4801	9.0965	7.3792	0.8695	269176.9366	8.2294	0	0	11864.8882	0.3627	0	0	51673.1718	1.5798	296263.0031	9.0575	0	0	0	0	0	0	15656.0563	0.4786	0	0	12.8242	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	2626255.5947	80.2915	0	0	0	0
17	EDU_24	8	38	15.453	6.7427	12.485	17.06	14.5747	0.8257	12.1927	18.14	13.8838	1.0009	11.1762	15.2044	13.3757	0.7046	11.0955	16.1604	13.8986	0.901	8.9494	12.3953	10.031	0.5616	6.6631	9.8952	8.2768	0.8	24.2473	35.121	29.3868	1.9235	20.8318	31.4585	24.1756	1.8216	14.917	20.259	17.9565	0.9698	12.981	19.4022	16.5634	1.0001	13.4939	17.825	15.0454	0.6061	8.1247	12.0189	10.3539	1	4.677	6.4693	5.5923	0.2775	5.2361	8.2574	5.973	0.5365	4.8753	6.6753	5.8736	0.3442	4.5969	6.7838	5.7929	0.3828	4.1532	6.4026	4.7308	0.405	3.3279	5.0268	4.1539	0.4133	20	89	37.1968	15.2169	978.8199	1221.3447	1068.9834	49.4391	16.2849	19.8562	18.4181	0.6922	10.5569	13.9452	12.7127	0.647	4.824	8.3506	7.0022	0.6181	8.9088	14.6366	9.9447	1.178	131992.6501	6.2186	0	0	29034.9081	1.3679	0	0	17742.6558	0.8359	55213.916	2.6013	0	0	61319.3405	2.8889	126070.2656	5.9396	0	0	0	0	22214.1339	1.0466	0	0	0	0	0	0	0	0	474.3307	0.0223	0	0	1678489.1746	79.0788	0	0	0	0
18	EDU_25	39	63	48.5779	3.6087	9.8124	28.0823	14.3466	2.5511	12.0366	29.2773	16.5025	2.6717	8.3923	26.1614	12.5667	2.464	10.1135	30.1072	14.7636	2.8147	7.761	18.7118	10.2068	1.6363	4.5291	12.0477	6.4728	0.9806	14.0027	37.0071	19.7441	3.3934	15.6409	39.2232	21.9241	3.6411	8.4083	29.3599	13.4319	2.8437	10.1588	30.6245	15.18	3.1169	9.4175	22.2692	12.2824	1.856	4.6817	13.8249	6.9458	1.1864	3.3622	9.3502	4.8154	0.8419	4.1816	10.601	5.7575	0.9296	2.9702	9.5101	4.5222	0.9025	3.5562	10.9043	5.1876	0.9902	3.0258	7.463	3.9963	0.6428	2.1458	6.4051	3.0856	0.528	177	457	260.6717	48.3307	795.3759	2006.2025	1101.2838	167.9794	6.8506	14.6728	11.9013	1.2247	1.8529	8.8024	6.2469	1.1716	-3.1459	2.928	0.5875	1.2515	17.3517	31.5852	21.3368	3.7816	4456.6463	0.2081	0	0	0	0	0	0	0	0	0	0	0	0	125117.0337	5.8411	33302.6441	1.5547	172127.8535	8.0358	162740.5329	7.5976	124487.111	5.8117	0	0	14391.5193	0.6719	0	0	0	0	0	0	0	0	523742.7919	24.451	0	0	981643.8818	45.8282
19	EDU_26	30	89	68.0403	16.2922	15.6669	20.8054	17.6746	0.9106	14.7466	22.7437	19.2577	1.6805	11.7342	14.6258	13.2026	0.5823	14.128	19.1413	16.2763	1.0717	7.631	11.3509	9.5853	0.7655	6.3335	8.7513	7.5471	0.4431	22.4742	28.8088	25.3922	1.1639	21.1642	33.2013	28.0701	2.6137	13.0796	16.2445	14.6179	0.59	16.5259	22.5163	19.4273	1.3422	12.9931	17.1696	15.4072	0.9493	7.0937	9.47	8.2959	0.5141	5.124	6.6741	5.7693	0.2824	5.0401	7.771	6.5781	0.5686	4.1055	5.127	4.6306	0.2204	4.8322	6.6114	5.6092	0.3825	2.6279	4.2147	3.4709	0.4122	2.8685	3.8363	3.3588	0.2075	68	514	308.5227	155.8699	1043.8734	1319.4948	1197.7393	36.5793	13.3689	17.1698	15.7904	0.6735	10.5769	12.82	11.4485	0.5252	5.5093	8.786	7.1012	0.6396	5.4998	28.8475	18.8802	8.3603	5132.6997	1.3207	18402.5731	4.735	0	0	0	0	4605.2769	1.185	185506.5781	47.7314	0	0	48672.6677	12.5236	12535.4838	3.2254	0	0	0	0	2631.3533	0.6771	389.2403	0.1002	11254.677	2.8959	0	0	0	0	0	0	49283.1268	12.6807	1731.9391	0.4456	0	0	48501.5321	12.4796
20	EDU_27	41	71	51.2638	4.9324	13.3227	22.9156	19.1672	1.8603	12.4159	23.5643	17.9631	2.2098	11.7399	21.1041	14.8057	1.3987	13.4498	21.644	16.7388	1.8033	8.1248	14.0693	10.4728	0.9141	5.7587	9.1076	7.4398	0.5203	22.2013	32.8848	27.947	2.1899	19.4055	34.9056	25.5622	3.2727	13.0917	21.3143	15.8499	1.33	16.0044	24.5016	19.3233	1.9732	11.6167	18.5495	14.5948	1.1869	5.908	9.2188	7.6295	0.6281	4.4175	7.4216	6.1849	0.5732	4.1527	8.0954	6.1519	0.762	4.0631	7.4024	5.2339	0.5009	4.6901	7.46	5.736	0.6101	2.8832	5.1174	3.7936	0.3535	2.4037	3.7974	3.1155	0.248	199	519	329.7448	45.4464	1062.4371	1426.8604	1246.0707	49.8765	11.0415	16.6757	14.9117	0.985	6.086	12.1086	9.3782	1.0679	0.0567	7.7083	3.8396	1.2889	18.569	31.4953	25.5198	1.9565	43672.7746	1.7669	1198.1264	0.0485	0	0	0	0	0	0	48752.4743	1.9724	2776.7715	0.1123	552781.0096	22.3639	7466.1505	0.3021	52767.0644	2.1348	0	0	19086.0683	0.7722	0	0	0	0	0	0	0	0	0	0	0	0	56872.7874	2.3009	0	0	1686384.7782	68.2261
21	EDU_28	26	75	50.729	7.2542	15.2394	24.5282	18.4039	1.4737	14.923	26.8555	19.7265	2.3277	11.327	18.0259	14.9031	0.9381	12.2207	20.8591	17.2018	1.6925	10.5666	14.4015	12.1604	0.7306	7.2984	10.5575	8.8303	0.6369	23.2889	36.9469	27.7405	2.1632	22.2683	38.7284	29.0633	3.1321	13.3278	20.987	17.0242	0.9251	17.352	26.6734	22.1126	1.6607	13.6017	20.638	17.6233	1.2618	8.1425	11.9082	10.3834	0.6196	5.0921	8.2884	6.1626	0.503	5.207	9.155	6.8136	0.7524	4.1137	6.4089	5.3089	0.2966	4.0819	7.405	6.0208	0.6194	3.8863	6.6265	5.1653	0.5182	3.4217	6.2813	4.5099	0.4919	139	426	289.9051	56.6678	1080.382	1474.3075	1205.0171	58.9231	12.6062	18.6546	16.664	1.3167	7.5123	13.5662	11.0738	1.4254	1.8912	8.9442	5.4786	1.5916	17.6453	28.8048	22.5531	2.4325	157394.5571	8.5795	0	0	211520.3136	11.5298	825780.2981	45.0126	5682.2676	0.3097	3144.3009	0.1714	0	0	7261.2797	0.3958	0	0	0	0	0	0	16286.1772	0.8877	0	0	12618.0767	0.6878	204259.7216	11.134	0	0	135720.2668	7.398	22364.3578	1.2191	205882.9901	11.2225	0	0	26638.1391	1.452
22	EDU_29	25	61	44.2691	6.533	15.7041	25.7983	19.7705	1.3254	17.0204	25.3505	20.8055	1.5458	10.6405	19.568	14.3192	1.2739	14.4998	23.2043	18.5879	1.5656	9.6119	15.0447	11.0473	0.6404	6.6228	10.4361	8.4539	0.8119	22.9126	37.2535	28.2605	1.9305	24.58	36.1824	30.5655	2.32	11.9557	21.3142	15.927	1.2969	18.5446	29.5433	22.1728	1.63	13.331	21.9402	15.5271	1.0343	6.903	10.6241	8.8898	0.8996	5.1829	8.5361	6.4507	0.4268	5.8775	8.4952	7.0853	0.4949	3.6728	7.0906	4.9887	0.475	4.9879	7.9447	6.3961	0.5292	3.6265	5.8921	4.1616	0.2695	2.808	4.4567	3.6275	0.3796	112	494	257.9431	50.7213	1080.944	1711.8049	1228.8778	56.5793	9.646	18.0611	16.1802	1.0315	4.6953	12.9625	10.5978	1.1743	-0.2628	8.858	5.0103	1.4707	10.6252	39.9851	22.7257	2.4117	48823.4971	3.4046	591.7609	0.0413	20645.6679	1.4397	255813.2671	17.8387	4787.5652	0.3339	15193.2037	1.0595	0	0	174153.0257	12.1442	8724.4102	0.6084	13749.2107	0.9588	0	0	32214.1273	2.2464	0	0	14694.5743	1.0247	0	0	0	0	0	0	2770.0515	0.1932	545918.7679	38.0686	0	0	295960.0419	20.6382
23	EDU_3	42	71	55.7901	2.5111	6.3125	8.4553	7.0346	0.448	5.1581	7.4397	5.9829	0.4512	5.6543	7.4676	6.4491	0.2798	7.0709	9.2609	8.1645	0.3257	6.3873	7.8343	7.1589	0.2662	4.2829	5.6383	4.9204	0.2788	7.7488	10.6469	8.7192	0.6205	4.6351	7.0018	5.4223	0.4988	4.3986	5.6322	5.0145	0.1695	5.4316	7.1623	6.2076	0.3305	5.0657	6.3811	5.8818	0.2466	3.1617	4.1258	3.6479	0.1858	2.9368	3.8098	3.25	0.1808	2.6985	3.7745	3.0131	0.2133	2.7511	3.5166	3.0804	0.1359	3.5222	4.7308	4.0677	0.1677	3.4846	4.3436	3.9213	0.1646	2.3297	3.4924	2.9564	0.1988	64	171	111.6251	18.673	632.7587	742.1362	693.7163	16.299	9.2206	10.3139	9.836	0.1821	2.8616	4.5117	3.6101	0.2693	-3.6675	-0.8108	-2.6208	0.405	5.6556	10.5212	7.9376	1.1972	21624.5719	1.6836	0	0	0	0	0	0	0	0	101208.0549	7.8795	0	0	0	0	54816.1669	4.2677	299328.3913	23.304	0	0	31447.3672	2.4483	0	0	218337.2048	16.9985	0	0	0	0	0	0	0	0	356871.8021	27.784	0	0	200817.5288	15.6345
24	EDU_30	27	54	44.786	4.9802	13.1816	16.203	14.8271	0.7386	10.9918	15.5562	13.3065	0.9162	8.337	12.7554	10.7035	0.7129	9.124	11.6469	10.2663	0.4553	6.874	10.9665	8.7854	0.862	5.6893	8.4741	7.0522	0.6823	18.2403	23.8055	21.3503	1.4296	14.3626	20.3714	17.4317	1.2205	9.4155	14.0278	12.2193	0.815	9.174	11.1683	9.9222	0.4118	7.8661	11.5871	9.8561	0.7311	5.6584	9.6609	7.5593	0.9464	5.5312	6.7178	6.2147	0.192	5.2627	7.2599	6.3301	0.3757	4.0603	6.1994	5.2231	0.3443	3.9921	5.2297	4.5606	0.2245	3.5245	5.3359	4.424	0.3571	3.0971	4.5767	3.794	0.3692	61	150	114.949	17.9941	1104.0334	1198.8593	1154.3722	16.7711	19.0638	21.4993	20.1456	0.5453	12.9338	15.186	13.9783	0.484	6.7447	8.906	7.8061	0.4472	8.9426	12.3446	10.1867	0.7457	156050.2804	13.3157	0	0	4470.7562	0.3815	225408.5674	19.234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22680.6562	1.9353	0	0	0	0	0	0	0	0	763318.1895	65.1335	0	0	0	0	0	0	0	0
25	EDU_31	10	28	18.9882	4.7718	12.0282	17.0828	14.9805	1.1176	12.059	18.4899	14.7715	1.4233	11.4558	16.5818	13.9891	0.8638	12.0301	18.9903	14.7211	1.7229	9.5956	13.1092	11.047	0.6541	6.7896	11.5722	7.8761	0.6104	24.0718	35.948	30.4929	2.7882	22.1837	35.6948	28.2726	2.8061	15.6864	23.1895	19.8673	1.4098	15.8283	26.0229	19.613	2.5565	14.3347	20.0442	16.8966	1.1589	8.1949	14.5685	9.7142	0.8204	4.3955	6.67	5.6289	0.5364	5.0096	7.3658	6.0488	0.5131	4.8066	7.0488	5.9466	0.3488	5.0299	7.4941	5.9824	0.6008	4.3193	5.8952	4.9778	0.2864	3.286	5.8559	3.8893	0.3275	30	144	82.2924	29.0615	1117.8704	1271.3851	1183.1917	31.3369	17.2374	20.9274	19.2641	0.4906	11.5918	15.1528	13.4058	0.5594	5.6444	9.3713	7.5425	0.6757	11.6608	19.9075	16.5904	1.8645	121648.6645	5.3748	0	0	1123818.8628	49.6534	89603.8298	3.9589	107495.116	4.7494	116112.3452	5.1302	0	0	0	0	328674.0576	14.5217	0	0	0	0	69773.7388	3.0828	0	0	0	0	0	0	0	0	135132.4426	5.9705	0	0	171069.4303	7.5583	0	0	0	0
26	EDU_32	39	64	53.8582	4.3254	8.16	11.9545	10.1002	0.8166	10.9575	15.8237	13.0646	1.1109	7.7822	11.3902	9.5116	0.7298	8.0615	13.714	10.3502	0.7176	6.0751	12.2013	8.0859	1.0449	4.1176	8.4466	5.8919	0.516	13.5743	20.4848	17.1229	1.5127	15.9208	24.0139	19.3799	1.8736	8.8667	17.6567	12.7136	1.048	9.2685	16.4169	12.7021	1.1884	8.3586	16.4377	10.8867	1.3884	4.5909	9.6861	7.0071	0.6811	2.8371	3.9604	3.3741	0.2531	3.7608	5.3842	4.4554	0.3671	2.7125	3.9759	3.3078	0.2497	2.7617	4.622	3.4868	0.2296	2.1543	4.5684	2.9627	0.4317	1.7721	3.474	2.4229	0.2034	270	443	376.946	37.3692	0	1477.5475	1193.9711	218.9721	0	12.8179	11.1176	2.096	4.5356	7.7562	6.4761	0.6051	-1.4513	4.8487	1.4095	1.3854	24.2212	31.1149	26.9191	1.7318	0	0	0	0	0	0	0	0	0	0	4021.3693	0.3577	0	0	20193.7726	1.7965	0	0	0	0	309253.3699	27.5114	32078.3668	2.8537	0	0	0	0	0	0	0	0	0	0	0	0	10934.033	0.9727	0	0	747610.763	66.508
27	EDU_33	22	48	32.6129	5.9628	9.0317	14.718	11.3017	1.275	11.5239	15.6733	13.2976	0.7127	8.7611	12.4582	10.8208	0.7583	8.1679	13.6359	10.8325	1.0092	7.0835	10.5446	8.4901	0.8264	5.7819	7.6386	6.4174	0.4665	15.7362	29.5414	20.3622	2.7876	18.1106	25.4755	21.4844	1.4101	10.7408	16.2731	13.402	1.1314	10.0575	16.7583	12.6644	1.2295	9.4694	15.2488	11.5256	1.2676	6.6249	9.2754	7.3518	0.5769	3.4234	5.5561	4.2648	0.4784	4.8804	6.4725	5.5918	0.2579	3.7223	5.2829	4.5402	0.3107	3.2615	5.5184	4.3258	0.4155	3.052	4.7574	3.785	0.3824	2.7522	3.7691	3.0734	0.2435	89	219	147.5381	27.7631	1135.2031	1343.0576	1243.4131	38.1668	19.8976	22.387	21.0061	0.6074	13.4387	16.6515	15.3072	0.6942	6.7593	10.9141	9.6034	0.8	15.4301	20.4602	18.0038	1.0009	1507435.8351	84.6855	0	0	52247.2239	2.9352	107265.8997	6.026	14484.6577	0.8137	83977.8548	4.7177	0	0	0	0	0	0	0	0	0	0	1859.8936	0.1045	0	0	0	0	0	0	0	0	12769.4828	0.7174	0	0	0	0	0	0	0	0
28	EDU_34	46	66	56.0081	3.6827	13.0144	19.7123	16.409	0.9402	16.0677	23.1521	18.3665	0.8616	12.5414	16.6641	14.7203	0.7586	13.8363	17.9895	16.0365	0.6693	11.8599	14.7885	13.2459	0.7019	7.656	10.7705	8.6187	0.4432	19.8746	30.5821	25.1118	1.4048	24.3699	35.5766	27.8618	1.325	15.0577	20.0963	17.6464	0.9956	18.8135	23.924	21.6836	0.8026	18.4931	23.0324	19.8573	0.6717	8.7228	12.1814	9.9158	0.527	4.338	6.5876	5.4769	0.3156	5.7004	8.1603	6.4881	0.3089	4.5881	6.0621	5.3484	0.281	5.0229	6.8383	5.885	0.291	5.3587	7.508	6.3553	0.5249	4.001	6.776	5.4327	0.6276	186	294	247.7677	18.5799	1033.6173	1230.951	1115.5667	40.2976	15.1139	18.8897	17.1861	0.4924	9.7946	13.1645	11.5651	0.3718	4.4616	7.6107	5.9391	0.3181	15.739	21.4256	17.6473	0.9557	790.0235	0.1227	0	0	72698.9878	11.2937	144196.3116	22.4007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11250.3367	1.7477	0	0	0	0	266038.9927	41.3287	0	0	148739.6325	23.1065	0	0	0	0	0	0	0	0
