edu_zoneid	edu_baseflowindex_min	edu_baseflowindex_max	edu_baseflowindex_mean	edu_baseflowindex_std	edu_dep_no3_1985_min	edu_dep_no3_1985_max	edu_dep_no3_1985_mean	edu_dep_no3_1985_std	edu_dep_no3_1990_min	edu_dep_no3_1990_max	edu_dep_no3_1990_mean	edu_dep_no3_1990_std	edu_dep_no3_1995_min	edu_dep_no3_1995_max	edu_dep_no3_1995_mean	edu_dep_no3_1995_std	edu_dep_no3_2000_min	edu_dep_no3_2000_max	edu_dep_no3_2000_mean	edu_dep_no3_2000_std	edu_dep_no3_2005_min	edu_dep_no3_2005_max	edu_dep_no3_2005_mean	edu_dep_no3_2005_std	edu_dep_no3_2010_min	edu_dep_no3_2010_max	edu_dep_no3_2010_mean	edu_dep_no3_2010_std	edu_dep_so4_1985_min	edu_dep_so4_1985_max	edu_dep_so4_1985_mean	edu_dep_so4_1985_std	edu_dep_so4_1990_min	edu_dep_so4_1990_max	edu_dep_so4_1990_mean	edu_dep_so4_1990_std	edu_dep_so4_1995_min	edu_dep_so4_1995_max	edu_dep_so4_1995_mean	edu_dep_so4_1995_std	edu_dep_so4_2000_min	edu_dep_so4_2000_max	edu_dep_so4_2000_mean	edu_dep_so4_2000_std	edu_dep_so4_2005_min	edu_dep_so4_2005_max	edu_dep_so4_2005_mean	edu_dep_so4_2005_std	edu_dep_so4_2010_min	edu_dep_so4_2010_max	edu_dep_so4_2010_mean	edu_dep_so4_2010_std	edu_dep_totaln_1985_min	edu_dep_totaln_1985_max	edu_dep_totaln_1985_mean	edu_dep_totaln_1985_std	edu_dep_totaln_1990_min	edu_dep_totaln_1990_max	edu_dep_totaln_1990_mean	edu_dep_totaln_1990_std	edu_dep_totaln_1995_min	edu_dep_totaln_1995_max	edu_dep_totaln_1995_mean	edu_dep_totaln_1995_std	edu_dep_totaln_2000_min	edu_dep_totaln_2000_max	edu_dep_totaln_2000_mean	edu_dep_totaln_2000_std	edu_dep_totaln_2005_min	edu_dep_totaln_2005_max	edu_dep_totaln_2005_mean	edu_dep_totaln_2005_std	edu_dep_totaln_2010_min	edu_dep_totaln_2010_max	edu_dep_totaln_2010_mean	edu_dep_totaln_2010_std	edu_groundwaterrecharge_min	edu_groundwaterrecharge_max	edu_groundwaterrecharge_mean	edu_groundwaterrecharge_std	edu_prism_ppt_30yr_normal_800mm2_annual_min	edu_prism_ppt_30yr_normal_800mm2_annual_max	edu_prism_ppt_30yr_normal_800mm2_annual_mean	edu_prism_ppt_30yr_normal_800mm2_annual_std	edu_prism_tmax_30yr_normal_800mm2_annual_min	edu_prism_tmax_30yr_normal_800mm2_annual_max	edu_prism_tmax_30yr_normal_800mm2_annual_mean	edu_prism_tmax_30yr_normal_800mm2_annual_std	edu_prism_tmean_30yr_normal_800mm2_annual_min	edu_prism_tmean_30yr_normal_800mm2_annual_max	edu_prism_tmean_30yr_normal_800mm2_annual_mean	edu_prism_tmean_30yr_normal_800mm2_annual_std	edu_prism_tmin_30yr_normal_800mm2_annual_min	edu_prism_tmin_30yr_normal_800mm2_annual_max	edu_prism_tmin_30yr_normal_800mm2_annual_mean	edu_prism_tmin_30yr_normal_800mm2_annual_std	edu_runoff_min	edu_runoff_max	edu_runoff_mean	edu_runoff_std	edu_surficialgeology_alluv_ha	edu_surficialgeology_alluv_pct	edu_surficialgeology_beach_ha	edu_surficialgeology_beach_pct	edu_surficialgeology_colluv_ha	edu_surficialgeology_colluv_pct	edu_surficialgeology_dec_resid_ha	edu_surficialgeology_dec_resid_pct	edu_surficialgeology_eolian_ha	edu_surficialgeology_eolian_pct	edu_surficialgeology_gf_out_ha	edu_surficialgeology_gf_out_pct	edu_surficialgeology_grus_ha	edu_surficialgeology_grus_pct	edu_surficialgeology_ice_ha	edu_surficialgeology_ice_pct	edu_surficialgeology_lac_ha	edu_surficialgeology_lac_pct	edu_surficialgeology_lac_clay_ha	edu_surficialgeology_lac_clay_pct	edu_surficialgeology_marine_ha	edu_surficialgeology_marine_pct	edu_surficialgeology_open_water_ha	edu_surficialgeology_open_water_pct	edu_surficialgeology_other_ha	edu_surficialgeology_other_pct	edu_surficialgeology_peat_mrsh_ha	edu_surficialgeology_peat_mrsh_pct	edu_surficialgeology_saprol_ha	edu_surficialgeology_saprol_pct	edu_surficialgeology_solif_ha	edu_surficialgeology_solif_pct	edu_surficialgeology_solut_ha	edu_surficialgeology_solut_pct	edu_surficialgeology_till_clay_ha	edu_surficialgeology_till_clay_pct	edu_surficialgeology_till_loam_ha	edu_surficialgeology_till_loam_pct	edu_surficialgeology_till_oth_ha	edu_surficialgeology_till_oth_pct	edu_surficialgeology_till_sand_ha	edu_surficialgeology_till_sand_pct
29	EDU_35	15	33	24.4847	3.4511	14.7108	18.3032	16.6724	0.7183	14.2956	18.3436	15.9015	0.7381	12.1458	20.0307	15.0396	1.5667	15.0761	19.8707	17.3437	0.9566	10.3761	15.1818	12.8077	1.0556	8.0222	10.0193	8.9703	0.4423	29.1435	35.9688	32.4759	1.054	28.0598	35.392	30.9997	1.7244	18.8826	27.9107	22.2359	1.3135	20.6822	26.7928	23.237	1.1963	17.1537	22.5591	20.0452	1.1425	9.8047	12.8578	11.2868	0.7745	5.3755	6.8451	6.1611	0.2696	6.0157	7.3046	6.5961	0.2863	5.4518	8.4316	6.5216	0.5381	6.2102	7.8638	7.0471	0.3282	4.8841	7.0785	5.8856	0.4738	3.9204	5.0875	4.4886	0.2863	55	132	92.0049	12.6197	1113.3744	1229.3495	1174.1069	21.2656	16.8042	19.0827	18.1279	0.4544	11.2135	13.3427	12.2984	0.4135	5.1863	7.6617	6.4639	0.442	13.6028	17.7692	14.9604	0.6979	153905.8585	10.4177	0	0	732463.989	49.5796	0	0	24904.9313	1.6858	7610.6285	0.5152	0	0	8116.0504	0.5494	195101.9858	13.2062	0	0	0	0	12100.6236	0.8191	0	0	0	0	0	0	0	0	0	0	0	0	343144.8588	23.2271	0	0	0	0
30	EDU_36	14	37	26.9779	3.0344	13.2007	17.4686	14.9737	0.9668	12.3906	15.2295	13.633	0.4519	11.8155	15.6191	13.0816	0.6107	8.5164	14.1309	10.7596	1.368	9.2978	11.1904	10.0545	0.36	6.9824	10.0329	8.1172	0.713	24.4198	32.1626	27.1592	1.4298	18.1168	24.1061	21.1607	1.0259	14.8907	19.6338	15.9778	0.81	9.4832	15.1028	11.4841	1.5632	12.221	16.0155	13.431	0.6354	7.9595	11.6498	9.5022	0.8494	5.0876	6.9369	5.8588	0.3987	5.3328	6.6115	5.9172	0.1953	5.165	7.0416	5.9024	0.3175	3.4912	5.9867	4.5122	0.5999	4.377	5.4394	4.8566	0.2326	3.4458	5.1673	4.0897	0.3984	35	97	68.2591	10.8897	1069.8816	1202.3135	1137.8085	28.7985	18.3842	20.1387	19.1959	0.2458	12.1367	13.7886	12.8803	0.2256	4.7562	8.5724	6.5597	0.5528	8.716	12.6591	10.1176	1.1476	165924.6532	16.1621	0	0	0	0	489395.8845	47.6701	1944.8222	0.1894	0	0	0	0	0	0	0	0	0	0	0	0	20.3324	0.002	0	0	0	0	6869.2069	0.6691	0	0	362475.476	35.3073	0	0	0	0	0	0	0	0
31	EDU_37	41	52	46.9372	1.7481	12.9756	24.3907	17.452	2.124	13.3199	27.372	17.4123	2.5081	10.9565	27.3407	15.9247	2.8621	12.7999	28.2108	17.3053	2.6022	8.8622	18.7887	11.6827	1.365	5.3799	9.84	6.9326	0.6448	18.3473	33.9754	24.9151	3.0688	18.0737	37.5346	23.8314	3.441	11.4199	26.8055	16.3323	2.6819	13.7853	32.321	19.0616	3.1396	11.4338	23.2291	15.1071	1.5844	5.6952	11.2125	7.1156	0.8337	4.3087	8.1119	5.6339	0.6391	4.5102	9.2969	5.9447	0.8477	3.8656	9.4786	5.6334	0.9735	4.4011	9.8828	5.8735	0.9173	3.3687	6.7708	4.3019	0.4756	2.3031	4.3685	2.8989	0.303	214	389	278.1258	45.2365	970.3776	1873.9061	1223.8314	115.4533	8.9435	15.8855	13.0434	1.1882	3.5443	10.1806	7.1578	1.0722	-2.5631	4.466	1.2672	1.0717	18.6874	31.7361	23.5344	3.8629	12661.9792	1.4412	0	0	0	0	0	0	0	0	5886.4735	0.67	0	0	80132.9662	9.1206	0	0	70745.1302	8.0521	0	0	2165.96	0.2465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707003.3654	80.4697
32	EDU_38	37	62	49.0675	3.7086	13.9665	19.8516	15.692	1.1807	15.9853	21.3415	17.6104	0.9367	11.8145	15.8282	13.2143	0.8608	13.8404	17.598	15.3712	0.767	10.7502	13.4061	11.8663	0.5264	7.1403	10.9652	8.0885	0.7354	20.7681	30.8374	23.8203	2.0031	23.8332	32.7737	26.6867	1.5879	14.3082	19.1754	16.0243	1.0329	19.6074	23.7061	21.1897	0.7818	17.2565	23.2802	19.2978	1.2	8.1116	12.3844	9.1378	0.7994	4.6007	6.6229	5.1985	0.4034	5.7049	7.545	6.2753	0.3234	4.3706	5.6999	4.8506	0.2897	4.9612	6.8572	5.7108	0.4174	4.637	6.1934	5.178	0.3244	3.5127	5.6686	4.0557	0.3896	145	251	191.3593	16.1556	1012.5355	1254.8245	1084.3689	39.1038	15.3602	18.8779	17.6239	0.6973	10.1735	12.6808	11.862	0.485	4.7313	7.319	6.0953	0.4087	14.6356	16.5341	15.4494	0.3609	0	0	0	0	36199.8506	14.4165	80070.8672	31.888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118231.9748	47.0856	0	0	16597.4369	6.6099	0	0	0	0	0	0	0	0
33	EDU_39	35	67	47.8662	5.0771	15.1677	24.6625	17.8517	1.6546	15.5822	27.7648	20.3375	2.0355	10.2691	18.7442	14.7502	1.0588	13.5618	24.567	17.3908	1.3671	7.2174	14.5621	11.2357	1.2229	6.3289	11.0528	8.3779	0.5845	23.5179	38.2571	27.6658	2.4496	24.2113	42.6418	30.9026	2.9547	11.3716	22.5685	17.4775	1.395	17.0848	31.3942	22.8093	1.5619	11.2483	23.7644	16.0648	1.9328	7.0474	12.5249	10.0463	0.8072	5.0761	8.3368	5.9942	0.5677	5.5134	9.6652	7.0882	0.6863	3.6254	6.5501	5.1798	0.3617	4.8742	8.7361	6.2583	0.4635	2.7965	6.4386	4.5766	0.6867	2.8141	5.6903	4.0873	0.4655	132	353	242.8808	36.7848	923.2747	1413.9147	1093.9537	77.7173	11.2402	17.1939	15.3973	1.0117	5.9048	11.8618	9.7664	0.941	0.5594	6.6428	4.1305	0.9645	14.9667	26.1521	20.1336	1.8513	8965.2646	0.4075	0	0	781154.5101	35.5085	920955.3868	41.8634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11161.8714	0.5074	0	0	0	0	0	0	5283.1726	0.2402	210000.1793	9.5459	2267.6311	0.1031	260119.5145	11.8241	0	0	0	0
34	EDU_4	26	84	41.3735	7.5238	5.9926	10.0092	8.1973	0.74	5.8456	11.5483	8.4575	1.1532	8.6093	12.7345	11.0043	0.6233	7.9416	10.5256	9.254	0.448	7.4723	11.4323	9.3589	0.8927	6.4349	9.3032	8.1061	0.5719	6.3317	11.7333	9.7335	1.0518	4.8642	11.4894	7.6525	1.4727	6.1497	10.3205	8.6593	0.6865	5.5266	7.6414	6.6011	0.2677	6.7047	10.5455	8.5902	0.7684	5.0883	7.1573	6.1738	0.4754	2.9965	5.0215	4.1371	0.3789	3.5147	6.6935	5.0104	0.6057	4.7645	6.9059	6.0311	0.3088	4.3907	6.4343	5.3411	0.3856	4.8611	8.0251	6.3332	0.7374	4.9617	7.6503	6.3725	0.5426	5	83	30.2473	16.1746	640.4031	851.2571	737.2611	42.832	11.8385	16.128	14.1073	1.0515	6.1991	10.07	8.153	0.9006	0.5385	4.4676	2.1937	0.7854	0.8228	4.7238	2.7876	1.1266	384216.8664	12.199	0	0	46903.819	1.4892	0	0	491.0518	0.0156	307506.2816	9.7634	0	0	0	0	4962.5779	0.1576	39452.646	1.2526	0	0	17556.7957	0.5574	0	0	0	0	0	0	0	0	0	0	0	0	2348481.072	74.5651	0	0	0	0
35	EDU_40	23	39	34.0492	2.6155	12.184	18.4073	15.5178	1.0167	15.9465	18.2477	17.1221	0.4119	12.4213	17.3533	14.1349	0.7135	10.7239	16.3029	13.357	1.0806	10.8169	16.049	13.7418	1.2048	8.0805	10.2843	9.2888	0.4259	22.2647	34.4187	28.6923	2.123	27.425	32.6729	30.0199	0.935	15.9364	22.3242	18.599	0.9332	12.5831	20.7421	16.7584	1.6666	14.5383	22.8637	19.2536	1.6832	9.3792	11.9377	10.9978	0.5502	4.6312	6.9622	5.8623	0.3812	6.868	7.9207	7.4916	0.2446	5.3575	7.639	6.1522	0.3457	4.6242	6.8579	5.7174	0.4382	5.3712	7.7296	6.6993	0.4819	4.1394	5.2117	4.7382	0.2371	68	116	93.2135	8.8673	940.1164	1126.1472	1021.0485	40.5722	15.8929	17.8104	16.579	0.3257	10.1896	12.0777	10.928	0.3097	4.4241	6.3404	5.2719	0.3081	9.5333	12.7028	10.957	0.9247	75328.1805	6.4377	0	0	0	0	0	0	462.5377	0.0395	50240.6111	4.2936	0	0	8480.0664	0.7247	0.4083	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194137.0567	16.5912	841468.6041	71.9132	0	0	0	0
36	EDU_41	32	56	47.2423	4.8674	7.4901	10.7011	8.6534	0.541	7.2404	11.5011	9.529	1.157	8.5733	12.8667	11.1803	0.7643	8.1718	13.1244	10.4824	0.9438	9.7072	12.4793	11.2193	0.5388	7.7215	9.368	8.6204	0.3566	8.891	13.6721	10.62	0.8493	5.971	12.222	8.8285	1.7187	6.8677	10.6635	8.7353	0.6743	5.6986	9.9564	7.5128	0.9541	8.6009	11.694	10.3397	0.655	5.6316	7.2031	6.4711	0.3546	3.5988	5.1636	4.4298	0.2826	4.422	6.6425	5.6565	0.5228	4.2939	7.0039	5.905	0.5019	4.567	7.1265	5.9808	0.4633	6.5176	8.6048	7.5325	0.4094	5.1846	8.2453	6.8199	0.7636	12	85	51.3049	15.2047	670.0669	857.3291	764.8942	42.195	11.7952	13.5588	12.8521	0.2235	6.2111	8.0749	7.2919	0.2388	0.5942	3.2084	1.7267	0.2985	1.5904	6.3236	4.2894	0.9984	45448.0542	2.0059	0	0	0	0	0	0	0	0	288229.0953	12.7216	0	0	0	0	58867.9564	2.5983	132950.0798	5.868	0	0	1068.5744	0.0472	0	0	0	0	0	0	0	0	0	0	0	0	1739107.9687	76.759	0	0	0	0
37	EDU_42	44	84	61.571	6.8952	6.1508	9.8306	7.977	0.828	4.7637	9.0975	6.5351	0.7816	6.0599	10.3277	7.9433	0.7421	7.2405	9.9157	8.7366	0.4572	6.6922	11.266	8.9307	1.2016	4.9794	7.1532	6.0832	0.5192	7.573	12.007	9.8098	1.0141	4.1753	8.7419	5.7245	0.7823	4.6027	7.4333	5.9314	0.448	5.3008	7.623	6.5265	0.441	5.5707	9.1727	7.4025	0.9552	3.662	4.8892	4.3044	0.2764	2.8846	4.7681	3.8178	0.4415	2.5869	4.879	3.6277	0.4716	3.0367	5.0877	3.9006	0.3786	3.8567	5.1838	4.5768	0.2498	3.6634	6.6594	5.1585	0.7918	2.9626	5.0037	4.0075	0.5181	52	119	92.5809	12.5319	637.0261	752.9989	689.2256	24.222	9.6863	12.0003	10.5929	0.3967	3.6932	6.112	4.6882	0.4304	-2.6788	0.6442	-1.2215	0.5128	3.8585	9.3184	6.121	1.2409	17164.677	0.5727	0	0	0	0	0	0	0	0	971366.0956	32.4082	0	0	0	0	147775.538	4.9303	38482.058	1.2839	0	0	87953.952	2.9345	0	0	184047.0335	6.1405	0	0	0	0	0	0	200196.5074	6.6793	1350296.9472	45.0507	0	0	0	0
38	EDU_43	43	70	54.1904	3.3866	6.8155	11.1907	9.3783	0.9657	6.1994	11.8185	9.2686	1.1466	6.8241	12.0178	9.2639	0.8931	7.1508	11.5208	8.7144	0.7472	8.9651	12.7005	11.2527	0.5857	6.3945	8.2588	7.4589	0.4132	8.2947	14.3136	11.6294	1.3291	5.3387	11.7863	8.5581	1.4167	5.2756	10.3078	7.2395	0.9208	5.4092	8.8047	6.5428	0.6106	7.7656	11.9768	10.0893	0.8521	4.5151	6.1338	5.3385	0.3679	3.3942	5.3511	4.6196	0.4648	3.6519	6.636	5.3634	0.6036	3.3743	6.0446	4.6899	0.5017	3.8018	6.0774	4.6736	0.3865	5.2102	7.5264	6.776	0.3975	4.1714	6.5225	5.1152	0.3797	40	116	74.0507	16.7413	650.5601	850.7605	747.4744	38.4917	10.3319	13.1243	12.0845	0.5259	4.7841	8.0107	6.4495	0.6762	-1.1154	2.9791	0.8095	0.8595	3.5044	8.6347	5.4343	1.0875	46252.2848	2.0916	0	0	0	0	0	0	0	0	727363.9232	32.892	0	0	0	0	39677.4819	1.7942	0	0	0	0	59548.3831	2.6928	0	0	20758.9119	0.9387	0	0	0	0	0	0	7408.1122	0.335	1310363.6126	59.2557	0	0	0	0
39	EDU_44	6	25	14.181	4.318	9.5773	14.6739	13.191	0.8218	9.9348	14.5688	12.3973	0.7242	10.3325	17.126	13.7453	1.3928	9.9033	14.5989	11.8989	0.8466	7.3991	10.1748	8.5813	0.5068	8.1869	13.28	11.1309	1.2109	14.5946	28.089	22.5818	2.178	13.3277	22.527	17.7719	1.7626	12.0399	19.6836	15.7507	1.4211	9.1131	16.7164	11.6917	1.4704	8.7698	15.6547	10.7278	1.1081	10.1597	13.9611	12.262	0.8265	3.7724	5.9134	5.3216	0.3201	4.9385	6.972	5.782	0.3572	4.8046	8.2412	6.5468	0.7685	4.5102	6.0541	5.2599	0.2482	3.7446	5.1888	4.4112	0.265	4.1125	7.7886	6.1721	0.9046	12	51	29.4082	8.7571	941.2176	1099.7452	1014.5344	34.2831	16.0238	19.0217	17.5866	0.6236	10.3658	13.4404	11.8677	0.5527	4.6987	8.072	6.1438	0.519	7.627	9.0566	8.397	0.2562	469519.7594	17.9822	0	0	0	0	81315.317	3.1143	97344.9276	3.7282	4376.3542	0.1676	0	0	0	0	1069.847	0.041	1806.1687	0.0692	0	0	55774.7149	2.1361	0	0	0	0	0	0	0	0	252669.0101	9.677	0	0	1647152.2251	63.0844	0	0	0	0
40	EDU_45	6	29	13.7311	5.3152	12.1485	15.3605	13.4518	0.5649	12.1167	14.7559	13.2341	0.5471	10.3257	14.9388	12.4698	0.89	10.4093	14.881	12.9064	0.7441	8.2636	11.3655	9.9493	0.6085	8.1573	11.2527	9.7603	0.6554	20.2968	28.0535	23.15	1.636	16.1142	22.1204	18.0099	1.4367	11.7263	18.681	14.23	1.2021	9.6638	15.1457	12.2044	1.1005	10.0203	15.4417	12.2614	1.044	9.9065	12.7619	10.9989	0.5867	5.0148	6.3543	5.5103	0.1692	5.2691	6.5609	5.795	0.2225	4.8086	7.0133	5.8629	0.4253	4.4988	6.4048	5.5555	0.3075	4.2794	6.0202	5.1392	0.3445	4.1078	6.0572	5.2203	0.4661	12	62	28.1168	11.941	1029.2411	1176.7062	1091.7354	22.5283	17.8496	19.5803	18.6136	0.3578	12.0731	13.8353	12.7399	0.285	5.807	8.8438	6.8612	0.355	7.7142	9.7149	8.2371	0.3477	230050.4222	17.7952	0	0	0	0	147489.624	11.4088	89352.5516	6.9117	0	0	0	0	0	0	0	0	4279.8517	0.3311	0	0	33046.5594	2.5563	0	0	0	0	0	0	0	0	551458.2553	42.6572	0	0	237089.5615	18.3397	0	0	0	0
41	EDU_46	39	59	52.5824	2.8492	6.5684	10.5714	8.2283	0.662	5.4292	9.1232	7.5032	0.9044	4.8366	10.0812	7.2487	1.0902	8.2389	12.0181	10.1959	0.7755	7.438	10.4323	8.8368	0.4319	3.9909	6.3492	5.4099	0.4647	8.385	13.5992	10.5061	0.8675	5.3512	10.0983	7.7304	1.0882	4.0311	8.4871	6.0489	0.9491	6.9862	10.3624	8.6818	0.7161	6.9544	9.958	7.9914	0.6026	3.0562	5.2907	4.3894	0.4319	2.9176	4.7131	3.6787	0.3276	2.7025	4.8574	3.7998	0.4804	2.2132	4.8427	3.3824	0.5582	3.9195	5.7024	4.8774	0.3372	3.9456	5.531	4.733	0.2276	2.0976	3.6935	2.8576	0.2863	143	189	167.3082	5.6064	670.4131	957.1101	810.4775	43.114	7.3016	9.7078	8.8629	0.5642	2.1172	4.847	3.2801	0.5514	-4.2971	0.3337	-2.3078	0.7596	11.5233	14.4314	12.6722	0.8539	0	0	0	0	0	0	0	0	0	0	36870.2285	6.5446	0	0	0	0	0	0	9394.0404	1.6675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91265.7119	16.1999	298310.6322	52.951	0	0	127530.0408	22.637
42	EDU_47	41	62	52.8188	4.6171	16.9007	35.5743	24.2807	4.2237	17.4568	36.9992	26.2485	4.5436	14.2173	28.893	19.1336	3.3425	17.8912	33.1143	23.8057	3.2756	10.4033	17.2288	12.9896	1.7233	5.6378	9.2415	7.3838	0.7945	22.551	45.2247	31.8815	4.9035	22.4837	46.2407	33.5755	5.1721	14.9104	28.3837	19.5222	2.9374	17.8801	34.3423	25.2427	3.2406	12.5274	21.3724	16.3234	2.1303	6.4029	11.653	8.5938	1.197	5.5731	12.5788	8.4878	1.5398	6.1894	13.157	9.301	1.6532	5.1691	10.6747	7.0335	1.2521	6.2004	12.0796	8.6494	1.2323	4.0389	6.8408	5.1635	0.6911	2.629	4.7476	3.5549	0.461	254	529	360.6255	64.3258	939.0342	1579.5796	1197.9893	138.0953	9.1205	14.0512	12.2481	1.0936	3.967	8.9382	6.7684	1.3511	-2.631	4.8002	1.2836	1.6781	18.12	36.7892	27.0578	4.1796	10434.2327	0.8277	0	0	0	0	0	0	2406.2071	0.1909	54835.4113	4.3497	0	0	118987.1219	9.4384	195052.5316	15.4721	173050.0572	13.7268	0	0	21194.2658	1.6812	0	0	16610.3963	1.3176	0	0	0	0	0	0	17945.3358	1.4235	463992.2435	36.8052	0	0	186161.4894	14.7669
43	EDU_48	56	91	78.3346	6.5355	12.5215	21.8098	16.2968	1.872	9.6219	18.2798	13.0031	1.5925	10.7203	18.7354	14.4415	1.4724	11.139	18.8978	14.5337	1.8152	9.2955	13.4665	11.1231	0.7995	5.808	8.5228	6.8833	0.5421	16.2786	26.2558	21.0745	2.2002	13.3593	22.5755	17.2729	1.7444	10.3997	17.4219	13.5551	1.2141	8.5662	17.3212	12.3699	1.9371	9.3069	15.1426	11.7936	1.1393	5.4683	8.4382	6.667	0.5923	4.8539	8.2508	6.2925	0.6996	4.2099	7.8058	5.6739	0.6692	4.4126	7.6641	5.9121	0.5801	4.2945	7.9321	5.8786	0.8475	4.0358	6.0355	4.9584	0.3905	3.0687	4.4032	3.5741	0.2326	148	365	265.1547	48.631	700.9048	944.1537	824.5195	53.0788	10.5936	14.2262	12.5934	0.6525	5.531	9.2787	6.8662	0.6841	-0.6527	5.0128	1.1339	0.9716	10.1191	16.1096	13.2936	1.6264	0	0	0	0	0	0	0	0	67733.8337	1.7697	1326830.4759	34.6666	0	0	304299.4581	7.9505	486002.1118	12.698	10876.6116	0.2842	0	0	69597.1769	1.8184	0	0	31741.9381	0.8293	0	0	0	0	0	0	188794.8813	4.9327	1341525.4709	35.0506	0	0	0	0
44	EDU_49	45	67	56.2757	4.3707	12.0959	23.9251	17.0021	1.7545	12.6677	26.371	17.8157	2.0105	10.0496	18.9462	14.0537	1.2969	12.0431	23.442	17.1363	1.4866	7.9047	13.1291	10.2945	0.6479	5.6366	8.3572	6.6212	0.507	16.8889	31.496	23.2206	2.1627	16.6887	34.0955	23.2272	2.5053	10.588	21.0446	14.8248	1.424	12.1763	24.7383	17.3913	1.7968	9.7523	15.7373	12.4336	0.8236	5.7005	8.2513	6.8876	0.4391	4.0977	8.3616	5.7608	0.632	4.4146	8.9378	6.1626	0.6887	3.6055	6.7867	5.0714	0.4851	4.2885	8.4978	6.1061	0.5433	3.139	5.1032	4.0975	0.2864	2.6309	4.098	3.1466	0.2903	250	435	339.9415	38.6489	896.0898	1572.1692	1060.322	85.7307	7.8851	12.7088	11.8222	0.4924	2.6691	7.6821	6.1198	0.8536	-3.2753	3.35	0.4124	1.2676	17.338	30.2236	23.9257	2.8096	623.7359	0.0433	0	0	0	0	0	0	1027.028	0.0713	0	0	0	0	302646.6147	21.024	52875.3154	3.6731	170073.4965	11.8145	282354.5735	19.6143	11267.1747	0.7827	0	0	0	0	0	0	0	0	0	0	0	0	137997.451	9.5863	0	0	480666.4608	33.3905
45	EDU_5	7	27	15.7946	3.7439	10.9129	15.886	13.2567	0.7588	10.3835	14.7561	12.3674	0.6409	10.1792	14.4418	12.6299	0.9148	9.4669	12.765	11.0662	0.5001	8.4088	12.278	10.2916	0.7551	8.5337	10.3376	9.6252	0.4138	15.8427	24.9698	20.7436	1.559	12.548	19.7169	15.9116	1.2304	10.5059	16.0237	13.6083	1.2717	8.2065	11.8242	9.9137	0.547	9.9983	13.3627	11.7501	0.5926	8.6842	10.8316	9.9841	0.4493	4.5774	6.551	5.4875	0.3011	5.0481	6.5675	5.8338	0.2095	5.0748	7.0075	6.1745	0.3981	4.3162	5.8459	4.9814	0.2226	4.4215	6.5489	5.4264	0.44	4.8335	5.9773	5.4891	0.2956	13	62	34.3766	9.4056	991.0201	1136.0209	1059.3514	27.8572	17.2441	19.1553	18.2349	0.3	11.3304	13.4531	12.3695	0.3433	5.3936	7.9628	6.4991	0.4541	7.809	9.3185	8.6881	0.3939	281097.0049	20.2665	0	0	0	0	614757.8843	44.3227	44496.1398	3.2081	0	0	0	0	0	0	0	0	0	0	0	0	22993.6853	1.6578	0	0	0	0	0	0	0	0	198230.2589	14.292	0	0	225430.8539	16.2531	0	0	0	0
46	EDU_50	9	32	19.9844	4.3265	13.2971	16.323	14.4186	0.597	11.7674	14.3806	13.3081	0.4784	10.8493	15.478	12.8978	0.857	9.9508	15.2149	12.1155	1.1235	9.0806	10.8206	9.8283	0.3438	6.5631	9.049	7.4888	0.5862	25.1843	32.7618	28.1936	1.4579	20.3639	25.2406	22.6889	1.203	14.2725	19.623	16.7244	0.9821	11.5881	17.4556	14.1629	1.3232	12.9291	15.9305	14.2799	0.7071	7.976	11.641	9.197	0.9378	4.9547	6.1119	5.4632	0.1858	4.9234	6.1861	5.7118	0.1989	4.5827	6.9741	5.6515	0.4696	4.0797	6.2978	5.0151	0.481	4.184	5.0945	4.563	0.1549	3.2617	4.5467	3.7403	0.3059	22	114	55.7691	16.8563	1011.7238	1261.8158	1116.196	51.701	17.6131	20.1899	19.2792	0.5087	12.0799	14.4741	13.4551	0.4073	6.5399	8.9702	7.626	0.5007	8.7612	17.7948	11.2029	2.4736	218543.1915	25.0174	0	0	31216.213	3.5734	92226.5838	10.5575	97752.7138	11.1901	0	0	0	0	3601.4167	0.4123	4753.3703	0.5441	8906.6312	1.0196	0	0	33059.3847	3.7844	0	0	0	0	3205.0011	0.3669	0	0	243873.9314	27.9171	0	0	136427.7213	15.6173	0	0	0	0
