hu4_zoneid	hu4_baseflowindex_min	hu4_baseflowindex_max	hu4_baseflowindex_mean	hu4_baseflowindex_std	hu4_dep_no3_1985_min	hu4_dep_no3_1985_max	hu4_dep_no3_1985_mean	hu4_dep_no3_1985_std	hu4_dep_no3_1990_min	hu4_dep_no3_1990_max	hu4_dep_no3_1990_mean	hu4_dep_no3_1990_std	hu4_dep_no3_1995_min	hu4_dep_no3_1995_max	hu4_dep_no3_1995_mean	hu4_dep_no3_1995_std	hu4_dep_no3_2000_min	hu4_dep_no3_2000_max	hu4_dep_no3_2000_mean	hu4_dep_no3_2000_std	hu4_dep_no3_2005_min	hu4_dep_no3_2005_max	hu4_dep_no3_2005_mean	hu4_dep_no3_2005_std	hu4_dep_no3_2010_min	hu4_dep_no3_2010_max	hu4_dep_no3_2010_mean	hu4_dep_no3_2010_std	hu4_dep_so4_1985_min	hu4_dep_so4_1985_max	hu4_dep_so4_1985_mean	hu4_dep_so4_1985_std	hu4_dep_so4_1990_min	hu4_dep_so4_1990_max	hu4_dep_so4_1990_mean	hu4_dep_so4_1990_std	hu4_dep_so4_1995_min	hu4_dep_so4_1995_max	hu4_dep_so4_1995_mean	hu4_dep_so4_1995_std	hu4_dep_so4_2000_min	hu4_dep_so4_2000_max	hu4_dep_so4_2000_mean	hu4_dep_so4_2000_std	hu4_dep_so4_2005_min	hu4_dep_so4_2005_max	hu4_dep_so4_2005_mean	hu4_dep_so4_2005_std	hu4_dep_so4_2010_min	hu4_dep_so4_2010_max	hu4_dep_so4_2010_mean	hu4_dep_so4_2010_std	hu4_dep_totaln_1985_min	hu4_dep_totaln_1985_max	hu4_dep_totaln_1985_mean	hu4_dep_totaln_1985_std	hu4_dep_totaln_1990_min	hu4_dep_totaln_1990_max	hu4_dep_totaln_1990_mean	hu4_dep_totaln_1990_std	hu4_dep_totaln_1995_min	hu4_dep_totaln_1995_max	hu4_dep_totaln_1995_mean	hu4_dep_totaln_1995_std	hu4_dep_totaln_2000_min	hu4_dep_totaln_2000_max	hu4_dep_totaln_2000_mean	hu4_dep_totaln_2000_std	hu4_dep_totaln_2005_min	hu4_dep_totaln_2005_max	hu4_dep_totaln_2005_mean	hu4_dep_totaln_2005_std	hu4_dep_totaln_2010_min	hu4_dep_totaln_2010_max	hu4_dep_totaln_2010_mean	hu4_dep_totaln_2010_std	hu4_groundwaterrecharge_min	hu4_groundwaterrecharge_max	hu4_groundwaterrecharge_mean	hu4_groundwaterrecharge_std	hu4_prism_ppt_30yr_normal_800mm2_annual_min	hu4_prism_ppt_30yr_normal_800mm2_annual_max	hu4_prism_ppt_30yr_normal_800mm2_annual_mean	hu4_prism_ppt_30yr_normal_800mm2_annual_std	hu4_prism_tmax_30yr_normal_800mm2_annual_min	hu4_prism_tmax_30yr_normal_800mm2_annual_max	hu4_prism_tmax_30yr_normal_800mm2_annual_mean	hu4_prism_tmax_30yr_normal_800mm2_annual_std	hu4_prism_tmean_30yr_normal_800mm2_annual_min	hu4_prism_tmean_30yr_normal_800mm2_annual_max	hu4_prism_tmean_30yr_normal_800mm2_annual_mean	hu4_prism_tmean_30yr_normal_800mm2_annual_std	hu4_prism_tmin_30yr_normal_800mm2_annual_min	hu4_prism_tmin_30yr_normal_800mm2_annual_max	hu4_prism_tmin_30yr_normal_800mm2_annual_mean	hu4_prism_tmin_30yr_normal_800mm2_annual_std	hu4_runoff_min	hu4_runoff_max	hu4_runoff_mean	hu4_runoff_std	hu4_surficialgeology_alluv_ha	hu4_surficialgeology_alluv_pct	hu4_surficialgeology_beach_ha	hu4_surficialgeology_beach_pct	hu4_surficialgeology_colluv_ha	hu4_surficialgeology_colluv_pct	hu4_surficialgeology_dec_resid_ha	hu4_surficialgeology_dec_resid_pct	hu4_surficialgeology_eolian_ha	hu4_surficialgeology_eolian_pct	hu4_surficialgeology_gf_out_ha	hu4_surficialgeology_gf_out_pct	hu4_surficialgeology_grus_ha	hu4_surficialgeology_grus_pct	hu4_surficialgeology_ice_ha	hu4_surficialgeology_ice_pct	hu4_surficialgeology_lac_ha	hu4_surficialgeology_lac_pct	hu4_surficialgeology_lac_clay_ha	hu4_surficialgeology_lac_clay_pct	hu4_surficialgeology_marine_ha	hu4_surficialgeology_marine_pct	hu4_surficialgeology_open_water_ha	hu4_surficialgeology_open_water_pct	hu4_surficialgeology_other_ha	hu4_surficialgeology_other_pct	hu4_surficialgeology_peat_mrsh_ha	hu4_surficialgeology_peat_mrsh_pct	hu4_surficialgeology_saprol_ha	hu4_surficialgeology_saprol_pct	hu4_surficialgeology_solif_ha	hu4_surficialgeology_solif_pct	hu4_surficialgeology_solut_ha	hu4_surficialgeology_solut_pct	hu4_surficialgeology_till_clay_ha	hu4_surficialgeology_till_clay_pct	hu4_surficialgeology_till_loam_ha	hu4_surficialgeology_till_loam_pct	hu4_surficialgeology_till_oth_ha	hu4_surficialgeology_till_oth_pct	hu4_surficialgeology_till_sand_ha	hu4_surficialgeology_till_sand_pct
11	HU4_21	29	41	35.5515	2.7405	16.2358	28.5202	19.9703	2.2445	15.2695	24.9769	18.1584	1.2635	12.7505	20.4973	15.1259	1.452	12.8805	22.8268	16.6341	1.5345	7.3074	13.2915	10.5741	1.0408	5.47	11.1537	7.6348	0.7761	28.2749	50.7292	35.5392	4.3895	25.4495	42.8627	31.2655	2.1345	16.3688	24.6334	19.0427	1.5923	18.094	30.8884	22.8687	1.9817	11.9983	20.5807	16.5655	1.5756	6.348	12.7472	9.4315	0.9635	5.6501	9.7852	6.8604	0.7228	5.4514	8.8723	6.4884	0.4352	4.6124	7.4606	5.4726	0.53	4.7207	8.2551	6.0636	0.5467	2.7472	5.1726	4.156	0.4444	2.1529	4.3442	3.2165	0.3112	126	313	201.9656	54.1643	939.1412	1501.2831	1112.7507	103.5785	12.588	17.3739	15.6667	1.1885	7.6865	11.5184	9.7692	1.0289	1.5831	5.944	3.8667	0.9746	15.9794	30.1753	22.2229	4.5496	4327.7779	0.5166	0	0	822386.4408	98.1659	0	0	0	0	0	0	0	0	0	0	7642.716	0.9123	0	0	0	0	3394.9692	0.4052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	HU4_22	29	51	40.0114	2.8798	16.2222	32.0841	21.9952	2.5293	17.1213	28.5395	22.5063	1.9881	11.6266	23.0176	16.5384	1.5855	15.6645	24.573	19.3552	1.6641	7.7177	16.3089	11.8288	1.1904	6.5687	11.1051	8.2558	0.6492	25.6305	50.7398	35.4504	3.9938	27.7201	46.0308	36.7093	3.1114	14.6552	27.7883	20.1354	1.68	20.1164	31.4019	25.7989	1.9622	12.2902	19.4121	15.543	0.9292	7.7352	14.5466	11.0154	0.8438	5.6249	11.4796	7.6143	0.9647	6.0499	10.2097	7.9595	0.7206	4.1743	8.1779	5.8604	0.5276	5.4725	8.9203	6.9837	0.6212	2.9713	6.1225	4.5603	0.426	2.7093	5.559	3.7595	0.4134	143	322	241.9603	31.739	942.1598	1493.1995	1139.8953	59.3214	11.7864	17.0918	13.9531	1.1241	6.2428	11.6503	8.2894	1.0535	0.2199	6.2022	2.6208	1.0775	15.898	29.0701	23.8237	1.9071	56092.5351	1.8469	0	0	860644.0564	28.3379	0	0	0	0	63000.3102	2.0744	0	0	98621.4143	3.2472	7047.346	0.232	34319.3374	1.13	0	0	10873.7506	0.358	0	0	0	0	0	0	1241943.2341	40.8926	0	0	0	0	664540.7259	21.8809	0	0	0	0
13	HU4_23	29	59	41.6969	5.8795	12.6957	25.1844	17.127	1.8508	13.7346	22.454	17.5445	1.353	10.0632	18.6582	12.6685	1.2756	14.1596	22.7758	16.8977	1.3356	8.0874	12.3898	9.7075	0.6909	5.9717	8.9948	7.3273	0.6577	19.5221	38.9684	26.2248	2.922	22.4953	35.8181	27.1363	2.2209	12.3662	22.4076	15.2542	1.612	17.7166	29.01	21.2261	1.7649	10.6313	16.153	12.8957	0.8912	7.6666	11.6402	9.4249	0.8773	4.4733	8.8433	6.0223	0.6451	4.8715	7.9647	6.254	0.4829	3.6871	6.7721	4.6198	0.4497	5.1632	8.1957	6.0991	0.496	3.2057	4.8022	3.8043	0.2586	2.8735	4.2126	3.4371	0.2653	117	196	154.7302	17.3642	797.2681	1158.7133	927.9838	77.1854	11.2983	14.8851	13.5547	0.7053	6.431	9.7256	8.2427	0.9279	0.7081	4.9738	2.9257	1.2485	10.4563	21.5318	14.9206	2.5751	28696.3821	3.1495	0	0	0	0	0	0	0	0	16524.7401	1.8136	0	0	25491.6406	2.7978	43534.3704	4.778	178243.461	19.5628	0	0	1576.9509	0.1731	0	0	7972.5254	0.875	0	0	45.7468	0.005	0	0	28960.9534	3.1786	580088.8614	63.6666	0	0	0	0
14	HU4_24	48	74	62.104	5.768	9.4004	16.4706	12.6931	1.3307	5.9398	13.1587	8.6946	1.4317	7.3334	19.0645	11.3028	2.2906	7.3544	14.9055	10.7733	1.3901	6.6515	13.3948	9.1834	0.9483	3.8716	7.4349	5.6857	0.7555	12.3042	21.8948	16.5738	1.7572	7.2117	15.2473	10.3678	1.7083	6.4701	17.5496	10.0447	2.227	5.9319	12.2625	8.6371	1.1301	6.2912	12.3158	8.8049	0.9525	3.0894	6.8965	4.7655	0.8262	4.0878	7.061	5.472	0.4489	2.893	5.6877	4.1773	0.5137	3.2331	7.9513	4.8952	0.9103	3.5835	6.6607	5.029	0.5494	3.6031	6.3447	4.5162	0.3994	1.9865	4.2245	3.1402	0.5435	174	362	269.5932	48.8827	687.7165	966.0251	818.7411	51.774	8.8695	11.9015	10.544	0.4219	3.8515	6.1887	4.9444	0.4718	-2.6366	1.7028	-0.6601	0.823	13.7583	22.0203	17.2184	2.4411	9537.4371	0.5135	0	0	0	0	0	0	1275.8714	0.0687	129187.2172	6.9556	0	0	0	0	214370.0264	11.542	284375.4804	15.3112	0	0	9698.9675	0.5222	0	0	133819.1023	7.205	0	0	0	0	0	0	31944.7577	1.72	1043097.1462	56.1618	0	0	0	0
15	HU4_25	43	84	58.4376	6.7481	6.1508	11.1907	8.5727	1.1272	4.7637	11.8185	7.6972	1.6542	6.0599	12.0178	8.5038	1.0399	7.1508	11.5208	8.7272	0.5978	6.6922	12.7005	9.9162	1.5145	4.9794	8.2588	6.6671	0.8306	7.573	14.3136	10.5834	1.4667	4.1753	11.7863	6.9291	1.7797	4.6027	10.3078	6.4866	0.9452	5.3008	8.8047	6.5334	0.5198	5.5707	11.9768	8.5429	1.6115	3.662	6.1338	4.7433	0.6022	2.8846	5.3511	4.1587	0.6008	2.5869	6.636	4.3656	1.0095	3.0367	6.0446	4.2356	0.5844	3.8018	6.0774	4.6179	0.3188	3.6634	7.5264	5.845	1.033	2.9626	6.5225	4.4776	0.7179	40	119	84.714	17.1245	637.0261	850.7605	713.9688	42.3779	9.6863	13.1243	11.2265	0.867	3.6932	8.0107	5.4364	1.029	-2.6788	2.9791	-0.3588	1.2136	3.5044	9.3184	5.8295	1.2261	63416.9619	1.2175	0	0	0	0	0	0	0	0	1698730.0182	32.6136	0	0	0	0	187453.02	3.5989	38482.0581	0.7388	0	0	147502.335	2.8319	0	0	204805.9455	3.932	0	0	0	0	0	0	207604.6199	3.9858	2660660.5595	51.0815	0	0	0	0
16	HU4_26	26	71	50.3816	8.7525	6.3125	8.4553	7.0366	0.3954	4.3835	7.9956	5.7047	0.7104	4.3614	7.4676	5.9997	0.5373	6.2682	10.8188	8.068	0.5881	6.1198	8.8725	7.2625	0.4288	3.0219	5.9481	4.8282	0.5686	7.7458	10.6469	8.7567	0.5665	3.9006	8.1461	5.2687	0.7916	3.4674	6.0515	4.7056	0.4051	5.0534	9.1255	6.2408	0.5833	4.794	7.7323	5.9796	0.4202	2.0521	4.4171	3.5731	0.4257	2.8162	3.8098	3.2417	0.1571	2.4935	3.9894	2.9159	0.278	2.0174	3.5166	2.9051	0.2252	2.9467	5.1724	4.0376	0.3125	3.3426	4.9675	4.0018	0.2946	1.5309	3.9172	2.8986	0.5037	24	178	104.791	38.6925	608.0802	784.1612	689.373	32.2512	8.1067	10.3139	9.5946	0.3251	2.7753	4.5117	3.4596	0.2565	-3.6675	-0.8108	-2.6805	0.3384	3.4531	12.957	8.0284	2.3099	35114.0563	1.2318	0	0	0	0	0	0	0	0	118456.1444	4.1554	0	0	0	0	149137.33	5.2317	455131.197	15.966	0	0	161166.8925	5.6537	0	0	607033.1341	21.2947	0	0	0	0	0	0	6000.502	0.2105	534768.5546	18.7596	0	0	783826.2001	27.4966
17	HU4_27	27	72	55.007	10.0692	8.0586	13.1399	10.966	1.1602	8.6121	12.8542	10.7909	0.7246	8.9133	12.6494	10.6545	0.6744	8.8456	13.9801	11.7465	0.9	6.0843	9.8511	8.0908	0.6178	6.1443	8.8174	7.5999	0.4002	10.7989	18.1454	14.5013	1.4551	9.9553	14.7619	11.9507	0.9144	7.208	12.0055	9.6845	0.8405	6.543	10.9186	9.2439	0.8247	5.7594	9.5161	7.6431	0.6014	4.7094	7.061	5.9784	0.4391	3.7192	6.111	5.1232	0.5353	4.377	6.8793	5.8215	0.4729	3.6978	5.9217	5.1484	0.4645	4.3958	7.3827	6.1028	0.5407	3.3269	5.6758	4.6328	0.3985	3.6831	5.5852	4.6539	0.286	67	248	149.4326	51.2119	758.8774	909.1085	821.2488	21.029	9.9001	13.4894	11.5841	0.8217	4.0326	7.9496	5.6983	0.8786	-2.2079	2.4257	-0.1924	0.957	5.5736	14.1582	10.6028	2.3218	58.8737	0.0024	0	0	136422.4791	5.5225	0	0	0	0	548154.9259	22.1897	0	0	47040.1398	1.9042	0	0	0	0	0	0	15423.7993	0.6244	0	0	126720.0231	5.1297	0	0	0	0	0	0	0	0	1596487.6469	64.6271	0	0	0	0
18	HU4_28	39	73	52.2612	4.6001	6.5386	13.8528	9.1188	1.8977	5.4292	10.6201	8.112	1.1362	4.8366	10.9492	7.9933	1.2712	7.6335	12.2327	9.456	0.9427	6.3981	10.6784	8.5479	0.8495	3.9909	7.5139	5.8576	0.8299	8.0935	17.8657	11.6288	2.555	5.3512	11.1192	8.2547	1.4081	4.0311	9.4538	6.7169	1.2522	5.8161	10.3624	7.7693	0.856	5.3782	9.958	7.6464	0.9579	3.0562	5.7827	4.5198	0.6173	2.9176	6.3268	4.1835	0.8898	2.7025	5.8511	4.2312	0.6907	2.2132	5.0976	3.8094	0.6221	3.8103	6.1271	4.6927	0.4311	3.5154	5.8185	4.6892	0.4814	2.0976	4.7512	3.3538	0.5948	91	266	161.3854	39.6853	670.4131	957.1101	781.2754	49.4632	7.3016	11.4468	9.9011	0.8084	2.1172	5.5081	4.0389	0.7726	-4.2971	2.2179	-1.8283	0.9539	8.1696	14.7603	12.1407	2.0918	0	0	0	0	0	0	0	0	0	0	239135.4235	10.1609	0	0	86149.687	3.6605	70244.0479	2.9847	64642.9031	2.7467	0	0	0	0	0	0	159666.26	6.7842	0	0	0	0	0	0	695721.8107	29.5612	827577.2021	35.1637	0	0	210360.4301	8.9382
19	HU4_29	38	77	57.5044	5.7366	8.0199	12.7761	10.3555	0.9934	7.8842	11.5952	9.6968	0.7762	7.1155	12.0675	9.6654	0.9076	8.1548	13.3756	9.7448	0.8022	7.3575	11.9748	9.5344	1.1538	6.1051	8.2894	7.5331	0.3671	10.0615	16.5263	13.1765	1.284	7.3151	12.3556	9.8175	1.0115	5.6064	10.4961	8.401	0.9185	6.3299	9.9236	7.5098	0.5258	6.5908	11.2704	8.7432	1.1517	4.2348	6.0981	5.3727	0.3109	3.7824	6.0011	4.9293	0.4752	4.4143	6.4934	5.4375	0.4417	3.5285	6.077	4.9631	0.474	4.2871	7.091	5.1184	0.4353	4.1855	7.0472	5.4874	0.722	3.8191	5.3243	4.781	0.2847	79	252	142.3866	43.5807	721.7283	889.4468	792.9928	25.1829	10.1561	13.4388	11.6681	0.6082	4.2305	8.0663	5.6925	0.7726	-2.0686	2.6994	-0.288	0.9831	5.3533	14.224	9.7548	2.2928	13698.5864	0.6851	0	0	0	0	0	0	0	0	498977.6444	24.9566	0	0	214410.5287	10.7238	1659.9858	0.083	19872.0254	0.9939	0	0	2875.6424	0.1438	0	0	105575.2546	5.2804	0	0	0	0	0	0	16739.3494	0.8372	1125575.1013	56.2961	0	0	0	0
20	HU4_3	39	64	53.6855	4.0437	8.16	11.9545	10.0908	0.7765	10.9575	15.8237	13.2088	1.0626	7.7822	12.9169	9.7462	0.8777	8.0615	13.714	10.4769	0.7299	6.0751	12.2013	8.5068	1.306	4.1176	8.4735	6.1348	0.7411	13.5743	20.4848	16.9977	1.4567	15.9208	24.0139	19.4452	1.7093	8.8667	17.6567	12.7704	0.9925	9.2685	16.4169	12.7529	1.1042	8.3586	16.4377	11.5421	1.8781	4.5909	9.6861	7.2213	0.8282	2.8371	3.9604	3.371	0.2419	3.7608	5.3842	4.5072	0.3541	2.7125	4.5178	3.392	0.306	2.7617	4.622	3.5293	0.2369	2.1543	4.5684	3.1422	0.5469	1.7721	3.4859	2.5205	0.2939	270	443	367.6703	39.0161	0	1477.5475	1195.1956	211.1242	0	12.8971	11.25	2.0654	4.5356	8.002	6.6209	0.6349	-1.4513	4.9063	1.5855	1.3613	23.7821	31.1149	26.4695	1.8504	0	0	0	0	0	0	0	0	0	0	4903.9197	0.3552	0	0	20193.7726	1.4628	0	0	0	0	488016.2848	35.3504	32078.3668	2.3237	0	0	0	0	0	0	0	0	0	0	0	0	10934.0326	0.792	0	0	824384.5714	59.7159
21	HU4_30	64	91	78.8347	6.7205	12.6716	21.8098	16.8217	1.7383	8.6733	18.2798	13.1366	1.98	11.1397	18.5951	14.1202	1.4817	10.6095	18.8978	14.747	2.0406	7.8026	13.4665	11.0353	1.086	5.2959	8.5228	6.9248	0.6683	16.2786	26.2558	21.7195	2.0011	10.6082	22.5755	17.0186	2.695	10.2117	17.291	13.1525	1.329	8.3855	17.3212	12.4578	2.1073	7.9435	15.1426	11.75	1.4734	5.2329	8.4382	6.7017	0.7023	4.9874	8.2508	6.5395	0.5888	3.9712	7.8058	5.7622	0.7807	4.7595	7.6075	5.8139	0.547	4.2055	7.9321	6.0724	0.8489	3.5888	6.0355	4.9603	0.4774	3.0785	4.4032	3.6199	0.2278	176	365	290.6201	42.141	732.2871	944.1537	848.3564	33.6949	9.7341	14.2262	12.4367	1.0144	4.5353	9.2787	6.8413	0.9285	-1.1916	5.0128	1.2409	1.0768	10.755	19.4954	14.6386	1.7239	0	0	0	0	0	0	0	0	44520.8324	1.5332	1034097.3492	35.6123	0	0	88676.5472	3.0538	433523.0149	14.9297	6854.144	0.236	0	0	52546.9911	1.8096	0	0	110456.5107	3.8039	0	0	0	0	0	0	128904.587	4.4392	1004186.7089	34.5822	0	0	0	0
22	HU4_31	56	88	73.628	5.3037	12.5215	18.1547	14.7207	0.9686	10.15	13.8699	11.7526	0.6869	10.7203	18.8994	14.7693	1.861	9.9	16.9245	12.7164	1.2621	8.1067	13.1356	10.2068	0.9851	5.6538	7.5876	6.4264	0.3538	16.6473	23.0264	19.0817	1.1529	13.3891	19.1725	15.7248	0.995	10.3997	17.5792	13.9066	1.5419	7.8369	17.0645	10.6852	1.7377	8.4076	13.4108	10.6033	1.07	5.2785	7.8737	6.1797	0.396	4.8539	6.9656	5.685	0.3609	4.4299	6.0874	5.13	0.2937	4.4126	7.8146	6.0528	0.7509	3.9529	6.8025	5.0234	0.5424	3.8016	5.7882	4.556	0.3741	3.0552	4.0988	3.4359	0.199	148	340	242.4698	39.0145	700.9048	912.9143	786.9021	45.2916	9.0581	13.0971	11.8642	0.8251	4.6563	7.5276	6.1172	0.5794	-1.0221	2.6408	0.3652	0.6059	10.1191	19.5958	13.1152	2.5408	0	0	0	0	0	0	0	0	23213.0196	1.2931	434729.8168	24.2162	0	0	215622.9113	12.0111	315579.1122	17.579	128063.4579	7.1336	0	0	28464.7351	1.5856	0	0	59965.9643	3.3403	0	0	0	0	0	0	59890.2945	3.3361	529674.813	29.505	0	0	0	0
23	HU4_32	36	79	60.2051	7.8134	10.8576	17.7913	13.2497	0.9657	7.6146	13.1364	10.8035	1.2045	8.9983	16.5322	11.4675	1.226	9.5623	16.1312	12.0838	1.0425	6.5425	11.4305	8.4771	0.7296	5.0432	9.5549	6.9459	0.8726	14.4698	25.4664	18.2534	1.4388	8.9491	17.3404	13.1674	1.7819	8.3385	16.795	10.9076	1.5334	7.7591	15.0683	10.3125	1.1582	6.2795	10.8128	8.2924	0.758	4.3539	8.681	6.1775	0.9546	4.4897	7.4315	5.7121	0.3652	3.784	6.343	5.3612	0.6131	3.8945	7.699	5.1135	0.6304	4.4126	7.1847	5.6779	0.4813	3.4169	5.5517	4.372	0.4208	2.7749	5.5886	3.8927	0.5531	71	318	174.7044	48.0632	710.1425	954.3307	790.5052	29.0835	9.7673	13.7766	11.8386	0.881	3.8358	8.4222	6.1065	1.1577	-2.962	3.9172	0.3694	1.558	7.6805	18.1991	11.294	2.2406	0	0	0	0	0	0	0	0	0	0	1094512.7756	22.6273	0	0	36760.9742	0.76	142853.4539	2.9533	663574.1983	13.7183	0	0	76646.0319	1.5845	0	0	76302.885	1.5774	0	0	0	0	0	0	491733.4269	10.1658	2254757.9709	46.6134	0	0	0	0
24	HU4_33	23	78	60.1956	8.8172	10.0529	14.7371	12.4889	0.95	8.0872	13.4391	10.9748	0.7953	9.0918	16.4727	12.4915	1.3295	9.3343	15.9234	12.4666	1.8069	6.0204	10.7803	8.2929	0.8193	6.0195	10.8442	7.9459	1.0359	13.4166	21.4961	17.7603	1.687	9.3593	17.1494	13.2564	1.0707	7.3731	16.6824	12.046	1.7405	6.8748	14.2003	10.6656	1.8026	5.6976	11.2087	8.3412	1.0041	4.7034	9.7604	6.885	1.0524	4.6107	6.6327	5.7174	0.4527	4.0938	6.8516	5.7496	0.4269	3.7793	7.6801	5.8588	0.782	4.6365	7.9703	6.2271	0.865	3.29	6.008	4.5755	0.4547	3.3704	6.3587	4.7292	0.6603	60	252	159.0328	33.6949	746.4126	948.2587	839.2688	40.7553	9.8764	14.495	12.2066	1.2012	4.0858	8.8881	6.4686	1.2708	-1.8475	3.9506	0.7255	1.3793	8.2078	13.985	10.4069	1.4031	55087.2979	1.7824	0	0	768602.4576	24.8683	0	0	0	0	717847.6413	23.2261	0	0	19230.3338	0.6222	1111.7664	0.036	348880.9392	11.2881	0	0	46006.0674	1.4885	0	0	39928.6782	1.2919	0	0	0	0	0	0	624.0925	0.0202	1093371.8259	35.3763	0	0	0	0
25	HU4_34	34	73	51.5438	8.4984	10.313	15.5145	13.7312	0.7797	10.9104	17.7305	14.0396	1.7318	12.3187	16.0954	14.379	0.6291	12.0181	17.586	14.7268	0.9699	6.7327	11.9202	9.5642	1.0691	7.9203	11.3393	9.8792	0.5273	17.4286	23.2894	20.69	0.9262	14.1725	25.6074	19.5764	3.0978	13.2382	19.4527	16.3101	1.3058	11.1136	17.4286	14.2238	1.2238	7.8729	12.6501	10.556	0.987	7.3912	11.787	9.801	0.7644	4.2694	6.2765	5.6278	0.3106	5.1037	8.6654	6.6527	0.8595	5.4932	7.4913	6.5897	0.322	5.5721	7.9066	6.735	0.4112	3.4915	5.812	4.8444	0.5134	4.518	6.3692	5.5736	0.2704	76	157	111.5885	17.4669	774.9771	977.6514	903.3982	26.135	12.5795	15.7794	14.1751	0.6883	7.1885	10.5305	8.6337	0.6282	1.7664	5.2717	3.0872	0.5947	7.698	9.6561	8.6342	0.4874	73923.9676	2.6144	0	0	310733.0756	10.9893	0	0	145961.6838	5.162	477430.2448	16.8847	0	0	19315.4729	0.6831	44606.0739	1.5775	66092.3742	2.3374	0	0	14997.8878	0.5304	0	0	19451.4271	0.6879	0	0	0	0	0	0	187885.294	6.6447	1467195.302	51.8885	0	0	0	0
26	HU4_35	29	75	46.7986	10.3599	12.5816	17.8532	14.8841	1.3475	11.029	20.9901	15.0672	3.0007	11.0788	18.812	14.8378	2.4344	12.1691	17.9582	14.8388	1.3365	8.1015	13.637	10.462	1.1671	7.5375	11.5276	9.6553	1.0392	18.6033	30.7033	23.2505	3.6592	14.9544	37.331	23.476	7.7426	11.3294	24.1963	17.3742	4.3388	11.8208	17.7575	15.0829	1.551	8.4634	16.4905	11.7766	1.9359	7.2863	15.6139	10.6706	2.5725	5.0848	7.1552	6.0155	0.5041	5.1618	9.0163	6.7297	1.0956	4.9412	7.9967	6.4638	0.9338	5.0279	7.8429	6.4335	0.6755	4.0696	6.1496	5.0039	0.3942	4.1835	6.0052	5.1587	0.4082	68	264	119.6206	52.7856	793.3842	1023.9821	903.4457	66.4017	12.4677	15.6236	13.8924	0.9339	7.2462	10.8067	8.8956	0.993	1.8291	6.7394	3.8938	1.1516	7.6798	13.9362	9.8608	2.3449	0	0	0	0	0	0	0	0	7508.3481	1.4619	25671.7865	4.9983	0	0	14942.3354	2.9093	36316.1311	7.0708	48685.6353	9.4791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249224.2878	48.5242	131259.7619	25.5564	0	0	0	0
27	HU4_36	25	75	41.8593	10.0833	11.5269	17.9729	15.0153	1.2563	11.9429	21.1801	16.8867	1.7173	13.0299	20.4998	16.1753	1.6426	11.0343	17.2268	14.1392	1.2282	7.9031	14.014	10.9708	1.4672	7.9457	12.2044	9.8427	0.7082	18.8476	30.8836	24.959	2.9652	16.3373	37.8693	27.1868	4.6035	14.9609	26.0503	20.062	2.5763	13.0363	18.2964	15.5564	0.8338	9.2051	18.4463	13.3802	2.4323	8.4687	15.333	11.1532	1.3369	4.4184	7.1268	5.9372	0.4947	5.2613	9.0945	7.521	0.6925	6.0147	8.7444	7.108	0.5923	4.7585	7.4924	6.128	0.604	3.95	6.4584	5.2373	0.602	4.2477	6.4467	5.2075	0.4142	70	249	113.8272	40.7507	850.6786	1035.1166	954.6295	38.5584	12.8782	16.4681	15.2168	0.7104	7.6985	10.8421	9.7527	0.606	2.4311	6.7161	4.2836	0.6253	7.908	13.2759	10.6447	1.4139	144292.4056	5.0969	0	0	0	0	0	0	181322.5215	6.4049	467972.6946	16.5304	0	0	17220.1665	0.6083	30447.5771	1.0755	356088.7635	12.5783	0	0	1621.1896	0.0573	0	0	0	0	0	0	0	0	0	0	1031616.5317	36.4403	600393.4803	21.208	0	0	0	0
28	HU4_37	33	84	65.8962	8.66	13.8892	20.8001	16.9369	1.1181	13.1505	21.045	17.4119	1.7411	12.352	19.1833	15.2004	1.5216	13.8009	21.3409	17.2849	1.3228	9.6434	14.3398	11.8583	0.8781	7.3148	12.0704	9.0725	0.9	21.3634	33.7127	27.2632	2.0474	19.3607	33.0943	26.7962	3.319	12.9969	23.7382	17.2595	2.3146	14.3892	23.0732	19.0369	1.4028	11.6762	16.9085	14.1837	1.0308	7.5751	12.7598	9.5653	1.0903	5.4887	8.3726	6.744	0.4775	5.4605	8.8487	7.3809	0.7309	5.2086	8.191	6.436	0.6692	5.7649	8.825	7.1239	0.5488	4.2421	6.655	5.4162	0.4535	3.6098	6.3373	4.6582	0.5371	81	282	192.1665	49.3612	815.0161	1030.5804	928.5402	52.5601	13.3773	15.37	14.4238	0.413	7.2735	10.0888	9.0484	0.4578	1.1672	5.3684	3.6681	0.6025	7.3019	15.3798	11.4044	1.9046	0	0	0	0	0	0	0	0	19188.1306	0.573	1121682.3028	33.4974	0	0	180009.0905	5.3757	180624.2898	5.3941	20475.1288	0.6115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276459.924	8.2561	1550126.7811	46.2923	0	0	0	0
