attributeName	code	definition
Trt	postamb	ambient lake water after
Trt	preamb	ambient lake water before
Trt	Ctrl	control
Trt	DP	PLA microplastics from a body wash
Trt	CS	plant-derived microparticles from another body wash
Trt	DC	PS calibration beads
Rep	1	control
Rep	2	PS calibration beads
Rep	3	PLA microplastics from a body wash
Rep	4	plant-derived microparticles from another body wash
