attributeName	code	definition
Microcystis	NA	Missing value
Microcystis	present	Microcystis present
Microcystis	absent 	Microcystis absent
Microcystis	3	Medium
Microcystis	4	High
Microcystis	2	Low
Microcystis	3.5	Medium-high
Microcystis	2.5	Low-medium
Microcystis	1	absent
Microcystis	4.5	High-very high
