"name","type","lsa_ha","ca_ha","region","dataset"
"(NO NAME)","SEEPAGE",2.2,56.98,NA,"WLS"
"LONG LAKE","DRAINAGE",62.1,315.98,NA,"WLS"
"SPIDER LAKE","RESERVOIR",18.9,147.63,NA,"WLS"
"STRAWBERRY LAKE","DRAINAGE",2.5,59.57,NA,"WLS"
"WACA LAKE","DRAINAGE",2,10.36,NA,"WLS"
"JUANITA LAKE","SEEPAGE",13.2,183.89,NA,"WLS"
"BIG BEAR LAKE","DRAINAGE",12.3,124.32,NA,"WLS"
"STODDARD LAKE","DRAINAGE",12.8,139.86,NA,"WLS"
"IRON CANYON RESERVOIR","DRAINAGE",174.8,2880.08,NA,"WLS"
"LEWISTON LAKE","RESERVOIR",271,186381.58,NA,"WLS"
"BOX LAKE","SEEPAGE",8.1,72.52,NA,"WLS"
"(NO NAME)","SEEPAGE",2.6,31.08,NA,"WLS"
"FEATHER LAKE","SEEPAGE",4.8,41.44,NA,"WLS"
"EMERALD LAKE","SEEPAGE",2.3,33.67,NA,"WLS"
"SWAN LAKE","SEEPAGE",7.3,113.96,NA,"WLS"
"STAR LAKE","DRAINAGE",4.1,72.52,NA,"WLS"
"LAKE ALMANOR","RESERVOIR",10010.7,126770.14,NA,"WLS"
"DEERHEART LAKE","SEEPAGE",4.4,51.8,NA,"WLS"
"SAUCER LAKE","DRAINAGE",2.8,67.34,NA,"WLS"
"SADDLE LAKE","DRAINAGE",2.6,41.44,NA,"WLS"
"GOLD LAKE","DRAINAGE",4.5,121.73,NA,"WLS"
"THOMPSON LAKE","SEEPAGE",2.3,20.72,NA,"WLS"
"PROSSER CREEK RESERVOIR","RESERVOIR",284.7,12473.44,NA,"WLS"
"YUBA RESERVOIR","RESERVOIR",4.6,44.03,NA,"WLS"
"MC KINSTRY LAKE","DRAINAGE",3.7,20.72,NA,"WLS"
"AZURE LAKE","DRAINAGE",13.1,287.49,NA,"WLS"
"(NO NAME)","DRAINAGE",1.7,836.57,NA,"WLS"
"GRASS LAKE","DRAINAGE",7.5,1160.32,NA,"WLS"
"SHRINER LAKE","SEEPAGE",2.2,23.31,NA,"WLS"
"DONNELL LAKE","RESERVOIR",170.5,58860.34,NA,"WLS"
"SILVER LAKE","DRAINAGE",46.8,12053.86,NA,"WLS"
"TWIN LAKES (NORTH)","DRAINAGE",3.8,98.42,NA,"WLS"
"CRYSTAL LAKE","DRAINAGE",5.2,119.14,NA,"WLS"
"NELLIE LAKE","DRAINAGE",6.1,82.88,NA,"WLS"
"(NO NAME)","DRAINAGE",1.4,2540.79,NA,"WLS"
"FRENCH MEADOWS RESERVOIR","RESERVOIR",433.6,12139.33,NA,"WLS"
"SHADOW LAKE","SEEPAGE",7.6,69.93,NA,"WLS"
"BLUE LAKE","SEEPAGE",8.3,75.11,NA,"WLS"
"THREE LAKES (NW)","DRAINAGE",15.9,290.08,NA,"WLS"
"PICAYUNE LAKE","DRAINAGE",5.8,124.32,NA,"WLS"
"GRANITE LAKE","DRAINAGE",10.6,476.56,NA,"WLS"
"INCLINE LAKE","RESERVOIR",7.4,626.78,NA,"WLS"
"TWIN LAKES (SOUTH)","DRAINAGE",4,2711.73,NA,"WLS"
"TWIN LAKES (NE)","DRAINAGE",163.2,10126.9,NA,"WLS"
"MANZANITA LAKE","RESERVOIR",7.3,14674.94,NA,"WLS"
"INDEPENDENCE LAKE","DRAINAGE",269.5,1996.89,NA,"WLS"
"MAGEE LAKE","SEEPAGE",2,129.5,NA,"WLS"
"LITTLE BEAR LAKE","SEEPAGE",1.8,106.19,NA,"WLS"
"CASTLE LAKE","DRAINAGE",20.4,132.09,NA,"WLS"
"FALLEN LEAF LAKE","DRAINAGE",548.4,4211.34,NA,"WLS"
"ISHERWOOD LAKE","SEEPAGE",7.5,453.25,NA,"WLS"
"WINDY LAKES (2 FROM S)","SEEPAGE",6.8,204.61,NA,"WLS"
"(NO NAME)","SEEPAGE",3.3,10.36,NA,"WLS"
"HARVEY LAKE","DRAINAGE",8,88.06,NA,"WLS"
"(NO NAME)","DRAINAGE",2.5,150.22,NA,"WLS"
"RAFT LAKE","DRAINAGE",3.2,10.36,NA,"WLS"
"PENN LAKE","DRAINAGE",5.7,683.76,NA,"WLS"
"KRAG LAKE","DRAINAGE",2.2,15.54,NA,"WLS"
"HOSMER LAKE","CLOSED",102.7,13680.38,NA,"WLS"
"CAMPERS LAKE","SEEPAGE",3.2,132.09,NA,"WLS"
"BEAR LAKE","DRAINAGE",2.8,36.26,NA,"WLS"
"LOWER LAKE","DRAINAGE",5.8,152.81,NA,"WLS"
"LOST LAKE","DRAINAGE",98.8,650.09,NA,"WLS"
"GOLDEN LAKES (LARGEST)","DRAINAGE",6.4,80.29,NA,"WLS"
"CHENUIS LAKES (SOUTHERN)","DRAINAGE",1.1,15.54,NA,"WLS"
"BAKER LAKE","DRAINAGE",2,38.85,NA,"WLS"
"OLALLIE LAKE","DRAINAGE",5.6,134.68,NA,"WLS"
"TUSCOHATCHIE LAKE","DRAINAGE",23.3,212.38,NA,"WLS"
"RACHEL LAKE","DRAINAGE",10.9,69.93,NA,"WLS"
"COLCHUCK LAKE","DRAINAGE",35.2,385.91,NA,"WLS"
"SNOW LAKES (WESTERN)","DRAINAGE",45.2,1017.87,NA,"WLS"
"BEAR LAKE","DRAINAGE",18.8,212.38,NA,"WLS"
"BONNIE LAKE","DRAINAGE",3.4,49.21,NA,"WLS"
"CIRCLE LAKE","DRAINAGE",17.8,113.96,NA,"WLS"
"TROUT LAKE","DRAINAGE",6.1,815.85,NA,"WLS"
"PARADISE LAKES (NORTHERN)","DRAINAGE",2.2,126.91,NA,"WLS"
"NAZANNE LAKE","DRAINAGE",3.8,85.47,NA,"WLS"
"HYAS LAKE","DRAINAGE",4.7,1784.51,NA,"WLS"
"(NO NAME)","DRAINAGE",1.5,54.39,NA,"WLS"
"BOB LAKE","DRAINAGE",1.4,23.31,NA,"WLS"
"HEATHER LAKE","DRAINAGE",29,429.94,NA,"WLS"
"LARCH LAKES (WESTERN)","DRAINAGE",4.2,145.04,NA,"WLS"
"LYMAN LAKE","DRAINAGE",30,823.62,NA,"WLS"
"TWIN LAKES (EASTERN)","DRAINAGE",6.9,88.06,NA,"WLS"
"(NO NAME)","DRAINAGE",1.6,95.83,NA,"WLS"
"DOUBTFUL LAKE","DRAINAGE",12.5,189.07,NA,"WLS"
"LAMONT LAKE","DRAINAGE",2.9,113.96,NA,"WLS"
"BERDEEN LAKE","DRAINAGE",51.3,577.57,NA,"WLS"
"HAYES LAKE","SEEPAGE",6,33.67,NA,"WLS"
"SILVER LAKE","DRAINAGE",65.1,411.81,NA,"WLS"
"TAPTO LAKES (EAST)","DRAINAGE",3.4,49.21,NA,"WLS"
"DEER LAKE","DRAINAGE",16.6,269.36,NA,"WLS"
"AIRPLANE LAKE","SEEPAGE",4.1,90.65,NA,"WLS"
"HELEN LAKE","SEEPAGE",3,15.54,NA,"WLS"
"LAKE IVANHOE","DRAINAGE",8,116.55,NA,"WLS"
"BREITENBUSH LAKE","DRAINAGE",20,347.06,NA,"WLS"
"RAMPART LAKES (SOUTH)","DRAINAGE",2.6,51.8,NA,"WLS"
"CANYON LAKE","DRAINAGE",9.5,152.81,NA,"WLS"
"SPIDER LAKE","DRAINAGE",5.9,277.13,NA,"WLS"
"LAKE NOTASHA","SEEPAGE",2.7,44.03,NA,"WLS"
"SQUARE LAKE","DRAINAGE",22.7,365.19,NA,"WLS"
"JOAN LAKE","DRAINAGE",1.1,12.95,NA,"WLS"
"EILEEN LAKE","SEEPAGE",2.2,10.36,NA,"WLS"
"MERRILL LAKE","SEEPAGE",2.3,204.61,NA,"WLS"
"COUGAR LAKE","DRAINAGE",8.3,49.21,NA,"WLS"
"AL LAKE","DRAINAGE",1.6,59.57,NA,"WLS"
"CRYSTAL LAKE","DRAINAGE",2.4,51.8,NA,"WLS"
"GOLDEN LAKES (SW)","DRAINAGE",2.3,67.34,NA,"WLS"
"WILLIAMS LAKE","DRAINAGE",3,72.52,NA,"WLS"
"OLALLIE LAKE","DRAINAGE",83.5,852.11,NA,"WLS"
"(NO NAME)","SEEPAGE",2.3,59.57,NA,"WLS"
"GRASS LAKE","DRAINAGE",12,580.16,NA,"WLS"
"(NO NAME)","SEEPAGE",3.4,108.78,NA,"WLS"
"DIAMOND VIEW LAKE","DRAINAGE",5.1,251.23,NA,"WLS"
"(NO NAME)","DRAINAGE",2.6,209.79,NA,"WLS"
"LITTLE CULTUS LAKE","DRAINAGE",70.8,3162.39,NA,"WLS"
"HEART LAKE","DRAINAGE",3.4,72.52,NA,"WLS"
"MARTIN LAKE","DRAINAGE",2,36.26,NA,"WLS"
"ELK LAKE","DRAINAGE",28.1,401.45,NA,"WLS"
"HIDAWAY LAKE","DRAINAGE",6.6,31.08,NA,"WLS"
"MIRROR LAKE","DRAINAGE",2.3,72.52,NA,"WLS"
"GOODFELLOW LAKES (EAST)","DRAINAGE",8.7,31.08,NA,"WLS"
"(NO NAME)","SEEPAGE",1.8,18.13,NA,"WLS"
"COUNCIL LAKE","DRAINAGE",17.6,95.83,NA,"WLS"
"CHAMBERS LAKE","DRAINAGE",4.5,173.53,NA,"WLS"
"DUMBBELL LAKE","SEEPAGE",17.8,134.68,NA,"WLS"
"SHELLROCK LAKE","SEEPAGE",5.8,119.14,NA,"WLS"
"AMERICAN LAKE","DRAINAGE",2,44.03,NA,"WLS"
"DEADWOOD LAKES (SOUTH)","DRAINAGE",2.8,75.11,NA,"WLS"
"(NO NAME)","RESERVOIR",33.9,440.3,NA,"WLS"
"WICKS LAKE","SEEPAGE",4,38.85,NA,"WLS"
"GRANITE LAKES (NORTHERN)","DRAINAGE",4,191.66,NA,"WLS"
"BOYLE LAKE","DRAINAGE",9.7,233.1,NA,"WLS"
"DOELLE LAKES (EASTERN)","DRAINAGE",1.2,44.03,NA,"WLS"
"JASON LAKES (SOUTHERN)","DRAINAGE",2.4,51.8,NA,"WLS"
"LAKE SERENE","DRAINAGE",21.7,207.2,NA,"WLS"
"(NO NAME)","DRAINAGE",1.5,90.65,NA,"WLS"
"MAD LAKE","DRAINAGE",3,59.57,NA,"WLS"
"COPPER LAKE","DRAINAGE",23.7,554.26,NA,"WLS"
"SULPHUR MTN LAKE","DRAINAGE",2.1,132.09,NA,"WLS"
"PEAR LAKE","DRAINAGE",3.2,49.21,NA,"WLS"
"LAKE NO. 2","DRAINAGE",2.1,59.57,NA,"WLS"
"(NO NAME)","DRAINAGE",1.8,25.9,NA,"WLS"
"WING LAKE","DRAINAGE",5.1,28.49,NA,"WLS"
"(NO NAME)","DRAINAGE",3.8,253.82,NA,"WLS"
"DIABLO LAKE","RESERVOIR",315.5,291592.56,NA,"WLS"
"SADDLE LAKE","SEEPAGE",1.7,15.54,NA,"WLS"
"LAKE JULIUS","DRAINAGE",5.6,352.24,NA,"WLS"
"KUITAN LAKE","SEEPAGE",2.1,160.58,NA,"WLS"
"LAKE JULIA","DRAINAGE",3.1,202.02,NA,"WLS"
"DEER LAKE","DRAINAGE",4.7,25.9,NA,"WLS"
"BURNT LAKE","DRAINAGE",2.5,75.11,NA,"WLS"
"MEEK LAKE","SEEPAGE",6.1,290.08,NA,"WLS"
"BATTALION LAKE","DRAINAGE",2.7,111.37,NA,"WLS"
"PEAR LAKE","DRAINAGE",8.5,106.19,NA,"WLS"
"MC KEE LAKE","SEEPAGE",2.2,36.26,NA,"WLS"
"SUMMIT LAKE","SEEPAGE",10,25.9,NA,"WLS"
"(NO NAME)","SEEPAGE",2.7,41.44,NA,"WLS"
"CALLIGAN LAKE","DRAINAGE",123.8,1831.13,NA,"WLS"
"HUGHES LAKE","DRAINAGE",8.1,243.46,NA,"WLS"
"WATSON LAKES (WEST)","DRAINAGE",6.7,72.52,NA,"WLS"
"MOOLACK LAKE","SEEPAGE",4.7,18.13,NA,"WLS"
"HIDDEN LAKE","DRAINAGE",24.9,119.14,NA,"WLS"
"CULTUS LAKE","DRAINAGE",467,8919.96,NA,"WLS"
"FISH LAKE","RESERVOIR",158,4812.22,NA,"WLS"
"ABERNETHY LAKE","SEEPAGE",2.4,12.95,NA,"WLS"
"BLUE RIVER LAKE","RESERVOIR",376.5,22750.56,NA,"WLS"
"FAY LAKE","SEEPAGE",3.7,10.36,NA,"WLS"
"DETROIT LAKE","RESERVOIR",1412.5,111942.39,NA,"WLS"
"EMERALD LAKE","SEEPAGE",2.9,67.34,NA,"WLS"
"BULL RUN RES. NO.1","RESERVOIR",181.6,19515.65,NA,"WLS"
"NORTH LAKE","DRAINAGE",3.5,33.67,NA,"WLS"
"MERRILL LAKE","CLOSED",103.5,2463.09,NA,"WLS"
"TWO LAKES (WESTERN)","DRAINAGE",38.8,2683.24,NA,"WLS"
"SUPRISE LAKE","DRAINAGE",3.1,88.06,NA,"WLS"
"DUCK LAKE","DRAINAGE",6.6,64.75,NA,"WLS"
"CORA LAKE","DRAINAGE",11.3,199.43,NA,"WLS"
"SUNSET LAKE","DRAINAGE",3.3,362.6,NA,"WLS"
"STIRRUP LAKE","DRAINAGE",3.7,77.7,NA,"WLS"
"ANNETTE LAKE","DRAINAGE",7.6,106.19,NA,"WLS"
"CAMP LAKE","DRAINAGE",2.1,751.1,NA,"WLS"
"U LAKE","SEEPAGE",6.8,38.85,NA,"WLS"
"HORSESHOE SLOUGH","SEEPAGE",6.8,23.31,NA,"WLS"
"(NO NAME)","DRAINAGE",3.7,126.91,NA,"WLS"
"(NO NAME)","SEEPAGE",2.9,54.39,NA,"WLS"
"CEDAR PONDS LAKE","DRAINAGE",4,54.39,NA,"WLS"
"HOH LAKE","DRAINAGE",8,44.03,NA,"WLS"
"CHAIN LAKE","DRAINAGE",9.5,217.56,NA,"WLS"
"WALLACE LAKE","DRAINAGE",20.1,841.75,NA,"WLS"
"LITTLE LAKE","SEEPAGE",8,85.47,NA,"WLS"
"DAY LAKE","DRAINAGE",51.1,1750.84,NA,"WLS"
"SAMISH LAKE","DRAINAGE",320.2,3198.65,NA,"WLS"
"JERRY LAKES (NORTH)","DRAINAGE",11.1,124.32,NA,"WLS"
"SILVER LAKE","DRAINAGE",61.6,626.78,NA,"WLS"
"(NO NAME)","DRAINAGE",4.3,33.67,NA,"WLS"
"LAKE OF THE PINES","DRAINAGE",6.3,152.81,NA,"WLS"
"WHITE LAKES (NORTH)","DRAINAGE",1,23.31,NA,"WLS"
"SHEEP LAKE","DRAINAGE",1.8,33.67,NA,"WLS"
"BLACK LAKE","DRAINAGE",24.3,6752.13,NA,"WLS"
"LEASE LAKE","DRAINAGE",1.8,372.96,NA,"WLS"
"CASKEY LAKE","SEEPAGE",5.4,116.55,NA,"WLS"
"LAKE ARMSTRONG","SEEPAGE",1.7,59.57,NA,"WLS"
"LE CONTE LAKE","SEEPAGE",5.4,36.26,NA,"WLS"
"LAKE ALLEN","SEEPAGE",1.9,20.72,NA,"WLS"
"H&H RESERVOIR NO.1","RESERVOIR",1.6,18.13,NA,"WLS"
"LUNCH LAKE","DRAINAGE",3.1,77.7,NA,"WLS"
"BOULDER LAKE","DRAINAGE",3.5,46.62,NA,"WLS"
"CRABTREE LAKE","DRAINAGE",2.6,64.75,NA,"WLS"
"(NO NAME)","SEEPAGE",2.4,12.95,NA,"WLS"
"CRESENT LAKE","DRAINAGE",1445.1,15174.81,NA,"WLS"
"HULL LAKE","DRAINAGE",2.5,113.96,NA,"WLS"
"CRATER LAKE","SEEPAGE",5396.7,6860.91,NA,"WLS"
"FAULT LAKE","DRAINAGE",2.4,49.21,NA,"WLS"
"SNOW LAKE","DRAINAGE",3.4,41.44,NA,"WLS"
"(NO NAME)","DRAINAGE",2.6,12.95,NA,"WLS"
"SPRUCE CRK. LAKES (LG. S)","SEEPAGE",4,44.03,NA,"WLS"
"HOLLOWAY LAKE","SEEPAGE",6.9,103.6,NA,"WLS"
"LITTLE CARLTON LAKE","CLOSED",1.8,49.21,NA,"WLS"
"MIDDLE FK. LAKES (WEST)","DRAINAGE",7.2,217.56,NA,"WLS"
"PARACHUTE LAKE","DRAINAGE",12.7,567.21,NA,"WLS"
"BEAR LAKE","DRAINAGE",5.6,191.66,NA,"WLS"
"JEANETTE LAKE","SEEPAGE",2.6,28.49,NA,"WLS"
"HEINRICH LAKE","DRAINAGE",2.5,33.67,NA,"WLS"
"BLODGETT LAKE","DRAINAGE",10.2,142.45,NA,"WLS"
"PARK LAKE","DRAINAGE",6.3,59.57,NA,"WLS"
"TWIN LAKES (LG.SOUTH)","RESERVOIR",19.5,282.31,NA,"WLS"
"KIDNEY LAKE","SEEPAGE",2.6,72.52,NA,"WLS"
"FISH LAKE","DRAINAGE",19.7,225.33,NA,"WLS"
"MILEPOST LAKE","DRAINAGE",6.3,240.87,NA,"WLS"
"(NO NAME)","SEEPAGE",3.5,126.91,NA,"WLS"
"(NO NAME)","DRAINAGE",5.9,170.94,NA,"WLS"
"BRUSHY FORK LAKE","DRAINAGE",7.5,95.83,NA,"WLS"
"(NO NAME)","DRAINAGE",3.1,69.93,NA,"WLS"
"(NO NAME)","DRAINAGE",1.6,38.85,NA,"WLS"
"WHITE CAP LAKES (CENTER)","DRAINAGE",12.6,124.32,NA,"WLS"
"TRAPPER LAKE","SEEPAGE",1.3,38.85,NA,"WLS"
"CAVE LAKE","DRAINAGE",1.6,176.12,NA,"WLS"
"(NO NAME)","DRAINAGE",2.3,31.08,NA,"WLS"
"KIDNEY LAKE","DRAINAGE",4.5,44.03,NA,"WLS"
"MAY LAKE","DRAINAGE",5.2,46.62,NA,"WLS"
"(NO NAME)","DRAINAGE",1.8,38.85,NA,"WLS"
"JOHN HENRY LAKE","DRAINAGE",5.3,129.5,NA,"WLS"
"LONG LAKE","DRAINAGE",20.5,471.38,NA,"WLS"
"POCKET LAKE","DRAINAGE",4.5,31.08,NA,"WLS"
"RAZZ LAKE","DRAINAGE",2.9,67.34,NA,"WLS"
"TRAVERSE LAKE","DRAINAGE",4.6,93.24,NA,"WLS"
"LITTLE FRAZIER LAKE","DRAINAGE",2,217.56,NA,"WLS"
"(NO NAME)","DRAINAGE",1.9,54.39,NA,"WLS"
"(NO NAME)","DRAINAGE",1.7,72.52,NA,"WLS"
"(NO NAME)","DRAINAGE",3.2,145.04,NA,"WLS"
"FARLEY LAKE","DRAINAGE",13,1636.88,NA,"WLS"
"(NO NAME)","DRAINAGE",4.7,150.22,NA,"WLS"
"(NO NAME)","DRAINAGE",1.1,5.18,NA,"WLS"
"(NO NAME)","DRAINAGE",6.8,25.9,NA,"WLS"
"(NO NAME)","DRAINAGE",3.3,18.13,NA,"WLS"
"(NO NAME)","DRAINAGE",3,41.44,NA,"WLS"
"(NO NAME)","DRAINAGE",4.6,160.58,NA,"WLS"
"ROMAN NOSE LAKES(N)","DRAINAGE",3.5,147.63,NA,"WLS"
"SWAMP LAKE","DRAINAGE",2.8,77.7,NA,"WLS"
"SEARS LAKE","DRAINAGE",4.3,103.6,NA,"WLS"
"COLT LAKE","DRAINAGE",5.5,88.06,NA,"WLS"
"ALPINE LAKE","DRAINAGE",11.4,170.94,NA,"WLS"
"(NO NAME)","DRAINAGE",5.1,243.46,NA,"WLS"
"SIAH LAKE","SEEPAGE",5.2,44.03,NA,"WLS"
"(NO NAME)","SEEPAGE",5.1,93.24,NA,"WLS"
"UPPER TWIN LAKE","DRAINAGE",10.2,150.22,NA,"WLS"
"CARLTON LAKE","RESERVOIR",10.3,121.73,NA,"WLS"
"GOAT LAKE","DRAINAGE",3.1,80.29,NA,"WLS"
"BLOOM LAKE","DRAINAGE",10.9,77.7,NA,"WLS"
"UPPER STEVENS LAKE","DRAINAGE",4,64.75,NA,"WLS"
"FISH LAKE","DRAINAGE",2.1,95.83,NA,"WLS"
"BONANZA LAKES (SOUTHERN)","DRAINAGE",3.5,36.26,NA,"WLS"
"NORTHBOUND LAKE","DRAINAGE",4.7,46.62,NA,"WLS"
"HEART LAKE","DRAINAGE",24.6,207.2,NA,"WLS"
"SURVEYOR LAKE","DRAINAGE",7.4,85.47,NA,"WLS"
"EAGLE MOUNTAIN LAKE","DRAINAGE",2.2,25.9,NA,"WLS"
"(NO NAME)","DRAINAGE",3.1,41.44,NA,"WLS"
"HIDDEN LAKE","DRAINAGE",43.3,1250.97,NA,"WLS"
"BUCK LAKE","DRAINAGE",1.8,15.54,NA,"WLS"
"CENTER CK. LAKES (WEST)","DRAINAGE",3.2,54.39,NA,"WLS"
"RAINBOW LAKE","DRAINAGE",8.1,124.32,NA,"WLS"
"HOPE LAKE","SEEPAGE",7.7,72.52,NA,"WLS"
"KELLY LAKES (WESTERN)","DRAINAGE",2.4,20.72,NA,"WLS"
"(NO NAME)","DRAINAGE",5.3,62.16,NA,"WLS"
"BOBCAT LAKES (NW)","SEEPAGE",1.8,18.13,NA,"WLS"
"CANYON LAKE","DRAINAGE",5,458.43,NA,"WLS"
"HOPKINS LAKE","DRAINAGE",4,59.57,NA,"WLS"
"GLACIER LAKE","DRAINAGE",1.1,72.52,NA,"WLS"
"ESTLER LAKE","RESERVOIR",18.9,984.2,NA,"WLS"
"FROG LAKE","DRAINAGE",1.7,38.85,NA,"WLS"
"(NO NAME)","SEEPAGE",2.1,31.08,NA,"WLS"
"BOX LAKE","DRAINAGE",56.4,220.15,NA,"WLS"
"CUTTHROAT LAKE","DRAINAGE",5.1,51.8,NA,"WLS"
"MAKI LAKE","DRAINAGE",3.7,150.22,NA,"WLS"
"MALONY LAKE","DRAINAGE",3.1,98.42,NA,"WLS"
"BLACKMARE LAKE","DRAINAGE",12.3,238.28,NA,"WLS"
"DOME LAKE","DRAINAGE",7.9,442.89,NA,"WLS"
"HARBOR LAKE","DRAINAGE",7.6,56.98,NA,"WLS"
"GOLDEN TROUT LAKE","DRAINAGE",4.6,85.47,NA,"WLS"
"AJAX LAKE","DRAINAGE",7.5,111.37,NA,"WLS"
"LAKE GENEVA","DRAINAGE",4.9,147.63,NA,"WLS"
"LOST LAKE","DRAINAGE",2.5,51.8,NA,"WLS"
"FALCONBERRY LAKE","DRAINAGE",1.9,23.31,NA,"WLS"
"KELLY LAKE","DRAINAGE",2.3,33.67,NA,"WLS"
"(NO NAME)","DRAINAGE",6.3,36.26,NA,"WLS"
"UPPER BARON LAKE","SEEPAGE",7.1,101.01,NA,"WLS"
"(NO NAME)","SEEPAGE",1.9,44.03,NA,"WLS"
"(NO NAME)","DRAINAGE",2.6,75.11,NA,"WLS"
"(NO NAME)","DRAINAGE",4.1,23.31,NA,"WLS"
"(NO NAME)","DRAINAGE",5.8,38.85,NA,"WLS"
"ELIZABETH LAKE","DRAINAGE",11.7,440.3,NA,"WLS"
"DENNIS LAKES (MIDDLE)","DRAINAGE",2.6,28.49,NA,"WLS"
"PINE CREEK RES.","DRAINAGE",6.6,362.6,NA,"WLS"
"SKYHIGH LAKE","DRAINAGE",3.8,56.98,NA,"WLS"
"DEERHEAD LAKE","DRAINAGE",7.8,217.56,NA,"WLS"
"MINER LAKE","DRAINAGE",6.3,95.83,NA,"WLS"
"DEEP CREEK LAKE","DRAINAGE",2.9,62.16,NA,"WLS"
"COW LAKE","DRAINAGE",2.9,80.29,NA,"WLS"
"UPPER IND. POST OFFICE","DRAINAGE",1.6,23.31,NA,"WLS"
"TIMBERLINE LAKE","SEEPAGE",2.8,41.44,NA,"WLS"
"(NO NAME)","SEEPAGE",2.8,88.06,NA,"WLS"
"LOST LAKE","DRAINAGE",2,62.16,NA,"WLS"
"CHAIN LAKES (2 FROM EAST)","DRAINAGE",9,152.81,NA,"WLS"
"LAKE SHERRY","DRAINAGE",10.3,4097.38,NA,"WLS"
"FEATHER WOMAN LAKE","DRAINAGE",3.7,44.03,NA,"WLS"
"HARRISON LAKE","DRAINAGE",162,5475.26,NA,"WLS"
"SCHOOLHOUSE LAKE","SEEPAGE",5.6,155.4,NA,"WLS"
"COBALT LAKE","DRAINAGE",4.4,62.16,NA,"WLS"
"SKY LAKES (LG. ONE)","DRAINAGE",9.7,142.45,NA,"WLS"
"(NO NAME)","CLOSED",9.9,108.78,NA,"WLS"
"(NO NAME)","DRAINAGE",5.4,88.06,NA,"WLS"
"BIG HAWK LAKE","DRAINAGE",6.2,173.53,NA,"WLS"
"ELK LAKE","CLOSED",5.4,137.27,NA,"WLS"
"(NO NAME)","DRAINAGE",1.8,108.78,NA,"WLS"
"(NO NAME)","DRAINAGE",8.7,51.8,NA,"WLS"
"(NO NAME)","DRAINAGE",1.1,46.62,NA,"WLS"
"ACORN LAKE","DRAINAGE",1.4,33.67,NA,"WLS"
"HOLLAND LAKE","DRAINAGE",167.9,2188.55,NA,"WLS"
"FARMERS LAKES (NORTH)","DRAINAGE",6.4,54.39,NA,"WLS"
"LITTLE POZEGA LAKE","SEEPAGE",5,119.14,NA,"WLS"
"LAKE OF THE ISLE","DRAINAGE",5,181.3,NA,"WLS"
"SATAN LAKE","DRAINAGE",1.6,49.21,NA,"WLS"
"PONY LAKE","DRAINAGE",2.5,142.45,NA,"WLS"
"HAT CREEK LAKES (SE)","DRAINAGE",2,15.54,NA,"WLS"
"(NO NAME)","DRAINAGE",2.3,121.73,NA,"WLS"
"MABLE LAKES (NORTHWEST)","DRAINAGE",2.5,56.98,NA,"WLS"
"BUSTER LAKE","DRAINAGE",4,204.61,NA,"WLS"
"CHAMPION LAKES (LG.SOUTH)","DRAINAGE",8,453.25,NA,"WLS"
"BEAR CREEK LAKE","SEEPAGE",1.8,145.04,NA,"WLS"
"(NO NAME)","DRAINAGE",5.7,12649.56,NA,"WLS"
"BUCK LAKE","DRAINAGE",3.7,20.72,NA,"WLS"
"(NO NAME)","DRAINAGE",2.3,7.77,NA,"WLS"
"CRYSTAL LAKE","DRAINAGE",5.5,59.57,NA,"WLS"
"HUBBART RESERVOIR","RESERVOIR",196.2,26977.44,NA,"WLS"
"(NO NAME)","DRAINAGE",1.8,31.08,NA,"WLS"
"STONER LAKE","DRAINAGE",12.7,77.7,NA,"WLS"
"TRIANGLE LAKE","SEEPAGE",3.3,103.6,NA,"WLS"
"GLENNS LAKE","DRAINAGE",104.8,4301.99,NA,"WLS"
"ROUND LAKE","DRAINAGE",17.3,13524.98,NA,"WLS"
"SCHOOLMARM LAKE","RESERVOIR",4.5,1629.11,NA,"WLS"
"(NO NAME)","DRAINAGE",3.3,1160.3,NA,"WLS"
"FLAT ROCK LAKE","DRAINAGE",16.9,1349.38,NA,"WLS"
"(NO NAME)","DRAINAGE",24,1452.98,NA,"WLS"
"BOONE LAKE","DRAINAGE",1.9,54.39,NA,"WLS"
"KEVIN LAKE","DRAINAGE",19.7,642.32,NA,"WLS"
"(NO NAME)","DRAINAGE",5.6,567.21,NA,"WLS"
"(NO NAME)","SEEPAGE",6.5,31.08,NA,"WLS"
"MOOSE LAKE","DRAINAGE",5.3,1680.9,NA,"WLS"
"BORUM LAKE","DRAINAGE",14.2,432.53,NA,"WLS"
"BRIDGER LAKES (2 FROM NE)","DRAINAGE",15.1,347.06,NA,"WLS"
"(NO NAME)","DRAINAGE",9.2,82.88,NA,"WLS"
"(NO NAME)","DRAINAGE",9.6,725.2,NA,"WLS"
"(NO NAME)","CLOSED",12.9,745.92,NA,"WLS"
"LITTLE SENECA LAKE","DRAINAGE",4.7,339.29,NA,"WLS"
"SPIDER LAKE","DRAINAGE",18.7,663.04,NA,"WLS"
"(NO NAME)","DRAINAGE",3.6,176.12,NA,"WLS"
"(NO NAME)","SEEPAGE",9.9,186.48,NA,"WLS"
"TIGEE LAKE","DRAINAGE",19,1098.15,NA,"WLS"
"SHOESTRING LAKE","DRAINAGE",15.9,279.72,NA,"WLS"
"(NO NAME)","DRAINAGE",12.6,282.31,NA,"WLS"
"(NO NAME)","DRAINAGE",10.3,849.52,NA,"WLS"
