attributeName	code	definition
Forest.Block	WS	Forest 2
Forest.Block	WN	Forest 1
Forest.Block	ZL	Forest 3
Rep	1	First group
Rep	2	Second group
Rep	3	Third group
Treatment	Control	Native conditions
Treatment	Xtrt	Elevated pH and P
Treatment	TSP	Elevated soil phosphorus (P)
Treatment	Lime	Elevated soil pH
Mycorrhizal.Association	EM	ectomycorrhizal
Mycorrhizal.Association	AM	arbuscular mycorrhizal
Dead	0	No
Dead	1	Yes
