attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
Block	Identifies at which of the 8 corridor project experimental sites the date were collected	categorical				
Patch	"Identifies in which of the five patches per site the data were collected. Patches are lettered B, C, D, and E with B being the connected patch, and C, D, and E labeling patches clockwise from Patch B"	categorical				
PatchShape	Identifies the patch as one of three possible shapes.	categorical				
PatchType	Identifies the patch as connected by a corridor or isolated (i.e. no corridor)	categorical				
Season	Season of survey	categorical				
PatchTotalSeeds	Total number of seeds dispersed in a patch	numeric	dimensionless			
BlockTotalSeeds	Total number of seeds dispersed in a block	numeric	dimensionless			
PropDispersed	Proportion of seeds dispersed = PatchTotalSeeds/BlockTotalSeeds	numeric	dimensionless			
