attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
lake_id	Unique lake identifier	character				
Year	Year	numeric	nominalYear		NA	not available
WD	Mean summer wind speed	numeric	metersPerSecond		NA	not available
AT	Mean summer air temperature	numeric	kelvin		NA	not available
TP	Total summer precipitation	numeric	meter		NA	not available
SpAT	Mean spring air temperature	numeric	kelvin		NA	not available
FaAT	Mean fall air temperature	numeric	kelvin		NA	not available
WT	Mean winter (January and February) air temperature	numeric	kelvin		NA	not available
SR	Average daily summer surface solar radiation downwards	numeric	joulesPerMeterSquare		NA	not available
