name	name_type	name_resolved	authority_system	authority_id
Elaphrus clairvillei	scientific	Elaphrus clairvillei	NA	NA
Platynus indecentis	scientific	Platynus indecentis	NA	NA
Pterostichus patruelis	scientific	Pterostichus patruelis	NA	NA
Badister grandiceps	scientific	Badister grandiceps	NA	NA
Pterostichus tenuis	scientific	Pterostichus tenuis	NA	NA
Harpalus amputatus	scientific	Harpalus amputatus	NA	NA
Chlaenius nebraskensis	scientific	Chlaenius nebraskensis	NA	NA
Amara latior	scientific	Amara latior	NA	NA
Calosoma obsoletum	scientific	Calosoma obsoletum	NA	NA
Microlestes pusio	scientific	Microlestes pusio	NA	NA
Callisthenes affinis	scientific	Callisthenes affinis	NA	NA
Agonum decorum	scientific	Agonum decorum	NA	NA
Selenophorus gagatinus	scientific	Selenophorus gagatinus	NA	NA
Morion monilicornis	scientific	Morion monilicornis	NA	NA
Pseudamara arenaria	scientific	Pseudamara arenaria	NA	NA
Trechus crassiscapus	scientific	Trechus crassiscapus	NA	NA
Platynus mannerheimii	scientific	Platynus mannerheimii	NA	NA
Harpalus laticeps	scientific	Harpalus laticeps	NA	NA
Loricera pilicornis	scientific	Loricera pilicornis	NA	NA
Bembidion muscicola	scientific	Bembidion muscicola	NA	NA
Agonum sordens	scientific	Agonum sordens	NA	NA
Bembidion fortestriatum	scientific	Bembidion fortestriatum	NA	NA
Agonum canadense	scientific	Agonum canadense	NA	NA
Agonum cupripenne	scientific	Agonum cupripenne	NA	NA
Bradycellus lugubris	scientific	Bradycellus lugubris	NA	NA
Badister transversus	scientific	Badister transversus	NA	NA
Pterostichus corvinus	scientific	Pterostichus corvinus	NA	NA
Dicaelus purpuratus	scientific	Dicaelus purpuratus	NA	NA
Bembidion texanum	scientific	Bembidion texanum	NA	NA
Brachinus imperialensis	scientific	Brachinus imperialensis	NA	NA
Sericoda obsoleta	scientific	Sericoda obsoleta	NA	NA
Agonum propinquum	scientific	Agonum propinquum	NA	NA
Clivina fossor	scientific	Clivina fossor	NA	NA
Agonum affine	scientific	Agonum affine	NA	NA
Acupalpus canadensis	scientific	Acupalpus canadensis	NA	NA
Bembidion quadrimaculatum	scientific	Bembidion quadrimaculatum	NA	NA
Acupalpus nanellus	scientific	Acupalpus nanellus	NA	NA
Amara neoscotica	scientific	Amara neoscotica	NA	NA
Carabus maeander	scientific	Carabus maeander	NA	NA
Bembidion canadianum	scientific	Bembidion canadianum	NA	NA
Bembidion roosevelti	scientific	Bembidion roosevelti	NA	NA
Badister obtusus	scientific	Badister obtusus	NA	NA
Bembidion obtusangulum	scientific	Bembidion obtusangulum	NA	NA
Bembidion praecinctum	scientific	Bembidion praecinctum	NA	NA
Agonum errans	scientific	Agonum errans	NA	NA
Chlaenius alternatus	scientific	Chlaenius alternatus	NA	NA
Patrobus lecontei	scientific	Patrobus lecontei	NA	NA
Bembidion aeneicolle	scientific	Bembidion aeneicolle	NA	NA
Anisodactylus kirbyi	scientific	Anisodactylus kirbyi	NA	NA
Badister neopulchellus	scientific	Badister neopulchellus	NA	NA
Pterostichus commutabilis	scientific	Pterostichus commutabilis	NA	NA
Bembidion pseudocautum	scientific	Bembidion pseudocautum	NA	NA
Bradycellus lecontei	scientific	Bradycellus lecontei	NA	NA
Oodes fluvialis	scientific	Oodes fluvialis	NA	NA
Blethisa hudsonica	scientific	Blethisa hudsonica	NA	NA
Rhinichthys atratulus	scientific	Rhinichthys atratulus	NA	NA
Salmo trutta	scientific	Salmo trutta	NA	NA
Salvelinus fontinalis	scientific	Salvelinus fontinalis	NA	NA
Semotilus atromaculatus	scientific	Semotilus atromaculatus	NA	NA
Noturus gyrinus	scientific	Noturus gyrinus	NA	NA
Salmo salar	scientific	Salmo salar	NA	NA
Notemigonus crysoleucas	scientific	Notemigonus crysoleucas	NA	NA
Ameiurus nebulosus	scientific	Ameiurus nebulosus	NA	NA
Oncorhynchus mykiss	scientific	Oncorhynchus mykiss	NA	NA
Clinostomus funduloides	scientific	Clinostomus funduloides	NA	NA
Cottus girardi	scientific	Cottus girardi	NA	NA
Rhinichthys cataractae	scientific	Rhinichthys cataractae	NA	NA
Lepomis macrochirus	scientific	Lepomis macrochirus	NA	NA
Pimephales promelas	scientific	Pimephales promelas	NA	NA
Cottus bairdii	scientific	Cottus bairdii	NA	NA
Cottus caeruleomentum	scientific	Cottus caeruleomentum	NA	NA
Etheostoma spectabile	scientific	Etheostoma spectabile	NA	NA
Campostoma anomalum	scientific	Campostoma anomalum	NA	NA
Etheostoma nigrum	scientific	Etheostoma nigrum	NA	NA
Chrosomus erythrogaster	scientific	Chrosomus erythrogaster	NA	NA
Gambusia affinis	scientific	Gambusia affinis	NA	NA
Lepomis cyanellus	scientific	Lepomis cyanellus	NA	NA
Catostomus commersonii	scientific	Catostomus commersonii	NA	NA
Etheostoma tennesseense	scientific	Etheostoma tennesseense	NA	NA
Phoxinus erythrogaster	scientific	Phoxinus erythrogaster	NA	NA
Etheostoma pseudovulatum	scientific	Etheostoma pseudovulatum	NA	NA
Noturus exilis	scientific	Noturus exilis	NA	NA
Micropterus salmoides	scientific	Micropterus salmoides	NA	NA
Notropis atherinoides	scientific	Notropis atherinoides	NA	NA
Notropis stramineus	scientific	Notropis stramineus	NA	NA
Pimephales notatus	scientific	Pimephales notatus	NA	NA
Micropterus punctulatus	scientific	Micropterus punctulatus	NA	NA
Phenacobius mirabilis	scientific	Phenacobius mirabilis	NA	NA
Pimephales vigilax	scientific	Pimephales vigilax	NA	NA
Luxilus cornutus	scientific	Luxilus cornutus	NA	NA
Cyprinella lutrensis	scientific	Cyprinella lutrensis	NA	NA
Lepomis megalotis	scientific	Lepomis megalotis	NA	NA
Cottus carolinae	scientific	Cottus carolinae	NA	NA
Hypentelium nigricans	scientific	Hypentelium nigricans	NA	NA
Etheostoma lachneri	scientific	Etheostoma lachneri	NA	NA
Etheostoma stigmaeum	scientific	Etheostoma stigmaeum	NA	NA
Etheostoma swaini	scientific	Etheostoma swaini	NA	NA
Fundulus olivaceus	scientific	Fundulus olivaceus	NA	NA
Hypentelium etowanum	scientific	Hypentelium etowanum	NA	NA
Ichthyomyzon gagei	scientific	Ichthyomyzon gagei	NA	NA
Lampetra aepyptera	scientific	Lampetra aepyptera	NA	NA
Nocomis leptocephalus	scientific	Nocomis leptocephalus	NA	NA
Notropis baileyi	scientific	Notropis baileyi	NA	NA
Percina nigrofasciata	scientific	Percina nigrofasciata	NA	NA
Luxilus chrysocephalus	scientific	Luxilus chrysocephalus	NA	NA
Notropis ammophilus	scientific	Notropis ammophilus	NA	NA
Noturus leptacanthus	scientific	Noturus leptacanthus	NA	NA
Fundulus notatus	scientific	Fundulus notatus	NA	NA
Notropis texanus	scientific	Notropis texanus	NA	NA
Noturus funebris	scientific	Noturus funebris	NA	NA
Ameiurus natalis	scientific	Ameiurus natalis	NA	NA
Erimyzon oblongus	scientific	Erimyzon oblongus	NA	NA
Notropis telescopus	scientific	Notropis telescopus	NA	NA
Esox americanus	scientific	Esox americanus	NA	NA
Lythrurus bellus	scientific	Lythrurus bellus	NA	NA
Notropis stilbius	scientific	Notropis stilbius	NA	NA
Semotilus thoreauianus	scientific	Semotilus thoreauianus	NA	NA
Moxostoma carinatum	scientific	Moxostoma carinatum	NA	NA
Notropis xaenocephalus	scientific	Notropis xaenocephalus	NA	NA
Moxostoma poecilurum	scientific	Moxostoma poecilurum	NA	NA
Lepomis auritus	scientific	Lepomis auritus	NA	NA
Ameiurus melas	scientific	Ameiurus melas	NA	NA
Fundulus zebrinus	scientific	Fundulus zebrinus	NA	NA
Cyprinus carpio	scientific	Cyprinus carpio	NA	NA
Notropis volucellus	scientific	Notropis volucellus	NA	NA
Micropterus dolomieu	scientific	Micropterus dolomieu	NA	NA
Noturus nocturnus	scientific	Noturus nocturnus	NA	NA
Epeorus	scientific	Epeorus	NA	NA
Probezzia	scientific	Probezzia	NA	NA
Cladopelma	scientific	Cladopelma	NA	NA
Brundiniella	scientific	Brundiniella	NA	NA
Paraleptophlebia	scientific	Paraleptophlebia	NA	NA
Eukiefferiella	scientific	Eukiefferiella	NA	NA
Psephenus	scientific	Psephenus	NA	NA
Cryptotendipes	scientific	Cryptotendipes	NA	NA
Thienemannimyia	scientific	Thienemannimyia	NA	NA
Thienemanniella	scientific	Thienemanniella	NA	NA
Hydropsyche	scientific	Hydropsyche	NA	NA
Mystacides	scientific	Mystacides	NA	NA
Stenelmis	scientific	Stenelmis	NA	NA
Ceraclea	scientific	Ceraclea	NA	NA
Pycnopsyche	scientific	Pycnopsyche	NA	NA
Hemerodromia	scientific	Hemerodromia	NA	NA
Rhyacophila	scientific	Rhyacophila	NA	NA
Prosimulium	scientific	Prosimulium	NA	NA
Neophylax	scientific	Neophylax	NA	NA
Rheosmittia	scientific	Rheosmittia	NA	NA
Ceratopsyche	scientific	Ceratopsyche	NA	NA
Parachaetocladius	scientific	Parachaetocladius	NA	NA
Nais	scientific	Nais	NA	NA
Oulimnius	scientific	Oulimnius	NA	NA
Polypedilum	scientific	Polypedilum	NA	NA
Pisidium	scientific	Pisidium	NA	NA
Atractides	scientific	Atractides	NA	NA
Acroneuria	scientific	Acroneuria	NA	NA
Stempellinella	scientific	Stempellinella	NA	NA
Torrenticola	scientific	Torrenticola	NA	NA
Siphlonurus	scientific	Siphlonurus	NA	NA
Clinocera	scientific	Clinocera	NA	NA
Tanytarsus	scientific	Tanytarsus	NA	NA
Neumania	scientific	Neumania	NA	NA
Natarsia	scientific	Natarsia	NA	NA
Procladius	scientific	Procladius	NA	NA
Cryptochironomus	scientific	Cryptochironomus	NA	NA
Isoperla	scientific	Isoperla	NA	NA
Orthocladius	scientific	Orthocladius	NA	NA
Paratendipes	scientific	Paratendipes	NA	NA
Lopescladius	scientific	Lopescladius	NA	NA
Chironomus	scientific	Chironomus	NA	NA
Ephemerella	scientific	Ephemerella	NA	NA
Pristina	scientific	Pristina	NA	NA
Nigronia	scientific	Nigronia	NA	NA
Parakiefferiella	scientific	Parakiefferiella	NA	NA
Tvetenia	scientific	Tvetenia	NA	NA
Anchytarsus	scientific	Anchytarsus	NA	NA
Diphetor	scientific	Diphetor	NA	NA
Neostempellina	scientific	Neostempellina	NA	NA
Oxyethira	scientific	Oxyethira	NA	NA
Maccaffertium	scientific	Maccaffertium	NA	NA
Hexatoma	scientific	Hexatoma	NA	NA
Laevapex	scientific	Laevapex	NA	NA
Prostoma	scientific	Prostoma	NA	NA
Simulium	scientific	Simulium	NA	NA
Cheumatopsyche	scientific	Cheumatopsyche	NA	NA
Dicranota	scientific	Dicranota	NA	NA
Rheocricotopus	scientific	Rheocricotopus	NA	NA
Parametriocnemus	scientific	Parametriocnemus	NA	NA
Promoresia	scientific	Promoresia	NA	NA
Stenochironomus	scientific	Stenochironomus	NA	NA
Stilocladius	scientific	Stilocladius	NA	NA
Tribelos	scientific	Tribelos	NA	NA
Nilotanypus	scientific	Nilotanypus	NA	NA
Krenosmittia	scientific	Krenosmittia	NA	NA
Rheotanytarsus	scientific	Rheotanytarsus	NA	NA
Larsia	scientific	Larsia	NA	NA
Lepidostoma	scientific	Lepidostoma	NA	NA
Labrundinia	scientific	Labrundinia	NA	NA
Cladotanytarsus	scientific	Cladotanytarsus	NA	NA
Amphinemura	scientific	Amphinemura	NA	NA
Stempellina	scientific	Stempellina	NA	NA
Pseudorthocladius	scientific	Pseudorthocladius	NA	NA
Microtendipes	scientific	Microtendipes	NA	NA
Synorthocladius	scientific	Synorthocladius	NA	NA
Limnophila	scientific	Limnophila	NA	NA
Sperchonopsis	scientific	Sperchonopsis	NA	NA
Teloganopsis	scientific	Teloganopsis	NA	NA
Neoplasta	scientific	Neoplasta	NA	NA
Nilothauma	scientific	Nilothauma	NA	NA
Sperchon	scientific	Sperchon	NA	NA
Aulodrilus	scientific	Aulodrilus	NA	NA
Optioservus	scientific	Optioservus	NA	NA
Hydroptila	scientific	Hydroptila	NA	NA
Chaetogaster	scientific	Chaetogaster	NA	NA
Stylodrilus	scientific	Stylodrilus	NA	NA
Goera	scientific	Goera	NA	NA
Glossosoma	scientific	Glossosoma	NA	NA
Dasyhelea	scientific	Dasyhelea	NA	NA
Lebertia	scientific	Lebertia	NA	NA
Paracricotopus	scientific	Paracricotopus	NA	NA
Acerpenna	scientific	Acerpenna	NA	NA
Corynoneura	scientific	Corynoneura	NA	NA
Sialis	scientific	Sialis	NA	NA
Phaenopsectra	scientific	Phaenopsectra	NA	NA
Trissopelopia	scientific	Trissopelopia	NA	NA
Tallaperla	scientific	Tallaperla	NA	NA
Heterocloeon	scientific	Heterocloeon	NA	NA
Dolophilodes	scientific	Dolophilodes	NA	NA
Radotanypus	scientific	Radotanypus	NA	NA
Plauditus	scientific	Plauditus	NA	NA
Baetis	scientific	Baetis	NA	NA
Stictochironomus	scientific	Stictochironomus	NA	NA
Caenis	scientific	Caenis	NA	NA
Zavrelimyia	scientific	Zavrelimyia	NA	NA
Paragnetina	scientific	Paragnetina	NA	NA
Heleniella	scientific	Heleniella	NA	NA
Nanocladius	scientific	Nanocladius	NA	NA
Cordulegaster	scientific	Cordulegaster	NA	NA
Leuctra	scientific	Leuctra	NA	NA
Psilotreta	scientific	Psilotreta	NA	NA
Cricotopus	scientific	Cricotopus	NA	NA
Hygrobates	scientific	Hygrobates	NA	NA
Sweltsa	scientific	Sweltsa	NA	NA
Oecetis	scientific	Oecetis	NA	NA
Molanna	scientific	Molanna	NA	NA
Brillia	scientific	Brillia	NA	NA
Paracapnia	scientific	Paracapnia	NA	NA
Platysmittia	scientific	Platysmittia	NA	NA
Demicryptochironomus	scientific	Demicryptochironomus	NA	NA
Ectopria	scientific	Ectopria	NA	NA
Sublettea	scientific	Sublettea	NA	NA
Isonychia	scientific	Isonychia	NA	NA
Agnetina	scientific	Agnetina	NA	NA
Antocha	scientific	Antocha	NA	NA
Agapetus	scientific	Agapetus	NA	NA
Paracladopelma	scientific	Paracladopelma	NA	NA
Roederiodes	scientific	Roederiodes	NA	NA
Apatania	scientific	Apatania	NA	NA
Laccobius	scientific	Laccobius	NA	NA
Acentrella	scientific	Acentrella	NA	NA
Diplocladius	scientific	Diplocladius	NA	NA
Ablabesmyia	scientific	Ablabesmyia	NA	NA
Wandesia	scientific	Wandesia	NA	NA
Psectrocladius	scientific	Psectrocladius	NA	NA
Eurylophella	scientific	Eurylophella	NA	NA
Polycentropus	scientific	Polycentropus	NA	NA
Rhagovelia	scientific	Rhagovelia	NA	NA
Taeniopteryx	scientific	Taeniopteryx	NA	NA
Saetheria	scientific	Saetheria	NA	NA
Nyctiophylax	scientific	Nyctiophylax	NA	NA
Potthastia	scientific	Potthastia	NA	NA
Stenacron	scientific	Stenacron	NA	NA
Taenionema	scientific	Taenionema	NA	NA
Helodon	scientific	Helodon	NA	NA
Paratanytarsus	scientific	Paratanytarsus	NA	NA
Eccoptura	scientific	Eccoptura	NA	NA
Cryptolabis	scientific	Cryptolabis	NA	NA
Pteronarcys	scientific	Pteronarcys	NA	NA
Stegopterna	scientific	Stegopterna	NA	NA
Diplectrona	scientific	Diplectrona	NA	NA
Blepharicera	scientific	Blepharicera	NA	NA
Alloperla	scientific	Alloperla	NA	NA
Micropsectra	scientific	Micropsectra	NA	NA
Heptagenia	scientific	Heptagenia	NA	NA
Pagastia	scientific	Pagastia	NA	NA
Stilobezzia	scientific	Stilobezzia	NA	NA
Serratella	scientific	Serratella	NA	NA
Nemoura	scientific	Nemoura	NA	NA
Wormaldia	scientific	Wormaldia	NA	NA
Paraphaenocladius	scientific	Paraphaenocladius	NA	NA
Neoleptophlebia	scientific	Neoleptophlebia	NA	NA
Chaetocladius	scientific	Chaetocladius	NA	NA
Oxus	scientific	Oxus	NA	NA
Erioptera	scientific	Erioptera	NA	NA
Dero	scientific	Dero	NA	NA
Drunella	scientific	Drunella	NA	NA
Diamesa	scientific	Diamesa	NA	NA
Procloeon	scientific	Procloeon	NA	NA
Physa	scientific	Physa	NA	NA
Aturus	scientific	Aturus	NA	NA
Constempellina	scientific	Constempellina	NA	NA
Limnophyes	scientific	Limnophyes	NA	NA
Boyeria	scientific	Boyeria	NA	NA
Ameletus	scientific	Ameletus	NA	NA
Pagastiella	scientific	Pagastiella	NA	NA
Aeolosoma	scientific	Aeolosoma	NA	NA
Hydra	scientific	Hydra	NA	NA
Feltria	scientific	Feltria	NA	NA
Dicrotendipes	scientific	Dicrotendipes	NA	NA
Neozavrelia	scientific	Neozavrelia	NA	NA
Anafroptilum	scientific	Anafroptilum	NA	NA
Hydrobaenus	scientific	Hydrobaenus	NA	NA
Chimarra	scientific	Chimarra	NA	NA
Lirceus	scientific	Lirceus	NA	NA
Amphichaeta	scientific	Amphichaeta	NA	NA
Crangonyx	scientific	Crangonyx	NA	NA
Paralauterborniella	scientific	Paralauterborniella	NA	NA
Vejdovskyella	scientific	Vejdovskyella	NA	NA
Corbicula	scientific	Corbicula	NA	NA
Branchiura	scientific	Branchiura	NA	NA
Ilyodrilus	scientific	Ilyodrilus	NA	NA
Testudacarus	scientific	Testudacarus	NA	NA
Dubiraphia	scientific	Dubiraphia	NA	NA
Limnodrilus	scientific	Limnodrilus	NA	NA
Narpus	scientific	Narpus	NA	NA
Gammarus	scientific	Gammarus	NA	NA
Allocapnia	scientific	Allocapnia	NA	NA
Chrysops	scientific	Chrysops	NA	NA
Tubifex	scientific	Tubifex	NA	NA
Dixa	scientific	Dixa	NA	NA
Pilaria	scientific	Pilaria	NA	NA
Tipula	scientific	Tipula	NA	NA
Limonia	scientific	Limonia	NA	NA
Clioperla	scientific	Clioperla	NA	NA
Atrichopogon	scientific	Atrichopogon	NA	NA
Pentaneura	scientific	Pentaneura	NA	NA
Lype	scientific	Lype	NA	NA
Marstonia	scientific	Marstonia	NA	NA
Varichaetadrilus	scientific	Varichaetadrilus	NA	NA
Isochaetides	scientific	Isochaetides	NA	NA
Psychomyia	scientific	Psychomyia	NA	NA
Pseudolimnophila	scientific	Pseudolimnophila	NA	NA
Trichocorixa	scientific	Trichocorixa	NA	NA
Fallceon	scientific	Fallceon	NA	NA
Sphaerium	scientific	Sphaerium	NA	NA
Microvelia	scientific	Microvelia	NA	NA
Stenonema	scientific	Stenonema	NA	NA
Neohermes	scientific	Neohermes	NA	NA
Chelifera	scientific	Chelifera	NA	NA
Hydatophylax	scientific	Hydatophylax	NA	NA
Bithynia	scientific	Bithynia	NA	NA
Ephemera	scientific	Ephemera	NA	NA
Calopteryx	scientific	Calopteryx	NA	NA
Georthocladius	scientific	Georthocladius	NA	NA
Attenella	scientific	Attenella	NA	NA
Eiseniella	scientific	Eiseniella	NA	NA
Valvata	scientific	Valvata	NA	NA
Lumbriculus	scientific	Lumbriculus	NA	NA
Sminthurus	scientific	Sminthurus	NA	NA
Clathrosperchon	scientific	Clathrosperchon	NA	NA
Bezzia	scientific	Bezzia	NA	NA
Girardia	scientific	Girardia	NA	NA
Culicoides	scientific	Culicoides	NA	NA
Mackenziella	scientific	Mackenziella	NA	NA
Ophidonais	scientific	Ophidonais	NA	NA
Heterotrissocladius	scientific	Heterotrissocladius	NA	NA
Stylogomphus	scientific	Stylogomphus	NA	NA
Xylotopus	scientific	Xylotopus	NA	NA
Hydrozetes	scientific	Hydrozetes	NA	NA
Prostoia	scientific	Prostoia	NA	NA
Epoicocladius	scientific	Epoicocladius	NA	NA
Stygomomonia	scientific	Stygomomonia	NA	NA
Trimalaconothrus	scientific	Trimalaconothrus	NA	NA
Kongsbergia	scientific	Kongsbergia	NA	NA
Arrenurus	scientific	Arrenurus	NA	NA
Culoptila	scientific	Culoptila	NA	NA
Psilometriocnemus	scientific	Psilometriocnemus	NA	NA
Ljania	scientific	Ljania	NA	NA
Ferrissia	scientific	Ferrissia	NA	NA
Sphaeromias	scientific	Sphaeromias	NA	NA
Sympotthastia	scientific	Sympotthastia	NA	NA
Limnesia	scientific	Limnesia	NA	NA
Dromogomphus	scientific	Dromogomphus	NA	NA
Hydrobius	scientific	Hydrobius	NA	NA
Gomphus	scientific	Gomphus	NA	NA
Slavina	scientific	Slavina	NA	NA
Helichus	scientific	Helichus	NA	NA
Pseudosmittia	scientific	Pseudosmittia	NA	NA
Mideopsis	scientific	Mideopsis	NA	NA
Leucrocuta	scientific	Leucrocuta	NA	NA
Habrophlebiodes	scientific	Habrophlebiodes	NA	NA
Trichoclinocera	scientific	Trichoclinocera	NA	NA
Gyraulus	scientific	Gyraulus	NA	NA
Macronychus	scientific	Macronychus	NA	NA
Habrophlebia	scientific	Habrophlebia	NA	NA
Soyedina	scientific	Soyedina	NA	NA
Cambarus	scientific	Cambarus	NA	NA
Eloeophila	scientific	Eloeophila	NA	NA
Pseudochironomus	scientific	Pseudochironomus	NA	NA
Forcipomyia	scientific	Forcipomyia	NA	NA
Perlesta	scientific	Perlesta	NA	NA
Microcylloepus	scientific	Microcylloepus	NA	NA
Menetus	scientific	Menetus	NA	NA
Stygobromus	scientific	Stygobromus	NA	NA
Limnozetes	scientific	Limnozetes	NA	NA
Malaconothrus	scientific	Malaconothrus	NA	NA
Trachyoribates	scientific	Trachyoribates	NA	NA
Tabanus	scientific	Tabanus	NA	NA
Agabus	scientific	Agabus	NA	NA
Caecidotea	scientific	Caecidotea	NA	NA
Conchapelopia	scientific	Conchapelopia	NA	NA
Haplotaxis	scientific	Haplotaxis	NA	NA
Heterosternuta	scientific	Heterosternuta	NA	NA
Helicopsyche	scientific	Helicopsyche	NA	NA
Berosus	scientific	Berosus	NA	NA
Neoperla	scientific	Neoperla	NA	NA
Mesosmittia	scientific	Mesosmittia	NA	NA
Aedes	scientific	Aedes	NA	NA
Parachironomus	scientific	Parachironomus	NA	NA
Hydrosmittia	scientific	Hydrosmittia	NA	NA
Tanypus	scientific	Tanypus	NA	NA
Galba	scientific	Galba	NA	NA
Cymbiodyta	scientific	Cymbiodyta	NA	NA
Sigara	scientific	Sigara	NA	NA
Physella	scientific	Physella	NA	NA
Choroterpes	scientific	Choroterpes	NA	NA
Tricorythodes	scientific	Tricorythodes	NA	NA
Argia	scientific	Argia	NA	NA
Helophorus	scientific	Helophorus	NA	NA
Corydalus	scientific	Corydalus	NA	NA
Hyalella	scientific	Hyalella	NA	NA
Peltodytes	scientific	Peltodytes	NA	NA
Anopheles	scientific	Anopheles	NA	NA
Stylaria	scientific	Stylaria	NA	NA
Tropisternus	scientific	Tropisternus	NA	NA
Piona	scientific	Piona	NA	NA
Cinygmula	scientific	Cinygmula	NA	NA
Stactobiella	scientific	Stactobiella	NA	NA
Stygothrombium	scientific	Stygothrombium	NA	NA
Cyrnellus	scientific	Cyrnellus	NA	NA
Woolastookia	scientific	Woolastookia	NA	NA
Protzia	scientific	Protzia	NA	NA
Atherix	scientific	Atherix	NA	NA
Specaria	scientific	Specaria	NA	NA
Rhithrogena	scientific	Rhithrogena	NA	NA
Micrasema	scientific	Micrasema	NA	NA
Limnochares	scientific	Limnochares	NA	NA
Tokunagaia	scientific	Tokunagaia	NA	NA
Rhyacodrilus	scientific	Rhyacodrilus	NA	NA
Mesocricotopus	scientific	Mesocricotopus	NA	NA
Macropelopia	scientific	Macropelopia	NA	NA
Odontomesa	scientific	Odontomesa	NA	NA
Remenus	scientific	Remenus	NA	NA
Dannella	scientific	Dannella	NA	NA
Smittia	scientific	Smittia	NA	NA
Ochrotrichia	scientific	Ochrotrichia	NA	NA
Paraboreochlus	scientific	Paraboreochlus	NA	NA
Baetisca	scientific	Baetisca	NA	NA
Yugus	scientific	Yugus	NA	NA
Euryhapsis	scientific	Euryhapsis	NA	NA
Piguetiella	scientific	Piguetiella	NA	NA
Elimia	scientific	Elimia	NA	NA
Brachypoda	scientific	Brachypoda	NA	NA
Apsectrotanypus	scientific	Apsectrotanypus	NA	NA
Robackia	scientific	Robackia	NA	NA
Teneridrilus	scientific	Teneridrilus	NA	NA
Peltoperla	scientific	Peltoperla	NA	NA
Wettina	scientific	Wettina	NA	NA
Dixella	scientific	Dixella	NA	NA
Phylocentropus	scientific	Phylocentropus	NA	NA
Stelechomyia	scientific	Stelechomyia	NA	NA
Ancyronyx	scientific	Ancyronyx	NA	NA
Unniella	scientific	Unniella	NA	NA
Alluaudomyia	scientific	Alluaudomyia	NA	NA
Xestochironomus	scientific	Xestochironomus	NA	NA
Djalmabatista	scientific	Djalmabatista	NA	NA
Mayatrichia	scientific	Mayatrichia	NA	NA
Gyretes	scientific	Gyretes	NA	NA
Siphloplecton	scientific	Siphloplecton	NA	NA
Albia	scientific	Albia	NA	NA
Spirosperma	scientific	Spirosperma	NA	NA
Axonopsis	scientific	Axonopsis	NA	NA
Agarodes	scientific	Agarodes	NA	NA
Dineutus	scientific	Dineutus	NA	NA
Brachycentrus	scientific	Brachycentrus	NA	NA
Leptophlebia	scientific	Leptophlebia	NA	NA
Perlinella	scientific	Perlinella	NA	NA
Anisocentropus	scientific	Anisocentropus	NA	NA
Metriocnemus	scientific	Metriocnemus	NA	NA
Neoporus	scientific	Neoporus	NA	NA
Hetaerina	scientific	Hetaerina	NA	NA
Labiobaetis	scientific	Labiobaetis	NA	NA
Heteroplectron	scientific	Heteroplectron	NA	NA
Tyrellia	scientific	Tyrellia	NA	NA
Amoenacarus	scientific	Amoenacarus	NA	NA
Kloosia	scientific	Kloosia	NA	NA
Progomphus	scientific	Progomphus	NA	NA
Haploperla	scientific	Haploperla	NA	NA
Zalutschia	scientific	Zalutschia	NA	NA
Desmopachria	scientific	Desmopachria	NA	NA
Hydrovatus	scientific	Hydrovatus	NA	NA
Mesovelia	scientific	Mesovelia	NA	NA
Belostoma	scientific	Belostoma	NA	NA
Helobdella	scientific	Helobdella	NA	NA
Clinotanypus	scientific	Clinotanypus	NA	NA
Podura	scientific	Podura	NA	NA
Fossaria	scientific	Fossaria	NA	NA
Celina	scientific	Celina	NA	NA
Paramerina	scientific	Paramerina	NA	NA
Helisoma	scientific	Helisoma	NA	NA
Glossiphonia	scientific	Glossiphonia	NA	NA
Zavreliella	scientific	Zavreliella	NA	NA
Synclita	scientific	Synclita	NA	NA
Ceratopogon	scientific	Ceratopogon	NA	NA
Callibaetis	scientific	Callibaetis	NA	NA
Planorbella	scientific	Planorbella	NA	NA
Liodessus	scientific	Liodessus	NA	NA
Notonecta	scientific	Notonecta	NA	NA
Sanfilippodytes	scientific	Sanfilippodytes	NA	NA
Enochrus	scientific	Enochrus	NA	NA
Monohelea	scientific	Monohelea	NA	NA
Laccophilus	scientific	Laccophilus	NA	NA
Culiseta	scientific	Culiseta	NA	NA
Acentria	scientific	Acentria	NA	NA
Elophila	scientific	Elophila	NA	NA
Rhantus	scientific	Rhantus	NA	NA
Culex	scientific	Culex	NA	NA
Aeshna	scientific	Aeshna	NA	NA
Hydrochus	scientific	Hydrochus	NA	NA
Libellula	scientific	Libellula	NA	NA
Paracymus	scientific	Paracymus	NA	NA
Mooreobdella	scientific	Mooreobdella	NA	NA
Odontomyia	scientific	Odontomyia	NA	NA
Macrovelia	scientific	Macrovelia	NA	NA
Pionopsis	scientific	Pionopsis	NA	NA
Limnephilus	scientific	Limnephilus	NA	NA
Petrophila	scientific	Petrophila	NA	NA
Erpobdella	scientific	Erpobdella	NA	NA
Copelatus	scientific	Copelatus	NA	NA
Anax	scientific	Anax	NA	NA
Goeldichironomus	scientific	Goeldichironomus	NA	NA
Nemotelus	scientific	Nemotelus	NA	NA
Stratiomys	scientific	Stratiomys	NA	NA
Desserobdella	scientific	Desserobdella	NA	NA
Cenocorixa	scientific	Cenocorixa	NA	NA
Acricotopus	scientific	Acricotopus	NA	NA
Placobdella	scientific	Placobdella	NA	NA
Dina	scientific	Dina	NA	NA
Haliplus	scientific	Haliplus	NA	NA
Apedilum	scientific	Apedilum	NA	NA
Gonomyia	scientific	Gonomyia	NA	NA
Pericoma	scientific	Pericoma	NA	NA
